tensor_name	producer_op	consumer_ops	dtype	signedness	scale_name	scale_value_or_summary	zero_point_name	zero_point_value_or_summary	per_tensor_or_per_channel	axis	can_feed_smt_vmadot_directly	correction_required	requant_required	recommended_path	caveat
model.23.one2one_cv2.0.2.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv2.0.2.weight_DequantizeLinear	Conv:/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv	s8	s8	model.23.one2one_cv2.0.2.weight_scale	shape=[4] min=0.006451464258134365 max=0.00895823072642088 first=[0.007224255707114935, 0.006451464258134365, 0.00895823072642088, 0.007677934132516384]	model.23.one2one_cv2.0.2.weight_zero_point	shape=[4] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.1.0.conv.bias	DequantizeLinear:model.23.one2one_cv2.1.0.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv	INT32	INT32	model.23.one2one_cv2.1.0.conv.bias_quantized_scale	shape=[16] min=3.9716385799692944e-05 max=0.00022622523829340935 first=[3.9716385799692944e-05, 8.023366535780951e-05, 0.00018679404456634074, 5.061375486548059e-05]	model.23.one2one_cv2.1.0.conv.bias_quantized_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.1.0.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv2.1.0.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv	s8	s8	model.23.one2one_cv2.1.0.conv.weight_scale	shape=[16] min=0.0018219065386801958 max=0.010377611964941025 first=[0.0018219065386801958, 0.003680552588775754, 0.008568787947297096, 0.00232180068269372]	model.23.one2one_cv2.1.0.conv.weight_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.1.1.conv.bias	DequantizeLinear:model.23.one2one_cv2.1.1.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv	INT32	INT32	model.23.one2one_cv2.1.1.conv.bias_quantized_scale	shape=[16] min=4.953669122187421e-05 max=0.0004084422253072262 first=[0.0004013775323983282, 0.0003935662389267236, 9.497780411038548e-05, 7.622214616276324e-05]	model.23.one2one_cv2.1.1.conv.bias_quantized_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.1.1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv2.1.1.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv	s8	s8	model.23.one2one_cv2.1.1.conv.weight_scale	shape=[16] min=0.0009804954752326012 max=0.008084426634013653 first=[0.007944593206048012, 0.007789981551468372, 0.0018799258396029472, 0.0015086891362443566]	model.23.one2one_cv2.1.1.conv.weight_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.1.2.bias	DequantizeLinear:model.23.one2one_cv2.1.2.bias_DequantizeLinear	Conv:/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv	INT32	INT32	model.23.one2one_cv2.1.2.bias_quantized_scale	shape=[4] min=0.0002200384042225778 max=0.0002533476217649877 first=[0.0002200384042225778, 0.0002441734541207552, 0.000231894213357009, 0.0002533476217649877]	model.23.one2one_cv2.1.2.bias_quantized_zero_point	shape=[4] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.1.2.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv2.1.2.weight_DequantizeLinear	Conv:/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv	s8	s8	model.23.one2one_cv2.1.2.weight_scale	shape=[4] min=0.005993940867483616 max=0.006901298183947802 first=[0.005993940867483616, 0.006651390343904495, 0.006316898390650749, 0.006901298183947802]	model.23.one2one_cv2.1.2.weight_zero_point	shape=[4] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.2.0.conv.bias	DequantizeLinear:model.23.one2one_cv2.2.0.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv	INT32	INT32	model.23.one2one_cv2.2.0.conv.bias_quantized_scale	shape=[16] min=2.839904118445702e-05 max=0.0003202444640919566 first=[4.47517704742495e-05, 0.00015400766278617084, 5.267515007290058e-05, 0.00018141900363843888]	model.23.one2one_cv2.2.0.conv.bias_quantized_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.2.0.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv2.2.0.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv	s8	s8	model.23.one2one_cv2.2.0.conv.weight_scale	shape=[16] min=0.00044304068433120847 max=0.004995990078896284 first=[0.0006981522310525179, 0.0024026043247431517, 0.0008217613212764263, 0.002830236218869686]	model.23.one2one_cv2.2.0.conv.weight_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.2.1.conv.bias	DequantizeLinear:model.23.one2one_cv2.2.1.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	INT32	INT32	model.23.one2one_cv2.2.1.conv.bias_quantized_scale	shape=[16] min=5.0482274673413485e-05 max=0.00038499338552355766 first=[0.00012146223161835223, 0.00010174812632612884, 7.796409772709012e-05, 7.778703729854897e-05]	model.23.one2one_cv2.2.1.conv.bias_quantized_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.2.1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv2.2.1.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	s8	s8	model.23.one2one_cv2.2.1.conv.weight_scale	shape=[16] min=0.0014899213565513492 max=0.011362599208950996 first=[0.0035848061088472605, 0.0030029690824449062, 0.002301013097167015, 0.0022957874462008476]	model.23.one2one_cv2.2.1.conv.weight_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.2.2.bias	DequantizeLinear:model.23.one2one_cv2.2.2.bias_DequantizeLinear	Conv:/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	INT32	INT32	model.23.one2one_cv2.2.2.bias_quantized_scale	shape=[4] min=0.0003528187226038426 max=0.00041513534961268306 first=[0.0003732048498932272, 0.0003729731834027916, 0.0003528187226038426, 0.00041513534961268306]	model.23.one2one_cv2.2.2.bias_quantized_zero_point	shape=[4] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv2.2.2.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv2.2.2.weight_DequantizeLinear	Conv:/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	s8	s8	model.23.one2one_cv2.2.2.weight_scale	shape=[4] min=0.0058555300347507 max=0.006889763753861189 first=[0.006193866953253746, 0.006190021988004446, 0.0058555300347507, 0.006889763753861189]	model.23.one2one_cv2.2.2.weight_zero_point	shape=[4] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.0.0.0.conv.bias	DequantizeLinear:model.23.one2one_cv3.0.0.0.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv	INT32	INT32	model.23.one2one_cv3.0.0.0.conv.bias_quantized_scale	shape=[64] min=0.00011075515794800594 max=0.00047476639156229794 first=[0.00023646117188036442, 0.00027723287348635495, 0.00029682766762562096, 0.0003336047229822725]	model.23.one2one_cv3.0.0.0.conv.bias_quantized_zero_point	shape=[64] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.0.0.0.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.0.0.0.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv	s8	s8	model.23.one2one_cv3.0.0.0.conv.weight_scale	shape=[64] min=0.005114668980240822 max=0.021924693137407303 first=[0.010919767431914806, 0.012802603654563427, 0.013707490637898445, 0.015405853278934956]	model.23.one2one_cv3.0.0.0.conv.weight_zero_point	shape=[64] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.0.0.1.conv.bias	DequantizeLinear:model.23.one2one_cv3.0.0.1.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv	INT32	INT32	model.23.one2one_cv3.0.0.1.conv.bias_quantized_scale	shape=[80] min=3.0452107239398174e-05 max=0.0004718026611953974 first=[0.00011892129259649664, 0.0001003440484055318, 0.00018288203864358366, 0.00024229890550486743]	model.23.one2one_cv3.0.0.1.conv.bias_quantized_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.0.0.1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.0.0.1.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv	s8	s8	model.23.one2one_cv3.0.0.1.conv.weight_scale	shape=[80] min=0.0004924177192151546 max=0.007629159837961197 first=[0.0019229851895943284, 0.0016225868603214622, 0.0029572455678135157, 0.003918030299246311]	model.23.one2one_cv3.0.0.1.conv.weight_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.0.1.0.conv.bias	DequantizeLinear:model.23.one2one_cv3.0.1.0.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv	INT32	INT32	model.23.one2one_cv3.0.1.0.conv.bias_quantized_scale	shape=[80] min=4.5333443267736584e-05 max=0.004223375115543604 first=[0.00019519920169841498, 0.00045592966489493847, 0.0002518912369851023, 8.95731573109515e-05]	model.23.one2one_cv3.0.1.0.conv.bias_quantized_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.0.1.0.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.0.1.0.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv	s8	s8	model.23.one2one_cv3.0.1.0.conv.weight_scale	shape=[80] min=0.0010806857608258724 max=0.10067934542894363 first=[0.004653275478631258, 0.010868724435567856, 0.006004734430462122, 0.002135298680514097]	model.23.one2one_cv3.0.1.0.conv.weight_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.0.1.1.conv.bias	DequantizeLinear:model.23.one2one_cv3.0.1.1.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv	INT32	INT32	model.23.one2one_cv3.0.1.1.conv.bias_quantized_scale	shape=[80] min=0.00044478505151346326 max=0.007995878346264362 first=[0.0006060136365704238, 0.0007951963925734162, 0.0008060127147473395, 0.0007657258538529277]	model.23.one2one_cv3.0.1.1.conv.bias_quantized_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.0.1.1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.0.1.1.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv	s8	s8	model.23.one2one_cv3.0.1.1.conv.weight_scale	shape=[80] min=0.004246849566698074 max=0.07634539902210236 first=[0.005786275025457144, 0.0075926100835204124, 0.00769588490948081, 0.007311222143471241]	model.23.one2one_cv3.0.1.1.conv.weight_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.0.2.bias	DequantizeLinear:model.23.one2one_cv3.0.2.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv	INT32	INT32	model.23.one2one_cv3.0.2.bias_quantized_scale	shape=[80] min=0.0004370060923974961 max=0.000810562283731997 first=[0.0007160177337937057, 0.0006370204500854015, 0.0006781998672522604, 0.0006769392639398575]	model.23.one2one_cv3.0.2.bias_quantized_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.0.2.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.0.2.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv	s8	s8	model.23.one2one_cv3.0.2.weight_scale	shape=[80] min=0.001999261789023876 max=0.003708246164023876 first=[0.003275713650509715, 0.0029143085703253746, 0.0031027004588395357, 0.003096933476626873]	model.23.one2one_cv3.0.2.weight_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.1.0.0.conv.bias	DequantizeLinear:model.23.one2one_cv3.1.0.0.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv	INT32	INT32	model.23.one2one_cv3.1.0.0.conv.bias_quantized_scale	shape=[128] min=4.3406365875853226e-05 max=0.0007278879056684673 first=[0.0003494247212074697, 0.00021883058070670813, 4.3406365875853226e-05, 9.40934696700424e-05]	model.23.one2one_cv3.1.0.0.conv.bias_quantized_zero_point	shape=[128] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.1.0.0.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.1.0.0.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv	s8	s8	model.23.one2one_cv3.1.0.0.conv.weight_scale	shape=[128] min=0.0019911767449229956 max=0.0333903431892395 first=[0.016029132530093193, 0.010038397274911404, 0.0019911767449229956, 0.0043163420632481575]	model.23.one2one_cv3.1.0.0.conv.weight_zero_point	shape=[128] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.1.0.1.conv.bias	DequantizeLinear:model.23.one2one_cv3.1.0.1.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv	INT32	INT32	model.23.one2one_cv3.1.0.1.conv.bias_quantized_scale	shape=[80] min=3.48188477801159e-05 max=0.0009126180084422231 first=[0.00021953364193905145, 0.00040927130612544715, 0.0005584288737736642, 0.0001449006813345477]	model.23.one2one_cv3.1.0.1.conv.bias_quantized_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.1.0.1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.1.0.1.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv	s8	s8	model.23.one2one_cv3.1.0.1.conv.weight_scale	shape=[80] min=0.00033228241954930127 max=0.008709275163710117 first=[0.002095048315823078, 0.0039057484827935696, 0.005329185165464878, 0.0013828128576278687]	model.23.one2one_cv3.1.0.1.conv.weight_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.1.1.0.conv.bias	DequantizeLinear:model.23.one2one_cv3.1.1.0.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv	INT32	INT32	model.23.one2one_cv3.1.1.0.conv.bias_quantized_scale	shape=[80] min=5.76224374526646e-05 max=0.005635833367705345 first=[0.00024470294010825455, 0.0001040169590851292, 0.00010253497748635709, 0.0019395105773583055]	model.23.one2one_cv3.1.1.0.conv.bias_quantized_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.1.1.0.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.1.1.0.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv	s8	s8	model.23.one2one_cv3.1.1.0.conv.weight_scale	shape=[80] min=0.0011303662322461605 max=0.11055685579776764 first=[0.0048002819530665874, 0.002040477003902197, 0.0020114053040742874, 0.0380469374358654]	model.23.one2one_cv3.1.1.0.conv.weight_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.1.1.1.conv.bias	DequantizeLinear:model.23.one2one_cv3.1.1.1.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	INT32	INT32	model.23.one2one_cv3.1.1.1.conv.bias_quantized_scale	shape=[80] min=0.0008357016486115754 max=0.014272524043917656 first=[0.0018804772989824414, 0.0015163066564127803, 0.0013930774293839931, 0.0018775042844936252]	model.23.one2one_cv3.1.1.1.conv.bias_quantized_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.1.1.1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.1.1.1.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	s8	s8	model.23.one2one_cv3.1.1.1.conv.weight_scale	shape=[80] min=0.004479908384382725 max=0.07651007920503616 first=[0.010080590844154358, 0.008128397166728973, 0.007467807736247778, 0.010064653120934963]	model.23.one2one_cv3.1.1.1.conv.weight_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.1.2.bias	DequantizeLinear:model.23.one2one_cv3.1.2.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	INT32	INT32	model.23.one2one_cv3.1.2.bias_quantized_scale	shape=[80] min=0.0025130899157375097 max=0.004869488533586264 first=[0.004869488533586264, 0.003724435344338417, 0.003621983341872692, 0.0036139478906989098]	model.23.one2one_cv3.1.2.bias_quantized_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.1.2.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.1.2.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	s8	s8	model.23.one2one_cv3.1.2.weight_scale	shape=[80] min=0.002404881175607443 max=0.004659818019717932 first=[0.004659818019717932, 0.0035640685819089413, 0.003466028021648526, 0.0034583385568112135]	model.23.one2one_cv3.1.2.weight_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.2.0.0.conv.bias	DequantizeLinear:model.23.one2one_cv3.2.0.0.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	INT32	INT32	model.23.one2one_cv3.2.0.0.conv.bias_quantized_scale	shape=[256] min=5.864965351065621e-05 max=0.004213020671159029 first=[0.0002130290085915476, 0.00013641337864100933, 0.0008498966344632208, 0.0010330345248803496]	model.23.one2one_cv3.2.0.0.conv.bias_quantized_zero_point	shape=[256] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.2.0.0.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.2.0.0.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	s8	s8	model.23.one2one_cv3.2.0.0.conv.weight_scale	shape=[256] min=0.0009149668621830642 max=0.06572543829679489 first=[0.0033233696594834328, 0.0021281237713992596, 0.013258854858577251, 0.016115907579660416]	model.23.one2one_cv3.2.0.0.conv.weight_zero_point	shape=[256] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.2.0.1.conv.bias	DequantizeLinear:model.23.one2one_cv3.2.0.1.conv.bias_DequantizeLinear	Conv:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	INT32	INT32	model.23.one2one_cv3.2.0.1.conv.bias_quantized_scale	shape=[80] min=3.7011363019701093e-05 max=0.0004065156972501427 first=[0.00020106439478695393, 0.00023217762645799667, 0.000208243727684021, 0.00023371972201857716]	model.23.one2one_cv3.2.0.1.conv.bias_quantized_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.23.one2one_cv3.2.0.1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.23.one2one_cv3.2.0.1.conv.weight_DequantizeLinear	Conv:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	s8	s8	model.23.one2one_cv3.2.0.1.conv.weight_scale	shape=[80] min=0.0004760449519380927 max=0.005228657741099596 first=[0.0025861163157969713, 0.0029862988740205765, 0.0026784578803926706, 0.003006133483722806]	model.23.one2one_cv3.2.0.1.conv.weight_zero_point	shape=[80] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
