fold	role	shape_class	name	m	n	k	kernel	stride	measured_us
4	training	3x3|1x1|1600|32|288|32|32|40|40|0|4	/model.19/m.0/m/m.0/cv2/conv/Conv	1600	32	288	3x3	1x1	454.510614
4	training	3x3|1x1|1600|32|288|32|32|40|40|0|4	/model.19/m.0/m/m.1/cv1/conv/Conv	1600	32	288	3x3	1x1	419.384743
4	training	3x3|1x1|1600|32|288|32|32|40|40|0|4	/model.19/m.0/m/m.1/cv2/conv/Conv	1600	32	288	3x3	1x1	405.932271
4	training	1x1|1x1|1600|128|192|192|128|40|40|0|4	/model.19/cv2/conv/Conv	1600	128	192	1x1	1x1	1235.084986
4	training	3x3|2x2|400|128|1152|128|128|20|20|0|4	/model.20/conv/Conv	400	128	1152	3x3	2x2	852.073843
4	training	3x3|1x1|1600|16|1152|128|16|40|40|0|4	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv	1600	16	1152	3x3	1x1	1203.563957
4	training	3x3|1x1|1600|16|144|16|16|40|40|0|4	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv	1600	16	144	3x3	1x1	194.943443
4	training	1x1|1x1|1600|80|128|128|80|40|40|0|4	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv	1600	80	128	1x1	1x1	600.895357
4	training	1x1|1x1|400|256|384|384|256|20|20|0|4	/model.22/cv1/conv/Conv	400	256	384	1x1	1x1	786.678
4	training	1x1|1x1|1600|4|16|16|4|40|40|4|4	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv	1600	4	16	1x1	1x1	66.989243
4	training	1x1|1x1|1600|80|80|80|80|40|40|0|4	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	1600	80	80	1x1	1x1	436.515357
4	training	3x3|1x1|400|128|576|64|128|20|20|0|4	/model.22/m.0/m.0.0/cv2/conv/Conv	400	128	576	3x3	1x1	555.374143
4	training	1x1|1x1|1600|80|80|80|80|40|40|0|4	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	1600	80	80	1x1	1x1	440.084986
4	training	1x1|1x1|400|256|128|128|256|20|20|0|4	/model.22/m.0/m.0.1/attn/qkv/conv/Conv	400	256	128	1x1	1x1	467.879886
4	training	1x1|1x1|400|256|128|128|256|20|20|0|4	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv	400	256	128	1x1	1x1	506.756329
4	training	1x1|1x1|400|128|256|256|128|20|20|0|4	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv	400	128	256	1x1	1x1	292.802029
4	training	1x1|1x1|400|256|384|384|256|20|20|0|4	/model.22/cv2/conv/Conv	400	256	384	1x1	1x1	797.586443
4	training	3x3|1x1|400|16|2304|256|16|20|20|0|4	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv	400	16	2304	3x3	1x1	638.271271
4	training	3x3|1x1|400|16|144|16|16|20|20|0|4	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	400	16	144	3x3	1x1	58.226186
4	training	1x1|1x1|400|80|256|256|80|20|20|0|4	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	400	80	256	1x1	1x1	196.073271
4	training	1x1|1x1|400|80|80|80|80|20|20|0|4	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv	400	80	80	1x1	1x1	119.498143
4	training	1x1|1x1|400|80|80|80|80|20|20|0|4	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv	400	80	80	1x1	1x1	123.888657
