index	image_id	width	height	decode_letterbox_us	executor_us	decode_output_us	detections	output_hash
0	139	640	426	30800.6	165095	68.084	299	0x95c5770d8878f858
1	285	586	640	38446.3	165508	30.459	11	0xd979bcddbcf1aa7
2	632	640	483	27169.1	166783	67.041	300	0xe945449ed6f22e88
3	724	375	500	25038.6	166698	38.75	74	0xbf25d44c8d059e83
4	776	428	640	26142.9	166741	40.625	69	0x2705458d328a3ece
5	785	640	425	23837.9	165874	36.917	61	0x4b564353bafcd65e
6	802	424	640	20972	165330	31.542	21	0x9bd932c97717c29b
7	872	621	640	38458.1	165296	39.5	84	0x3eb9836db8767126
8	885	640	427	23604.8	165495	58.583	231	0x82cba532f8dea5fb
9	1000	640	480	32597.1	166157	67.875	286	0xd9eaa865ccf323a
10	1268	640	427	25576.8	165049	67.5	300	0xe8ae2026fd85cb64
11	1296	427	640	24811.6	168962	49.333	142	0xefaaa24be1f8f511
12	1353	375	500	21076	165075	89.667	150	0x27472789c57664b0
13	1425	640	512	22702.6	164972	46.208	107	0xd9aac1b013a28b8f
14	1490	640	315	15877.3	165516	37.708	61	0x7724d40570725a75
15	1503	320	240	11096.3	190470	41.416	87	0x8c18b098a59b35e8
16	1532	640	480	27754.3	165148	68.334	295	0xa8dc13fe2effd902
17	1584	612	612	35810	166467	65.542	288	0x180b6f28feb830e
18	1675	640	480	24285.6	165979	42.833	92	0x8c451c65fb4ce92d
19	1761	427	640	22782.3	165490	42.792	102	0x23ed271cbf0c148f
20	1818	640	425	24401.7	168151	36.625	48	0xf2a9b1a2d01d8571
21	1993	640	419	22668.1	165244	43.292	118	0x4df8bfb3f4d64921
22	2006	640	480	28040	164889	59.833	241	0x8dd69485296d3a26
23	2149	640	427	20709.5	165606	47.791	137	0x4d0777df89df377e
24	2153	640	480	26836.9	164965	39	65	0x1a479a63c040fe6a
25	2157	640	427	23713.7	165500	69.833	292	0xaacc5cadd8cb2744
26	2261	640	427	26135.3	164257	33.458	29	0xcca883adb8afad64
27	2299	500	302	16676.8	166624	67.251	296	0x39e1f4b0ba8e0415
28	2431	457	640	25311.1	166880	57.459	223	0xe1a16cd6e4aebac3
29	2473	640	427	22404.3	165490	48.875	142	0x8a519d7da1ab3024
30	2532	480	640	29043.8	166011	39.875	79	0xb7784aae4c401911
31	2587	500	375	22236.2	165587	41.708	90	0xdf3b94810f0a818f
32	2592	640	366	20481.7	167398	34.5	34	0xacb4322622889677
33	2685	640	555	34384.6	165849	67.75	292	0x383ecda3a36da766
34	2923	500	375	21708.4	165443	65.292	275	0x6f2a34d126c27d95
35	3156	443	640	21618.3	166242	46.083	115	0x4ffdc0d3ba40d5dc
36	3255	640	363	21904.4	165367	41.459	93	0x5dfcd021fd73b60e
37	3501	612	612	36016.2	165516	37.292	63	0xe6fa6aed355447fe
38	3553	640	427	24420.8	165856	36.042	53	0xfca07dcf496d4e3
39	3661	640	384	21235.3	166148	48.792	136	0xd8a33c6cd7f6f142
40	3845	500	375	23809.1	165706	45.542	126	0xa40084886ea78a43
41	3934	375	500	23047.3	166746	67.708	300	0xba64248e2dbd9fc7
42	4134	640	425	24797.3	166183	67.292	298	0x3740619deb6919bf
43	4395	425	640	21325.1	168154	35.708	49	0x69eb3d8e8af41d0b
44	4495	500	375	22076.2	165488	34.167	31	0x511554f075e02786
45	4765	612	612	35123.2	164744	31.125	9	0xdedb3ee5787effe2
46	4795	640	480	27694.4	166445	49.583	125	0x9508f6ab73576892
47	5001	640	480	27882.5	165886	67.75	298	0x3f144b95912dcb6d
48	5037	640	425	25508.6	165553	68	300	0xeb78b85dff7d2794
49	5060	480	640	27620.1	164672	56.667	201	0x2dd582d52a143859
50	5193	640	425	22240.8	165652	68.833	300	0x971458c7e9a001ca
51	5477	640	349	20838.9	165832	42.333	85	0x480da622592fb619
52	5503	333	500	16982.5	164579	34.541	28	0x2c534de19296265
53	5529	444	640	27510.9	169227	35.417	50	0x2047c172ccb44538
54	5586	320	240	11967.4	165211	67.333	296	0xc36332e3750ca58e
55	5600	640	361	21382.7	166132	46.042	131	0xb319faf81f00dd22
56	5992	640	428	25672	166086	36.042	51	0x9b0845c3b869f7d2
57	6012	640	531	29839.2	166346	34	51	0x1b3c610d77200635
58	6040	640	351	21479.3	165919	56.75	195	0x2e4754b103636ea
59	6213	640	425	22254.8	165566	41.75	82	0xafc87e3767b0fba8
60	6460	640	427	20804.1	164086	37.042	56	0x4c36a9515ff4e07c
61	6471	500	333	18574.5	164927	67.292	297	0x9ca2b585225c2fd2
62	6614	500	396	19589.6	166603	45.209	121	0xc2b0d534a5b62689
63	6723	640	361	22747.5	165395	68.167	292	0x78a2f894be3a8101
64	6763	375	500	21464.9	168230	53.041	182	0xb14b254e742a841f
65	6771	640	427	24165.8	166007	50.792	162	0xd379f31611ca5337
66	6818	427	640	21780.8	165501	36.417	42	0x515478040a29d203
67	6894	640	480	25070.9	165988	34.208	18	0x335ae9acc3fae9cc
68	6954	640	480	29615.7	166651	38.333	57	0xb7802a9be7e745b3
69	7088	478	640	29227.6	166087	46.416	135	0x64e163e74de6f3a4
70	7108	640	426	24430.9	164735	33.375	20	0x20ac1150fdc50e9e
71	7278	640	482	31839.5	164399	34.292	41	0xa975055560404ac7
72	7281	640	361	21489	165262	56.25	200	0x7b2b9ff745f75929
73	7386	600	400	27300.7	165115	45.417	123	0x6ed7a77dc239e6c3
74	7511	640	480	26487.3	164969	67.251	291	0x9f32eb480d5a2d5b
75	7574	640	480	27136	164934	69.333	300	0xbdca2831b4024ac1
76	7784	500	375	19944.8	164391	33.625	5	0xe2879e9b1a4798b8
77	7795	640	427	24409.5	165750	43.417	96	0xd5bac78850fb95f
78	7816	640	427	25155.2	165810	43.292	111	0xfb267bf70c1032b8
79	7818	640	427	21876	166356	56.375	205	0xd99d4f56ee37ce12
