index	image_id	width	height	decode_letterbox_us	executor_us	decode_output_us	detections	output_hash
80	7888	638	640	14559.5	165589	31.083	17	0xd573942501db779e
81	7977	429	640	26644.1	165074	54.834	192	0xc4fb51663ef32a4
82	7991	640	359	22939.5	165668	66	294	0xa9310a1be7a0230e
83	8021	640	480	27972	166251	41.75	77	0x7e979804da5526e
84	8211	640	459	29256.2	166657	51.376	175	0x1da5420e1e9a5db2
85	8277	612	612	38184.4	169565	46.167	137	0x1fb96bca25d2ba5a
86	8532	640	426	23133.6	165604	31.334	18	0x953952e9edee69a7
87	8629	640	640	35608.7	165182	52.209	178	0xf411c9deaab431a8
88	8690	640	480	29550.7	165252	46.709	120	0x6b70a587a259c0c5
89	8762	640	427	20441.5	165911	66.959	294	0x900d753d3414bd25
90	8844	640	426	22566.4	166199	66.208	273	0xe28d3799c88778be
91	8899	640	539	33670	166186	33	20	0xb317415238f76689
92	9378	600	400	23385.7	164776	52.5	169	0x2de9be2d07d6a8e6
93	9400	640	480	24826.1	167123	68.167	300	0x2cbee6cf86d07801
94	9448	551	640	35933.2	166772	37.042	59	0x79ea539219bf3dbd
95	9483	640	480	26185	166236	55.458	176	0xa99b33956b45969d
96	9590	640	427	24087.3	167217	67.584	296	0x7d86a73edb73e24f
97	9769	640	480	32986.7	166188	45.417	109	0x80cda96f76f7ce54
98	9772	550	640	32696.7	165539	68.25	298	0xf174f4973b89e8b2
99	9891	640	480	26720.3	166635	68.459	300	0x106b6231c90265ce
