surface	samples	mean_us	stddev_us	cv_pct	min_us	median_us	p90_us	p95_us	p99_us	p999_us	max_us	repeats	repeat_mean_cv_pct	process_cpu_mean_us	voluntary_context_switches_mean	involuntary_context_switches_mean	affinity_all_pass	cpu4_7_ime_count	output_hashes	input_us_mean	core_us_mean	dense_us_mean	depthwise_us_mean	attention_us_mean	lut_us_mean	concat_us_mean	transform_us_mean	head_us_mean	statistical_unit
stage54_condition_variable	500	180237.7	1051.480154368146	0.5833852486844572	178878.0	179921.5	181740.5	182678.35	183556.02	188134.4739999999	190367.0	5	0.06641831485651799	644087.924	1224.226	2.636	1	0	0xd43f5e018b415631	2431.90498	21957.284600000003	87570.47940000001	15672.4158	22294.4558	13370.4306	5945.2392	3257.30362	7554.2825	not-applicable
stage54_epoch_spin	500	167411.836	1865.0568536209498	1.1140531626574777	165653.0	167151.5	168128.3	169621.05	173464.77	188691.61399999945	200475.0	5	0.11783541545883076	836917.366	0.0	6.004	1	0	0xd43f5e018b415631	2288.4407	19771.783	83194.05859999999	15222.093	21935.8524	11069.965	3888.5508999999997	2426.89842	7526.3624	not-applicable
stage54_epoch_spin_10000_soak	10000	167738.0266	1873.420996016451	1.1168731586928369	165497.0	167345.0	169239.0	170529.1	177433.07	182884.19000000003	186348.0	1	0.0	838529.8066	0.0	2.7587	1	0	0xd43f5e018b415631	2305.325927	19798.28362	83287.46837	15229.44206	21971.294469999997	11198.79969	3911.2293590000004	2427.955276	7517.394872	not-applicable
stage54_condition_variable_10000_soak	10000	180403.1086	2057.1408439023335	1.140302326199679	178622.0	179850.0	182150.9	183174.05	190387.2	197072.41100000008	214786.0	1	0.0	643502.3978	1222.9211	3.9979	1	0	0xd43f5e018b415631	2391.59442	21980.63649	87575.13855	15701.5004	22478.09734	13360.56388	5965.023673	3287.28055	7505.7997909999995	not-applicable
matched_b120_ort_cpu0_3_intra4	500	457968.821588	4461.286585445247	0.9741463556352599	452224.787	457054.0115	460272.2707	461970.01214999997	478197.1677899999	489476.1160939999	491495.616	not-applicable	not-applicable	1831109.884472	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	500 per-inference samples; 5 repeats x 100
