arm	run	operation_index	resident_operation_index	kind	scope	wall_us	name
direct	46	97	-1	conv_dense	full_executor	608.194	/model.13/m.0/m/m.0/cv2/conv/Conv
direct	46	98	-1	lut2	full_executor	221.438	/model.13/m.0/m/m.0/Add_output_0_QuantizeLinear
direct	46	99	-1	conv_dense	full_executor	639.566	/model.13/m.0/m/m.1/cv1/conv/Conv
direct	46	100	-1	lut1	full_executor	21.123	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
direct	46	101	-1	conv_dense	full_executor	610.402	/model.13/m.0/m/m.1/cv2/conv/Conv
direct	46	102	-1	lut2	full_executor	242.185	/model.13/m.0/m/m.1/Add_output_0@/model.13/m.0/Concat_output_0_QuantizeLinear_Output
direct	46	103	-1	concat	full_executor	48.62	/model.13/m.0/Concat
direct	46	104	-1	conv_dense	full_executor	822.924	/model.13/m.0/cv3/conv/Conv
direct	46	105	-1	concat	full_executor	161.568	/model.13/Concat
direct	46	106	-1	conv_dense	full_executor	1969.193	/model.13/cv2/conv/Conv
direct	46	107	-1	concat	full_executor	1083.566	/model.15/Concat
direct	46	108	-1	conv_dense	full_executor	4779.184	/model.16/cv1/conv/Conv
direct	46	109	-1	split	full_executor	94.449	/model.16/Split
direct	46	110	-1	conv_dense	full_executor	706.935	/model.16/m.0/cv1/conv/Conv
direct	46	111	-1	conv_dense	full_executor	701.768	/model.16/m.0/cv2/conv/Conv
direct	46	112	-1	lut1	full_executor	41.788	/model.16/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	46	113	-1	conv_dense	full_executor	1153.435	/model.16/m.0/m/m.0/cv1/conv/Conv
direct	46	114	-1	lut1	full_executor	44.121	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	46	115	-1	conv_dense	full_executor	1101.398	/model.16/m.0/m/m.0/cv2/conv/Conv
direct	46	116	-1	lut2	full_executor	554.449	/model.16/m.0/m/m.0/Add_output_0_QuantizeLinear
direct	46	117	-1	conv_dense	full_executor	1088.232	/model.16/m.0/m/m.1/cv1/conv/Conv
direct	46	118	-1	lut1	full_executor	35.538	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
direct	46	119	-1	conv_dense	full_executor	1108.147	/model.16/m.0/m/m.1/cv2/conv/Conv
direct	46	120	-1	lut2	full_executor	489.58	/model.16/m.0/m/m.1/Add_output_0@/model.16/m.0/Concat_output_0_QuantizeLinear_Output
direct	46	121	-1	concat	full_executor	94.491	/model.16/m.0/Concat
direct	46	122	-1	conv_dense	full_executor	1410.953	/model.16/m.0/cv3/conv/Conv
direct	46	123	-1	concat	full_executor	334.428	/model.16/Concat
direct	46	124	-1	conv_dense	full_executor	3553.588	/model.16/cv2/conv/Conv
direct	46	125	-1	lut1	full_executor	158.36	/model.16/cv2/act/Mul_output_0_QuantizeLinear
direct	46	126	-1	conv_dense	full_executor	1757.712	/model.17/conv/Conv
direct	46	127	-1	conv_dense	full_executor	2669.503	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv
direct	46	128	-1	conv_grouped	full_executor	2367.781	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv
direct	46	129	-1	lut1	full_executor	70.41	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0_QuantizeLinear
direct	46	130	-1	lut1	full_executor	189.816	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul_output_0_QuantizeLinear
direct	46	131	-1	concat	full_executor	132.03	/model.18/Concat
direct	46	132	-1	conv_dense	full_executor	1128.687	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv
direct	46	133	-1	conv_dense	full_executor	4219.151	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv
direct	46	134	-1	conv_dense	full_executor	2028.77	/model.19/cv1/conv/Conv
direct	46	135	-1	lut1	full_executor	53.412	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul_output_0_QuantizeLinear
direct	46	136	-1	lut1	full_executor	302.597	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0_QuantizeLinear
direct	46	137	-1	split	full_executor	48.079	/model.19/Split
direct	46	138	-1	conv_dense	full_executor	231.604	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv
direct	46	139	-1	conv_grouped	full_executor	2889.525	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv
direct	46	140	-1	conv_dense	full_executor	427.378	/model.19/m.0/cv1/conv/Conv
direct	46	141	-1	conv_dense	full_executor	393.631	/model.19/m.0/cv2/conv/Conv
direct	46	142	-1	lut1	full_executor	412.754	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0_QuantizeLinear
direct	46	143	-1	lut1	full_executor	30.581	/model.19/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	46	144	-1	conv_dense	full_executor	4178.988	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv
direct	46	145	-1	conv_dense	full_executor	655.314	/model.19/m.0/m/m.0/cv1/conv/Conv
direct	46	146	-1	lut1	full_executor	270.767	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul_output_0_QuantizeLinear
direct	46	147	-1	lut1	full_executor	33.163	/model.19/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	46	148	-1	conv_dense	full_executor	4197.112	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv
direct	46	149	-1	conv_dense	full_executor	692.353	/model.19/m.0/m/m.0/cv2/conv/Conv
direct	46	150	-1	lut2	full_executor	254.018	/model.19/m.0/m/m.0/Add_output_0_QuantizeLinear
direct	46	151	-1	conv_dense	full_executor	599.611	/model.19/m.0/m/m.1/cv1/conv/Conv
direct	46	152	-1	lut1	full_executor	19.956	/model.19/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
direct	46	153	-1	conv_dense	full_executor	595.07	/model.19/m.0/m/m.1/cv2/conv/Conv
direct	46	154	-1	lut2	full_executor	258.518	/model.19/m.0/m/m.1/Add_output_0@/model.19/m.0/Concat_output_0_QuantizeLinear_Output
direct	46	155	-1	concat	full_executor	56.245	/model.19/m.0/Concat
direct	46	156	-1	conv_dense	full_executor	854.421	/model.19/m.0/cv3/conv/Conv
direct	46	157	-1	concat	full_executor	168.651	/model.19/Concat
direct	46	158	-1	conv_dense	full_executor	1967.276	/model.19/cv2/conv/Conv
direct	46	159	-1	lut1	full_executor	83.242	/model.19/cv2/act/Mul_output_0_QuantizeLinear
direct	46	160	-1	conv_dense	full_executor	1139.436	/model.20/conv/Conv
direct	46	161	-1	conv_dense	full_executor	1293.214	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv
direct	46	162	-1	conv_grouped	full_executor	1325.96	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv
direct	46	163	-1	lut1	full_executor	19.915	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0_QuantizeLinear
direct	46	164	-1	lut1	full_executor	59.411	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0_QuantizeLinear
direct	46	165	-1	concat	full_executor	95.825	/model.21/Concat
direct	46	166	-1	conv_dense	full_executor	295.14	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv
direct	46	167	-1	conv_dense	full_executor	1076.151	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv
direct	46	168	-1	conv_dense	full_executor	1202.847	/model.22/cv1/conv/Conv
direct	46	169	-1	lut1	full_executor	18.623	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul_output_0_QuantizeLinear
direct	46	170	-1	lut1	full_executor	45.371	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0_QuantizeLinear
direct	46	171	-1	split	full_executor	24.539	/model.22/Split
direct	46	172	-1	conv_dense	full_executor	71.244	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv
direct	46	173	-1	conv_grouped	full_executor	839.964	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv
direct	46	174	-1	conv_dense	full_executor	705.309	/model.22/m.0/m.0.0/cv1/conv/Conv
direct	46	175	-1	lut1	full_executor	46.495	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_QuantizeLinear
direct	46	176	-1	lut1	full_executor	13.415	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_QuantizeLinear
direct	46	177	-1	conv_dense	full_executor	918.999	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv
direct	46	178	-1	conv_dense	full_executor	757.43	/model.22/m.0/m.0.0/cv2/conv/Conv
direct	46	179	-1	lut1	full_executor	41.205	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_QuantizeLinear
direct	46	180	-1	lut2	full_executor	209.731	/model.22/m.0/m.0.0/Add_output_0_QuantizeLinear
direct	46	181	-1	conv_dense	full_executor	981.784	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv
direct	46	182	-1	conv_dense	full_executor	906.958	/model.22/m.0/m.0.1/attn/qkv/conv/Conv
direct	46	183	-1	split	full_executor	347.968	/model.22/m.0/m.0.1/attn/Split
direct	46	184	-1	split	full_executor	693.144	/model.22/m.0/m.0.1/attn/Split
direct	46	185	-1	reshape_split_transpose	full_executor	354.592	/model.22/m.0/m.0.1/attn/Transpose
direct	46	186	-1	reshape	full_executor	26.54	/model.22/m.0/m.0.1/attn/Reshape_2
direct	46	187	-1	matmul	full_executor	2897.566	/model.22/m.0/m.0.1/attn/MatMul
direct	46	188	-1	conv_grouped	full_executor	5662.102	/model.22/m.0/m.0.1/attn/pe/conv/Conv
direct	46	189	-1	softmax_transpose	full_executor	3949.76	/model.22/m.0/m.0.1/attn/Transpose_1
direct	46	190	-1	matmul	full_executor	3262.282	/model.22/m.0/m.0.1/attn/MatMul_1
direct	46	191	-1	lut2	full_executor	1816.374	/model.22/m.0/m.0.1/attn/Add_output_0_QuantizeLinear
direct	46	192	-1	conv_dense	full_executor	421.877	/model.22/m.0/m.0.1/attn/proj/conv/Conv
direct	46	193	-1	lut2	full_executor	247.936	/model.22/m.0/m.0.1/Add_output_0_QuantizeLinear
direct	46	194	-1	conv_dense	full_executor	908.624	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv
direct	46	195	-1	lut1	full_executor	46.079	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_QuantizeLinear
direct	46	196	-1	conv_dense	full_executor	520.201	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv
direct	46	197	-1	lut2	full_executor	235.311	/model.22/m.0/m.0.1/Add_1_output_0@/model.22/Concat_output_0_QuantizeLinear_Output
direct	46	198	-1	concat	full_executor	96.075	/model.22/Concat
direct	46	199	-1	conv_dense	full_executor	1180.641	/model.22/cv2/conv/Conv
direct	46	200	-1	lut1	full_executor	41.288	/model.22/cv2/act/Mul_output_0_QuantizeLinear
direct	46	201	-1	conv_dense	full_executor	692.228	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv
direct	46	202	-1	conv_grouped	full_executor	802.051	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv
direct	46	203	-1	lut1	full_executor	9.125	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_QuantizeLinear
direct	46	204	-1	lut1	full_executor	33.538	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_QuantizeLinear
direct	46	205	-1	conv_dense	full_executor	83.284	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv
direct	46	206	-1	conv_dense	full_executor	337.219	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv
direct	46	207	-1	lut1	full_executor	7.958	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_QuantizeLinear
direct	46	208	-1	lut1	full_executor	17.831	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_QuantizeLinear
direct	46	209	-1	conv_dense	full_executor	18.915	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv
direct	46	210	-1	conv_grouped	full_executor	254.477	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv
direct	46	211	-1	lut1	full_executor	12.082	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_QuantizeLinear
direct	46	212	-1	conv_dense	full_executor	246.769	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv
direct	46	213	-1	lut1	full_executor	18.207	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_QuantizeLinear
direct	46	214	-1	conv_dense	full_executor	258.435	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv
direct	46	-1	-1	head_decode	full_executor	7505.223	final_head_decode
direct	47	1	-1	conv_dense	full_executor	9964.996	/model.0/conv/Conv
direct	47	2	-1	lut1	full_executor	791.51	/model.0/act/Mul_output_0_QuantizeLinear
direct	47	3	-1	conv_dense	full_executor	8159.079	/model.1/conv/Conv
direct	47	4	-1	lut1	full_executor	345.052	/model.1/act/Mul_output_0_QuantizeLinear
direct	47	5	-1	conv_dense	full_executor	5812.379	/model.2/cv1/conv/Conv
direct	47	6	-1	split	full_executor	192.774	/model.2/Split
direct	47	7	-1	conv_dense	full_executor	3093.964	/model.2/m.0/cv1/conv/Conv
direct	47	8	-1	lut1	full_executor	81.492	/model.2/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	47	9	-1	conv_dense	full_executor	3631.206	/model.2/m.0/cv2/conv/Conv
direct	47	10	-1	lut2	full_executor	1601.852	/model.2/m.0/Add_output_0@/model.2/Concat_output_0_QuantizeLinear_Output
direct	47	11	-1	concat	full_executor	599.486	/model.2/Concat
direct	47	12	-1	conv_dense	full_executor	12926.18	/model.2/cv2/conv/Conv
direct	47	13	-1	lut1	full_executor	879.668	/model.2/cv2/act/Mul_output_0_QuantizeLinear
direct	47	14	-1	conv_dense	full_executor	6973.647	/model.3/conv/Conv
direct	47	15	-1	lut1	full_executor	176.275	/model.3/act/Mul_output_0_QuantizeLinear
direct	47	16	-1	conv_dense	full_executor	3278.239	/model.4/cv1/conv/Conv
direct	47	17	-1	split	full_executor	99.074	/model.4/Split
direct	47	18	-1	conv_dense	full_executor	1708.967	/model.4/m.0/cv1/conv/Conv
direct	47	19	-1	lut1	full_executor	45.704	/model.4/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	47	20	-1	conv_dense	full_executor	1852.704	/model.4/m.0/cv2/conv/Conv
direct	47	21	-1	lut2	full_executor	891.126	/model.4/m.0/Add_output_0@/model.4/Concat_output_0_QuantizeLinear_Output
direct	47	22	-1	concat	full_executor	328.511	/model.4/Concat
direct	47	23	-1	conv_dense	full_executor	6848.2	/model.4/cv2/conv/Conv
direct	47	-1	0	lut	resident_core	353.134	/model.4/cv2/final_silu
direct	47	25	1	conv	resident_core	3565.254	/model.5/conv/Conv
direct	47	27	2	conv	resident_core	1231.386	/model.6/cv1/conv/Conv
direct	47	29	3	conv	resident_core	248.852	/model.6/m.0/cv1/conv/Conv
direct	47	30	4	conv	resident_core	306.388	/model.6/m.0/cv2/conv/Conv
direct	47	32	5	conv	resident_core	546.408	/model.6/m.0/m/m.0/cv1/conv/Conv
direct	47	34	6	conv	resident_core	555.407	/model.6/m.0/m/m.0/cv2/conv/Conv
direct	47	-1	7	add_silu	resident_core	174.734	/model.6/m.0/m/m.0/Add
direct	47	36	8	conv	resident_core	537.825	/model.6/m.0/m/m.1/cv1/conv/Conv
direct	47	38	9	conv	resident_core	537.076	/model.6/m.0/m/m.1/cv2/conv/Conv
direct	47	-1	10	add_silu	resident_core	210.314	/model.6/m.0/m/m.1/Add
direct	47	40	11	concat	resident_core	6.291	/model.6/m.0/Concat
direct	47	41	12	conv	resident_core	496.621	/model.6/m.0/cv3/conv/Conv
direct	47	42	13	concat	resident_core	53.703	/model.6/Concat
direct	47	43	14	conv	resident_core	1475.738	/model.6/cv2/conv/Conv
direct	47	45	15	conv	resident_core	1765.42	/model.7/conv/Conv
direct	47	47	16	conv	resident_core	725.183	/model.8/cv1/conv/Conv
direct	47	49	17	conv	resident_core	149.57	/model.8/m.0/cv1/conv/Conv
direct	47	50	18	conv	resident_core	158.777	/model.8/m.0/cv2/conv/Conv
direct	47	52	19	conv	resident_core	448.375	/model.8/m.0/m/m.0/cv1/conv/Conv
direct	47	54	20	conv	resident_core	480.373	/model.8/m.0/m/m.0/cv2/conv/Conv
direct	47	-1	21	add_silu	resident_core	80.159	/model.8/m.0/m/m.0/Add
direct	47	56	22	conv	resident_core	444.167	/model.8/m.0/m/m.1/cv1/conv/Conv
direct	47	58	23	conv	resident_core	428.96	/model.8/m.0/m/m.1/cv2/conv/Conv
direct	47	-1	24	add_silu	resident_core	96.7	/model.8/m.0/m/m.1/Add
direct	47	60	25	concat	resident_core	4.791	/model.8/m.0/Concat
direct	47	61	26	conv	resident_core	306.93	/model.8/m.0/cv3/conv/Conv
direct	47	62	27	concat	resident_core	28.83	/model.8/Concat
direct	47	63	28	conv	resident_core	896.167	/model.8/cv2/conv/Conv
direct	47	65	29	conv	resident_core	390.881	/model.9/cv1/conv/Conv
direct	47	-1	30	maxpool	resident_core	476.331	/model.9/m/MaxPool
direct	47	-1	31	maxpool	resident_core	535.742	/model.9/m_1/MaxPool
direct	47	-1	32	maxpool	resident_core	475.747	/model.9/m_2/MaxPool
direct	47	66	33	concat	resident_core	102.283	/model.9/Concat
direct	47	67	34	conv	resident_core	1028.03	/model.9/cv2/conv/Conv
direct	47	-1	35	add_silu	resident_core	313.054	/model.9/Add
direct	47	-1	-1	bridge	resident_bridge	120.032	resident_core_bridge_overhead
direct	47	69	-1	conv_dense	full_executor	1001.991	/model.10/cv1/conv/Conv
direct	47	70	-1	split	full_executor	27.164	/model.10/Split
direct	47	71	-1	conv_dense	full_executor	925.122	/model.10/m/m.0/attn/qkv/conv/Conv
direct	47	72	-1	split	full_executor	347.968	/model.10/m/m.0/attn/Split
direct	47	73	-1	split	full_executor	692.686	/model.10/m/m.0/attn/Split
direct	47	74	-1	reshape_split_transpose	full_executor	353.967	/model.10/m/m.0/attn/Transpose
direct	47	75	-1	reshape	full_executor	23.207	/model.10/m/m.0/attn/Reshape_2
direct	47	76	-1	matmul	full_executor	2897.316	/model.10/m/m.0/attn/MatMul
direct	47	77	-1	conv_grouped	full_executor	5667.226	/model.10/m/m.0/attn/pe/conv/Conv
direct	47	78	-1	softmax_transpose	full_executor	4557.371	/model.10/m/m.0/attn/Transpose_1
direct	47	79	-1	matmul	full_executor	3364.147	/model.10/m/m.0/attn/MatMul_1
direct	47	80	-1	lut2	full_executor	1801.625	/model.10/m/m.0/attn/Add_output_0_QuantizeLinear
direct	47	81	-1	conv_dense	full_executor	454.958	/model.10/m/m.0/attn/proj/conv/Conv
direct	47	82	-1	lut2	full_executor	225.895	/model.10/m/m.0/Add_output_0_QuantizeLinear
direct	47	83	-1	conv_dense	full_executor	922.04	/model.10/m/m.0/ffn/ffn.0/conv/Conv
direct	47	84	-1	lut1	full_executor	43.579	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_QuantizeLinear
direct	47	85	-1	conv_dense	full_executor	520.286	/model.10/m/m.0/ffn/ffn.1/conv/Conv
direct	47	86	-1	lut2	full_executor	237.103	/model.10/m/m.0/Add_1_output_0@/model.10/Concat_output_0_QuantizeLinear_Output
direct	47	87	-1	concat	full_executor	44.704	/model.10/Concat
direct	47	88	-1	conv_dense	full_executor	1062.819	/model.10/cv2/conv/Conv
direct	47	89	-1	concat	full_executor	553.615	/model.12/Concat
direct	47	90	-1	conv_dense	full_executor	2771.411	/model.13/cv1/conv/Conv
direct	47	91	-1	split	full_executor	50.829	/model.13/Split
direct	47	92	-1	conv_dense	full_executor	395.422	/model.13/m.0/cv1/conv/Conv
direct	47	93	-1	conv_dense	full_executor	392.588	/model.13/m.0/cv2/conv/Conv
direct	47	94	-1	lut1	full_executor	23.039	/model.13/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	47	95	-1	conv_dense	full_executor	640.441	/model.13/m.0/m/m.0/cv1/conv/Conv
direct	47	96	-1	lut1	full_executor	25.79	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	47	97	-1	conv_dense	full_executor	613.443	/model.13/m.0/m/m.0/cv2/conv/Conv
direct	47	98	-1	lut2	full_executor	222.396	/model.13/m.0/m/m.0/Add_output_0_QuantizeLinear
direct	47	99	-1	conv_dense	full_executor	600.153	/model.13/m.0/m/m.1/cv1/conv/Conv
direct	47	100	-1	lut1	full_executor	19.665	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
direct	47	101	-1	conv_dense	full_executor	611.069	/model.13/m.0/m/m.1/cv2/conv/Conv
direct	47	102	-1	lut2	full_executor	235.603	/model.13/m.0/m/m.1/Add_output_0@/model.13/m.0/Concat_output_0_QuantizeLinear_Output
direct	47	103	-1	concat	full_executor	52.079	/model.13/m.0/Concat
direct	47	104	-1	conv_dense	full_executor	817.092	/model.13/m.0/cv3/conv/Conv
direct	47	105	-1	concat	full_executor	167.568	/model.13/Concat
direct	47	106	-1	conv_dense	full_executor	2012.981	/model.13/cv2/conv/Conv
direct	47	107	-1	concat	full_executor	1085.191	/model.15/Concat
direct	47	108	-1	conv_dense	full_executor	4770.101	/model.16/cv1/conv/Conv
direct	47	109	-1	split	full_executor	93.366	/model.16/Split
direct	47	110	-1	conv_dense	full_executor	743.89	/model.16/m.0/cv1/conv/Conv
direct	47	111	-1	conv_dense	full_executor	702.06	/model.16/m.0/cv2/conv/Conv
direct	47	112	-1	lut1	full_executor	42.871	/model.16/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	47	113	-1	conv_dense	full_executor	1112.314	/model.16/m.0/m/m.0/cv1/conv/Conv
direct	47	114	-1	lut1	full_executor	44.413	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	47	115	-1	conv_dense	full_executor	1103.273	/model.16/m.0/m/m.0/cv2/conv/Conv
direct	47	116	-1	lut2	full_executor	533.951	/model.16/m.0/m/m.0/Add_output_0_QuantizeLinear
direct	47	117	-1	conv_dense	full_executor	1192.973	/model.16/m.0/m/m.1/cv1/conv/Conv
direct	47	118	-1	lut1	full_executor	36.247	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
direct	47	119	-1	conv_dense	full_executor	1090.358	/model.16/m.0/m/m.1/cv2/conv/Conv
direct	47	120	-1	lut2	full_executor	489.622	/model.16/m.0/m/m.1/Add_output_0@/model.16/m.0/Concat_output_0_QuantizeLinear_Output
direct	47	121	-1	concat	full_executor	98.158	/model.16/m.0/Concat
direct	47	122	-1	conv_dense	full_executor	1460.365	/model.16/m.0/cv3/conv/Conv
direct	47	123	-1	concat	full_executor	345.509	/model.16/Concat
direct	47	124	-1	conv_dense	full_executor	3530.548	/model.16/cv2/conv/Conv
direct	47	125	-1	lut1	full_executor	161.443	/model.16/cv2/act/Mul_output_0_QuantizeLinear
direct	47	126	-1	conv_dense	full_executor	1722.341	/model.17/conv/Conv
direct	47	127	-1	conv_dense	full_executor	2697.542	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv
direct	47	128	-1	conv_grouped	full_executor	2405.277	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv
direct	47	129	-1	lut1	full_executor	59.369	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0_QuantizeLinear
direct	47	130	-1	lut1	full_executor	162.985	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul_output_0_QuantizeLinear
direct	47	131	-1	concat	full_executor	118.906	/model.18/Concat
direct	47	132	-1	conv_dense	full_executor	1168.017	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv
direct	47	133	-1	conv_dense	full_executor	4228.901	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv
direct	47	134	-1	conv_dense	full_executor	2008.314	/model.19/cv1/conv/Conv
direct	47	135	-1	lut1	full_executor	56.453	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul_output_0_QuantizeLinear
direct	47	136	-1	lut1	full_executor	300.889	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0_QuantizeLinear
direct	47	137	-1	split	full_executor	46.745	/model.19/Split
direct	47	138	-1	conv_dense	full_executor	242.519	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv
direct	47	139	-1	conv_grouped	full_executor	2899.565	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv
direct	47	140	-1	conv_dense	full_executor	470.082	/model.19/m.0/cv1/conv/Conv
direct	47	141	-1	conv_dense	full_executor	400.755	/model.19/m.0/cv2/conv/Conv
direct	47	142	-1	lut1	full_executor	404.962	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0_QuantizeLinear
direct	47	143	-1	lut1	full_executor	28.872	/model.19/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	47	144	-1	conv_dense	full_executor	4199.653	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv
direct	47	145	-1	conv_dense	full_executor	656.064	/model.19/m.0/m/m.0/cv1/conv/Conv
direct	47	146	-1	lut1	full_executor	271.767	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul_output_0_QuantizeLinear
direct	47	147	-1	lut1	full_executor	34.538	/model.19/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
direct	47	148	-1	conv_dense	full_executor	4185.196	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv
direct	47	149	-1	conv_dense	full_executor	651.69	/model.19/m.0/m/m.0/cv2/conv/Conv
direct	47	150	-1	lut2	full_executor	255.476	/model.19/m.0/m/m.0/Add_output_0_QuantizeLinear
direct	47	151	-1	conv_dense	full_executor	601.403	/model.19/m.0/m/m.1/cv1/conv/Conv
direct	47	152	-1	lut1	full_executor	20.623	/model.19/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
direct	47	153	-1	conv_dense	full_executor	599.528	/model.19/m.0/m/m.1/cv2/conv/Conv
direct	47	154	-1	lut2	full_executor	260.101	/model.19/m.0/m/m.1/Add_output_0@/model.19/m.0/Concat_output_0_QuantizeLinear_Output
direct	47	155	-1	concat	full_executor	60.62	/model.19/m.0/Concat
direct	47	156	-1	conv_dense	full_executor	878.544	/model.19/m.0/cv3/conv/Conv
direct	47	157	-1	concat	full_executor	166.152	/model.19/Concat
direct	47	158	-1	conv_dense	full_executor	1923.239	/model.19/cv2/conv/Conv
direct	47	159	-1	lut1	full_executor	82.701	/model.19/cv2/act/Mul_output_0_QuantizeLinear
direct	47	160	-1	conv_dense	full_executor	1147.561	/model.20/conv/Conv
direct	47	161	-1	conv_dense	full_executor	1327.753	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv
