timestamp_utc	elapsed_s	top_mC	gpu_mC	cluster0_mC	cluster1_mC	cpu0_khz	cpu1_khz	cpu2_khz	cpu3_khz	cpu4_khz
2026-07-14T19:22:10Z	1411	72000	69000	79000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:22:15Z	1416	70000	69000	76000	77000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:22:20Z	1421	71000	70000	77000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:22:25Z	1426	70000	69000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:22:30Z	1431	70000	69000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:22:35Z	1436	71000	70000	79000	74000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:22:41Z	1441	71000	70000	77000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:22:46Z	1447	71000	70000	76000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:22:51Z	1452	71000	68000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:22:56Z	1457	70000	70000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:01Z	1462	70000	69000	78000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:06Z	1467	71000	70000	79000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:11Z	1472	71000	69000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:16Z	1477	70000	68000	79000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:21Z	1482	70000	69000	76000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:26Z	1487	71000	70000	77000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:31Z	1492	71000	69000	78000	77000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:36Z	1497	70000	69000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:41Z	1502	71000	69000	78000	77000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:47Z	1508	70000	69000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:52Z	1513	71000	70000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:23:57Z	1518	70000	70000	78000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:02Z	1523	70000	71000	78000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:07Z	1528	70000	72000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:12Z	1533	71000	69000	78000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:17Z	1538	71000	69000	77000	77000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:22Z	1543	71000	70000	79000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:27Z	1548	70000	69000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:32Z	1553	71000	69000	78000	77000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:37Z	1558	70000	70000	78000	77000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:42Z	1563	71000	70000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:47Z	1568	70000	70000	78000	77000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:53Z	1573	71000	70000	78000	74000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:24:58Z	1579	69000	70000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:03Z	1584	70000	69000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:08Z	1589	71000	70000	78000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:13Z	1594	70000	69000	77000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:18Z	1599	70000	68000	78000	77000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:23Z	1604	71000	70000	78000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:28Z	1609	71000	70000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:33Z	1614	71000	70000	78000	74000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:38Z	1619	70000	69000	78000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:43Z	1624	70000	70000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:48Z	1629	70000	70000	77000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:53Z	1634	70000	69000	76000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:25:59Z	1640	70000	69000	77000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:04Z	1645	71000	70000	79000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:09Z	1650	70000	69000	77000	77000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:14Z	1655	69000	69000	78000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:19Z	1660	70000	70000	78000	76000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:24Z	1665	70000	70000	78000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:29Z	1670	71000	68000	79000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:34Z	1675	72000	70000	78000	74000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:39Z	1680	70000	69000	77000	75000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:44Z	1685	66000	66000	67000	66000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:49Z	1690	66000	65000	66000	66000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:54Z	1695	64000	65000	65000	65000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:26:59Z	1700	64000	64000	65000	65000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:04Z	1705	64000	63000	65000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:10Z	1711	64000	63000	65000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:15Z	1716	65000	64000	64000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:20Z	1721	64000	64000	65000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:25Z	1726	63000	62000	63000	63000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:30Z	1731	64000	63000	63000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:35Z	1736	63000	64000	63000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:40Z	1741	63000	62000	63000	63000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:45Z	1746	63000	62000	62000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:50Z	1751	63000	63000	62000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:27:55Z	1756	62000	63000	62000	63000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:28:00Z	1761	62000	62000	61000	63000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:28:05Z	1766	62000	62000	62000	62000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:28:10Z	1771	61000	62000	62000	62000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:28:15Z	1776	62000	62000	62000	61000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:28:20Z	1781	61000	62000	61000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:28:26Z	1787	61000	61000	61000	62000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:28:31Z	1792	61000	62000	61000	61000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:28:36Z	1797	61000	61000	62000	62000	1600000	1600000	1600000	1600000	1600000
2026-07-14T19:28:41Z	1802	62000	61000	61000	61000	1600000	1600000	1600000	1600000	1600000
