surface	repeat	run	wall_us	process_cpu_us	input_wrap_us	ort_run_us	output_copy_us
matched_b120_ort_cpu0_3_intra4	2	87	454701.305	1822254.077	10.959	454364.005	284.798
matched_b120_ort_cpu0_3_intra4	2	88	458623.52	1826303.911	10.583	458307.305	261.465
matched_b120_ort_cpu0_3_intra4	2	89	457169.737	1836307.409	10.042	456805.729	312.882
matched_b120_ort_cpu0_3_intra4	2	90	456845.23	1824790.743	10.125	456529.681	265.756
matched_b120_ort_cpu0_3_intra4	2	91	456639.183	1823980.699	9.625	456320.676	266.006
matched_b120_ort_cpu0_3_intra4	2	92	462304.272	1853971.036	9.459	461975.431	280.882
matched_b120_ort_cpu0_3_intra4	2	93	457393.951	1825027.659	10.25	457065.859	272.423
matched_b120_ort_cpu0_3_intra4	2	94	459828.465	1838512.328	11.375	459505.458	268.131
matched_b120_ort_cpu0_3_intra4	2	95	456455.429	1824166.784	10.083	456134.13	264.548
matched_b120_ort_cpu0_3_intra4	2	96	459430.123	1838888.37	8.042	459115.074	267.631
matched_b120_ort_cpu0_3_intra4	2	97	458814.4	1838522.575	8.667	458470.85	294.798
matched_b120_ort_cpu0_3_intra4	2	98	457243.947	1824747.536	9.917	456900.439	294.465
matched_b120_ort_cpu0_3_intra4	2	99	456318.676	1824201.785	10.125	455985.043	276.631
matched_b120_ort_cpu0_3_intra4	3	0	457525.662	1825071.199	10.5	457199.238	270.131
matched_b120_ort_cpu0_3_intra4	3	1	461897.679	1853520.744	10.0	461575.256	269.881
matched_b120_ort_cpu0_3_intra4	3	2	454793.432	1822231.078	8.958	454441.382	305.132
matched_b120_ort_cpu0_3_intra4	3	3	457712.415	1825406.992	9.542	457384.117	272.756
matched_b120_ort_cpu0_3_intra4	3	4	458268.179	1837868.325	9.583	457917.463	302.882
matched_b120_ort_cpu0_3_intra4	3	5	457095.443	1824633.744	10.001	456757.06	285.132
matched_b120_ort_cpu0_3_intra4	3	6	458369.514	1826030.118	10.542	458051.59	261.59
matched_b120_ort_cpu0_3_intra4	3	7	456756.352	1835931.62	10.292	456411.219	295.548
matched_b120_ort_cpu0_3_intra4	3	8	456309.467	1824082.908	9.75	455989.876	271.256
matched_b120_ort_cpu0_3_intra4	3	9	454960.602	1810478.91	9.292	454642.386	261.84
matched_b120_ort_cpu0_3_intra4	3	10	460267.974	1851911.746	9.542	459866.882	353.592
matched_b120_ort_cpu0_3_intra4	3	11	455658.16	1810757.992	10.375	455329.402	268.548
matched_b120_ort_cpu0_3_intra4	3	12	456506.846	1836164.909	10.083	456158.671	298.841
matched_b120_ort_cpu0_3_intra4	3	13	454516.508	1810088.701	9.75	454201.501	259.339
matched_b120_ort_cpu0_3_intra4	3	14	457190.778	1836807.201	8.708	456808.853	334.675
matched_b120_ort_cpu0_3_intra4	3	15	455722.869	1811387.285	11.709	455397.612	265.589
matched_b120_ort_cpu0_3_intra4	3	16	455653.118	1821426.367	9.125	455333.652	264.173
matched_b120_ort_cpu0_3_intra4	3	17	456725.518	1836532.784	9.876	456335.008	341.55
matched_b120_ort_cpu0_3_intra4	3	18	457718.915	1825234.328	10.0	457395.491	270.798
matched_b120_ort_cpu0_3_intra4	3	19	459779.214	1839485.327	10.042	459468.914	260.381
matched_b120_ort_cpu0_3_intra4	3	20	456191.838	1823570.495	8.666	455878.332	262.006
matched_b120_ort_cpu0_3_intra4	3	21	455822.163	1823373.282	9.542	455496.864	273.423
matched_b120_ort_cpu0_3_intra4	3	22	456167.422	1823873.577	9.459	455846.58	269.715
matched_b120_ort_cpu0_3_intra4	3	23	456072.585	1823738.617	9.5	455757.079	264.547
matched_b120_ort_cpu0_3_intra4	3	24	457604.121	1824891.037	9.542	457276.197	271.006
matched_b120_ort_cpu0_3_intra4	3	25	455077.271	1822491.993	10.25	454742.721	275.007
matched_b120_ort_cpu0_3_intra4	3	26	453321.397	1809022.492	10.084	452995.306	268.173
matched_b120_ort_cpu0_3_intra4	3	27	458134.883	1837298.033	9.5	457815.543	266.631
matched_b120_ort_cpu0_3_intra4	3	28	458571.643	1838092.826	9.791	458223.636	298.84
matched_b120_ort_cpu0_3_intra4	3	29	457201.778	1823908.369	11.042	456877.937	270.215
matched_b120_ort_cpu0_3_intra4	3	30	457776.75	1825217.827	10.251	457424.325	291.756
matched_b120_ort_cpu0_3_intra4	3	31	457439.159	1837159.828	10.334	457125.068	266.214
matched_b120_ort_cpu0_3_intra4	3	32	457648.08	1824946.785	9.5	457321.073	270.339
matched_b120_ort_cpu0_3_intra4	3	33	456974.398	1824249.2	10.333	456651.766	265.631
matched_b120_ort_cpu0_3_intra4	3	34	456689.391	1836051.782	10.542	456354.55	287.506
matched_b120_ort_cpu0_3_intra4	3	35	457231.571	1824865.452	10.126	456909.938	270.881
matched_b120_ort_cpu0_3_intra4	3	36	457780.208	1825286.828	10.542	457458.451	264.756
matched_b120_ort_cpu0_3_intra4	3	37	457058.691	1836316.284	8.5	456724.726	288.84
matched_b120_ort_cpu0_3_intra4	3	38	456427.51	1823928.077	10.167	456102.252	275.715
matched_b120_ort_cpu0_3_intra4	3	39	456176.504	1823495.699	9.5	455841.83	284.173
matched_b120_ort_cpu0_3_intra4	3	40	456064.502	1823592.453	10.417	455748.786	266.047
matched_b120_ort_cpu0_3_intra4	3	41	459230.075	1838189.326	9.5	458859.066	323.758
matched_b120_ort_cpu0_3_intra4	3	42	456253.464	1823493.826	10.875	455917.54	286.673
matched_b120_ort_cpu0_3_intra4	3	43	457305.78	1824869.408	10.459	456953.147	295.132
matched_b120_ort_cpu0_3_intra4	3	44	455072.521	1822628.908	10.833	454736.18	283.756
matched_b120_ort_cpu0_3_intra4	3	45	459645.543	1838478.66	10.959	459308.618	288.423
matched_b120_ort_cpu0_3_intra4	3	46	455868.206	1823173.452	10.125	455539.531	281.382
matched_b120_ort_cpu0_3_intra4	3	47	455284.691	1810972.953	9.084	454959.35	270.132
matched_b120_ort_cpu0_3_intra4	3	48	454231.043	1821671.2	10.251	453914.576	263.965
matched_b120_ort_cpu0_3_intra4	3	49	455995.25	1823638.536	9.875	455677.534	262.548
matched_b120_ort_cpu0_3_intra4	3	50	458647.144	1836460.655	9.751	458304.719	295.09
matched_b120_ort_cpu0_3_intra4	3	51	455948.707	1823550.827	9.542	455602.032	297.84
matched_b120_ort_cpu0_3_intra4	3	52	457479.534	1825025.531	10.458	457160.152	263.339
matched_b120_ort_cpu0_3_intra4	3	53	457034.732	1824769.41	10.084	456706.932	271.84
matched_b120_ort_cpu0_3_intra4	3	54	457772.707	1836602.535	9.958	457455.034	270.548
matched_b120_ort_cpu0_3_intra4	3	55	454841.348	1810268.243	9.75	454501.882	281.215
matched_b120_ort_cpu0_3_intra4	3	56	456303.757	1835804.492	10.875	455936.331	320.049
matched_b120_ort_cpu0_3_intra4	3	57	456503.678	1823818.576	10.917	456168.086	289.465
matched_b120_ort_cpu0_3_intra4	3	58	455799.828	1823372.867	9.25	455468.237	285.715
matched_b120_ort_cpu0_3_intra4	3	59	459721.419	1838350.324	9.917	459340.91	332.049
matched_b120_ort_cpu0_3_intra4	3	60	456026.5	1823053.536	9.751	455644.991	334.674
matched_b120_ort_cpu0_3_intra4	3	61	459765.629	1825844.323	9.834	459442.204	265.756
matched_b120_ort_cpu0_3_intra4	3	62	456128.253	1835045.203	9.291	455760.661	267.673
matched_b120_ort_cpu0_3_intra4	3	63	461422.791	1839727.911	12.833	461110.16	260.047
matched_b120_ort_cpu0_3_intra4	3	64	456387.342	1822591.661	9.792	456065.084	269.09
matched_b120_ort_cpu0_3_intra4	3	65	452224.787	1807571.49	9.667	451905.238	266.673
matched_b120_ort_cpu0_3_intra4	3	66	457001.815	1824329.201	9.666	456669.89	274.757
matched_b120_ort_cpu0_3_intra4	3	67	457664.621	1837445.453	10.292	457325.947	291.715
matched_b120_ort_cpu0_3_intra4	3	68	459100.112	1825889.326	11.167	458773.647	268.381
matched_b120_ort_cpu0_3_intra4	3	69	456899.686	1836399.283	10.125	456552.22	298.632
matched_b120_ort_cpu0_3_intra4	3	70	456450.593	1823750.409	10.709	456114.043	283.632
matched_b120_ort_cpu0_3_intra4	3	71	454363.878	1809818.368	11.458	454044.454	262.84
matched_b120_ort_cpu0_3_intra4	3	72	460193.388	1839451.036	9.334	459866.422	269.673
matched_b120_ort_cpu0_3_intra4	3	73	455580.489	1823184.286	9.458	455234.94	287.923
matched_b120_ort_cpu0_3_intra4	3	74	456992.564	1836026.158	10.958	456592.055	349.508
matched_b120_ort_cpu0_3_intra4	3	75	457438.491	1824655.492	10.334	457123.066	260.007
matched_b120_ort_cpu0_3_intra4	3	76	458642.894	1838469.078	31.459	458289.261	284.923
matched_b120_ort_cpu0_3_intra4	3	77	457624.661	1825003.493	9.917	457293.196	275.923
matched_b120_ort_cpu0_3_intra4	3	78	456953.022	1824448.494	8.792	456627.597	270.298
matched_b120_ort_cpu0_3_intra4	3	79	457435.782	1836651.031	10.0	457089.816	297.673
matched_b120_ort_cpu0_3_intra4	3	80	459098.362	1826782.577	11.25	458764.147	277.006
matched_b120_ort_cpu0_3_intra4	3	81	460815.694	1851603.158	11.376	460406.725	359.467
matched_b120_ort_cpu0_3_intra4	3	82	455499.362	1810635.035	10.709	455174.021	268.131
matched_b120_ort_cpu0_3_intra4	3	83	456885.353	1836330.077	9.084	456558.428	280.215
matched_b120_ort_cpu0_3_intra4	3	84	455430.778	1822907.118	11.042	455050.811	331.882
matched_b120_ort_cpu0_3_intra4	3	85	460194.929	1840036.034	10.959	459858.796	287.465
matched_b120_ort_cpu0_3_intra4	3	86	457506.825	1824561.533	10.126	457152.609	300.381
matched_b120_ort_cpu0_3_intra4	3	87	455217.606	1822998.95	9.5	454896.348	271.798
matched_b120_ort_cpu0_3_intra4	3	88	456074.542	1823164.91	9.917	455757.659	268.465
matched_b120_ort_cpu0_3_intra4	3	89	461967.345	1841595.37	9.709	461448.708	448.219
matched_b120_ort_cpu0_3_intra4	3	90	457858.501	1836994.533	9.875	457539.909	271.673
matched_b120_ort_cpu0_3_intra4	3	91	456757.391	1824541.452	10.084	456445.884	260.714
matched_b120_ort_cpu0_3_intra4	3	92	454884.098	1822261.702	8.042	454556.09	281.048
matched_b120_ort_cpu0_3_intra4	3	93	454898.973	1810469.786	10.584	454549.298	297.424
matched_b120_ort_cpu0_3_intra4	3	94	457616.077	1837160.868	9.375	457263.112	302.006
matched_b120_ort_cpu0_3_intra4	3	95	455783.536	1823512.576	8.792	455418.777	311.966
matched_b120_ort_cpu0_3_intra4	3	96	455889.537	1823438.077	10.792	455552.696	290.257
matched_b120_ort_cpu0_3_intra4	3	97	455874.829	1823561.537	9.292	455541.488	284.757
matched_b120_ort_cpu0_3_intra4	3	98	459348.451	1838961.244	11.083	458979.651	321.341
matched_b120_ort_cpu0_3_intra4	3	99	457075.898	1823944.243	10.625	456756.474	269.132
matched_b120_ort_cpu0_3_intra4	4	0	454281.293	1809803.536	12.084	453956.535	267.756
matched_b120_ort_cpu0_3_intra4	4	1	456801.475	1836220.16	10.251	456405.341	347.549
matched_b120_ort_cpu0_3_intra4	4	2	455591.989	1811322.785	9.584	455273.94	261.339
matched_b120_ort_cpu0_3_intra4	4	3	459446.953	1838564.91	9.292	459134.154	260.339
matched_b120_ort_cpu0_3_intra4	4	4	456771.141	1836204.995	10.251	456392.34	332.716
matched_b120_ort_cpu0_3_intra4	4	5	456223.545	1823789.118	10.292	455816.369	357.092
matched_b120_ort_cpu0_3_intra4	4	6	456140.376	1823524.244	10.0	455805.369	288.256
matched_b120_ort_cpu0_3_intra4	4	7	459399.827	1827197.536	10.25	459073.945	267.464
matched_b120_ort_cpu0_3_intra4	4	8	457891.375	1837200.408	10.792	457573.076	265.923
matched_b120_ort_cpu0_3_intra4	4	9	454747.469	1822208.159	9.333	454408.128	294.257
matched_b120_ort_cpu0_3_intra4	4	10	457083.815	1824732.161	10.626	456761.932	268.381
matched_b120_ort_cpu0_3_intra4	4	11	455282.565	1823030.91	10.125	454935.682	297.548
matched_b120_ort_cpu0_3_intra4	4	12	455741.409	1823129.909	12.125	455387.276	304.298
matched_b120_ort_cpu0_3_intra4	4	13	455716.492	1823602.243	10.833	455312.191	355.425
matched_b120_ort_cpu0_3_intra4	4	14	457567.91	1825272.451	10.917	457240.194	273.589
matched_b120_ort_cpu0_3_intra4	4	15	455213.938	1822735.453	10.916	454898.306	267.132
matched_b120_ort_cpu0_3_intra4	4	16	459361.617	1838553.452	10.334	459021.151	293.173
matched_b120_ort_cpu0_3_intra4	4	17	457787.664	1824939.241	11.167	457463.531	265.048
matched_b120_ort_cpu0_3_intra4	4	18	455223.397	1822844.868	10.042	454908.681	264.381
matched_b120_ort_cpu0_3_intra4	4	19	453884.949	1809477.952	10.417	453554.442	273.839
matched_b120_ort_cpu0_3_intra4	4	20	459025.693	1838724.158	9.625	458704.436	265.339
matched_b120_ort_cpu0_3_intra4	4	21	461628.711	1852475.659	10.417	461254.161	269.506
matched_b120_ort_cpu0_3_intra4	4	22	457702.954	1825290.286	11.167	457363.196	289.59
matched_b120_ort_cpu0_3_intra4	4	23	456478.592	1823394.41	9.875	456152.876	269.59
matched_b120_ort_cpu0_3_intra4	4	24	455721.45	1823246.075	9.209	455408.234	263.173
matched_b120_ort_cpu0_3_intra4	4	25	459113.362	1837977.702	9.292	458794.854	269.548
matched_b120_ort_cpu0_3_intra4	4	26	452862.967	1808529.658	10.084	452538.001	271.464
matched_b120_ort_cpu0_3_intra4	4	27	456222.753	1823609.786	10.334	455901.995	267.257
matched_b120_ort_cpu0_3_intra4	4	28	456736.807	1824267.451	9.75	456415.758	265.798
matched_b120_ort_cpu0_3_intra4	4	29	459637.582	1839242.745	9.375	459311.533	268.798
matched_b120_ort_cpu0_3_intra4	4	30	455446.069	1823065.241	9.208	455128.144	264.423
matched_b120_ort_cpu0_3_intra4	4	31	454446.379	1822171.119	10.0	454104.704	294.048
matched_b120_ort_cpu0_3_intra4	4	32	455736.283	1823314.12	9.875	455350.691	336.632
matched_b120_ort_cpu0_3_intra4	4	33	456832.892	1824288.035	11.209	456489.467	292.049
matched_b120_ort_cpu0_3_intra4	4	34	458406.97	1825831.284	9.875	458076.129	273.34
matched_b120_ort_cpu0_3_intra4	4	35	457346.404	1836867.366	10.375	457014.355	281.881
matched_b120_ort_cpu0_3_intra4	4	36	455635.948	1823357.327	10.333	455284.231	301.34
matched_b120_ort_cpu0_3_intra4	4	37	457262.11	1824905.658	9.834	456950.644	260.298
matched_b120_ort_cpu0_3_intra4	4	38	461824.965	1841378.786	9.375	461501.166	268.381
matched_b120_ort_cpu0_3_intra4	4	39	454865.596	1822678.575	9.25	454545.839	261.423
matched_b120_ort_cpu0_3_intra4	4	40	456189.127	1823766.078	10.958	455856.745	273.631
matched_b120_ort_cpu0_3_intra4	4	41	457334.944	1825156.328	9.542	456992.687	284.256
matched_b120_ort_cpu0_3_intra4	4	42	460661.688	1852138.325	10.792	460312.347	300.257
matched_b120_ort_cpu0_3_intra4	4	43	454684.467	1810192.077	10.625	454347.168	280.798
matched_b120_ort_cpu0_3_intra4	4	44	455211.854	1822728.034	9.667	454896.597	259.839
matched_b120_ort_cpu0_3_intra4	4	45	456519.801	1824313.077	8.958	456199.544	263.673
matched_b120_ort_cpu0_3_intra4	4	46	454510.129	1822052.368	9.625	454165.621	291.174
matched_b120_ort_cpu0_3_intra4	4	47	459571.496	1839147.952	10.292	459247.655	274.507
matched_b120_ort_cpu0_3_intra4	4	48	455581.029	1823328.119	9.291	455245.564	288.84
matched_b120_ort_cpu0_3_intra4	4	49	457565.075	1825117.16	9.459	457241.818	270.297
matched_b120_ort_cpu0_3_intra4	4	50	454861.388	1822598.077	10.084	454533.505	279.006
matched_b120_ort_cpu0_3_intra4	4	51	459628.831	1838721.952	9.833	459299.865	282.132
matched_b120_ort_cpu0_3_intra4	4	52	455703.449	1823545.325	9.417	455356.357	300.715
matched_b120_ort_cpu0_3_intra4	4	53	457291.819	1824567.199	9.792	456980.186	261.839
matched_b120_ort_cpu0_3_intra4	4	54	458119.004	1825994.618	10.375	457795.413	269.632
matched_b120_ort_cpu0_3_intra4	4	55	458578.848	1838075.828	10.125	458247.674	275.215
matched_b120_ort_cpu0_3_intra4	4	56	457693.536	1837269.491	12.001	457321.902	321.674
matched_b120_ort_cpu0_3_intra4	4	57	457021.229	1824667.702	10.376	456695.679	275.757
matched_b120_ort_cpu0_3_intra4	4	58	459715.125	1838930.992	9.333	459385.867	283.132
matched_b120_ort_cpu0_3_intra4	4	59	456293.421	1824003.452	10.333	455970.372	271.631
matched_b120_ort_cpu0_3_intra4	4	60	458825.646	1826106.119	9.458	458507.43	262.131
matched_b120_ort_cpu0_3_intra4	4	61	460007.798	1839948.201	10.126	459658.664	290.965
matched_b120_ort_cpu0_3_intra4	4	62	457010.645	1836024.494	10.042	456673.137	287.007
matched_b120_ort_cpu0_3_intra4	4	63	456666.971	1824492.284	10.75	456338.672	272.631
matched_b120_ort_cpu0_3_intra4	4	64	461751.547	1841394.824	10.75	461430.706	266.464
matched_b120_ort_cpu0_3_intra4	4	65	454045.576	1821741.16	10.083	453729.361	266.756
matched_b120_ort_cpu0_3_intra4	4	66	457473.031	1824822.034	9.792	457146.023	271.381
matched_b120_ort_cpu0_3_intra4	4	67	457450.988	1837182.994	10.417	456986.02	412.259
matched_b120_ort_cpu0_3_intra4	4	68	456187.335	1823738.95	11.625	455854.785	284.548
matched_b120_ort_cpu0_3_intra4	4	69	461717.295	1841115.328	9.709	461395.08	265.047
matched_b120_ort_cpu0_3_intra4	4	70	456393.965	1824262.578	8.959	456078.248	261.756
matched_b120_ort_cpu0_3_intra4	4	71	458021.294	1837452.868	9.584	457693.244	278.964
matched_b120_ort_cpu0_3_intra4	4	72	456125.041	1823934.489	9.167	455798.659	280.214
matched_b120_ort_cpu0_3_intra4	4	73	459716.5	1839079.412	10.167	459382.158	286.673
matched_b120_ort_cpu0_3_intra4	4	74	457853.706	1825692.825	9.25	457533.907	263.964
matched_b120_ort_cpu0_3_intra4	4	75	457726.62	1837223.081	10.751	457342.736	334.549
matched_b120_ort_cpu0_3_intra4	4	76	457670.41	1825469.619	10.417	457344.444	273.964
matched_b120_ort_cpu0_3_intra4	4	77	456182.959	1823760.991	9.833	455868.869	264.048
matched_b120_ort_cpu0_3_intra4	4	78	458693.1	1837555.91	9.583	458368.552	278.964
matched_b120_ort_cpu0_3_intra4	4	79	457594.325	1825317.66	9.667	457279.526	260.423
matched_b120_ort_cpu0_3_intra4	4	80	457250.4	1824719.453	10.25	456932.934	261.715
matched_b120_ort_cpu0_3_intra4	4	81	455534.486	1822966.117	9.625	455197.811	279.131
matched_b120_ort_cpu0_3_intra4	4	82	458818.228	1837228.411	9.792	458501.887	265.423
matched_b120_ort_cpu0_3_intra4	4	83	456138.416	1824088.035	9.208	455821.742	264.798
matched_b120_ort_cpu0_3_intra4	4	84	455686.406	1823114.453	9.667	455373.149	262.214
matched_b120_ort_cpu0_3_intra4	4	85	459135.694	1838905.324	10.042	458784.977	300.924
matched_b120_ort_cpu0_3_intra4	4	86	456296.503	1822920.826	10.709	455968.829	278.298
matched_b120_ort_cpu0_3_intra4	4	87	459093.443	1838962.326	9.542	458684.225	360.175
matched_b120_ort_cpu0_3_intra4	4	88	454900.429	1810098.453	12.417	454569.171	271.382
matched_b120_ort_cpu0_3_intra4	4	89	457389.07	1836771.66	9.667	457015.269	324.341
matched_b120_ort_cpu0_3_intra4	4	90	455116.184	1810761.117	11.334	454790.926	267.381
matched_b120_ort_cpu0_3_intra4	4	91	485319.216	1947773.246	9.417	484977.916	293.84
matched_b120_ort_cpu0_3_intra4	4	92	486455.742	1938138.783	11.625	486138.776	260.798
matched_b120_ort_cpu0_3_intra4	4	93	477369.073	1916669.868	9.459	477043.691	278.048
matched_b120_ort_cpu0_3_intra4	4	94	475926.998	1903447.408	10.251	475594.99	285.715
matched_b120_ort_cpu0_3_intra4	4	95	473857.575	1888831.909	10.792	473532.36	273.881
matched_b120_ort_cpu0_3_intra4	4	96	470506.498	1886395.617	9.001	469970.61	467.094
matched_b120_ort_cpu0_3_intra4	4	97	471982.407	1887354.575	11.0	471630.191	289.09
matched_b120_ort_cpu0_3_intra4	4	98	475670.992	1903343.87	10.959	475327.859	293.34
matched_b120_ort_cpu0_3_intra4	4	99	473572.111	1888766.907	9.584	473235.644	280.09
