arm	operation_index	kind	scope	name	samples	mean_us	median_us	p95_us	min_us	max_us
direct	206	conv_dense	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	140	333.729929	330.094500	369.053000	323.597000	374.715000
direct	207	lut1	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_QuantizeLinear	140	8.034643	7.916000	9.210050	7.291000	9.707000
direct	208	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_QuantizeLinear	140	16.211650	15.832000	17.130200	14.124000	57.537000
direct	209	conv_dense	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	140	19.242279	19.248000	19.834050	18.123000	21.581000
direct	210	conv_grouped	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv	140	256.720093	253.164500	288.153100	251.102000	309.720000
direct	211	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_QuantizeLinear	140	12.238464	11.957500	14.251050	11.207000	16.373000
direct	212	conv_dense	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv	140	249.490886	246.810500	284.618700	244.686000	286.848000
direct	213	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_QuantizeLinear	140	18.555150	18.352500	19.711100	15.832000	59.787000
direct	214	conv_dense	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv	140	258.249629	257.143000	261.250950	252.310000	294.223000
packed	-1	add_silu	resident_core	/model.6/m.0/m/m.0/Add	140	178.528929	175.441500	207.337650	169.901000	295.347000
packed	-1	add_silu	resident_core	/model.6/m.0/m/m.1/Add	140	211.762807	209.646000	212.023050	205.814000	342.221000
packed	-1	add_silu	resident_core	/model.8/m.0/m/m.0/Add	140	82.310300	80.096500	112.369700	78.617000	125.654000
packed	-1	add_silu	resident_core	/model.8/m.0/m/m.1/Add	140	98.821907	97.241000	108.069800	93.492000	145.236000
packed	-1	add_silu	resident_core	/model.9/Add	140	318.288200	312.222000	350.118050	305.390000	489.161000
packed	-1	bridge	resident_bridge	resident_core_bridge_overhead	140	120.571386	119.743000	125.568050	113.403000	168.690000
packed	-1	head_decode	full_executor	final_head_decode	140	7535.809957	7530.386000	7588.568000	7438.530000	7972.386000
packed	-1	lut	resident_core	/model.4/cv2/final_silu	140	395.343600	367.820000	564.884700	328.302000	778.516000
packed	-1	maxpool	resident_core	/model.9/m/MaxPool	140	487.384243	480.623000	515.645800	476.041000	690.183000
packed	-1	maxpool	resident_core	/model.9/m_1/MaxPool	140	487.267350	476.683000	515.673200	472.245000	674.103000
packed	-1	maxpool	resident_core	/model.9/m_2/MaxPool	140	491.320521	476.582000	520.852350	472.084000	677.268000
packed	0	input_quant	full_executor	images_QuantizeLinear	134	12211.695761	11885.688500	12111.913050	11758.340000	48629.240000
packed	1	conv_dense	full_executor	/model.0/conv/Conv	140	10194.312629	10000.138500	10239.121600	9641.042000	29936.333000
packed	2	lut1	full_executor	/model.0/act/Mul_output_0_QuantizeLinear	140	811.784014	797.382000	902.824550	686.475000	1379.951000
packed	3	conv_dense	full_executor	/model.1/conv/Conv	140	8266.966836	8219.372000	8360.321100	8103.390000	11435.488000
packed	4	lut1	full_executor	/model.1/act/Mul_output_0_QuantizeLinear	140	364.404779	350.511500	436.531200	324.471000	567.236000
packed	5	conv_dense	full_executor	/model.2/cv1/conv/Conv	140	6105.870736	6040.777500	6145.285100	5956.531000	9824.846000
packed	6	split	full_executor	/model.2/Split	140	202.099357	195.419500	247.978100	180.193000	307.679000
packed	7	conv_dense	full_executor	/model.2/m.0/cv1/conv/Conv	140	3097.200486	3066.720500	3113.005900	3025.375000	4847.993000
packed	8	lut1	full_executor	/model.2/m.0/cv1/act/Mul_output_0_QuantizeLinear	140	83.883386	81.555000	95.783550	78.076000	140.111000
packed	9	conv_dense	full_executor	/model.2/m.0/cv2/conv/Conv	140	3638.541771	3621.047500	3698.369700	3559.191000	4502.192000
packed	10	lut2	full_executor	/model.2/m.0/Add_output_0@/model.2/Concat_output_0_QuantizeLinear_Output	140	1652.477900	1637.350000	1671.453000	1594.776000	2448.389000
packed	11	concat	full_executor	/model.2/Concat	140	608.982064	595.905000	688.972600	550.745000	967.823000
packed	12	conv_dense	full_executor	/model.2/cv2/conv/Conv	140	13230.003271	13056.202000	15055.278900	12819.700000	17190.801000
packed	13	lut1	full_executor	/model.2/cv2/act/Mul_output_0_QuantizeLinear	140	913.048514	875.502500	1069.173700	725.181000	1460.357000
packed	14	conv_dense	full_executor	/model.3/conv/Conv	140	7114.065693	7038.530000	7081.457050	6986.244000	10058.907000
packed	15	lut1	full_executor	/model.3/act/Mul_output_0_QuantizeLinear	140	177.123429	174.254500	188.917500	163.194000	281.348000
packed	16	conv_dense	full_executor	/model.4/cv1/conv/Conv	140	3432.452007	3396.794500	3445.555350	3297.767000	5059.554000
packed	17	split	full_executor	/model.4/Split	140	98.529064	96.490000	104.202000	88.617000	207.313000
packed	18	conv_dense	full_executor	/model.4/m.0/cv1/conv/Conv	140	1683.429879	1664.669000	1707.939050	1629.259000	2615.290000
packed	19	lut1	full_executor	/model.4/m.0/cv1/act/Mul_output_0_QuantizeLinear	140	46.867114	44.787500	73.440950	42.037000	90.991000
packed	20	conv_dense	full_executor	/model.4/m.0/cv2/conv/Conv	140	1910.437386	1897.660000	1935.671200	1843.674000	2905.513000
packed	21	lut2	full_executor	/model.4/m.0/Add_output_0@/model.4/Concat_output_0_QuantizeLinear_Output	140	892.425179	883.837000	921.106800	861.334000	1424.113000
packed	22	concat	full_executor	/model.4/Concat	140	340.944671	341.196500	357.256150	311.849000	548.739000
packed	23	conv_dense	full_executor	/model.4/cv2/conv/Conv	140	6965.246729	6930.946000	7015.099300	6809.760000	9934.842000
packed	25	conv	resident_core	/model.5/conv/Conv	140	3569.982021	3551.824000	3630.526800	3469.788000	5665.209000
packed	27	conv	resident_core	/model.6/cv1/conv/Conv	140	1227.490043	1221.325500	1273.093400	1172.136000	1704.878000
packed	29	conv	resident_core	/model.6/m.0/cv1/conv/Conv	140	256.231629	249.455000	291.541000	245.727000	391.463000
packed	30	conv	resident_core	/model.6/m.0/cv2/conv/Conv	140	270.924071	265.642500	307.925100	251.226000	399.632000
packed	32	conv	resident_core	/model.6/m.0/m/m.0/cv1/conv/Conv	140	555.689986	541.804000	588.347500	534.704000	764.635000
packed	34	conv	resident_core	/model.6/m.0/m/m.0/cv2/conv/Conv	140	560.783850	552.139500	601.670900	542.698000	786.633000
packed	36	conv	resident_core	/model.6/m.0/m/m.1/cv1/conv/Conv	140	543.633671	537.596000	579.324100	535.328000	825.470000
packed	38	conv	resident_core	/model.6/m.0/m/m.1/cv2/conv/Conv	140	545.362929	536.971500	575.451200	533.407000	838.461000
packed	40	concat	resident_core	/model.6/m.0/Concat	140	6.389243	6.374000	6.837150	5.749000	7.583000
packed	41	conv	resident_core	/model.6/m.0/cv3/conv/Conv	140	509.084636	502.519500	531.604600	489.249000	803.389000
packed	42	concat	resident_core	/model.6/Concat	140	53.753743	53.203500	56.182800	49.579000	93.616000
packed	43	conv	resident_core	/model.6/cv2/conv/Conv	140	1439.373107	1429.515000	1496.290050	1344.799000	2210.747000
packed	45	conv	resident_core	/model.7/conv/Conv	140	1773.571343	1758.027500	1848.434700	1683.477000	2529.964000
packed	47	conv	resident_core	/model.8/cv1/conv/Conv	140	737.148950	728.201000	773.244300	705.606000	1084.646000
packed	49	conv	resident_core	/model.8/m.0/cv1/conv/Conv	140	150.809414	148.277500	154.693400	142.363000	263.392000
packed	50	conv	resident_core	/model.8/m.0/cv2/conv/Conv	140	159.617471	155.569000	192.326500	152.360000	277.182000
packed	52	conv	resident_core	/model.8/m.0/m/m.0/cv1/conv/Conv	140	454.360243	446.540000	486.272650	440.794000	603.650000
packed	54	conv	resident_core	/model.8/m.0/m/m.0/cv2/conv/Conv	140	453.675443	443.063500	484.139000	434.000000	602.650000
packed	56	conv	resident_core	/model.8/m.0/m/m.1/cv1/conv/Conv	140	452.978143	444.001000	486.797350	436.291000	604.567000
packed	58	conv	resident_core	/model.8/m.0/m/m.1/cv2/conv/Conv	140	436.483321	430.374500	468.334200	426.297000	586.153000
packed	60	concat	resident_core	/model.8/m.0/Concat	140	4.850179	4.833000	5.457050	4.125000	6.333000
packed	61	conv	resident_core	/model.8/m.0/cv3/conv/Conv	140	304.175771	299.953000	340.031550	292.639000	415.669000
packed	62	concat	resident_core	/model.8/Concat	140	29.339857	28.601000	32.043750	26.206000	66.618000
packed	63	conv	resident_core	/model.8/cv2/conv/Conv	140	902.357007	893.709500	944.059850	835.636000	1282.294000
packed	65	conv	resident_core	/model.9/cv1/conv/Conv	140	392.268271	388.258000	396.902600	379.922000	560.655000
packed	66	concat	resident_core	/model.9/Concat	140	105.701671	102.282500	139.497350	97.033000	226.353000
packed	67	conv	resident_core	/model.9/cv2/conv/Conv	140	1007.039386	992.310000	1051.260350	932.867000	1500.730000
packed	69	conv_dense	full_executor	/model.10/cv1/conv/Conv	140	1025.652000	1017.949500	1056.887850	992.164000	1447.028000
packed	70	split	full_executor	/model.10/Split	140	28.317393	28.122000	29.918150	25.623000	47.829000
packed	71	conv_dense	full_executor	/model.10/m/m.0/attn/qkv/conv/Conv	140	933.063793	916.349500	971.485650	899.248000	1290.126000
packed	72	split	full_executor	/model.10/m/m.0/attn/Split	140	359.250729	348.322000	394.390700	346.720000	473.704000
packed	73	split	full_executor	/model.10/m/m.0/attn/Split	140	709.750221	693.106500	735.010000	691.766000	1076.614000
packed	74	reshape_split_transpose	full_executor	/model.10/m/m.0/attn/Transpose	140	359.682629	355.052000	387.225700	351.511000	499.451000
packed	75	reshape	full_executor	/model.10/m/m.0/attn/Reshape_2	140	24.631671	24.518500	28.634500	20.998000	33.205000
packed	76	matmul	full_executor	/model.10/m/m.0/attn/MatMul	140	2927.032114	2896.196500	3020.343050	2860.000000	4314.169000
packed	77	conv_grouped	full_executor	/model.10/m/m.0/attn/pe/conv/Conv	140	5718.293214	5683.172500	5731.284850	5655.572000	8089.636000
packed	78	softmax_transpose	full_executor	/model.10/m/m.0/attn/Transpose_1	140	4613.603407	4554.833000	4638.195100	4508.686000	7158.689000
packed	79	matmul	full_executor	/model.10/m/m.0/attn/MatMul_1	140	3431.081707	3421.747500	3612.249600	3187.848000	4030.405000
packed	80	lut2	full_executor	/model.10/m/m.0/attn/Add_output_0_QuantizeLinear	140	1825.756750	1806.551500	1839.084200	1798.177000	2709.239000
packed	81	conv_dense	full_executor	/model.10/m/m.0/attn/proj/conv/Conv	140	452.895143	443.628000	473.793500	437.665000	639.397000
packed	82	lut2	full_executor	/model.10/m/m.0/Add_output_0_QuantizeLinear	140	233.142336	226.771000	257.621400	222.689000	338.717000
packed	83	conv_dense	full_executor	/model.10/m/m.0/ffn/ffn.0/conv/Conv	140	946.598807	936.934500	966.370650	921.243000	1304.041000
packed	84	lut1	full_executor	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_QuantizeLinear	140	48.170871	45.496000	55.726850	42.746000	146.486000
packed	85	conv_dense	full_executor	/model.10/m/m.0/ffn/ffn.1/conv/Conv	140	553.579086	545.617500	581.101350	533.037000	800.173000
packed	86	lut2	full_executor	/model.10/m/m.0/Add_1_output_0@/model.10/Concat_output_0_QuantizeLinear_Output	140	242.212057	238.291000	245.950300	234.562000	390.712000
packed	87	concat	full_executor	/model.10/Concat	140	48.426864	46.933000	50.049500	44.538000	178.025000
packed	88	conv_dense	full_executor	/model.10/cv2/conv/Conv	140	1082.944786	1077.818500	1112.976050	1053.908000	1485.581000
packed	89	concat	full_executor	/model.12/Concat	140	504.379450	496.123500	557.557550	449.961000	695.482000
packed	90	conv_dense	full_executor	/model.13/cv1/conv/Conv	140	2696.730250	2684.549000	2738.871200	2581.775000	4208.849000
packed	91	split	full_executor	/model.13/Split	140	53.278471	52.599500	55.126250	49.246000	87.367000
packed	92	conv_dense	full_executor	/model.13/m.0/cv1/conv/Conv	140	445.723207	438.249000	474.866350	421.589000	690.101000
packed	93	conv_dense	full_executor	/model.13/m.0/cv2/conv/Conv	140	434.207829	428.317000	472.758700	409.589000	648.521000
packed	94	lut1	full_executor	/model.13/m.0/cv1/act/Mul_output_0_QuantizeLinear	140	24.487357	23.873000	26.458100	21.623000	55.536000
packed	95	conv_dense	full_executor	/model.13/m.0/m/m.0/cv1/conv/Conv	140	619.767936	602.441500	648.686100	595.109000	985.030000
packed	96	lut1	full_executor	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear	140	26.206614	25.623000	27.553600	23.248000	65.578000
packed	97	conv_dense	full_executor	/model.13/m.0/m/m.0/cv2/conv/Conv	140	628.771936	613.884500	659.558050	601.614000	975.323000
packed	98	lut2	full_executor	/model.13/m.0/m/m.0/Add_output_0_QuantizeLinear	140	230.808979	227.230500	262.724350	218.814000	382.422000
packed	99	conv_dense	full_executor	/model.13/m.0/m/m.1/cv1/conv/Conv	140	610.328964	601.094000	642.290700	595.615000	957.616000
packed	100	lut1	full_executor	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	140	20.745757	19.748000	21.345600	18.707000	58.411000
packed	101	conv_dense	full_executor	/model.13/m.0/m/m.1/cv2/conv/Conv	140	616.023407	608.988000	643.245300	601.948000	972.989000
packed	102	lut2	full_executor	/model.13/m.0/m/m.1/Add_output_0@/model.13/m.0/Concat_output_0_QuantizeLinear_Output	140	238.873107	236.519500	242.114600	233.645000	358.548000
packed	103	concat	full_executor	/model.13/m.0/Concat	140	50.609307	50.203500	54.132500	46.079000	86.075000
packed	104	conv_dense	full_executor	/model.13/m.0/cv3/conv/Conv	140	857.608179	853.022000	883.186900	800.422000	1244.130000
packed	105	concat	full_executor	/model.13/Concat	140	168.951193	164.277500	204.673550	149.111000	281.890000
packed	106	conv_dense	full_executor	/model.13/cv2/conv/Conv	140	2045.609864	2033.530500	2092.523050	1969.603000	3167.030000
packed	107	concat	full_executor	/model.15/Concat	140	1153.258757	1096.108000	1307.995700	1043.368000	1718.252000
packed	108	conv_dense	full_executor	/model.16/cv1/conv/Conv	140	4962.817971	4939.049000	5111.199500	4701.213000	6379.860000
packed	109	split	full_executor	/model.16/Split	140	101.084129	98.095000	129.418950	91.742000	164.235000
packed	110	conv_dense	full_executor	/model.16/m.0/cv1/conv/Conv	140	806.421443	794.072500	839.369950	777.341000	1185.803000
packed	111	conv_dense	full_executor	/model.16/m.0/cv2/conv/Conv	140	792.429279	778.987500	823.332050	774.510000	1133.891000
packed	112	lut1	full_executor	/model.16/m.0/cv1/act/Mul_output_0_QuantizeLinear	140	44.390300	43.538000	47.635550	40.746000	86.743000
packed	113	conv_dense	full_executor	/model.16/m.0/m/m.0/cv1/conv/Conv	140	1122.957443	1108.976000	1147.953800	1097.612000	1755.539000
packed	114	lut1	full_executor	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear	140	44.583493	44.204000	47.959950	40.621000	66.910000
packed	115	conv_dense	full_executor	/model.16/m.0/m/m.0/cv2/conv/Conv	140	1118.606857	1105.060000	1144.935750	1091.896000	1667.590000
packed	116	lut2	full_executor	/model.16/m.0/m/m.0/Add_output_0_QuantizeLinear	140	577.188243	568.945500	605.174050	543.364000	1011.236000
packed	117	conv_dense	full_executor	/model.16/m.0/m/m.1/cv1/conv/Conv	140	1109.026543	1090.900000	1126.161550	1086.863000	1698.503000
packed	118	lut1	full_executor	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	140	36.225600	35.580000	36.711250	34.289000	78.952000
packed	119	conv_dense	full_executor	/model.16/m.0/m/m.1/cv2/conv/Conv	140	1100.020779	1089.581000	1111.009950	1087.105000	1651.924000
packed	120	lut2	full_executor	/model.16/m.0/m/m.1/Add_output_0@/model.16/m.0/Concat_output_0_QuantizeLinear_Output	140	495.450164	488.911000	502.062900	481.375000	798.507000
packed	121	concat	full_executor	/model.16/m.0/Concat	140	98.643707	96.720000	110.790350	89.866000	177.233000
packed	122	conv_dense	full_executor	/model.16/m.0/cv3/conv/Conv	140	1522.497329	1519.820000	1557.091650	1478.246000	2415.143000
packed	123	concat	full_executor	/model.16/Concat	140	359.763800	350.740500	402.845850	309.848000	617.114000
packed	124	conv_dense	full_executor	/model.16/cv2/conv/Conv	140	3677.233307	3660.876500	3740.148700	3590.985000	4996.354000
packed	125	lut1	full_executor	/model.16/cv2/act/Mul_output_0_QuantizeLinear	140	167.591414	159.068500	211.167350	147.610000	393.920000
packed	126	conv_dense	full_executor	/model.17/conv/Conv	140	1760.329043	1723.654000	1787.936700	1696.936000	2851.896000
packed	127	conv_dense	full_executor	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv	140	2754.705900	2705.910000	2784.975550	2650.324000	4569.520000
packed	128	conv_grouped	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv	140	2319.380079	2255.969500	2421.285800	2238.367000	3512.037000
packed	129	lut1	full_executor	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0_QuantizeLinear	140	67.760143	65.828000	77.732200	56.786000	129.156000
packed	130	lut1	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul_output_0_QuantizeLinear	140	191.305107	182.128500	241.758200	161.569000	330.177000
packed	131	concat	full_executor	/model.18/Concat	140	131.294514	126.426500	170.522900	115.365000	262.683000
packed	132	conv_dense	full_executor	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv	140	1163.323314	1159.776000	1190.769850	1120.432000	1851.447000
packed	133	conv_dense	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv	140	4365.391921	4316.686000	4436.191450	4249.756000	6460.419000
packed	134	conv_dense	full_executor	/model.19/cv1/conv/Conv	140	2074.859786	2049.573500	2113.163950	1977.475000	3226.107000
packed	135	lut1	full_executor	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul_output_0_QuantizeLinear	140	57.550936	55.619500	69.654300	51.037000	101.616000
packed	136	lut1	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0_QuantizeLinear	140	315.138743	303.223500	416.362700	239.811000	456.043000
packed	137	split	full_executor	/model.19/Split	140	50.315350	47.891000	53.436850	44.787000	161.068000
packed	138	conv_dense	full_executor	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv	140	248.924814	241.665500	283.450500	228.731000	471.247000
packed	139	conv_grouped	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv	140	2905.960900	2879.823500	2922.107100	2834.850000	4289.504000
packed	140	conv_dense	full_executor	/model.19/m.0/cv1/conv/Conv	140	485.869550	477.602500	522.343700	448.916000	772.843000
packed	141	conv_dense	full_executor	/model.19/m.0/cv2/conv/Conv	140	442.546993	434.396000	476.284300	414.710000	657.603000
packed	142	lut1	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0_QuantizeLinear	140	362.095679	354.428000	469.307050	260.728000	787.382000
packed	143	lut1	full_executor	/model.19/m.0/cv1/act/Mul_output_0_QuantizeLinear	140	31.729286	30.747000	35.667150	27.497000	67.119000
packed	144	conv_dense	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv	140	4340.991936	4316.961500	4393.689650	4263.047000	5372.774000
packed	145	conv_dense	full_executor	/model.19/m.0/m/m.0/cv1/conv/Conv	140	664.271443	651.423500	692.799650	638.486000	1082.854000
packed	146	lut1	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul_output_0_QuantizeLinear	140	325.479171	322.219500	411.851350	230.270000	453.586000
packed	147	lut1	full_executor	/model.19/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear	140	31.519679	30.976000	34.170200	27.372000	57.370000
packed	148	conv_dense	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv	140	4346.520286	4283.424000	4354.114900	4216.885000	6453.086000
packed	149	conv_dense	full_executor	/model.19/m.0/m/m.0/cv2/conv/Conv	140	663.593143	651.832500	690.121150	644.062000	1069.689000
packed	150	lut2	full_executor	/model.19/m.0/m/m.0/Add_output_0_QuantizeLinear	140	254.249607	249.791000	266.639800	236.894000	435.708000
packed	151	conv_dense	full_executor	/model.19/m.0/m/m.1/cv1/conv/Conv	140	612.608207	601.570500	635.476500	595.116000	988.780000
packed	152	lut1	full_executor	/model.19/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	140	20.005043	19.790000	20.631300	19.123000	29.289000
packed	153	conv_dense	full_executor	/model.19/m.0/m/m.1/cv2/conv/Conv	140	617.394957	600.216000	642.508150	591.986000	988.780000
packed	154	lut2	full_executor	/model.19/m.0/m/m.1/Add_output_0@/model.19/m.0/Concat_output_0_QuantizeLinear_Output	140	273.769857	263.684000	302.320650	256.392000	451.415000
packed	155	concat	full_executor	/model.19/m.0/Concat	140	59.493943	57.349000	82.501250	52.995000	93.491000
packed	156	conv_dense	full_executor	/model.19/m.0/cv3/conv/Conv	140	884.557450	874.602500	917.875500	841.051000	1351.662000
packed	157	concat	full_executor	/model.19/Concat	140	173.829943	171.672000	183.215950	152.569000	267.225000
packed	158	conv_dense	full_executor	/model.19/cv2/conv/Conv	140	2039.670893	2028.378500	2083.587200	1975.643000	3091.828000
packed	159	lut1	full_executor	/model.19/cv2/act/Mul_output_0_QuantizeLinear	140	85.297000	83.429500	96.163900	79.035000	173.400000
packed	160	conv_dense	full_executor	/model.20/conv/Conv	140	1172.566571	1170.394000	1212.519050	1109.269000	1682.545000
packed	161	conv_dense	full_executor	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv	140	1302.165400	1292.841000	1332.153600	1259.223000	2073.341000
packed	162	conv_grouped	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv	140	1309.185857	1283.862000	1346.047550	1277.307000	1868.611000
packed	163	lut1	full_executor	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0_QuantizeLinear	140	19.619629	18.894000	21.714350	17.124000	57.786000
packed	164	lut1	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0_QuantizeLinear	140	62.601129	62.494000	63.665150	58.162000	112.198000
packed	165	concat	full_executor	/model.21/Concat	140	100.750629	98.845000	106.722900	91.617000	150.571000
packed	166	conv_dense	full_executor	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv	140	300.306486	294.617500	333.818600	290.975000	449.039000
packed	167	conv_dense	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv	140	1179.643914	1174.205500	1221.743600	1115.571000	1775.344000
packed	168	conv_dense	full_executor	/model.22/cv1/conv/Conv	140	1204.775193	1195.952500	1253.190600	1153.024000	1763.886000
packed	169	lut1	full_executor	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul_output_0_QuantizeLinear	140	20.200214	20.060500	22.043200	17.415000	30.498000
packed	170	lut1	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0_QuantizeLinear	140	47.540286	46.933500	55.548500	40.079000	91.284000
packed	171	split	full_executor	/model.22/Split	140	26.759429	26.768000	28.373000	25.040000	29.789000
packed	172	conv_dense	full_executor	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv	140	67.203050	65.014500	71.872150	62.077000	143.071000
packed	173	conv_grouped	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv	140	808.352914	803.764000	816.716650	797.882000	1168.897000
packed	174	conv_dense	full_executor	/model.22/m.0/m.0.0/cv1/conv/Conv	140	696.108979	687.520500	737.700250	648.360000	973.165000
packed	175	lut1	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_QuantizeLinear	140	45.806814	44.288000	52.378350	41.662000	80.659000
packed	176	lut1	full_executor	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_QuantizeLinear	140	14.481721	13.332000	14.206050	12.415000	74.077000
packed	177	conv_dense	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	140	986.828493	974.310500	1012.451050	955.793000	1368.921000
packed	178	conv_dense	full_executor	/model.22/m.0/m.0.0/cv2/conv/Conv	140	764.919343	755.827500	792.440750	734.019000	1009.578000
packed	179	lut1	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_QuantizeLinear	140	42.849336	42.454500	45.303700	40.163000	54.871000
packed	180	lut2	full_executor	/model.22/m.0/m.0.0/Add_output_0_QuantizeLinear	140	212.549321	210.482000	213.344000	208.980000	313.678000
packed	181	conv_dense	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	140	984.516786	980.659500	1011.896800	968.290000	1108.738000
packed	182	conv_dense	full_executor	/model.22/m.0/m.0.1/attn/qkv/conv/Conv	140	927.897250	919.733500	955.419100	910.879000	977.198000
packed	183	split	full_executor	/model.22/m.0/m.0.1/attn/Split	140	355.580036	348.176000	383.106350	346.591000	452.461000
packed	184	split	full_executor	/model.22/m.0/m.0.1/attn/Split	140	705.073571	693.961000	730.829150	691.899000	874.791000
packed	185	reshape_split_transpose	full_executor	/model.22/m.0/m.0.1/attn/Transpose	140	356.780214	353.528000	387.260950	350.174000	503.619000
packed	186	reshape	full_executor	/model.22/m.0/m.0.1/attn/Reshape_2	140	26.604407	26.539000	31.382400	21.873000	36.372000
packed	187	matmul	full_executor	/model.22/m.0/m.0.1/attn/MatMul	140	2895.393514	2887.722500	2911.870650	2850.298000	4230.345000
packed	188	conv_grouped	full_executor	/model.22/m.0/m.0.1/attn/pe/conv/Conv	140	5701.408043	5681.145000	5732.459600	5653.285000	7946.240000
packed	189	softmax_transpose	full_executor	/model.22/m.0/m.0.1/attn/Transpose_1	140	3976.816736	3950.497500	3982.833500	3915.373000	6235.028000
packed	190	matmul	full_executor	/model.22/m.0/m.0.1/attn/MatMul_1	140	3498.855907	3499.475500	3617.630400	3163.313000	3909.293000
packed	191	lut2	full_executor	/model.22/m.0/m.0.1/attn/Add_output_0_QuantizeLinear	140	1818.401007	1795.511500	1825.254000	1790.786000	2644.497000
packed	192	conv_dense	full_executor	/model.22/m.0/m.0.1/attn/proj/conv/Conv	140	449.282443	440.356500	472.459600	436.212000	654.603000
packed	193	lut2	full_executor	/model.22/m.0/m.0.1/Add_output_0_QuantizeLinear	140	253.809514	246.332500	279.705750	242.351000	486.745000
packed	194	conv_dense	full_executor	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv	140	939.891386	937.805000	953.430100	911.372000	1322.165000
packed	195	lut1	full_executor	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_QuantizeLinear	140	48.899950	47.661500	57.678600	42.955000	63.786000
packed	196	conv_dense	full_executor	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv	140	554.781079	547.619000	581.182650	540.406000	800.549000
packed	197	lut2	full_executor	/model.22/m.0/m.0.1/Add_1_output_0@/model.22/Concat_output_0_QuantizeLinear_Output	140	239.581693	236.644500	252.638850	232.144000	367.798000
