surface	samples	mean_us	stddev_us	cv_pct	min_us	median_us	p90_us	p95_us	p99_us	p999_us	max_us	repeats	repeat_mean_cv_pct	process_cpu_mean_us	voluntary_context_switches_mean	involuntary_context_switches_mean	affinity_all_pass	cpu4_7_ime_count	output_hashes	input_us_mean	core_us_mean	dense_us_mean	depthwise_us_mean	attention_us_mean	lut_us_mean	concat_us_mean	transform_us_mean	head_us_mean
stage53_reproduced_condition_variable	500	253290.024	2594.0579918641583	1.0241453456785798	251434.0	252610.5	255110.8	255647.15	264337.57	274858.9579999999	276834.0	5	0.34926984207188827	929798.666	1305.656	2.682	1	0	0xd43f5e018b415631	12333.0544	21865.5624	140786.77	20308.627800000002	22033.002399999998	17599.727600000002	5921.214379999999	4249.0188	8026.75658
stage53_reproduced_epoch_spin	500	239509.536	4652.580501544353	1.942544993926402	237438.0	238604.0	241037.1	241841.44999999998	256274.62999999998	294358.78999999876	320202.0	5	0.2886172645583381	1197760.7	0.0	3.6	1	0	0xd43f5e018b415631	12291.901199999998	19824.236399999998	136441.124	19724.9672	21691.746	14199.586800000001	3866.141	3424.96386	7961.75432
