id	name	shape	layout	storage_bytes	arena_offset	first_op	last_op
0	images_QuantizeLinear_Output	1x3x640x640	NCHWc8_SPATIAL_INNER_V1	3276800	0	0	1
1	/model.0/conv/Conv_output_0_QuantizeLinear_Output	1x16x320x320	NCHWc8_SPATIAL_INNER_V1	1638400	3276800	1	2
2	/model.0/act/Mul_output_0_QuantizeLinear_Output	1x16x320x320	NCHWc8_SPATIAL_INNER_V1	1638400	0	2	3
3	/model.1/conv/Conv_output_0_QuantizeLinear_Output	1x32x160x160	NCHWc8_SPATIAL_INNER_V1	819200	1638400	3	4
4	/model.1/act/Mul_output_0_QuantizeLinear_Output	1x32x160x160	NCHWc8_SPATIAL_INNER_V1	819200	2457600	4	5
5	/model.2/cv1/conv/Conv_output_0_QuantizeLinear_Output	1x32x160x160	NCHWc8_SPATIAL_INNER_V1	819200	1638400	5	11
6	/model.2/Split_output_1_QuantizeLinear_Output	1x16x160x160	NCHWc8_SPATIAL_INNER_V1	409600	2457600	6	11
7	/model.2/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	1x8x160x160	NCHWc8_SPATIAL_INNER_V1	204800	2867200	7	8
8	/model.2/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	1x8x160x160	NCHWc8_SPATIAL_INNER_V1	204800	3072000	8	9
9	/model.2/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	1x16x160x160	NCHWc8_SPATIAL_INNER_V1	409600	0	9	10
10	/model.2/Concat_output_0_QuantizeLinear_Output	1x48x160x160	NCHWc8_SPATIAL_INNER_V1	1228800	3276800	11	12
11	/model.2/cv2/conv/Conv_output_0_QuantizeLinear_Output	1x64x160x160	NCHWc8_SPATIAL_INNER_V1	1638400	4915200	12	13
12	/model.2/cv2/act/Mul_output_0_QuantizeLinear_Output	1x64x160x160	NCHWc8_SPATIAL_INNER_V1	1638400	6553600	13	14
13	/model.3/conv/Conv_output_0_QuantizeLinear_Output	1x64x80x80	NCHWc8_SPATIAL_INNER_V1	409600	0	14	15
14	/model.3/act/Mul_output_0_QuantizeLinear_Output	1x64x80x80	NCHWc8_SPATIAL_INNER_V1	409600	409600	15	16
15	/model.4/cv1/conv/Conv_output_0_QuantizeLinear_Output	1x64x80x80	NCHWc8_SPATIAL_INNER_V1	409600	0	16	22
16	/model.4/Split_output_1_QuantizeLinear_Output	1x32x80x80	NCHWc8_SPATIAL_INNER_V1	204800	2867200	17	22
17	/model.4/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	102400	3072000	18	19
18	/model.4/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	102400	3174400	19	20
19	/model.4/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	1x32x80x80	NCHWc8_SPATIAL_INNER_V1	204800	409600	20	21
20	/model.4/Concat_output_0_QuantizeLinear_Output	1x96x80x80	NCHWc8_SPATIAL_INNER_V1	614400	819200	22	23
21	/model.4/cv2/conv/Conv_output_0_QuantizeLinear_Output	1x128x80x80	NCHWc8_SPATIAL_INNER_V1	819200	1638400	23	24
22	/model.4/cv2/act/Mul_output_0_QuantizeLinear_Output	1x128x80x80	NCHWc8_SPATIAL_INNER_V1	819200	3276800	24	107
23	/model.5/conv/Conv_output_0_QuantizeLinear_Output	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	204800	409600	25	26
24	/model.5/act/Mul_output_0_QuantizeLinear_Output	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	204800	614400	26	27
25	/model.6/cv1/conv/Conv_output_0_QuantizeLinear_Output	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	204800	409600	27	42
26	/model.6/Split_output_1_QuantizeLinear_Output	1x64x40x40	NCHWc8_SPATIAL_INNER_V1	102400	3072000	28	42
27	/model.6/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	51200	3174400	29	31
28	/model.6/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	51200	3225600	30	40
29	/model.6/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	51200	614400	31	35
30	/model.6/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	51200	3174400	32	33
31	/model.6/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	51200	665600	33	34
32	/model.6/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	51200	3174400	34	35
33	/model.6/m.0/m/m.0/Add_output_0_QuantizeLinear_Output	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	51200	665600	35	39
34	/model.6/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear_Output	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	51200	614400	36	37
35	/model.6/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear_Output	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	51200	3174400	37	38
36	/model.6/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear_Output	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	51200	614400	38	39
37	/model.6/m.0/Concat_output_0_QuantizeLinear_Output	1x64x40x40	NCHWc8_SPATIAL_INNER_V1	102400	716800	40	41
38	/model.6/m.0/cv3/conv/Conv_output_0_QuantizeLinear_Output	1x64x40x40	NCHWc8_SPATIAL_INNER_V1	102400	1433600	41	42
39	/model.6/Concat_output_0_QuantizeLinear_Output	1x192x40x40	NCHWc8_SPATIAL_INNER_V1	307200	0	42	43
40	/model.6/cv2/conv/Conv_output_0_QuantizeLinear_Output	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	204800	409600	43	44
41	/model.6/cv2/act/Mul_output_0_QuantizeLinear_Output	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	204800	2867200	44	89
42	/model.7/conv/Conv_output_0_QuantizeLinear_Output	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	102400	307200	45	46
43	/model.7/act/Mul_output_0_QuantizeLinear_Output	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	102400	716800	46	47
44	/model.8/cv1/conv/Conv_output_0_QuantizeLinear_Output	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	102400	307200	47	62
45	/model.8/Split_output_1_QuantizeLinear_Output	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	51200	614400	48	62
46	/model.8/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	1x64x20x20	NCHWc8_SPATIAL_INNER_V1	25600	665600	49	51
