strategy	mean_us	stddev_us	sample_cv_pct	repeat_mean_cv_pct	gmacs	mismatches	raw_path
four_u64_c8	6804.872592	1227.648919	18.040733	3.424852	34.670686	0	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/commands/0083_stable-load-u64.stdout.txt
rvv_vlse64_c8x4	6572.515116	538.760438	8.197173	0.873051	35.896395	0	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/commands/0084_stable-load-vlse64.stdout.txt
rvv_vlseg2e64_c8x4	6443.637798	633.309956	9.828454	0.449557	36.614349	0	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/commands/0085_stable-load-vlseg2e64.stdout.txt
