contract_id	profile_id	layout_id	input_h	input_w	input_c	output_h	output_w	output_c	kernel_h	kernel_w	stride_h	stride_w	pad_h	pad_w	input_zero_point	conv_output_zero_point	output_zero_point	k	k_tiles	n_blocks	accumulator_absolute_bound	int32_safe	model_sha256	source_weights_sha256	source_weight_scales_sha256	source_bias_sha256	input_scale_bits	conv_output_scale_bits	output_scale_bits
K1X_INT8_V1	K1X_INT8_V1_GENERAL	NCHWc8_SPATIAL_INNER_V1	80	80	128	40	40	128	3	3	2	2	1	1	9	136	10	1152	144	8	36074272	1	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	1cd6817d9723bf2e4dcd97dbd83d5c407e1b84d03bfd15bbf4edbe1788585837	6c528a7ef3521fbd910e35aeb2a1efe38f7bcb365a9496761dd7bf7e09ef3a33	63d8afbf988eaa60310e791542ac86724f4973e124beed0ca653b270bbce4b5d	0x3cf83476	0x3d69e175	0x3ce32599
