repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
1	63	134308	2359.24	20217.5	67608.3	15762.4	11352.1	7649.25	4125.44	2498.07	2643.99	665866	0	0	1	0	0xd43f5e018b415631
1	64	133908	2195.9	20312.4	67383.4	15790	11339.1	7690.54	3949.4	2518.65	2635.4	655358	0	0	1	0	0xd43f5e018b415631
1	65	133994	2304.49	20327.3	67066.6	15788.4	11511.7	7711.17	4000.18	2503.99	2686.78	662725	0	2	1	0	0xd43f5e018b415631
1	66	133684	2323.28	20071.1	67005.4	15868.9	11357	7681.46	4105.35	2530.98	2648.94	653553	1	2	1	0	0xd43f5e018b415631
1	67	133660	2201.15	20310.9	67151.2	15898.3	11408.2	7549.5	3844.31	2528.65	2673.36	661820	0	2	1	0	0xd43f5e018b415631
1	68	133566	2238.36	20156.1	67087	15844	11381.9	7572	4019.81	2525.82	2650.4	654162	0	2	1	0	0xd43f5e018b415631
1	69	134433	2228.32	20297.2	67736.9	15830.6	11418.9	7715.92	3919.85	2511.36	2680.32	663999	0	0	1	0	0xd43f5e018b415631
1	70	133494	2231.11	20172.3	67037	15787	11387.8	7614.33	3964.35	2551.32	2657.69	652426	0	0	1	0	0xd43f5e018b415631
1	71	134092	2553.32	20212.8	67498.5	15698.2	11394.7	7543.5	3922.52	2495.69	2681.94	662030	0	0	1	0	0xd43f5e018b415631
1	72	133511	2252.4	20090.8	67011.9	15744.3	11388.9	7665.37	4073.93	2546.61	2645.65	652036	0	1	1	0	0xd43f5e018b415631
1	73	134146	2188.7	20310.3	67604.9	15794.5	11337.6	7778.46	3860.02	2497.73	2681.57	661586	0	0	1	0	0xd43f5e018b415631
1	74	134125	2249.45	20292.1	67456.7	15896.6	11327.1	7704.16	3936.47	2503.65	2665.07	667814	0	1	1	0	0xd43f5e018b415631
1	75	134036	2188.74	20239.1	67596.1	15873.1	11314.9	7632.21	3887.02	2562.45	2650.53	658314	0	1	1	0	0xd43f5e018b415631
1	76	134207	2528.49	20214	67453.1	15750.9	11425.2	7553.12	4030.9	2504.24	2652.94	665396	2	0	1	0	0xd43f5e018b415631
1	77	133454	2199.07	20191.8	67165.4	15789.1	11336.2	7502.75	3992.39	2550.49	2633.69	655003	0	0	1	0	0xd43f5e018b415631
1	78	133763	2329.82	20307.7	67060	15806.8	11348.9	7625.12	4016.23	2495.82	2683.11	664557	0	0	1	0	0xd43f5e018b415631
