repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
1	79	133353	2538.32	20086.1	66814.5	15783.8	11317.2	7570.71	3945.35	2568.23	2637.15	656158	0	0	1	0	0xd43f5e018b415631
1	80	133670	2241.57	20301.3	67297.4	15784.5	11335.4	7573.5	3867.36	2508.03	2669.15	666071	0	2	1	0	0xd43f5e018b415631
1	81	134211	2548.69	20337.3	67080.4	15858.4	11343.1	7473.62	4216.02	2566.53	2691.03	659057	0	2	1	0	0xd43f5e018b415631
1	82	133959	2264.03	20156.8	67602.6	15918.1	11369.5	7472.58	3919.98	2495.69	2666.4	664997	0	2	1	0	0xd43f5e018b415631
1	83	134149	2540.36	20191.3	67363.7	15838.6	11358.6	7605.16	3995.72	2504.03	2651.48	656543	0	0	1	0	0xd43f5e018b415631
1	84	133753	2222.78	20181.7	67510.9	15678.7	11429.2	7412.75	4034.18	2507.99	2680.69	662598	0	0	1	0	0xd43f5e018b415631
1	85	133983	2233.82	20118.2	67754.9	15753.7	11359.8	7508.46	4011.23	2509.36	2643.15	654938	0	0	1	0	0xd43f5e018b415631
1	86	133734	2196.7	20196	67111.5	15827.1	11424.2	7657.37	3998.93	2557.07	2673.61	661753	0	0	1	0	0xd43f5e018b415631
1	87	134191	2533.57	20191.2	67286.7	15888.3	11460	7452.25	4069.56	2540.99	2677.69	670172	0	1	1	0	0xd43f5e018b415631
1	88	133552	2235.49	20037.6	67023.2	15758.3	11384.7	7924.99	3911.39	2493.07	2692.61	659762	0	0	1	0	0xd43f5e018b415631
1	89	134250	2245.99	20143.1	67436.1	15848.7	11406.6	7736.45	4106.93	2551.57	2681.03	669276	0	1	1	0	0xd43f5e018b415631
1	90	133861	2418.4	20286.1	67267.1	15725.5	11305.8	7584.71	3947.31	2566.16	2669.99	658944	0	1	1	0	0xd43f5e018b415631
1	91	133705	2244.45	20168.5	67384.3	15790.3	11415.3	7574.67	3833.77	2529.69	2669.32	666386	0	1	1	0	0xd43f5e018b415631
1	92	135840	4457.35	20198.5	67226	15891.7	11384.4	7495.2	3924.1	2500.4	2667.07	676880	0	0	1	0	0xd43f5e018b415631
1	93	133647	2195.24	20083.1	67476.6	15691.5	11335.5	7539.75	4017.14	2546.24	2669.28	658401	0	0	1	0	0xd43f5e018b415631
1	94	133775	2243.82	20234.3	67274.9	15878.5	11364.2	7603	3923.39	2505.49	2655.53	666943	2	0	1	0	0xd43f5e018b415631
1	95	134188	2260.74	20336.7	67867.1	15751	11341.1	7472.63	3877.73	2531.49	2650.53	659322	0	3	1	0	0xd43f5e018b415631
1	96	133663	2242.4	20141.6	67333.5	15842	11345.5	7576.83	3901.56	2504.03	2679.69	665146	0	2	1	0	0xd43f5e018b415631
1	97	133536	2186.03	20269	67245.2	15730.4	11341.8	7476.04	3934.77	2589.65	2667.49	657429	0	2	1	0	0xd43f5e018b415631
1	98	133713	2407.94	20220.3	67023.7	15928.3	11370.6	7458	4026.89	2496.49	2687.94	666638	0	0	1	0	0xd43f5e018b415631
1	99	133771	2190.65	20314.2	67472	15748.7	11364.1	7435.08	3900.4	2573.74	2681.86	658865	1	0	1	0	0xd43f5e018b415631
2	0	133768	2233.7	20278.3	67239.1	15818.8	11338.7	7734.62	3847.06	2501.65	2682.61	666893	0	0	1	0	0xd43f5e018b415631
2	1	133584	2236.57	20182.3	67384.8	15707.2	11313.2	7408.12	4030.19	2561.69	2670.32	658513	0	0	1	0	0xd43f5e018b415631
2	2	134168	2253.49	20222.8	67587.9	15964.9	11358.8	7519	3973.4	2525.2	2668.49	667717	0	1	1	0	0xd43f5e018b415631
2	3	133514	2201.03	20142.6	67246.7	15744.5	11387.1	7369.29	4093.64	2561.99	2678.15	657623	0	0	1	0	0xd43f5e018b415631
2	4	133517	2244.7	20196.6	67259.3	15975.3	11375.4	7362.79	3846.31	2488.49	2678.49	666485	2	1	1	0	0xd43f5e018b415631
2	5	133724	2359.24	20166.2	67462.1	15729.2	11339.8	7424.91	3944.9	2500.36	2704.57	659780	0	1	1	0	0xd43f5e018b415631
2	6	134000	2251.82	20326.3	67444.7	15832.3	11360.4	7496.71	4036.06	2496.36	2663.53	668236	0	1	1	0	0xd43f5e018b415631
2	7	133581	2192.86	20112.8	67288.7	15760.7	11337	7580.66	4012.56	2533.03	2670.9	658965	0	0	1	0	0xd43f5e018b415631
2	8	135315	2241.86	20245.7	68219.4	15771	11524.3	7843.5	4139.89	2520.78	2698.94	669277	2	2	1	0	0xd43f5e018b415631
2	9	133989	2241.32	20245	67122.5	15786.1	11439.4	7717.08	4077.6	2545.95	2714.69	669904	0	0	1	0	0xd43f5e018b415631
2	10	134066	2555.4	20124.1	67323.1	15825	11317.5	7451.04	4188.85	2504.49	2685.36	660933	0	2	1	0	0xd43f5e018b415631
2	11	133531	2253.49	20319.3	67023.4	15866.5	11370.8	7503.46	3915.44	2496.65	2688.36	667175	1	2	1	0	0xd43f5e018b415631
2	12	134209	2512.57	20315.8	67302.4	15898.7	11298.9	7599.67	3956.35	2551.86	2679.86	660948	0	2	1	0	0xd43f5e018b415631
2	13	133406	2250.32	20030.6	66962.3	15921.8	11387.1	7713.96	3872.27	2497.65	2678.28	666476	0	0	1	0	0xd43f5e018b415631
2	14	133532	2222.4	20083.1	67303.9	15787.5	11408.2	7490.16	3956.06	2508.9	2683.82	659866	0	0	1	0	0xd43f5e018b415631
2	15	134140	2235.9	20077.2	67681.1	15946.6	11395.3	7525.79	3993.14	2512.57	2680.49	669478	0	0	1	0	0xd43f5e018b415631
2	16	134495	2589.78	20490.6	67386.1	15870.2	11355.8	7532.29	3964.98	2576.19	2636.07	660257	0	1	1	0	0xd43f5e018b415631
2	17	133967	2237.99	20153.1	67628.1	15813.2	11345.4	7554.67	3960.27	2512.24	2669.44	664785	0	1	1	0	0xd43f5e018b415631
2	18	134122	2426.36	20294.8	67400	15775.5	11384.9	7450.55	4103.64	2537.9	2654.99	656230	0	0	1	0	0xd43f5e018b415631
2	19	134147	2228.57	20288.3	67303.8	15741.2	11437.3	7785.33	4063.93	2524.49	2682.94	662819	0	1	1	0	0xd43f5e018b415631
2	20	134042	2240.78	20101.9	67172.6	15966	11353.2	7860.83	4036.73	2547.49	2667.78	669216	0	1	1	0	0xd43f5e018b415631
2	21	133871	2307.03	20317.3	67483.7	15741.2	11304.9	7523.16	3857.35	2567.9	2679.86	660080	0	0	1	0	0xd43f5e018b415631
2	22	134416	2264.86	20136.2	67571.5	15791.4	11370.5	7924.87	4078.73	2501.9	2681.24	668222	0	0	1	0	0xd43f5e018b415631
2	23	134021	2195.95	20125.6	67450.4	15940	11342.2	7657	3989.1	2563.49	2664.4	657288	0	0	1	0	0xd43f5e018b415631
2	24	133705	2233.32	20304.6	67270.4	15805.5	11352.7	7479.92	3997.1	2497.61	2675.24	663961	0	0	1	0	0xd43f5e018b415631
2	25	134258	2537.9	20299.9	67382.5	15908.6	11388.7	7430.71	4100.23	2485.82	2635.94	656674	0	2	1	0	0xd43f5e018b415631
2	26	133737	2233.82	20255.4	67449.2	15770.1	11450.2	7431.54	3851.06	2506.32	2694.53	662190	0	2	1	0	0xd43f5e018b415631
2	27	134087	2533.82	20287.1	66976.6	15944.9	11394.1	7689.38	4002.81	2494.36	2666.78	654522	0	2	1	0	0xd43f5e018b415631
2	28	133674	2219.65	20238.4	67454.5	15769.5	11435.8	7359	3932.14	2496.03	2678.28	660733	0	0	1	0	0xd43f5e018b415631
2	29	133638	2238.53	20188.8	66983.4	15769.5	11404	7664.04	4142.89	2498.65	2652.24	653114	0	0	1	0	0xd43f5e018b415631
2	30	134056	2487.24	20223.9	67486.9	15777.5	11398.9	7492.04	3911.65	2508.7	2681.15	661860	0	0	1	0	0xd43f5e018b415631
2	31	133713	2239.36	20246.7	67296.2	15794.5	11322.4	7541.08	3958.44	2531.24	2690.28	668400	0	0	1	0	0xd43f5e018b415631
2	32	134161	2185.65	20169.4	67379	15749.8	11382.6	7888.67	4083.81	2530.53	2701.74	660989	0	1	1	0	0xd43f5e018b415631
2	33	133785	2249.2	20200.1	67129.5	15912	11389.9	7786.04	3861.77	2497.32	2668.28	667122	0	1	1	0	0xd43f5e018b415631
2	34	133996	2330.86	20257	67599.7	15711.1	11359.6	7482.46	3897.64	2616.9	2646.74	659276	0	1	1	0	0xd43f5e018b415631
2	35	133935	2229.28	20260.3	67323.7	15835	11349.4	7588.37	4084.1	2499.49	2673.4	666289	0	1	1	0	0xd43f5e018b415631
2	36	134061	2285.07	20403.8	67523.8	15759.8	11377.6	7394.41	4042.15	2534.07	2647.61	657895	0	0	1	0	0xd43f5e018b415631
2	37	133532	2245.82	20164.7	67086	15778.3	11361.5	7820.7	3816.14	2493.53	2670.32	664095	2	0	1	0	0xd43f5e018b415631
2	38	133588	2190.53	20321.8	67256	15789.1	11344.1	7551.71	3832.81	2554.69	2656.32	657141	0	0	1	0	0xd43f5e018b415631
2	39	134255	2239.9	20191.2	67479.1	15826.4	11378.4	7803.58	4058.31	2498.98	2687.94	666472	0	1	1	0	0xd43f5e018b415631
2	40	133677	2198.86	20257.6	67233.6	15734.9	11331.9	7652.09	3956.89	2557.4	2658.86	656025	0	1	1	0	0xd43f5e018b415631
2	41	134201	2273.32	20197.5	67666.7	15891.5	11445.7	7471.21	3981.48	2503.15	2677.36	664584	0	2	1	0	0xd43f5e018b415631
2	42	134376	2576.99	20197.3	67334.2	15983	11375.5	7615.41	3983.23	2546.32	2671.94	671124	0	2	1	0	0xd43f5e018b415631
2	43	134431	2191.7	20353.3	67814.7	15739.6	11319.5	7617.08	4101.73	2553.61	2648.69	660842	0	0	1	0	0xd43f5e018b415631
2	44	134079	2408.99	20258.4	67242.3	15899.6	11427.3	7552.08	4006.69	2507.57	2685.24	665848	0	1	1	0	0xd43f5e018b415631
2	45	133723	2188.7	20031.4	67704.2	15769.5	11347.5	7474.25	3916.52	2550.73	2648.36	656332	0	0	1	0	0xd43f5e018b415631
2	46	134007	2248.03	20266.6	67384.7	15788.2	11364.2	7659.83	4011.43	2495.86	2691.86	664724	0	0	1	0	0xd43f5e018b415631
2	47	133458	2198.57	19987.3	67322.2	15835.7	11306.5	7511.46	3971.35	2589.82	2643.03	655140	1	1	1	0	0xd43f5e018b415631
2	48	133903	2327.74	20344.7	67366.2	15815.4	11308.4	7625.75	3837.52	2513.24	2673.24	664897	0	0	1	0	0xd43f5e018b415631
2	49	133576	2201.11	20108.6	67368.4	15952.9	11316.7	7467.29	3845.06	2574.77	2650.28	655942	1	1	1	0	0xd43f5e018b415631
2	50	134109	2246.57	20198.5	67678.8	15934.1	11378.6	7400.42	3995.98	2500.24	2685.65	665214	1	1	1	0	0xd43f5e018b415631
2	51	133574	2194.86	20110.4	67263.3	15841.2	11354.3	7453	4046.9	2562.57	2653.15	655357	1	0	1	0	0xd43f5e018b415631
2	52	134309	2239.03	20187.2	68115.6	15687	11397.3	7499.71	3902.94	2501.23	2683.82	664829	0	1	1	0	0xd43f5e018b415631
2	53	134033	2505.74	20172.1	67510.5	15885.6	11375.8	7407.92	3932.1	2503.53	2650.03	654446	0	0	1	0	0xd43f5e018b415631
2	54	133720	2214.07	20310.7	67277.5	15733	11426	7589.63	3919.6	2471.53	2688.07	660717	0	1	1	0	0xd43f5e018b415631
2	55	133382	2227.7	20073.3	67149.2	15756.4	11379.5	7508.79	4032.61	2501.19	2661.11	652586	0	1	1	0	0xd43f5e018b415631
2	56	133492	2220.82	20122.8	67086.8	15768.2	11416.4	7520.04	4077.27	2502.53	2684.82	662212	0	2	1	0	0xd43f5e018b415631
2	57	133854	2191.45	20110.8	67402.9	15752.2	11340.5	7746.79	4056.02	2528.78	2631.53	655614	1	2	1	0	0xd43f5e018b415631
2	58	134193	2236.03	20231.7	67365.4	15685	11434.1	7821.5	4119.02	2531.28	2672.49	663747	0	0	1	0	0xd43f5e018b415631
2	59	133555	2252.86	20042.3	67385.4	15782.5	11399.4	7492.2	3970.48	2492.82	2643.74	653403	0	0	1	0	0xd43f5e018b415631
2	60	134029	2240.36	20345.9	67703.3	15764.8	11401.6	7465.25	3827.44	2496.53	2690.61	662688	1	0	1	0	0xd43f5e018b415631
2	61	133623	2241.11	20153.7	67068.4	15916	11341.1	7602.67	4054.43	2498.61	2651.15	653197	2	0	1	0	0xd43f5e018b415631
2	62	133803	2197.99	20234.2	67314.5	15764	11441.9	7603.75	3959.06	2505.82	2686.99	661838	0	1	1	0	0xd43f5e018b415631
2	63	133796	2270.03	20298.9	67067	15925.1	11381.1	7543.13	4064.52	2504.78	2648.53	653598	2	0	1	0	0xd43f5e018b415631
2	64	133985	2202.07	20346.1	67438.3	15727.2	11528	7582.92	3883.39	2499.82	2685.15	661492	0	1	1	0	0xd43f5e018b415631
2	65	133596	2242.86	20083.8	67258.7	15853.6	11385.6	7479.62	4025.52	2531.69	2644.82	652278	0	1	1	0	0xd43f5e018b415631
2	66	134104	2207.2	20387.4	67596.5	15883.6	11346.6	7394.84	4008.06	2497.49	2691.69	661341	0	0	1	0	0xd43f5e018b415631
2	67	133512	2256.11	20080.5	67271.5	15973.6	11367.2	7414.75	3886.81	2497.61	2673.11	667457	0	0	1	0	0xd43f5e018b415631
2	68	133723	2209.82	20210.8	67337.6	15935	11405.5	7433.75	3899.94	2512.15	2686.65	660485	0	0	1	0	0xd43f5e018b415631
2	69	134148	2367.28	20275	67347.2	15929.2	11355.7	7587.08	4041.06	2503.19	2652.07	669024	0	1	1	0	0xd43f5e018b415631
2	70	133928	2547.36	20102.6	67454.9	15768.3	11351.1	7514.21	3857.56	2564.07	2675.32	659321	0	2	1	0	0xd43f5e018b415631
2	71	134203	2253.36	20318.6	67741.7	15778.5	11340.6	7613.79	3853.1	2500.82	2669.44	666975	0	2	1	0	0xd43f5e018b415631
2	72	133897	2509.53	20090.5	67330.3	15854.8	11363.6	7497.5	3944.77	2564.95	2648.94	656948	0	2	1	0	0xd43f5e018b415631
2	73	133506	2334.28	20227.3	67220.7	15820.4	11365.6	7454.12	3827.98	2494.74	2669.03	664128	0	0	1	0	0xd43f5e018b415631
2	74	134458	2511.49	20273.8	67429.3	15835	11350	7610.67	4208.02	2504.61	2646.9	658192	0	0	1	0	0xd43f5e018b415631
2	75	134298	2217.32	20229.1	67636.7	15719.6	11428.4	7732.12	4001.35	2554.86	2687.24	663220	0	0	1	0	0xd43f5e018b415631
2	76	133794	2228.49	20148.1	67516.9	15867.3	11371.2	7427.88	3944.06	2518.44	2676.69	668603	0	0	1	0	0xd43f5e018b415631
2	77	133786	2173.61	20267.2	67519.3	15735.9	11421.5	7521.42	3884.52	2491.11	2678.36	660438	1	1	1	0	0xd43f5e018b415631
2	78	134046	2458.4	20167.4	67300.5	15934	11416	7589.21	3904.27	2496.61	2666.24	668686	0	0	1	0	0xd43f5e018b415631
2	79	134305	2502.99	20079.7	67565.4	15798.7	11393.1	7638.33	4022.9	2573.86	2636.03	659856	0	1	1	0	0xd43f5e018b415631
2	80	134063	2235.86	20274.3	67644	15867	11369.9	7487.08	3887.77	2512.65	2691.28	665413	0	1	1	0	0xd43f5e018b415631
2	81	134298	2224.95	20175.6	67551.7	15859.8	11376	7779.54	4097.06	2495.86	2645.53	656266	0	1	1	0	0xd43f5e018b415631
2	82	133682	2541.07	20110.6	67347.5	15709.7	11422.1	7461.58	3810.44	2498.94	2685.57	661394	1	0	1	0	0xd43f5e018b415631
2	83	133636	2261.4	20129	67197	15882.1	11360.7	7553.13	4015.31	2504.36	2641.28	653707	0	1	1	0	0xd43f5e018b415631
2	84	133829	2217.15	20307.9	67513.7	15775.2	11439.6	7440.88	3860.27	2494.82	2689.74	662381	0	1	1	0	0xd43f5e018b415631
2	85	134657	2242.61	20200.6	67920.5	15824.5	11383.6	7790.29	3998.27	2535.03	2666.65	670874	0	2	1	0	0xd43f5e018b415631
2	86	134200	2522.32	20221.4	67371	15893.5	11329.1	7458.83	4104.15	2558.07	2648.49	659029	0	1	1	0	0xd43f5e018b415631
2	87	133694	2244.65	20211.6	67128.2	15856	11326.2	7735.63	3893.48	2517.28	2686.28	664694	0	2	1	0	0xd43f5e018b415631
2	88	133795	2189.28	20333.1	67418.6	15831.3	11346.7	7418.84	3962.98	2551.94	2647.94	657230	0	0	1	0	0xd43f5e018b415631
2	89	133889	2264.36	20270.5	67420.1	15874.2	11345	7480.88	3943.94	2507.53	2688.15	665275	0	0	1	0	0xd43f5e018b415631
2	90	133695	2197.32	20275	67449.5	15920.6	11318.4	7426.33	3819.35	2553.07	2642.4	656514	1	0	1	0	0xd43f5e018b415631
2	91	133920	2349.78	20125.7	67258.3	15874.7	11358.8	7647.71	4036.73	2502.36	2672.69	665040	0	0	1	0	0xd43f5e018b415631
2	92	133878	2194.11	20224.3	67310.4	15734.7	11379.2	7673.29	4091.6	2537.36	2638.74	656226	1	1	1	0	0xd43f5e018b415631
2	93	134143	2306.03	20246.4	67423.6	15655.7	11462.7	7633.67	4148.27	2498.2	2673.82	664188	0	0	1	0	0xd43f5e018b415631
2	94	133789	2275.45	20189.3	67231.8	15818	11380.2	7617	4017.35	2500.65	2640.65	654105	0	1	1	0	0xd43f5e018b415631
2	95	133641	2211.95	20205.8	67431.1	15691.3	11441.6	7430.71	3947.52	2497.7	2691.61	661839	1	1	1	0	0xd43f5e018b415631
2	96	134364	2552.65	20135.8	67416.3	15925.1	11388	7751.87	3918.4	2501.12	2682.99	671139	0	0	1	0	0xd43f5e018b415631
2	97	135495	4339.1	20035.5	67193.8	15808.7	11387.4	7545.59	3940.69	2512.36	2637.9	661913	0	0	1	0	0xd43f5e018b415631
2	98	133995	2546.53	20190.4	67251.5	15742.8	11323.2	7798.37	3866.94	2491.36	2689.78	661400	0	0	1	0	0xd43f5e018b415631
2	99	133721	2233.99	20229.8	67229.8	15931.6	11352.4	7534.71	3876.73	2562.15	2678.03	668168	0	1	1	0	0xd43f5e018b415631
3	0	134229	2546.99	20307.7	67300.4	15859	11340.5	7482.21	3953.1	2607.45	2737.57	660857	0	3	1	0	0xd43f5e018b415631
3	1	134287	2418.65	20355.8	67525	15920.3	11336.7	7439.67	4038.06	2500.74	2661.78	667163	0	0	1	0	0xd43f5e018b415631
3	2	134108	2187.74	20167	67555.4	15844.5	11359.9	7729.54	4012.73	2502.57	2653.4	656775	0	2	1	0	0xd43f5e018b415631
3	3	133903	2241.61	20306.2	67515.7	15726.1	11405.2	7450.37	3999.35	2490.15	2675.03	663413	0	0	1	0	0xd43f5e018b415631
3	4	133670	2238.11	20214.5	67298.9	15811.2	11327.3	7504.05	4045.4	2497.07	2642.4	654666	0	0	1	0	0xd43f5e018b415631
3	5	134522	2292.2	20283.5	67814.2	15775.5	11423.2	7586.08	4080.89	2496.07	2681.57	663898	0	0	1	0	0xd43f5e018b415631
3	6	133675	2241.45	20210.6	67285.8	15914.7	11371.2	7512.79	3861.39	2502.28	2683.65	668067	0	0	1	0	0xd43f5e018b415631
3	7	133774	2208.7	20156.1	67280.1	15705.8	11446.1	7787.33	3924.64	2492.53	2683.9	660474	0	1	1	0	0xd43f5e018b415631
3	8	133835	2514.65	20161.7	67135.4	15811.4	11394.2	7425.63	4125.89	2493.9	2678.69	668396	0	0	1	0	0xd43f5e018b415631
3	9	133590	2185.78	20243.5	67298.1	15719.3	11418.2	7530.75	3931.11	2502.19	2666.57	659776	0	2	1	0	0xd43f5e018b415631
3	10	134263	2462.53	20240.1	67477.9	15865	11353.4	7609.5	3978.9	2500.9	2677.9	669279	0	1	1	0	0xd43f5e018b415631
3	11	133964	2199.99	20256.4	67400.6	15733.2	11376.3	7571.08	4114.73	2574.19	2642.9	659031	0	0	1	0	0xd43f5e018b415631
3	12	133454	2314.36	20197.8	67077.5	15919.2	11368.4	7356.63	3956.27	2501.9	2669.74	665801	0	0	1	0	0xd43f5e018b415631
3	13	133694	2185.07	20216.1	67435.9	15725.7	11440.5	7473.08	3958.23	2495.99	2672.65	659195	1	1	1	0	0xd43f5e018b415631
3	14	133577	2235.24	20310.1	67230.7	15862.8	11337.3	7481.83	3863.31	2479.32	2683.11	667441	0	1	1	0	0xd43f5e018b415631
3	15	133755	2261.41	20073.5	67253.3	15892.1	11428.7	7568.46	4019.39	2493.4	2674.99	660387	0	2	1	0	0xd43f5e018b415631
3	16	133886	2246.24	20186.4	67422.7	15907.9	11348.7	7522.46	3972.39	2500.99	2687.49	668508	0	2	1	0	0xd43f5e018b415631
3	17	134110	2189.24	20297.6	67325.6	15914	11324.9	7780.95	3990.06	2525.07	2673.4	660437	0	1	1	0	0xd43f5e018b415631
3	18	133634	2260.03	20221.4	67278.1	15862.2	11387.2	7479.71	3888.48	2501.57	2664.9	666552	1	0	1	0	0xd43f5e018b415631
3	19	133635	2193.53	20158	67386.9	15730.6	11327.7	7507.5	4024.1	2534.32	2682.61	659183	0	0	1	0	0xd43f5e018b415631
3	20	133547	2474.78	20114.2	67318.5	15834.2	11318.9	7363.5	3802.65	2517.24	2688.69	667653	0	0	1	0	0xd43f5e018b415631
3	21	134125	2448.49	20399.8	67347.2	15712.7	11364.3	7477.25	4031.98	2572.4	2676.11	660891	0	2	1	0	0xd43f5e018b415631
3	22	133886	2449.86	20242.7	67216.3	15856.8	11361.2	7544.33	3923.39	2504.69	2696.82	667317	0	0	1	0	0xd43f5e018b415631
3	23	134121	2188.57	20186.3	67611.7	15812.4	11349.5	7632.38	4039.35	2565.94	2644.36	659082	0	0	1	0	0xd43f5e018b415631
3	24	133690	2350.49	20098	67149.9	15845.9	11385.3	7650.21	3951.48	2496.24	2672.4	665177	0	2	1	0	0xd43f5e018b415631
3	25	133544	2194.86	20166	67243.1	15800	11345.1	7492.12	3982.6	2553.11	2676.36	657441	0	0	1	0	0xd43f5e018b415631
3	26	134329	2394.53	20254.2	67289.3	15784.8	11370.2	7922.21	4037.31	2511.82	2676.19	667147	0	0	1	0	0xd43f5e018b415631
3	27	133796	2191.99	20210.5	67437.1	15743.7	11365.7	7555.17	3986.73	2563.86	2648.36	656344	1	0	1	0	0xd43f5e018b415631
3	28	134015	2250.53	20012.5	67438.2	15836.3	11372.7	7728.29	4122.48	2494.45	2666.99	664437	0	1	1	0	0xd43f5e018b415631
3	29	133782	2195.28	20297.7	67208.9	15935.5	11373.6	7473.59	4019.44	2527.32	2656.99	655186	0	1	1	0	0xd43f5e018b415631
3	30	133708	2244.16	20285.1	67233.2	15864.1	11356.3	7599.7	3849.14	2509.9	2673.99	662959	0	2	1	0	0xd43f5e018b415631
3	31	133685	2191.61	20193.8	67096.1	15882.3	11388.3	7621.17	4029.35	2538.86	2650.03	655321	0	1	1	0	0xd43f5e018b415631
3	32	133299	2249.91	20014.3	67105.9	15810.2	11317.3	7613.41	3927.85	2502.23	2666.86	663205	0	2	1	0	0xd43f5e018b415631
3	33	135169	3967.94	20300.8	67048.2	15847.1	11366.9	7405.21	3952.73	2504.41	2684.24	675117	0	0	1	0	0xd43f5e018b415631
3	34	134108	2527.78	20153.4	67413.1	15707.6	11351.6	7564.37	4070.31	2567.11	2664.74	660465	0	0	1	0	0xd43f5e018b415631
3	35	133676	2241.86	20301.1	67133.8	15850.8	11398.8	7621.37	3884.48	2481.74	2670.53	666476	0	0	1	0	0xd43f5e018b415631
3	36	133628	2330.53	20181.4	67308.7	15667.3	11326.1	7509.34	3949.89	2585.65	2674.07	658855	0	0	1	0	0xd43f5e018b415631
3	37	134208	2449.53	19966.4	67861.1	15813.1	11327.1	7563.59	3911.77	2507.11	2717.36	667928	0	1	1	0	0xd43f5e018b415631
3	38	134166	2217.86	20244	67540.3	15729.2	11385.8	7687.84	4053.64	2568.32	2644.94	658165	0	0	1	0	0xd43f5e018b415631
3	39	134506	2232.28	20272.8	67521.4	15912.5	11446.4	7610.09	4243.98	2493.9	2681.9	664825	0	2	1	0	0xd43f5e018b415631
3	40	134297	2520.24	20324.6	67467.1	15842.7	11363.7	7564.67	3919.94	2518.15	2685.78	669776	0	0	1	0	0xd43f5e018b415631
3	41	134084	2463.15	20270.9	67183.9	15760.6	11366.8	7754.37	3983.48	2559.61	2648.19	659568	0	0	1	0	0xd43f5e018b415631
3	42	133800	2411.49	20114.2	67267.6	15769.5	11379.4	7520.34	4067.73	2496.15	2684.4	665963	0	0	1	0	0xd43f5e018b415631
3	43	133743	2544.78	20185.6	67309.4	15754.3	11314.1	7461	3877.48	2555.53	2645.9	657801	0	0	1	0	0xd43f5e018b415631
3	44	134098	2402.4	20141.7	67506.5	15923.5	11374.2	7582.34	3881.94	2497.9	2693.4	666141	0	2	1	0	0xd43f5e018b415631
3	45	134192	2197.03	20135.9	67713.6	15806.5	11383.1	7727	3966.14	2520.9	2649.74	656937	0	2	1	0	0xd43f5e018b415631
3	46	133869	2238.78	20138	67623.1	15692.1	11436.8	7412.09	4054.81	2508.03	2670.57	662994	1	0	1	0	0xd43f5e018b415631
3	47	133804	2273.65	20201.3	67223.9	15937.5	11392.2	7537	3989.4	2515.15	2641.36	654339	0	3	1	0	0xd43f5e018b415631
3	48	133746	2249.32	20121.4	67500.5	15718	11396.4	7545.25	3909.89	2529.32	2684.11	662095	0	0	1	0	0xd43f5e018b415631
3	49	133463	2236.95	20121.3	67169.8	15837	11390.4	7506.96	3934.23	2510.95	2658.03	653890	1	0	1	0	0xd43f5e018b415631
3	50	133892	2241.57	20184.6	67392.5	15860.3	11441.1	7537.79	3987.89	2496.15	2659.61	663609	0	0	1	0	0xd43f5e018b415631
3	51	133857	2194.36	20134.7	67507.4	15812.8	11344.6	7580.46	4034.1	2505.94	2649.4	655054	0	1	1	0	0xd43f5e018b415631
3	52	133963	2236.07	20341.4	67231.5	15692.7	11414.7	7691.58	4055.06	2493.65	2713.86	662889	0	0	1	0	0xd43f5e018b415631
3	53	133862	2248.11	20134.9	67288.9	15866.2	11450.7	7609.96	4027.85	2502.11	2638.03	653910	0	1	1	0	0xd43f5e018b415631
3	54	134011	2190.61	20227.6	67432.9	15821.4	11402.6	7746.7	3899.14	2520.45	2677.61	661528	1	1	1	0	0xd43f5e018b415631
3	55	133495	2245.95	20137.6	67015.9	15835.4	11378.8	7537.17	4081.6	2530.07	2636.61	652131	0	0	1	0	0xd43f5e018b415631
3	56	133743	2200.11	20102.8	67320.6	15872.5	11402.8	7588.51	3959.06	2534.11	2668.28	661271	0	0	1	0	0xd43f5e018b415631
3	57	133554	2263.7	20237.3	66986.9	15892.2	11381.9	7513.08	4038.4	2513.4	2632.78	653195	0	0	1	0	0xd43f5e018b415631
3	58	134285	2575.49	20127.3	67524.9	15681.2	11360.1	7754.83	3961.06	2533.11	2676.82	662789	0	0	1	0	0xd43f5e018b415631
3	59	134329	2467.65	20310.7	67676.4	15838	11361.9	7528.62	3893.27	2501.82	2659.82	668639	0	3	1	0	0xd43f5e018b415631
3	60	134044	2204.61	20188.5	67755.2	15809.2	11342.4	7612.75	3818.9	2571.78	2646.65	658158	0	2	1	0	0xd43f5e018b415631
3	61	133990	2266.61	20322.9	67462.9	15724.6	11405.1	7628.3	3899.23	2498.91	2687.99	664869	0	1	1	0	0xd43f5e018b415631
3	62	133781	2298.41	20213.4	67226	15911.5	11376.8	7530.96	3961.4	2526.45	2643.9	655815	0	1	1	0	0xd43f5e018b415631
3	63	133911	2257.91	20247.5	67384.6	15836.6	11402.2	7591.92	3926.81	2493.69	2677.49	663885	0	0	1	0	0xd43f5e018b415631
3	64	133693	2186.03	20119.1	67272.5	15812.2	11350.4	7587.75	4073.06	2546.32	2653.32	655164	0	0	1	0	0xd43f5e018b415631
3	65	133591	2261.99	20190.3	67167.8	15743.5	11395.2	7597.34	3953.9	2508.99	2679.57	663277	1	0	1	0	0xd43f5e018b415631
