bytes	file	origin	sha256	status
1140903	camera-annotated-1.png	physical-bpi-f3-session	bb9074e85bb8554f989f9490318d04e90f48e3804f1ccdaa45ac22f7423903a8	pass
1136308	camera-annotated-2.png	physical-bpi-f3-session	60c9cd9ad04f82e6964f24ab5c10b94e7e1e3467e16a425afcd61ee9ce9a8e16	pass
1137318	camera-annotated-3.png	physical-bpi-f3-session	bdb9990ec703ef0f384ff32e64baf7ec9b9e202e9dbc5eb7afed12e2203820df	pass
1764763	camera-desktop.png	physical-bpi-f3-session	79a50c2deb0679076797bb5286f207787c5765445642253bd76b1a065a82ff02	pass
661501	camera-headless.png	physical-bpi-f3-session	93043e823e52e0172e76b526d0c6325b118eee5e00e900fe02a7a1598246c40c	pass
