candidate	run_count	model_sha256_match	status
B1	0	NA	not-run-blocked-independent-calibration-corpus-missing
B2	0	NA	not-run-blocked-independent-calibration-corpus-missing
B3	0	NA	not-run-blocked-independent-calibration-corpus-missing
B4	0	NA	not-run-blocked-independent-calibration-corpus-missing
B5	0	NA	not-run-blocked-independent-calibration-corpus-missing
