candidate	fixture_count	finite	shape_1x300x6	split_tail_match	status
B1	0	NA	NA	NA	not-run-blocked-independent-calibration-corpus-missing
B2	0	NA	NA	NA	not-run-blocked-independent-calibration-corpus-missing
B3	0	NA	NA	NA	not-run-blocked-independent-calibration-corpus-missing
B4	0	NA	NA	NA	not-run-blocked-independent-calibration-corpus-missing
B5	0	NA	NA	NA	not-run-blocked-independent-calibration-corpus-missing
