bound	latency_ms	gap_to_120_ms
current_total	142.412512	22.412511999999992
zero_dense	71.08347579999999	-48.91652420000001
zero_attention	125.317698	5.317697999999993
zero_depthwise	126.6475524	6.647552399999995
selected_realistic_bundle	142.412512	22.412511999999992
target_120	120.0	0.0
target_100	100.0	-20.0
target_50	50.0	-70.0
