block	cycle	position	arm	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
0	0	0	A	0	0	151462	2253.41	19569.5	69892.7	15777	21003.8	7607.38	3994.78	2607.51	8666.02	746986	0	10	1	0	0xd43f5e018b415631
0	0	0	A	0	1	151608	2251.45	19550.4	70272.8	15751.5	20928.9	7528.38	4006.79	2534.84	8691.32	744043	0	7	1	0	0xd43f5e018b415631
0	0	0	A	0	2	151616	2266.53	19695.1	69821.2	15790.9	21059.8	7668.89	3957.99	2540.8	8723.77	743946	0	18	1	0	0xd43f5e018b415631
0	0	0	A	0	3	151805	2255.82	19561.1	70084.3	15930.6	21050.8	7571.13	4004.95	2563.17	8692.02	743874	0	8	1	0	0xd43f5e018b415631
0	0	0	A	0	4	152067	2385.45	19611.1	70343.6	15752.5	21021.2	7646.97	3955.2	2588.92	8670.56	745457	0	12	1	0	0xd43f5e018b415631
0	0	0	A	0	5	151619	2234.32	19505.5	69969.5	15974.2	21029.6	7750.18	3873.03	2530.42	8658.94	743635	0	9	1	0	0xd43f5e018b415631
0	0	0	A	0	6	151534	2249.16	19640	69792.2	15815.5	20955.6	7814.48	3983.87	2544.54	8650.1	744480	0	8	1	0	0xd43f5e018b415631
0	0	0	A	0	7	151463	2350.7	19624	69868.8	15722.7	21273.2	7466.54	3829.32	2543.8	8694.86	745216	0	11	1	0	0xd43f5e018b415631
0	0	0	A	0	8	153138	3379.38	19587.1	71571.9	15672.8	20445.2	7396.08	3966.99	2510.42	8515.43	764155	0	11	1	0	0xd43f5e018b415631
0	0	0	A	0	9	151399	2191.03	19535.3	69723.7	15747	21206.5	7591.8	4103.88	2539.34	8665.85	740870	0	11	1	0	0xd43f5e018b415631
0	0	0	A	0	10	151789	2511.92	19543	69841	15788.2	21088.3	7713.31	4049.08	2508.79	8654.98	742639	0	7	1	0	0xd43f5e018b415631
0	0	0	A	0	11	151068	2222.32	19609.4	69729.8	15796	20949.8	7561.88	3881.49	2542.79	8676.02	740201	0	12	1	0	0xd43f5e018b415631
0	0	0	A	0	12	151623	2295.16	19637.4	69927.2	15794	21105.7	7472.55	4076.45	2577.84	8646.06	745380	0	6	1	0	0xd43f5e018b415631
0	0	0	A	0	13	152320	2292.12	19560.3	70147	15906.3	21110.5	7568.17	3975.62	2542.71	9131.59	746384	0	17	1	0	0xd43f5e018b415631
0	0	0	A	0	14	151531	2213.28	19692.2	70046.1	15646.5	20902.6	7705.93	4017.33	2512.58	8703.02	743253	0	5	1	0	0xd43f5e018b415631
0	0	0	A	0	15	151466	2248.74	19552	69999.6	15818.7	21042.6	7576.8	3820.99	2580.97	8734.86	744381	0	6	1	0	0xd43f5e018b415631
0	0	0	A	0	16	151529	2350.83	19607.6	69630.9	15791.5	21398.6	7517.42	3897.11	2502.63	8741.57	745351	0	5	1	0	0xd43f5e018b415631
0	0	0	A	0	17	151822	2238.74	19600.2	70315.8	15767.1	21156.1	7466.37	3957.08	2532.46	8699.27	747067	0	3	1	0	0xd43f5e018b415631
0	0	0	A	0	18	151426	2475.83	19562.6	69535.5	15777.5	21195.3	7792.22	3830.48	2498.21	8665.94	746061	0	8	1	0	0xd43f5e018b415631
0	0	0	A	0	19	152747	2278.7	19657.3	71567.8	15733.5	20867.6	7519.13	3845.36	2531.17	8648.65	746639	0	8	1	0	0xd43f5e018b415631
0	0	0	A	0	20	151154	2258.24	19523.7	69666.7	15738.7	21083.1	7550.63	3930.2	2628.13	8687.1	743495	0	5	1	0	0xd43f5e018b415631
0	0	0	A	0	21	155318	2286.82	21406.5	72016.6	15720.2	21269.8	7431.96	3955.2	2495.04	8649.48	766192	0	4	1	0	0xd43f5e018b415631
0	0	0	A	0	22	151307	2254.82	19479.2	69867.6	15989.8	20706.4	7555.55	4122.92	2577.72	8661.4	747863	0	6	1	0	0xd43f5e018b415631
0	0	0	A	0	23	150564	2355.7	19523.7	70120.2	15898	19964	7478.04	3955.16	2535.26	8646.02	749207	0	3	1	0	0xd43f5e018b415631
0	0	0	A	0	24	151261	2452.08	19551.4	70862	15673.9	20281.9	7484.38	3889.24	2489.83	8484.34	754483	0	6	1	0	0xd43f5e018b415631
0	0	0	A	0	25	151022	2221.53	19661.3	70173.4	15654.8	20800	7380.37	3841.28	2489.13	8710.69	740583	0	1	1	0	0xd43f5e018b415631
0	0	0	A	0	26	151541	2268.91	19435.4	70263.3	15732	20961.3	7586.14	4010.41	2546.13	8649.69	744059	0	2	1	0	0xd43f5e018b415631
0	0	0	A	0	27	152925	2281.78	19495.7	70014.7	15905.1	22448.4	7487	3958.83	2541.38	8703.48	760214	0	7	1	0	0xd43f5e018b415631
