summary	phase	mean_us	stddev_us	cv_pct	min_us	max_us	median_us	p90_us	p95_us	p99_us
summary	jpeg_decode	45787.107452	56.9348591748	0.124346922842	45671.728	46304.565	45783.2445	45839.9766	45864.03035	45913.50616
summary	resize_letterbox	7268.79947	48.9549124831	0.673493782366	7147.359	7539.362	7266.1835	7328.5769	7353.29815	7381.2613
summary	color_convert	522.704136	20.328002818	3.88900745525	482.966	657.303	518.196	550.8209	578.26945	587.211
summary	input_quantize_layout	2357.1309	175.704746533	7.45417857504	2254.119	5041.842	2345.686	2375.8549	2404.5359	2994.44607
summary	pure_graph	140334.066254	1902.11320342	1.35541800661	138948.306	153929.471	139826.707	142143.4448	143302.6798	149202.74814
summary	executor_total	142691.197154	1945.31837864	1.36330650905	141258.003	156243.465	142157.991	144506.5835	145654.8892	152025.38135
summary	output_decode	4.8634	1.58369386325	32.5635124245	4.459	39.959	4.75	5.042	5.166	5.33301
summary	preloaded_image_pipeline	196447.607874	1956.17098404	0.995772361502	195002.523	210172.217	195917.176	198271.2181	199356.96385	205796.0055
summary	phase	samples	mean_us	stddev_us	median_us	p90_us	p95_us	p99_us	max_us
summary	preprocessor	500	52819.382938	808.524829545	52633.3105	53043.2055	54375.4057	56412.55718	61629.799
summary	executor	500	150193.093022	2263.81669382	149807.233	151828.8674	153972.2438	160051.99902	169077.955
summary	pipeline_interval	500	150356.34421	2262.83289995	149966.3945	151988.6124	154131.5388	160196.67286	169231.499
metadata	total_elapsed_us	75217992.262
metadata	steady_state_fps	6.64734573423
metadata	output_hash	0xdb02766088beafa
metadata	detections	159
metadata	preprocessor_cpus	5-7
metadata	executor_cpus	0-4
metadata	cpu4_7_ime_count	0
