block	cycle	position	arm	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
0	0	0	A	0	0	151011	2256.06	19543.8	69435.4	15781.4	21210.4	7625.76	3820.75	2535.53	8706.97	749196	0	2	1	0	0xd43f5e018b415631
0	0	0	A	0	1	150164	2258.35	19473.5	69773	15782.9	20051.7	7486.83	4055.35	2512.11	8671.05	747596	0	3	1	0	0xd43f5e018b415631
0	0	0	A	0	2	151083	2207.97	19658.5	69727.3	15766.3	20682.6	7742.8	3948.72	2512.99	8734.22	754412	0	16	1	0	0xd43f5e018b415631
0	0	0	A	0	3	151358	2254.68	19455.1	70330.8	15750.8	20848.8	7642.8	3748.79	2531.65	8694.55	742122	0	4	1	0	0xd43f5e018b415631
0	0	0	A	0	4	150950	2231.81	19389	69650.4	15864.7	21253.3	7433.5	3841.63	2508.69	8680.13	743431	0	2	1	0	0xd43f5e018b415631
0	0	0	A	0	5	150885	2293.52	19435.4	70093	15692.7	20561.8	7629.8	3836.63	2548.86	8695.93	746630	0	3	1	0	0xd43f5e018b415631
0	0	0	A	0	6	150199	2252.06	19447.5	69825	15805.9	20308.9	7559	3860.84	2510.53	8535.09	749476	0	2	1	0	0xd43f5e018b415631
0	0	0	A	0	7	150755	2288.14	19492.2	69537.6	15897.9	20884.9	7491	3817.79	2564.24	8684.13	740463	0	2	1	0	0xd43f5e018b415631
0	0	0	A	0	8	151437	2255.93	19471.3	70041.3	15947.2	21131.6	7481.79	3809.79	2514.15	8687.55	745121	1	2	1	0	0xd43f5e018b415631
0	0	0	A	0	9	159898	2296.73	19647.6	76040.9	15927.9	20656.1	8222.44	5732.96	2569.53	8700.13	783483	0	69	1	0	0xd43f5e018b415631
0	0	0	A	0	10	151714	2295.52	19395.5	69993.1	15860.8	21141.3	7633.76	4099.76	2515.03	8682.17	746014	0	3	1	0	0xd43f5e018b415631
0	0	0	A	0	11	159061	2362.1	19512.3	69950.3	15802.2	21278.4	7443.28	11357.5	2574.57	8682.97	780332	0	295	1	0	0xd43f5e018b415631
0	0	0	A	0	12	150204	2284.1	19427	69936	15744.5	19949.6	7591.5	3951.76	2570.78	8652.47	747969	0	1	1	0	0xd43f5e018b415631
0	0	0	A	0	13	150947	2193.72	19359.7	70123.3	15743.6	20598.4	7710.22	3952.46	2510.73	8658.05	738794	1	2	1	0	0xd43f5e018b415631
0	0	0	A	0	14	151151	2191.3	19541.2	69785.4	15874.4	20873.8	7666.46	3888.05	2546.53	8686.72	741674	0	4	1	0	0xd43f5e018b415631
0	0	0	A	0	15	151164	2282.27	19645.1	69580.2	15832.3	21195.1	7416.99	3838.83	2557.36	8717.22	744171	0	4	1	0	0xd43f5e018b415631
0	0	0	A	0	16	151971	2453.9	19634.4	70025	15753.6	21137.9	7745.84	3870.96	2552.16	8701.22	747426	0	4	1	0	0xd43f5e018b415631
