surface	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
compatibility_500	0	0	174690	2373.89	21811.2	87318.9	16666.9	20500.8	12405.2	6914.53	3576.46	2955.53	596096	1271	3	1	0	0xd43f5e018b415631
compatibility_500	0	1	166162	2334.31	27000	79495.9	17161.7	17336.4	10323.1	6095.83	3379.28	2873.88	588792	1256	1	1	0	0xd43f5e018b415631
compatibility_500	0	2	171039	2385.93	21610	86152.3	16570	19623.9	11224.8	7176.13	3418.35	2715.06	594366	1270	0	1	0	0xd43f5e018b415631
compatibility_500	0	3	166568	2388.01	26629.7	80702.1	16261.2	17413.4	10508.9	6187.37	3380.19	2939.95	589697	1248	0	1	0	0xd43f5e018b415631
compatibility_500	0	4	166997	2321.07	21765.5	85112	16325.7	17403.4	10303.8	7197.63	3444.1	2962.74	589974	1251	1	1	0	0xd43f5e018b415631
compatibility_500	0	5	164254	2317.77	27040.5	77912.1	16609.9	17418.6	10349.2	6002.1	3437.43	3001.49	588515	1253	5	1	0	0xd43f5e018b415631
compatibility_500	0	6	165339	3471.51	21721.7	82826	16921	17395.4	10627.4	6119.75	3330.07	2767.01	587251	1232	3	1	0	0xd43f5e018b415631
compatibility_500	0	7	161203	2392.26	21567.7	76849.5	17626.4	20109.9	10336.4	5946.44	3332.16	2877.79	581863	1215	1	1	0	0xd43f5e018b415631
compatibility_500	0	8	167319	3733.86	21710.6	82070.8	16715.8	19435.3	10842	6226.11	3515.43	2897.71	589915	1249	3	1	0	0xd43f5e018b415631
compatibility_500	0	9	207766	2396.22	41314.7	101762	16384.4	17446.2	10044.9	11435.3	3938.46	2882.12	584162	1240	14	1	0	0xd43f5e018b415631
compatibility_500	0	10	166289	2388.6	21864.9	83262.9	16816.6	18324	10410.3	6169.79	3944.88	2942.16	590172	1270	1	1	0	0xd43f5e018b415631
compatibility_500	0	11	161218	2380.27	21750.3	80379.1	16409.7	17392.7	9850.82	6563.37	3457.06	2875.46	583247	1242	4	1	0	0xd43f5e018b415631
compatibility_500	0	12	161817	2395.1	27359.8	75849.6	16305.9	17432.9	9815.49	6179.49	3350.99	2973.28	585241	1228	0	1	0	0xd43f5e018b415631
compatibility_500	0	13	166603	3500.55	21835.4	84547.2	16352.3	17369.2	10464.4	6092.75	3417.31	2865.92	590621	1238	0	1	0	0xd43f5e018b415631
compatibility_500	0	14	159703	2323.27	21698.2	75527.7	16630.3	20310	10711.3	6097.84	3384.53	2862.96	581575	1224	0	1	0	0xd43f5e018b415631
compatibility_500	0	15	165527	2343.4	21753.4	82149.1	16646.7	18822.5	10937.4	6342.27	3404.23	2970.37	588023	1247	0	1	0	0xd43f5e018b415631
compatibility_500	0	16	160477	2362.77	21485.2	78528.8	17939.6	17416.5	10383.7	6088.01	3404.78	2712.35	581970	1219	4	1	0	0xd43f5e018b415631
compatibility_500	0	17	160598	2407.89	22112.3	76377.9	17928.7	18659.7	10086.3	6080.63	3925.42	2863.05	583391	1227	2	1	0	0xd43f5e018b415631
compatibility_500	0	18	165096	2438.89	21711.4	80282.1	18340.9	18991.4	9981.06	6383.68	3859.55	2949.58	587577	1229	1	1	0	0xd43f5e018b415631
compatibility_500	0	19	162424	3898.51	21543.4	79905.7	16324.3	17378.5	10292.8	6603.41	3440.19	2870.84	585522	1241	0	1	0	0xd43f5e018b415631
compatibility_500	0	20	160372	2432.51	26812.4	75124.4	16367.5	17308.9	9795.83	6113.67	3389.28	2862.5	582568	1235	0	1	0	0xd43f5e018b415631
compatibility_500	0	21	166209	2384.81	21888.9	84648.5	16530.9	17440.3	10458.1	6419.34	3342.82	2932.83	588616	1241	0	1	0	0xd43f5e018b415631
compatibility_500	0	22	161905	2405.35	21734	76873.1	16313.2	19810.9	12077.3	6220.37	3309.62	2964.45	582406	1228	2	1	0	0xd43f5e018b415631
compatibility_500	0	23	164110	2326.15	23036.2	81344.1	16380	17501.2	10630.8	6399.18	3350.2	2972.07	585320	1236	0	1	0	0xd43f5e018b415631
compatibility_500	0	24	162423	3604.88	21651.3	79323.1	17282.3	17450.6	10734.3	5926.82	3428.9	2863.88	584639	1232	0	1	0	0xd43f5e018b415631
compatibility_500	0	25	159960	2758.02	21805	75259.3	18322.3	19325.9	9883.2	6025.56	3546.8	2869.34	581524	1233	0	1	0	0xd43f5e018b415631
compatibility_500	0	26	165432	2395.35	24511.4	81003.9	16342.9	17368.8	9907.74	7472.31	3312.95	2946.12	585942	1226	0	1	0	0xd43f5e018b415631
compatibility_500	0	27	155588	2328.82	21693.8	75582.5	16197.7	17455.1	10031.2	5854.24	3347.7	2930.75	577169	1217	0	1	0	0xd43f5e018b415631
compatibility_500	0	28	155465	2323.86	21726.8	75312.1	16226.6	17432.1	9952.32	6056.35	3333.74	2931.41	577009	1220	0	1	0	0xd43f5e018b415631
compatibility_500	0	29	155325	2338.94	21829.9	75275.1	16249.5	17444.2	9881.57	5885.66	3378.65	2875.5	576707	1206	2	1	0	0xd43f5e018b415631
compatibility_500	0	30	157402	2321.94	21707.7	75641.4	17727.8	17418.8	10125.5	5987.39	3362.9	2945.04	578038	1221	3	1	0	0xd43f5e018b415631
compatibility_500	0	31	156041	2386.43	21759.8	75594.6	16258.7	17428.1	9996.77	6187.87	3340.03	2934.16	579008	1202	1	1	0	0xd43f5e018b415631
compatibility_500	0	32	155340	2374.85	21818.7	75088	16308.5	17412.5	10004.1	5878.99	3360.24	2933.37	576394	1211	0	1	0	0xd43f5e018b415631
compatibility_500	0	33	155723	2324.07	21665.8	75582.8	16458.7	17443.1	9900.74	5938.4	3313.7	2934.79	577158	1214	0	1	0	0xd43f5e018b415631
compatibility_500	0	34	155788	2331.82	21692.6	75630.4	16300.4	17444.9	9930.07	5934.36	3426.31	2945.04	577407	1213	1	1	0	0xd43f5e018b415631
compatibility_500	0	35	155483	2337.86	21624.4	74981.7	16157.9	17430.2	10173.1	6268.7	3371.94	2977.12	578201	1207	2	1	0	0xd43f5e018b415631
compatibility_500	0	36	155897	2348.06	21785.7	75364.2	16411.4	17365.6	10099.3	5926.99	3449.23	2940.41	578098	1199	1	1	0	0xd43f5e018b415631
compatibility_500	0	37	158057	2338.44	24477	75066.6	16305.6	17697.8	9909.44	5806.88	3425.15	2875.21	579999	1227	3	1	0	0xd43f5e018b415631
compatibility_500	0	38	155732	2438.05	21702.4	74860.7	17362.4	17319.1	9688.01	5967.82	3352.12	2883	575801	1215	0	1	0	0xd43f5e018b415631
compatibility_500	0	39	156150	2398.43	21698.5	75675.8	16508.9	17292.2	9896.49	6204.75	3437.32	2872.92	578827	1220	1	1	0	0xd43f5e018b415631
compatibility_500	0	40	155826	2384.68	21535.9	75843.8	16367.3	17341.7	9698.72	6233.5	3403.65	2861.92	578936	1202	0	1	0	0xd43f5e018b415631
compatibility_500	0	41	155476	2371.77	21691.3	75510	16447.7	17323.4	9753.13	5916.28	3438.9	2862.76	577712	1218	0	1	0	0xd43f5e018b415631
compatibility_500	0	42	156243	2454.34	21736.7	75964.9	16235	17306.7	10060.3	6074.06	3385.32	2858.92	578876	1207	1	1	0	0xd43f5e018b415631
compatibility_500	0	43	155243	2383.14	21693.1	75185.4	16358	17311.4	9736.8	6143.59	3403.82	2861.26	576547	1210	3	1	0	0xd43f5e018b415631
compatibility_500	0	44	154959	2398.18	21650.9	75184.7	16244.2	17456.8	9732.35	5944.95	3372.49	2813.09	576312	1208	0	1	0	0xd43f5e018b415631
compatibility_500	0	45	155702	2394.43	21789.3	75032	16496.4	17458.6	9902.87	6261.45	3341.45	2870.92	577212	1216	1	1	0	0xd43f5e018b415631
compatibility_500	0	46	156830	2388.6	21563.8	76907.3	16331.2	17365.9	9890.33	5984.32	3361.99	2876.46	577474	1207	1	1	0	0xd43f5e018b415631
compatibility_500	0	47	155953	2410.14	21779.5	75077.3	16540.7	17272.2	10279.2	6158.72	3412.86	2862.42	578827	1220	0	1	0	0xd43f5e018b415631
compatibility_500	0	48	155830	2427.26	21774.4	75786	16271.4	17348.9	9749.09	6028.14	3413.11	2874.21	577173	1223	1	1	0	0xd43f5e018b415631
compatibility_500	0	49	156003	2392.6	21805.5	75358.6	16446.1	17282.3	10128.8	6165.3	3396.74	2870.34	579847	1209	0	1	0	0xd43f5e018b415631
compatibility_500	0	50	160007	2386.06	21753.5	79205.4	16339.4	17357	10206.7	6255.08	3465.52	2878.67	581751	1238	2	1	0	0xd43f5e018b415631
compatibility_500	0	51	155664	2344.23	21622.1	75446.9	16390	17353.6	10135.1	5960.99	3371.24	2875.38	578563	1199	0	1	0	0xd43f5e018b415631
compatibility_500	0	52	155580	2366.36	21621.5	76073	16403.3	17298.4	9665.65	5786.88	3337.66	2872.47	577044	1222	0	1	0	0xd43f5e018b415631
compatibility_500	0	53	155585	2386.27	21614.3	75473.6	16266.7	17357.8	10033	5983.03	3434.15	2869.97	578526	1226	0	1	0	0xd43f5e018b415631
