surface	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean	output_hash	cpu4_7_ime_count
NVMe_warm	500	149436.856000	2215.168344	1.482344	148771.000000	151543.900000	153955.600000	160297.720000	163194.282000	163335.000000	737907.696000	0.160000	2.706000	0xd43f5e018b415631	0
tmpfs_warm	500	148980.664000	923.269444	0.619724	148805.500000	149948.100000	151281.550000	151944.310000	152411.060000	152441.000000	737286.902000	0.096000	4.256000	0xd43f5e018b415631	0
eMMC_warm	500	148742.736000	2083.506783	1.400745	148138.000000	150822.600000	152871.750000	158456.030000	162414.326000	162577.000000	734687.084000	0.196000	2.184000	0xd43f5e018b415631	0
