index	image_id	width	height	decode_letterbox_us	executor_us	decode_output_us	detections	output_hash
30	2532	480	640	28830.3	148888	40.96	79	0xb7784aae4c401911
31	2587	500	375	22321.3	147617	47.835	90	0xdf3b94810f0a818f
32	2592	640	366	20559.9	150377	39.043	34	0xacb4322622889677
33	2685	640	555	34338.3	149266	74.253	292	0x383ecda3a36da766
34	2923	500	375	21675.4	148188	70.335	275	0x6f2a34d126c27d95
35	3156	443	640	21582	147943	50.543	115	0x4ffdc0d3ba40d5dc
36	3255	640	363	21856.6	148193	48.001	93	0x5dfcd021fd73b60e
37	3501	612	612	35962.5	148644	41.626	63	0xe6fa6aed355447fe
38	3553	640	427	24363.2	148017	41.168	53	0xfca07dcf496d4e3
39	3661	640	384	21253.8	148784	56.21	136	0xd8a33c6cd7f6f142
40	3845	500	375	23739.8	149275	51.418	126	0xa40084886ea78a43
41	3934	375	500	23061.6	149032	72.502	300	0xba64248e2dbd9fc7
42	4134	640	425	24898.6	149710	74.002	298	0x3740619deb6919bf
43	4395	425	640	21292.8	147395	38.626	49	0x69eb3d8e8af41d0b
44	4495	500	375	22082.6	151588	41.293	31	0x511554f075e02786
45	4765	612	612	35152.8	148621	33.751	9	0xdedb3ee5787effe2
46	4795	640	480	27744.9	148805	53.418	125	0x9508f6ab73576892
47	5001	640	480	27874.3	148470	72.793	298	0x3f144b95912dcb6d
48	5037	640	425	25478.3	149343	72.168	300	0xeb78b85dff7d2794
49	5060	480	640	27497.1	149158	60.085	201	0x2dd582d52a143859
50	5193	640	425	22289.8	148730	72.711	300	0x971458c7e9a001ca
51	5477	640	349	20778.3	147343	47.251	85	0x480da622592fb619
52	5503	333	500	16984.2	147492	36.542	28	0x2c534de19296265
53	5529	444	640	27682.4	147652	39.335	50	0x2047c172ccb44538
54	5586	320	240	12032.1	147822	72.46	296	0xc36332e3750ca58e
55	5600	640	361	21364	150884	52.376	131	0xb319faf81f00dd22
56	5992	640	428	25634.2	148970	38.584	51	0x9b0845c3b869f7d2
57	6012	640	531	29810.9	148755	41.751	51	0x1b3c610d77200635
58	6040	640	351	21415.7	147996	59.376	195	0x2e4754b103636ea
59	6213	640	425	22160.9	148523	45.834	82	0xafc87e3767b0fba8
60	6460	640	427	20794	147485	39.21	56	0x4c36a9515ff4e07c
61	6471	500	333	18529.9	148647	73.836	297	0x9ca2b585225c2fd2
62	6614	500	396	19620.6	148448	49.96	121	0xc2b0d534a5b62689
63	6723	640	361	22815.9	148220	71.793	292	0x78a2f894be3a8101
64	6763	375	500	21400.3	147666	59.71	182	0xb14b254e742a841f
65	6771	640	427	24211.9	147944	55.252	162	0xd379f31611ca5337
66	6818	427	640	21763.3	147777	38.209	42	0x515478040a29d203
67	6894	640	480	25070.7	151243	35.376	18	0x335ae9acc3fae9cc
68	6954	640	480	29777.2	149281	43.668	57	0xb7802a9be7e745b3
69	7088	478	640	29195	147823	49.251	135	0x64e163e74de6f3a4
70	7108	640	426	24383	149011	32.668	20	0x20ac1150fdc50e9e
71	7278	640	482	31957.7	148183	38.459	41	0xa975055560404ac7
72	7281	640	361	21531.1	148095	63.585	200	0x7b2b9ff745f75929
73	7386	600	400	27438.4	148087	51.252	123	0x6ed7a77dc239e6c3
74	7511	640	480	26528.1	147915	74.377	291	0x9f32eb480d5a2d5b
75	7574	640	480	27129.8	149057	72.961	300	0xbdca2831b4024ac1
76	7784	500	375	19952.3	147242	35.917	5	0xe2879e9b1a4798b8
77	7795	640	427	24385.3	148059	50.002	96	0xd5bac78850fb95f
78	7816	640	427	25173.7	147495	49.127	111	0xfb267bf70c1032b8
79	7818	640	427	21990.5	151801	60.752	205	0xd99d4f56ee37ce12
80	7888	638	640	14584.2	148516	32.918	17	0xd573942501db779e
81	7977	429	640	26744.4	147354	58.085	192	0xc4fb51663ef32a4
82	7991	640	359	23000.7	148310	72.627	294	0xa9310a1be7a0230e
83	8021	640	480	28029.3	147712	46.835	77	0x7e979804da5526e
84	8211	640	459	29347.9	149149	58.419	175	0x1da5420e1e9a5db2
85	8277	612	612	38191.3	149051	50.794	137	0x1fb96bca25d2ba5a
86	8532	640	426	23174	148797	33.376	18	0x953952e9edee69a7
87	8629	640	640	35673.3	148836	55.293	178	0xf411c9deaab431a8
88	8690	640	480	29677.2	148932	51.044	120	0x6b70a587a259c0c5
89	8762	640	427	20424.1	148194	69.961	294	0x900d753d3414bd25
90	8844	640	426	22589.6	150706	69.336	273	0xe28d3799c88778be
91	8899	640	539	33581.7	148042	34.334	20	0xb317415238f76689
92	9378	600	400	23382.8	148511	58.002	169	0x2de9be2d07d6a8e6
93	9400	640	480	24772.8	148291	71.586	300	0x2cbee6cf86d07801
94	9448	551	640	35953.5	147789	44.543	59	0x79ea539219bf3dbd
95	9483	640	480	26106	149030	61.71	176	0xa99b33956b45969d
96	9590	640	427	24096.9	148080	72.46	296	0x7d86a73edb73e24f
97	9769	640	480	33094.9	148339	49.627	109	0x80cda96f76f7ce54
98	9772	550	640	32584.9	148353	72.377	298	0xf174f4973b89e8b2
99	9891	640	480	26375.9	149187	72.211	300	0x106b6231c90265ce
