block	cycle	position	arm	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
0	0	0	A	0	92	149444	2256.26	19529.1	69201.4	15761.6	20080.9	7604.76	3817.07	2540.91	8552.23	746087	0	1	1	0	0xd43f5e018b415631
0	0	0	A	0	93	151840	2181.55	19453.7	71336.3	15774.2	20551.9	7531	3848.2	2542.99	8519.73	756241	0	1	1	0	0xd43f5e018b415631
0	0	0	A	0	94	150998	2177.55	19591.5	69853.9	15735.9	20777.1	7605.92	3954.07	2513.74	8692.2	740181	3	2	1	0	0xd43f5e018b415631
0	0	0	A	0	95	151073	2222.8	19494.9	69793.8	15720.8	21069.8	7599.63	3842.9	2543.32	8686.49	743261	0	3	1	0	0xd43f5e018b415631
0	0	0	A	0	96	149612	2240.89	19500	69472.7	15720	19868.1	7513.59	3965.74	2562.16	8673.61	744741	0	2	1	0	0xd43f5e018b415631
0	0	0	A	0	97	150985	2210.26	19663.1	69840.9	15861.1	20540	7610.18	3917.07	2522.03	8715.99	754696	0	2	1	0	0xd43f5e018b415631
0	0	0	A	0	98	150795	2180.59	19690.7	69222.7	15740.6	21087	7438.99	4096.29	2546.07	8689.49	741374	0	5	1	0	0xd43f5e018b415631
0	0	0	A	0	99	151118	2246.68	19540.8	69600.8	15669	21262.6	7443.33	3972.24	2570.32	8714.87	746010	0	0	1	0	0xd43f5e018b415631
1	0	1	B	0	0	155858	2273.72	19474	72527.5	15688.7	21380.3	9190.56	3965.49	2522.78	8740.11	769609	1	1	1	0	0xd43f5e018b415631
1	0	1	B	0	1	152674	2250.43	19611.9	69718.6	15672.6	21111.4	9017.97	3915.37	2493.9	8787.03	761983	0	4	1	0	0xd43f5e018b415631
1	0	1	B	0	2	153104	2185.63	19533.5	70453.6	15882	20629	8997.08	4066.04	2532.95	8728.99	758937	0	2	1	0	0xd43f5e018b415631
1	0	1	B	0	3	152693	2255.43	19473.9	69669.8	15883.9	20984.9	9023.84	3972.49	2592.16	8739.49	753282	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	4	152162	2260.72	19488.9	69789.8	15683.4	20718.9	9017.5	3809.4	2558.82	8740.82	749084	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	5	152873	2282.93	19527.1	69723.8	15844.8	21234.7	8951.42	3854.98	2532.15	8823.41	764011	0	5	1	0	0xd43f5e018b415631
1	0	1	B	0	6	152776	2184.34	19546.4	69843.3	15722	20890.1	9100.3	4111.09	2547.2	8735.82	759778	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	7	152006	2196.3	19510.4	69810.1	15736.2	20464.2	9079.68	3889.03	2511.28	8712.24	755019	0	0	1	0	0xd43f5e018b415631
