surface	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean	output_hash	cpu4_7_ime_count
stage56_compatibility_500	500	156620.028000	3176.305174	2.028033	155860.500000	158403.000000	160377.250000	166606.940000	191261.076000	207766.000000	578467.534000	1218.758000	1.432000	0xd43f5e018b415631	0
stage56_compatibility_10000_soak	10000	156423.387200	2143.288372	1.370184	155822.000000	158298.200000	160009.200000	166466.920000	171800.363000	192626.000000	578749.949200	1231.235800	1.485100	0xd43f5e018b415631	0
stage56_selected_o2_500	500	142412.512000	336.393950	0.236211	142416.000000	142778.000000	142893.100000	143292.930000	144358.378000	144547.000000	704399.980000	0.038000	0.724000	0xd43f5e018b415631	0
stage56_selected_o2_first_10000	10000	142444.857000	354.522978	0.248884	142425.000000	142831.000000	142984.050000	143747.080000	144539.027000	145774.000000	704482.505300	0.013100	0.566000	0xd43f5e018b415631	0
stage56_selected_o2_13000_thermal_run	13000	142441.445462	350.574101	0.246118	142422.000000	142827.000000	142978.000000	143693.100000	144489.050000	145774.000000	704474.291538	0.013231	0.556000	0xd43f5e018b415631	0
matched_b120_ort_500	500	459954.787608	4107.454711	0.893013	459292.599500	462220.333400	463463.866350	479577.220320	487681.301608	488179.108000	1839147.570966	0.000000	0.000000		0
