surface	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
condition_variable	0	0	161380	2336.25	21509.3	73772.4	15721	19915.6	9660.49	6228.75	3277.36	8816.47	566813	1216	2	1	0	0xd43f5e018b415631
condition_variable	0	1	161283	2400.91	21366.5	73801	15839.4	20231.6	9733.92	5759.37	3218.9	8786.59	566432	1203	1	1	0	0xd43f5e018b415631
condition_variable	0	2	161289	2384.91	21353.7	73592	15864.8	20306.6	9511.49	6050.04	3285.82	8794.88	565748	1217	2	1	0	0xd43f5e018b415631
condition_variable	0	3	160905	2378.91	21414.5	73214.7	16155.1	19816.8	9719.12	5904.16	3333.62	8827.63	564959	1205	1	1	0	0xd43f5e018b415631
condition_variable	0	4	163618	2397.91	21506.7	75279	16252.2	20004.5	10060	5914.62	3215.94	8840.64	569451	1218	7	1	0	0xd43f5e018b415631
condition_variable	0	5	161479	2398.58	21575.9	73779.2	15717.2	20349.1	9513.49	5995.46	3213.03	8790.47	566542	1206	0	1	0	0xd43f5e018b415631
condition_variable	0	6	161603	2377.21	21304.6	73973.9	15966.6	20074.1	9949.55	5775.03	3225.24	8812.84	567674	1215	2	1	0	0xd43f5e018b415631
condition_variable	0	7	160657	2390.37	21216	73299.5	15938.9	19856.8	9899.55	5772.57	3292.16	8851.3	565309	1208	1	1	0	0xd43f5e018b415631
condition_variable	0	8	161448	2376.5	21401.4	73784.7	15797.9	20112.5	9908.3	5857.66	3216.9	8846.93	565824	1209	6	1	0	0xd43f5e018b415631
condition_variable	0	9	162818	2334.29	21668.5	73963.8	16160.1	20581.1	9942.26	5981.41	3229.15	8811.22	568456	1213	2	1	0	0xd43f5e018b415631
condition_variable	0	10	161045	2393.96	21292.6	73631	15842	20156.6	9687.33	5852.53	3225.73	8812.8	565737	1207	7	1	0	0xd43f5e018b415631
condition_variable	0	11	161041	2319.58	21348.6	73319.1	15941.2	20142	9771.92	5957.07	3273.86	8824.42	565164	1223	1	1	0	0xd43f5e018b415631
condition_variable	0	12	161879	2329.58	21523.6	73720	15940	20336	9839.29	6016.66	3209.69	8824.68	567256	1230	1	1	0	0xd43f5e018b415631
condition_variable	0	13	160689	2473.67	21385.9	73668.5	15864.9	19725.1	9538.91	5895.49	3261.61	8728.67	564642	1214	0	1	0	0xd43f5e018b415631
condition_variable	0	14	165312	2352.7	21572.8	77510.6	15797.5	20047.1	9862.83	5867.49	3329.95	8824.8	566590	1211	19	1	0	0xd43f5e018b415631
condition_variable	0	15	161836	2401.75	21743.1	73792.7	15928.4	20247.1	9744.33	5770.36	3194.52	8876.3	567819	1201	4	1	0	0xd43f5e018b415631
condition_variable	0	16	161823	2336.12	21542.6	73724.8	15966.3	19903.5	9902.05	6137.75	3313.15	8821.51	567314	1221	5	1	0	0xd43f5e018b415631
condition_variable	0	17	163639	2440	23581.1	74043.6	15782.3	19890.2	9695.91	5763.36	3440.24	8857.39	568804	1231	1	1	0	0xd43f5e018b415631
condition_variable	0	18	161206	2409.29	21570.9	73644.5	15724.6	20349.6	9346.61	5908.37	3243.15	8865.59	566255	1191	0	1	0	0xd43f5e018b415631
condition_variable	0	19	160915	2389.83	21499.1	73582.3	15861.8	19771.9	9775.09	5816.12	3349.99	8730.88	564556	1199	1	1	0	0xd43f5e018b415631
condition_variable	0	20	161670	2388.58	21584.8	73280.8	15899	19965.8	10047.1	6102.79	3355.37	8904.51	567950	1208	6	1	0	0xd43f5e018b415631
condition_variable	0	21	161512	2395	21419.4	74035.1	15723.1	20331.6	9632.62	5781.7	3211.07	8842.26	566140	1203	7	1	0	0xd43f5e018b415631
condition_variable	0	22	161562	2390.66	21397.5	73471.5	15875.7	20065.9	10074.2	5967.25	3286.32	8896.47	566733	1227	0	1	0	0xd43f5e018b415631
condition_variable	0	23	162302	3506.29	21401	73798.5	15893.9	20059.2	9555.74	5789.99	3293.53	8860.97	566268	1207	1	1	0	0xd43f5e018b415631
condition_variable	0	24	161254	2349.91	21535.5	73727.9	15711.4	20074.1	9506.11	6045	3270.4	8891.72	564782	1208	0	1	0	0xd43f5e018b415631
condition_variable	0	25	161258	2339.7	21463.2	73460.3	15775.2	20388.9	9684.37	5866.57	3287.7	8844.72	567031	1220	0	1	0	0xd43f5e018b415631
condition_variable	0	26	161069	2405.04	21324.1	74008	15760.3	19805.3	9799.13	5881.2	3187.36	8752.21	567398	1204	2	1	0	0xd43f5e018b415631
condition_variable	0	27	161569	2378.5	21454.6	73527.3	16079.6	19958.9	9797.58	6045.33	3364.61	8816.3	566711	1217	2	1	0	0xd43f5e018b415631
condition_variable	0	28	161465	2410.54	21549.6	73586.7	15847	20236.7	9725.25	5933.37	3211.32	8818.84	567171	1221	0	1	0	0xd43f5e018b415631
condition_variable	0	29	163797	2398.83	21587.6	73230.5	16987.5	21745.1	9591.83	6083.29	3214.15	8819.67	568876	1202	7	1	0	0xd43f5e018b415631
condition_variable	0	30	161249	2366.7	21531.7	73096.1	15780.9	20295.3	9863.83	5965.04	3339.49	8866.8	565881	1231	0	1	0	0xd43f5e018b415631
condition_variable	0	31	160842	2361.62	21350.9	73702	15824.2	19647	9983.59	5682.23	3335.41	8807.76	565404	1218	0	1	0	0xd43f5e018b415631
condition_variable	0	32	161020	2422.46	21447.8	73564	15915.3	20281.7	9459.15	5699.53	3258.74	8825.05	564784	1206	1	1	0	0xd43f5e018b415631
condition_variable	0	33	161818	2399.08	21533.8	74358.4	15890.2	20120.4	9502.16	5763.82	3261.44	8843.72	565794	1215	6	1	0	0xd43f5e018b415631
condition_variable	0	34	161516	2362.62	21461.6	73976.4	15762.1	20442	9604.95	5690.82	3261.32	8817.55	566606	1201	2	1	0	0xd43f5e018b415631
condition_variable	0	35	160897	2401.5	21444.5	73398.5	15804.3	20075.6	9790.83	5768.7	3248.11	8819.17	565436	1202	3	1	0	0xd43f5e018b415631
condition_variable	0	36	161403	2360.04	21385.4	73563.4	15826.4	20036.3	9760.33	6181.96	3281.28	8866.39	566467	1209	1	1	0	0xd43f5e018b415631
condition_variable	0	37	161420	2363.33	21389.3	73477.1	16000.8	20717.9	9438.61	5799.99	3270.49	8819.92	565804	1206	3	1	0	0xd43f5e018b415631
condition_variable	0	38	161516	2367.71	21415	73748.5	15748.9	20217.6	9839.63	5998.33	3240.44	8794.55	566409	1202	1	1	0	0xd43f5e018b415631
condition_variable	0	39	160697	2323.79	21500	73321.2	15934	19917	9625.78	5747.57	3307.07	8878.93	565485	1205	1	1	0	0xd43f5e018b415631
condition_variable	0	40	161190	2411.83	21447	73822.8	15764	20302.9	9383.15	5912.95	3182.94	8816.42	565667	1197	1	1	0	0xd43f5e018b415631
condition_variable	0	41	160811	2387.29	21580.2	73539	15894.5	19700.1	9541.62	6085	3264.28	8674	565890	1205	0	1	0	0xd43f5e018b415631
condition_variable	0	42	163648	2363.37	24096.1	73699.7	15931.6	19924.7	9644.83	5848.91	3213.23	8781.47	568568	1205	7	1	0	0xd43f5e018b415631
condition_variable	0	43	161496	2321.74	21580.6	73944.8	15880.3	20007.8	9609.24	5942.54	3211.32	8855.97	566952	1221	1	1	0	0xd43f5e018b415631
condition_variable	0	44	161250	2416.41	21467.3	73910.3	15758.5	20356.2	9352.28	5802.65	3204.07	8841.97	566028	1210	0	1	0	0xd43f5e018b415631
condition_variable	0	45	160848	2391.66	21484.9	73587.2	15980.8	19802	9686.46	5976.45	3206.02	8590.96	566537	1209	2	1	0	0xd43f5e018b415631
condition_variable	0	46	184934	2356.29	32968.5	82455.3	15952.2	20602.3	9969.92	8292.83	3293.32	8872.59	571557	1215	10	1	0	0xd43f5e018b415631
