surface	repeat	run	wall_us	process_cpu_us	input_wrap_us	ort_run_us	output_copy_us
matched_b120_ort	0	33	458070.959000	1825465.241000	11.709000	457741.741000	269.799000
matched_b120_ort	0	34	458028.366000	1837264.202000	9.084000	457631.022000	350.384000
matched_b120_ort	0	35	458044.075000	1825626.038000	11.583000	457711.191000	276.008000
matched_b120_ort	0	36	458493.707000	1837911.534000	9.751000	458156.113000	290.092000
matched_b120_ort	0	37	459013.720000	1826235.200000	11.459000	458691.085000	264.216000
matched_b120_ort	0	38	456009.005000	1823558.201000	9.500000	455684.829000	266.216000
matched_b120_ort	0	39	457978.266000	1837846.203000	8.709000	457665.715000	263.841000
matched_b120_ort	0	40	458697.824000	1837610.033000	10.334000	458364.648000	286.925000
matched_b120_ort	0	41	460403.535000	1839893.743000	9.751000	460057.233000	296.925000
matched_b120_ort	0	42	458022.506000	1825580.535000	10.417000	457704.623000	260.215000
matched_b120_ort	0	43	460443.486000	1839910.908000	9.500000	460127.769000	259.257000
matched_b120_ort	0	44	460958.791000	1852363.035000	8.542000	460611.865000	298.633000
matched_b120_ort	0	45	459774.459000	1839150.407000	11.917000	459376.907000	345.676000
matched_b120_ort	0	46	461865.477000	1841533.910000	11.459000	461545.800000	265.550000
matched_b120_ort	0	47	458012.819000	1837515.242000	8.667000	457616.808000	305.925000
matched_b120_ort	0	48	457413.260000	1824939.204000	11.792000	457098.917000	259.341000
matched_b120_ort	0	49	457646.302000	1824712.326000	9.792000	457328.418000	261.508000
matched_b120_ort	0	50	459083.799000	1838702.325000	9.626000	458761.415000	267.882000
matched_b120_ort	0	51	457687.671000	1825300.493000	9.125000	457366.163000	264.507000
matched_b120_ort	0	52	460266.282000	1851573.244000	10.876000	459882.313000	334.301000
matched_b120_ort	0	53	459581.510000	1827095.827000	10.500000	459262.335000	263.966000
matched_b120_ort	0	54	460748.080000	1852169.616000	9.542000	460416.488000	285.466000
matched_b120_ort	0	55	459332.871000	1827060.327000	11.625000	459007.529000	266.924000
matched_b120_ort	0	56	458031.829000	1837629.746000	10.083000	457713.321000	265.465000
matched_b120_ort	0	57	457339.601000	1824986.533000	9.166000	457019.051000	264.091000
matched_b120_ort	0	58	461076.365000	1852568.827000	9.708000	460676.396000	351.801000
matched_b120_ort	0	59	458170.659000	1825685.579000	11.459000	457844.899000	265.841000
matched_b120_ort	0	60	461673.834000	1853330.411000	9.958000	461300.073000	325.343000
matched_b120_ort	0	61	456273.931000	1823845.034000	10.292000	455937.547000	290.550000
matched_b120_ort	0	62	461773.830000	1838641.286000	11.042000	461455.904000	262.091000
matched_b120_ort	0	63	460049.571000	1839452.829000	9.292000	459722.770000	269.840000
matched_b120_ort	0	64	457893.673000	1837574.035000	9.876000	457526.662000	318.843000
matched_b120_ort	0	65	457842.001000	1825373.825000	11.000000	457527.742000	260.382000
matched_b120_ort	0	66	457651.743000	1825271.328000	8.917000	457328.525000	265.383000
matched_b120_ort	0	67	460669.198000	1851914.826000	9.834000	460288.103000	332.176000
matched_b120_ort	0	68	459513.206000	1827098.951000	10.875000	459183.363000	271.591000
matched_b120_ort	0	69	455660.174000	1823296.742000	10.001000	455334.957000	268.507000
matched_b120_ort	0	70	457774.526000	1837107.783000	10.542000	457460.558000	264.382000
matched_b120_ort	0	71	457285.337000	1824981.993000	10.625000	456957.704000	269.007000
matched_b120_ort	0	72	461239.490000	1840592.701000	9.959000	460918.564000	263.549000
matched_b120_ort	0	73	460592.757000	1852309.742000	10.000000	460204.538000	338.092000
matched_b120_ort	0	74	457665.466000	1825297.367000	11.500000	457343.373000	267.632000
matched_b120_ort	0	75	457245.324000	1824640.494000	9.917000	456916.981000	270.674000
matched_b120_ort	0	76	459320.878000	1838738.495000	9.084000	458994.953000	269.216000
matched_b120_ort	0	77	457396.155000	1825125.116000	9.083000	457068.563000	270.382000
matched_b120_ort	0	78	458997.320000	1838850.119000	10.042000	458666.394000	271.091000
matched_b120_ort	0	79	458173.545000	1837519.327000	10.208000	457853.078000	270.925000
matched_b120_ort	0	80	462302.072000	1841825.453000	11.167000	461981.730000	264.215000
matched_b120_ort	0	81	458696.887000	1837570.909000	9.459000	458350.044000	292.091000
matched_b120_ort	0	82	458977.305000	1838777.286000	9.792000	458658.087000	271.883000
matched_b120_ort	0	83	456769.326000	1824163.577000	10.209000	456453.067000	265.049000
matched_b120_ort	0	84	458451.324000	1837683.870000	10.417000	458061.522000	340.926000
matched_b120_ort	0	85	460013.284000	1839158.744000	11.501000	459622.023000	341.009000
matched_b120_ort	0	86	458751.744000	1826388.744000	10.167000	458427.984000	265.341000
matched_b120_ort	0	87	461314.855000	1852413.616000	10.333000	460958.928000	305.425000
matched_b120_ort	0	88	459615.219000	1838658.245000	10.167000	459243.417000	267.299000
matched_b120_ort	0	89	459889.682000	1827247.952000	12.042000	459555.506000	273.299000
matched_b120_ort	0	90	456831.260000	1836294.370000	9.500000	456500.418000	282.383000
matched_b120_ort	0	91	456037.442000	1823879.534000	11.542000	455705.849000	281.675000
matched_b120_ort	0	92	459342.408000	1838744.577000	10.209000	458963.064000	329.551000
matched_b120_ort	0	93	462164.980000	1841787.367000	10.709000	461614.256000	479.972000
matched_b120_ort	0	94	459326.193000	1838574.705000	20.084000	459004.392000	261.008000
matched_b120_ort	0	95	457136.749000	1824517.367000	8.584000	456819.573000	262.383000
matched_b120_ort	0	96	457780.600000	1837448.286000	10.292000	457453.174000	279.717000
matched_b120_ort	0	97	457864.221000	1825665.157000	10.584000	457538.587000	268.800000
matched_b120_ort	0	98	460324.914000	1839899.744000	9.876000	459998.446000	270.924000
matched_b120_ort	0	99	459961.941000	1839199.910000	9.459000	459646.265000	259.340000
matched_b120_ort	1	0	457332.489000	1837035.953000	12.084000	456918.728000	361.677000
matched_b120_ort	1	1	458848.945000	1825857.742000	11.083000	458522.395000	266.549000
matched_b120_ort	1	2	461508.931000	1853027.912000	9.959000	461166.546000	294.425000
matched_b120_ort	1	3	456247.241000	1823860.990000	10.417000	455925.775000	272.840000
matched_b120_ort	1	4	457876.614000	1825532.744000	9.792000	457551.689000	268.257000
matched_b120_ort	1	5	458177.289000	1837643.868000	9.709000	457839.488000	286.424000
matched_b120_ort	1	6	461524.625000	1840998.284000	11.125000	461198.907000	266.883000
matched_b120_ort	1	7	459640.823000	1838716.909000	10.000000	459294.230000	295.966000
matched_b120_ort	1	8	458119.273000	1837663.703000	9.584000	457728.846000	341.176000
matched_b120_ort	1	9	459313.472000	1827029.574000	11.042000	458980.964000	277.091000
matched_b120_ort	1	10	460053.862000	1839366.995000	9.417000	459739.396000	257.799000
matched_b120_ort	1	11	461552.194000	1853024.077000	9.500000	461229.144000	275.090000
matched_b120_ort	1	12	458696.319000	1826199.870000	10.209000	458377.851000	262.174000
matched_b120_ort	1	13	458978.282000	1838506.701000	9.792000	458640.439000	277.299000
matched_b120_ort	1	14	459894.346000	1838952.619000	9.875000	459548.378000	294.758000
matched_b120_ort	1	15	462370.577000	1853962.826000	10.667000	462047.443000	272.424000
matched_b120_ort	1	16	458208.752000	1825638.575000	9.501000	457889.617000	261.716000
matched_b120_ort	1	17	457003.921000	1836531.660000	9.667000	456602.326000	351.510000
matched_b120_ort	1	18	456565.575000	1824142.200000	10.833000	456231.316000	282.508000
matched_b120_ort	1	19	460155.667000	1839517.161000	11.626000	459823.574000	277.966000
matched_b120_ort	1	20	459360.145000	1838921.450000	11.251000	458964.259000	347.176000
matched_b120_ort	1	21	458235.608000	1825488.454000	10.625000	457907.432000	268.674000
matched_b120_ort	1	22	459492.808000	1839168.867000	10.126000	459178.591000	260.215000
matched_b120_ort	1	23	458200.434000	1837828.536000	9.958000	457787.048000	362.510000
matched_b120_ort	1	24	459685.015000	1827130.908000	10.834000	459359.338000	267.966000
matched_b120_ort	1	25	458534.395000	1838107.036000	9.542000	458210.345000	268.257000
matched_b120_ort	1	26	457431.111000	1825230.577000	8.500000	457105.769000	269.424000
matched_b120_ort	1	27	458946.651000	1838504.577000	10.042000	458619.517000	270.133000
matched_b120_ort	1	28	459377.699000	1838959.116000	9.167000	459056.524000	265.508000
matched_b120_ort	1	29	461110.913000	1840074.283000	9.333000	460789.237000	266.174000
matched_b120_ort	1	30	457634.186000	1837094.366000	9.750000	457307.093000	278.133000
matched_b120_ort	1	31	455713.383000	1823392.242000	10.833000	455379.666000	286.299000
matched_b120_ort	1	32	457246.793000	1824860.828000	10.417000	456930.701000	263.340000
matched_b120_ort	1	33	461223.277000	1840533.739000	9.125000	460900.144000	267.215000
matched_b120_ort	1	34	457672.508000	1837029.412000	10.917000	457344.706000	277.674000
matched_b120_ort	1	35	457350.580000	1825214.202000	11.001000	457024.654000	268.591000
matched_b120_ort	1	36	459783.018000	1839325.785000	9.959000	459461.634000	267.674000
matched_b120_ort	1	37	460094.815000	1839531.828000	10.417000	459781.431000	262.841000
matched_b120_ort	1	38	460438.821000	1839863.324000	10.042000	460112.395000	268.674000
matched_b120_ort	1	39	457733.493000	1837253.784000	9.334000	457337.773000	344.010000
matched_b120_ort	1	40	458524.512000	1826045.866000	11.208000	458195.921000	270.799000
matched_b120_ort	1	41	457176.970000	1824673.493000	9.792000	456857.586000	265.758000
matched_b120_ort	1	42	458433.379000	1837749.036000	9.459000	458120.995000	258.466000
matched_b120_ort	1	43	459613.488000	1839290.867000	10.292000	459290.438000	269.090000
matched_b120_ort	1	44	457985.694000	1825823.743000	9.417000	457667.102000	262.048000
matched_b120_ort	1	45	458939.213000	1838210.031000	12.334000	458569.286000	263.383000
matched_b120_ort	1	46	462185.635000	1853696.242000	10.001000	461852.000000	282.091000
matched_b120_ort	1	47	458658.658000	1826095.869000	10.875000	458332.441000	267.465000
matched_b120_ort	1	48	458333.897000	1837983.326000	9.084000	458001.679000	278.799000
matched_b120_ort	1	49	459006.661000	1838627.119000	10.500000	458668.569000	285.883000
matched_b120_ort	1	50	456957.394000	1824443.451000	10.751000	456637.468000	267.340000
matched_b120_ort	1	51	460496.405000	1839450.451000	9.584000	460182.938000	257.048000
matched_b120_ort	1	52	461181.210000	1840516.073000	8.875000	460859.702000	264.298000
matched_b120_ort	1	53	456071.736000	1823769.454000	8.376000	455751.060000	264.758000
matched_b120_ort	1	54	460412.390000	1851824.202000	9.917000	460017.296000	344.885000
matched_b120_ort	1	55	459912.418000	1839543.827000	10.125000	459529.408000	335.093000
matched_b120_ort	1	56	456651.989000	1824347.282000	11.042000	456328.188000	275.091000
matched_b120_ort	1	57	456315.313000	1823806.036000	10.958000	455998.763000	267.799000
matched_b120_ort	1	58	461301.527000	1841068.951000	11.542000	460970.643000	271.090000
matched_b120_ort	1	59	461008.559000	1839554.619000	10.250000	460694.509000	258.424000
matched_b120_ort	1	60	458750.951000	1838390.367000	10.000000	458416.025000	276.216000
matched_b120_ort	1	61	460046.234000	1839694.616000	9.542000	459725.892000	267.924000
matched_b120_ort	1	62	458687.194000	1838015.660000	9.500000	458362.768000	275.924000
matched_b120_ort	1	63	458304.263000	1825677.995000	9.792000	457982.754000	267.465000
matched_b120_ort	1	64	463058.724000	1854483.495000	10.167000	462729.798000	270.757000
matched_b120_ort	1	65	458680.349000	1838341.910000	10.417000	458367.383000	267.007000
matched_b120_ort	1	66	458562.262000	1825860.327000	10.167000	458240.670000	262.924000
matched_b120_ort	1	67	460614.978000	1852305.409000	10.584000	460225.426000	339.259000
matched_b120_ort	1	68	457901.946000	1824703.243000	11.750000	457590.021000	256.590000
matched_b120_ort	1	69	456659.863000	1824345.701000	10.334000	456331.021000	272.132000
matched_b120_ort	1	70	459754.155000	1839290.536000	9.792000	459425.314000	271.090000
matched_b120_ort	1	71	460312.540000	1839813.410000	9.667000	459983.699000	270.632000
matched_b120_ort	1	72	455041.353000	1822446.990000	10.125000	454716.803000	270.966000
matched_b120_ort	1	73	460027.652000	1839557.160000	10.584000	459703.477000	272.840000
matched_b120_ort	1	74	459148.667000	1838571.451000	9.375000	458823.074000	279.008000
matched_b120_ort	1	75	459397.296000	1838615.367000	10.542000	459055.786000	291.133000
matched_b120_ort	1	76	458992.489000	1826867.782000	9.834000	458668.438000	267.966000
matched_b120_ort	1	77	463114.266000	1854425.161000	9.542000	462788.966000	269.507000
matched_b120_ort	1	78	458058.706000	1837805.158000	10.292000	457726.239000	284.258000
matched_b120_ort	1	79	457284.393000	1824614.246000	9.917000	456975.177000	256.632000
matched_b120_ort	1	80	459979.626000	1839044.035000	9.126000	459653.659000	274.216000
matched_b120_ort	1	81	459866.957000	1839004.244000	9.459000	459529.364000	286.550000
matched_b120_ort	1	82	458759.171000	1838437.785000	9.166000	458427.996000	283.882000
matched_b120_ort	1	83	457396.966000	1824913.410000	9.625000	457075.458000	269.215000
matched_b120_ort	1	84	461492.697000	1841191.617000	9.458000	461169.189000	266.299000
matched_b120_ort	1	85	458550.991000	1838186.826000	9.542000	458233.023000	265.174000
matched_b120_ort	1	86	461787.159000	1840950.495000	9.417000	461467.191000	262.757000
matched_b120_ort	1	87	459912.853000	1839639.493000	10.250000	459589.762000	265.799000
matched_b120_ort	1	88	460783.042000	1852339.783000	9.792000	460358.447000	372.968000
matched_b120_ort	1	89	457992.878000	1825517.786000	9.500000	457675.203000	261.299000
matched_b120_ort	1	90	459885.095000	1839279.243000	9.750000	459562.545000	261.798000
matched_b120_ort	1	91	456025.360000	1823621.743000	10.708000	455695.392000	272.133000
matched_b120_ort	1	92	456413.078000	1823720.200000	9.251000	456093.236000	264.424000
matched_b120_ort	1	93	459523.489000	1832430.200000	10.959000	459185.022000	279.840000
matched_b120_ort	1	94	457988.489000	1837400.243000	9.625000	457577.895000	345.593000
matched_b120_ort	1	95	461596.582000	1840905.911000	11.542000	461274.989000	266.007000
matched_b120_ort	1	96	456875.077000	1824433.117000	9.042000	456552.568000	268.924000
matched_b120_ort	1	97	459894.071000	1839180.575000	9.251000	459566.687000	268.757000
matched_b120_ort	1	98	455806.374000	1823649.077000	10.042000	455479.991000	269.841000
matched_b120_ort	1	99	462465.802000	1853541.408000	9.417000	462149.085000	272.590000
matched_b120_ort	2	0	458577.943000	1826105.158000	11.375000	458260.684000	260.882000
matched_b120_ort	2	1	458742.195000	1837935.365000	9.000000	458416.562000	272.091000
matched_b120_ort	2	2	457672.912000	1825439.620000	10.251000	457352.944000	263.924000
matched_b120_ort	2	3	466832.283000	1869535.784000	7.875000	466326.395000	430.761000
matched_b120_ort	2	4	485559.116000	1945988.533000	9.625000	485114.229000	357.343000
matched_b120_ort	2	5	480989.784000	1917835.491000	11.917000	480660.651000	276.424000
matched_b120_ort	2	6	477300.761000	1902733.705000	10.334000	476976.752000	264.507000
matched_b120_ort	2	7	476574.242000	1901896.876000	9.291000	476257.400000	264.174000
matched_b120_ort	2	8	478314.823000	1915468.781000	10.375000	477987.440000	273.341000
matched_b120_ort	2	9	475343.743000	1900833.825000	9.708000	474999.275000	294.342000
matched_b120_ort	2	10	477229.871000	1903298.244000	11.083000	476916.280000	263.923000
matched_b120_ort	2	11	473604.522000	1887555.787000	9.500000	473082.508000	448.512000
matched_b120_ort	2	12	475734.116000	1900425.905000	21.459000	475403.774000	261.215000
matched_b120_ort	2	13	469694.618000	1880502.116000	8.875000	469376.693000	269.590000
matched_b120_ort	2	14	457273.404000	1824134.991000	9.833000	456956.188000	260.048000
matched_b120_ort	2	15	459614.256000	1839290.951000	9.834000	459287.289000	273.715000
matched_b120_ort	2	16	463790.825000	1854460.032000	9.291000	463471.608000	267.424000
matched_b120_ort	2	17	458164.127000	1825606.079000	8.959000	457833.993000	272.382000
matched_b120_ort	2	18	458049.955000	1837654.534000	59.168000	457679.863000	267.173000
matched_b120_ort	2	19	459840.832000	1839025.243000	9.041000	459523.157000	263.216000
matched_b120_ort	2	20	461311.205000	1840682.243000	10.166000	460985.154000	269.841000
matched_b120_ort	2	21	460708.390000	1840342.409000	9.959000	460383.298000	263.674000
matched_b120_ort	2	22	458069.944000	1837654.534000	9.792000	457760.811000	258.549000
matched_b120_ort	2	23	457273.625000	1824757.285000	9.125000	456946.950000	270.132000
matched_b120_ort	2	24	460021.573000	1839072.451000	10.084000	459705.398000	261.840000
matched_b120_ort	2	25	463791.170000	1855188.330000	10.584000	463466.536000	267.882000
matched_b120_ort	2	26	456788.021000	1824469.199000	10.125000	456462.721000	266.549000
matched_b120_ort	2	27	458261.599000	1837923.077000	8.917000	457935.299000	272.882000
matched_b120_ort	2	28	458866.195000	1838602.493000	10.542000	458543.311000	274.508000
matched_b120_ort	2	29	461376.219000	1840709.952000	10.959000	461052.501000	268.049000
matched_b120_ort	2	30	461466.509000	1840551.742000	10.250000	461135.041000	272.591000
matched_b120_ort	2	31	458066.874000	1837568.034000	9.333000	457741.907000	271.174000
matched_b120_ort	2	32	457532.521000	1824561.871000	9.833000	457209.013000	266.299000
matched_b120_ort	2	33	457452.561000	1836928.952000	9.667000	457130.844000	272.674000
matched_b120_ort	2	34	460293.297000	1839722.992000	10.792000	459978.371000	266.674000
matched_b120_ort	2	35	457045.252000	1824478.242000	10.250000	456717.118000	270.257000
matched_b120_ort	2	36	460687.718000	1840186.118000	11.126000	460357.959000	271.591000
matched_b120_ort	2	37	457765.097000	1837298.826000	9.334000	457433.255000	285.549000
matched_b120_ort	2	38	459976.027000	1839328.200000	9.208000	459647.311000	281.507000
matched_b120_ort	2	39	459573.264000	1839035.950000	9.792000	459185.087000	340.801000
matched_b120_ort	2	40	458398.813000	1825942.536000	10.792000	458083.388000	257.632000
matched_b120_ort	2	41	457924.506000	1837494.077000	8.958000	457577.579000	300.467000
matched_b120_ort	2	42	461093.421000	1840511.325000	11.250000	460774.163000	268.132000
matched_b120_ort	2	43	456471.002000	1823880.534000	9.584000	456154.701000	265.340000
matched_b120_ort	2	44	462229.238000	1853792.243000	9.042000	461779.267000	401.886000
matched_b120_ort	2	45	458937.936000	1825602.497000	11.584000	458613.594000	267.673000
matched_b120_ort	2	46	460545.479000	1840350.410000	8.625000	460198.386000	296.341000
matched_b120_ort	2	47	457925.819000	1837199.077000	10.125000	457604.436000	271.007000
matched_b120_ort	2	48	456314.859000	1823892.036000	9.625000	455998.934000	264.424000
matched_b120_ort	2	49	457489.802000	1824840.827000	9.459000	457176.043000	256.216000
matched_b120_ort	2	50	458454.493000	1838183.492000	10.250000	458142.902000	260.548000
matched_b120_ort	2	51	459885.861000	1839253.493000	10.376000	459568.102000	263.382000
matched_b120_ort	2	52	458602.657000	1838035.243000	9.125000	458267.315000	289.091000
matched_b120_ort	2	53	459321.132000	1826980.411000	9.292000	458996.415000	268.591000
matched_b120_ort	2	54	458605.859000	1838116.492000	11.042000	458250.974000	300.883000
matched_b120_ort	2	55	459785.556000	1839260.994000	9.334000	459468.922000	261.424000
matched_b120_ort	2	56	460955.873000	1840674.077000	8.875000	460638.532000	260.590000
matched_b120_ort	2	57	461222.088000	1852851.828000	8.833000	460881.788000	291.716000
matched_b120_ort	2	58	459347.990000	1826929.117000	10.708000	459025.524000	263.965000
matched_b120_ort	2	59	460398.810000	1851512.701000	9.959000	460013.175000	334.384000
matched_b120_ort	2	60	462610.238000	1842025.575000	11.417000	462285.563000	265.591000
matched_b120_ort	2	61	459521.072000	1838985.242000	9.917000	459196.896000	265.507000
matched_b120_ort	2	62	460168.168000	1839590.283000	10.084000	459842.409000	272.841000
matched_b120_ort	2	63	457826.979000	1837581.909000	10.167000	457442.635000	334.259000
matched_b120_ort	2	64	459467.352000	1826741.076000	11.084000	459149.260000	263.465000
matched_b120_ort	2	65	459399.139000	1838735.825000	9.959000	459067.088000	272.966000
matched_b120_ort	2	66	456820.651000	1824518.117000	9.792000	456503.643000	263.965000
matched_b120_ort	2	67	461207.763000	1852772.866000	10.125000	460893.464000	263.715000
matched_b120_ort	2	68	459774.808000	1838409.911000	9.291000	459450.841000	274.799000
matched_b120_ort	2	69	457216.526000	1824998.285000	9.750000	456895.518000	264.632000
matched_b120_ort	2	70	459157.911000	1838566.494000	8.792000	458841.903000	267.382000
matched_b120_ort	2	71	459073.652000	1838069.285000	10.333000	458735.311000	289.257000
matched_b120_ort	2	72	457470.984000	1824802.617000	10.584000	457164.018000	256.215000
matched_b120_ort	2	73	460363.723000	1839564.117000	10.001000	460029.422000	276.591000
matched_b120_ort	2	74	460057.214000	1839531.159000	10.375000	459735.080000	266.132000
matched_b120_ort	2	75	459451.735000	1839030.951000	9.959000	459134.518000	264.632000
matched_b120_ort	2	76	458642.128000	1838348.328000	9.834000	458299.494000	293.424000
matched_b120_ort	2	77	460508.799000	1839266.326000	11.084000	460181.999000	277.883000
matched_b120_ort	2	78	461580.241000	1841026.992000	10.917000	461265.400000	257.465000
matched_b120_ort	2	79	458167.732000	1837664.740000	9.291000	457825.265000	293.717000
matched_b120_ort	2	80	458062.808000	1825526.993000	9.792000	457736.341000	268.674000
matched_b120_ort	2	81	457329.497000	1835997.536000	9.542000	456965.570000	263.090000
matched_b120_ort	2	82	461966.530000	1840808.536000	12.167000	461649.063000	265.132000
matched_b120_ort	2	83	456278.588000	1823775.203000	9.000000	455953.496000	268.549000
matched_b120_ort	2	84	459892.470000	1839220.493000	10.834000	459539.335000	301.717000
matched_b120_ort	2	85	458925.193000	1838557.034000	9.917000	458607.393000	267.091000
matched_b120_ort	2	86	458460.509000	1825750.537000	11.000000	458145.960000	260.673000
matched_b120_ort	2	87	458832.809000	1838466.658000	10.459000	458510.551000	263.465000
matched_b120_ort	2	88	457376.976000	1824786.284000	9.541000	457049.468000	273.048000
matched_b120_ort	2	89	460182.089000	1839463.951000	10.417000	459854.496000	268.799000
matched_b120_ort	2	90	460523.720000	1851802.200000	9.250000	460183.004000	294.549000
matched_b120_ort	2	91	460124.456000	1839681.034000	10.167000	459800.156000	274.799000
matched_b120_ort	2	92	460196.498000	1839907.952000	11.167000	459862.656000	284.841000
matched_b120_ort	2	93	457136.079000	1824732.534000	10.542000	456818.696000	264.757000
matched_b120_ort	2	94	456817.612000	1824331.284000	9.625000	456492.312000	269.007000
matched_b120_ort	2	95	459516.427000	1838607.200000	9.333000	459183.669000	276.924000
matched_b120_ort	2	96	458344.772000	1837725.161000	10.001000	458008.012000	288.383000
matched_b120_ort	2	97	459947.267000	1839324.409000	10.459000	459626.466000	274.008000
matched_b120_ort	2	98	459464.711000	1839246.535000	10.250000	459108.285000	260.007000
matched_b120_ort	2	99	459206.158000	1826446.118000	11.459000	458874.108000	273.549000
matched_b120_ort	3	0	455983.488000	1823612.285000	12.000000	455653.438000	270.549000
matched_b120_ort	3	1	458717.849000	1838087.367000	9.251000	458402.965000	263.632000
matched_b120_ort	3	2	460565.353000	1840162.494000	9.333000	460249.303000	260.715000
matched_b120_ort	3	3	459610.325000	1838881.661000	10.459000	459289.942000	264.632000
matched_b120_ort	3	4	462549.606000	1854181.996000	10.667000	462211.014000	287.841000
matched_b120_ort	3	5	458638.670000	1825962.742000	11.042000	458315.995000	263.798000
matched_b120_ort	3	6	456265.269000	1823758.245000	10.751000	455945.009000	262.507000
matched_b120_ort	3	7	460283.749000	1839868.785000	9.292000	459943.699000	282.091000
matched_b120_ort	3	8	459639.685000	1838904.286000	9.875000	459316.176000	269.257000
matched_b120_ort	3	9	459548.807000	1839172.409000	9.208000	459224.882000	267.049000
matched_b120_ort	3	10	462713.177000	1853850.037000	9.333000	462394.710000	266.382000
matched_b120_ort	3	11	458102.513000	1825909.618000	10.084000	457774.046000	271.007000
matched_b120_ort	3	12	460499.571000	1851669.910000	9.459000	460165.771000	288.008000
matched_b120_ort	3	13	460411.234000	1839717.034000	10.542000	460080.058000	282.091000
matched_b120_ort	3	14	459339.369000	1838987.827000	11.626000	458943.026000	343.925000
matched_b120_ort	3	15	459418.993000	1827026.786000	10.959000	459088.151000	270.591000
matched_b120_ort	3	16	456672.337000	1836264.490000	10.000000	456286.159000	336.759000
matched_b120_ort	3	17	460807.940000	1840001.704000	10.542000	460480.223000	278.383000
matched_b120_ort	3	18	459952.250000	1839494.828000	10.500000	459636.284000	266.174000
matched_b120_ort	3	19	459965.995000	1839270.034000	10.042000	459641.861000	275.632000
matched_b120_ort	3	20	458490.289000	1825952.492000	10.042000	458164.781000	265.965000
matched_b120_ort	3	21	463130.864000	1854230.661000	10.542000	462814.689000	260.382000
matched_b120_ort	3	22	456359.478000	1824045.910000	9.251000	456041.969000	261.007000
matched_b120_ort	3	23	461447.440000	1849478.575000	10.000000	461103.181000	295.591000
matched_b120_ort	3	24	460224.448000	1840029.741000	10.834000	459892.272000	281.507000
matched_b120_ort	3	25	459236.627000	1826370.202000	9.792000	458881.159000	303.758000
matched_b120_ort	3	26	460745.872000	1852123.368000	9.792000	460412.738000	284.466000
matched_b120_ort	3	27	458856.486000	1826475.494000	9.750000	458531.770000	266.507000
matched_b120_ort	3	28	460553.986000	1851904.283000	9.292000	460189.476000	317.050000
matched_b120_ort	3	29	458439.387000	1825649.578000	10.792000	458117.670000	265.424000
matched_b120_ort	3	30	458692.723000	1838042.119000	8.917000	458375.131000	268.424000
