surface	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean	output_hash	cpu4_7_ime_count
stage55_prechange_10000_soak	10000	148720.129100	1862.297138	1.252216	148161.000000	150562.500000	151618.050000	157888.150000	164266.013000	178352.000000	734343.081600	0.154200	3.443800	0xd43f5e018b415631	0
