block	cycle	position	arm	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
1	0	1	B	0	23	163848	2227.92	19424.5	82846.2	15767.1	20861.9	7590.29	3846.11	2541.1	8654.5	805711	0	2	1	0	0xd43f5e018b415631
1	0	1	B	0	24	163448	2234.71	19408.4	82438.3	15723.3	20944.1	7521.58	3876.82	2554.05	8654.42	804611	0	4	1	0	0xd43f5e018b415631
1	0	1	B	0	25	164149	2250.42	19570.1	82749.8	15740.1	20894.8	7683.13	3992.82	2532.64	8643.54	806799	0	2	1	0	0xd43f5e018b415631
1	0	1	B	0	26	163758	2237.96	19506.7	82871.5	15707.1	20786.5	7600.84	3805.48	2489.89	8661.29	805054	0	2	1	0	0xd43f5e018b415631
1	0	1	B	0	27	163475	2221.09	19490.1	82465.1	15706.5	20914.3	7434.83	3961.82	2523.3	8670.42	804552	0	0	1	0	0xd43f5e018b415631
1	0	1	B	0	28	164007	2233.71	19566.4	83260.3	15675.5	20781.3	7429.04	3807.52	2493.26	8671.71	806054	0	2	1	0	0xd43f5e018b415631
1	0	1	B	0	29	163675	2238.38	19479.1	82825.7	15670.8	20764.6	7585.01	3812.4	2500.76	8708.05	804856	0	2	1	0	0xd43f5e018b415631
1	0	1	B	0	30	164720	3339.75	19505.6	83658.9	15712	20104	7358.37	3864.48	2502.39	8584.54	822266	0	3	1	0	0xd43f5e018b415631
1	0	1	B	0	31	163080	2178.04	19587.7	82601.7	15626.9	20622.8	7359.91	3832.27	2497.26	8683.34	801095	0	0	1	0	0xd43f5e018b415631
1	0	1	B	0	32	163940	2220.84	19530.1	83088.2	15829.7	20742.6	7474.79	3800.31	2505.6	8657.71	804650	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	33	163255	2175.17	19537.6	82585.5	15645.3	20821.1	7455.04	3762.98	2507.81	8673.46	803395	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	34	164002	2249.55	19465.1	83389.3	15688	20758.4	7409	3786.9	2502.76	8666.63	805960	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	35	164184	2228.42	19650.6	82992.3	15887.6	20739.4	7590.42	3811.98	2564.68	8629.54	804472	0	10	1	0	0xd43f5e018b415631
1	0	1	B	0	36	163645	2169.08	19682.4	82913.9	15701.4	20597.7	7469.41	3863.27	2497.93	8661.21	802917	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	37	163699	2182	19392.9	83078.8	15843.4	20584.1	7582.25	3801.6	2489.6	8653.25	802760	1	3	1	0	0xd43f5e018b415631
1	0	1	B	0	38	163464	2169.13	19513.7	82582.6	15708.8	20725.3	7517.25	3991.82	2494.47	8669.29	803151	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	39	163854	2226.34	19617.5	82650.2	15757.2	20757.8	7514.91	3997.66	2514.31	8729.8	804842	0	0	1	0	0xd43f5e018b415631
1	0	1	B	0	40	164044	2249.59	19383.3	83156.6	15691.6	20692	7705.05	3880.53	2497.09	8672.75	804200	0	3	1	0	0xd43f5e018b415631
1	0	1	B	0	41	163954	2183.09	19589.5	83530.9	15729.3	20390.6	7273.7	4041.07	2501.1	8622.25	818837	0	3	1	0	0xd43f5e018b415631
1	0	1	B	0	42	166925	2165.12	19499.6	85436.4	15724.3	20912.6	7851.39	3971.57	2587.06	8684.59	821308	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	43	163612	2216.96	19475.2	82440.9	15720.6	20884.4	7521.92	4083.91	2554.35	8626.5	805439	0	0	1	0	0xd43f5e018b415631
1	0	1	B	0	44	163723	2243.75	19461	82606.9	15708.2	20867.3	7608.5	3929.94	2539.72	8667.88	806178	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	45	163982	2234.96	19562.4	82643.3	15722	20883.2	7551.37	4080.99	2543.6	8643.17	806606	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	46	163464	2231.84	19529.6	82382.8	15726.7	20946.6	7527.08	3824.11	2546.56	8659.38	805277	0	2	1	0	0xd43f5e018b415631
1	0	1	B	0	47	164093	2236.84	19575	82837.7	15807.5	20990.6	7421.45	3905.94	2550.68	8672.88	807066	0	3	1	0	0xd43f5e018b415631
1	0	1	B	0	48	164150	2247.63	19421.2	83373.2	15831.1	20737.7	7466.29	3806.02	2505.97	8670.92	805470	0	4	1	0	0xd43f5e018b415631
1	0	1	B	0	49	163454	2211.5	19507.8	82577	15950.5	20764.7	7389.54	3813.32	2494.97	8653.08	803533	0	2	1	0	0xd43f5e018b415631
1	0	1	B	0	50	163965	2241.92	19546.3	83099.3	15658.1	20772.3	7586.38	3778.77	2497.68	8692.21	805283	0	4	1	0	0xd43f5e018b415631
1	0	1	B	0	51	163585	2226.84	19493.5	82742.5	15643.9	20822.3	7447.96	3944.57	2505.02	8668.42	804249	1	1	1	0	0xd43f5e018b415631
1	0	1	B	0	52	163934	2229.29	19557.9	82996.2	15684.9	20808.1	7577.42	3820.07	2504.64	8663.83	805411	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	53	163663	2221.25	19445.1	83024.3	15689.8	20777.5	7435.33	3786.15	2524.52	8671.04	804519	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	54	167141	2254.88	19667.5	84390.1	15848.8	21400	8280.7	4005.07	2514.43	8687.46	824091	0	0	1	0	0xd43f5e018b415631
1	0	1	B	0	55	164046	2237.25	19498.8	82759.9	15786.8	20942.4	7630.13	3920.2	2544.02	8636.29	807486	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	56	164015	2220.42	19523.2	82770.9	15863	21102.6	7395.33	3817.06	2563.76	8669.54	806383	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	57	163801	2233.13	19565.8	82823.7	15703.5	20777.4	7478.96	3943.57	2510.55	8674.09	805269	0	0	1	0	0xd43f5e018b415631
1	0	1	B	0	58	163707	2240.67	19505	82915.2	15711.7	20878.8	7309.33	3887.15	2499.01	8667.58	804815	0	4	1	0	0xd43f5e018b415631
1	0	1	B	0	59	164573	2306.88	19519.8	83971.5	15652.7	20401.9	7477.75	4023.11	2502.26	8624.92	821225	0	4	1	0	0xd43f5e018b415631
1	0	1	B	0	60	163462	2179.84	19663.1	82994.1	15619.3	20417.7	7509.08	3859.48	2496.89	8630.88	801694	0	1	1	0	0xd43f5e018b415631
1	0	1	B	0	61	163999	2157.96	19500.3	83522.8	15718.4	20433.3	7586.5	3801.73	2501.22	8679.59	818834	0	5	1	0	0xd43f5e018b415631
1	0	1	B	0	62	163582	2185.5	19492.1	83084.8	15724.2	20388.9	7605.33	3844.65	2504.06	8659.92	802120	0	0	1	0	0xd43f5e018b415631
