surface	images	images_with_predictions	failures	non_finite_predictions	prediction_count	prediction_sha256	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_1	ar_10	ar_100	ar_small	ar_medium	ar_large	mean_precision_grid	mean_recall_grid
B2_CPU	500	500	0	0	65522	8d4ff1740a318a7749259e8b18058cda7b62dc198a73e2fb459e992f28e8f681	0.4443998906888379	0.6119905159410175	0.4801652362915766	0.2420544782447823	0.5116706544478519	0.6800725582106381	0.34077320944761424	0.5881604228561412	0.6505664189885085	0.426600587103372	0.7062872134048073	0.8360577500844529	0.4443998906888379	0.6505664189885085
B2_EP	500	500	0	0	65462	c0854d85ba119701548bd7050ec503f006718824f95c19fb8bb0c675b7f64f99	0.44355661563546556	0.6139300033320019	0.48327666857167734	0.2381705469768612	0.5151029660306194	0.6732289610524287	0.33826866757485485	0.5841834549500937	0.6474185444399343	0.4273533140644738	0.7081954926489101	0.8326750057003541	0.44355661563546556	0.6474185444399343
A1_CPU	500	500	0	0	62968	bddd8c6687c724012e98e5a63beb4ac0764103696b2f9e063123d72b49fc8cc4	0.4516400643397577	0.6190341284160673	0.48824131562725664	0.2365153821240845	0.5191090013683345	0.6929202474049211	0.34362040977151925	0.5865827724216984	0.6475807943255367	0.42259926894714867	0.7048121898359173	0.8300368115286846	0.4516400643397577	0.6475807943255367
A1_EP	500	500	0	0	64159	15be531efa93b28a3f7b84b233b9f7c2401722af21b9fcc5b42e415e4b1ebf34	0.45026190233935137	0.616984756581317	0.48803982657563094	0.23494352020574127	0.5207515940097006	0.6843720726533333	0.3408038163746005	0.5810460708555156	0.644547689003157	0.41826706017252785	0.706265616908421	0.8149531169509885	0.45026190233935137	0.644547689003157
