boundary_index	boundary_label	boundary_name	selected_cases	mean_interaction_rms	mean_interaction_mean_abs	maximum_interaction_abs	mean_interaction_rms_qsteps	mean_nonzero_fraction	rank
1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	64	0.16263540930222348	0.12582151830778207	1.434194564819336	1.455947608088888	0.9698917846679688	1
5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	64	0.49792777800945487	0.3717049572357791	5.332555770874023	1.4068743438311166	0.9505327148437501	2
3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	64	0.5458823917129828	0.422883166120373	13.859519958496094	1.2842102925942593	0.9205209960937499	3
0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	64	0.01887707550436688	0.012675340999558103	0.1667461395263672	0.56842295753406	0.8932086181640626	4
2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	64	0.029433465689492563	0.02003945368033783	0.10320353507995605	0.5357043259384819	0.79437255859375	5
4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	64	0.038654448779201406	0.026256385639571816	0.14144396781921387	0.5193392934172252	0.713916015625	6
