selection_group	image_id	model	boundary_index	boundary_label	scale	zero_point	representable_min	representable_max	mean_abs_difference_qsteps	rms_difference_qsteps	max_abs_difference_qsteps
large-loss	82740	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.119375041041731	3.941367225293679	40.0
large-loss	82740	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.159718751449908	6.301232527737137	62.00000050523138
large-loss	212197	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.61000001724122	7.804500898616207	72.99999954166641
large-loss	212197	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.505710940992689	4.765663300017762	52.000005734436996
large-loss	212197	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.974374997969569	6.139676304367996	73.00000093851033
large-loss	212197	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.9195625253076292	3.1546345494492853	85.99999861080272
large-loss	212197	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.72062490980506	6.236134538378792	94.9999936627284
large-loss	212197	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.58559373847131	5.567632445965165	64.00000469585463
large-loss	212197	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.510000007676993	7.643384588037568	71.99999730779417
large-loss	212197	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.447564481721118	4.6963531222618515	51.000003935254
large-loss	212197	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.788593716957015	5.770520421144593	69.999999050769
large-loss	212197	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.307460939918835	3.79406301787445	103.0000016826679
large-loss	212197	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.4518749354343496	5.617773028325458	84.99999599592866
large-loss	212197	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.022718724706854	6.22704030604978	67.99999898953725
large-loss	217855	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.314023466897803	6.512916860005783	51.99999816666568
large-loss	217855	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.0735136974280985	4.098312623005425	39.999998361589434
large-loss	217855	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.7018750050535174	5.361494638739135	96.999995740607
large-loss	217855	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	2.258664094833205	3.8905404705937148	54.99999652700681
large-loss	217855	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.141875018622684	5.143260240138062	50.99999944409898
large-loss	217855	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.9413125337285266	6.749722237011725	70.99999779881814
large-loss	217855	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.2235546244934445	6.376234440565945	50.999998541721844
large-loss	217855	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.031619117929157	4.0393332013371905	37.00000620302749
large-loss	217855	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.5335937996757156	5.019322077601823	90.99999572846055
large-loss	217855	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.751382832766508	4.700662374525451	64.9999983173321
large-loss	217855	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	1.9337500145147584	4.637078839654464	46.999994394300124
large-loss	217855	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.464562520843425	7.705209309635456	85.00000277877257
large-loss	245971	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.498085961526706	6.946792764880662	85.00000137500075
large-loss	245971	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	2.9922402535435233	3.982676124817857	43.99999208101558
large-loss	245971	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.04874995412354	5.37084139593449	63.00000194921374
large-loss	245971	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.9957579044022733	3.044422536455458	30.000004167591833
large-loss	245971	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.4549999462860645	5.663368996501521	82.99999588633247
large-loss	245971	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.4757187786749792	6.335630897259403	101.00000044023638
large-loss	245971	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.405195266683424	6.799204275327138	83.00000572093738
large-loss	245971	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	2.9581171610740817	3.927222178048225	42.99999913291013
large-loss	245971	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.8682812266294246	5.0423053755189615	58.999997898131376
large-loss	245971	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.4367109733837697	3.6797769098040694	37.9999988782214
large-loss	245971	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.205625112614506	5.107531338954936	75.00000080081426
large-loss	245971	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.959031256033831	7.1900039135972875	115.00000597857128
large-loss	297620	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.146132829436858	6.319695782206772	53.00000137500074
large-loss	297620	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	2.95281251244168	3.8663467007363463	46.999996108774894
large-loss	297620	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.3009375412064688	4.263361388249464	78.99999848394486
large-loss	297620	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.7968438197637508	2.829556675721584	56.00000185226304
large-loss	297620	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.1618750999926952	4.898405467713248	50.99999944409898
large-loss	297620	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.0637500128631565	4.7369491853543	42.000005576327375
large-loss	297620	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.063398425695309	6.192027969894926	51.99999865389709
large-loss	297620	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	2.9056484189008183	3.798484468694206	45.99999986660156
large-loss	297620	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.1567186941267384	4.010864121665583	75.00000332230847
large-loss	297620	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.196851583748064	3.4066582378811425	64.9999983173321
large-loss	297620	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	1.9493750100101783	4.398366187930452	45.0000024024428
large-loss	297620	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.5346562401295682	5.442216342660007	47.000001599899356
large-loss	308310	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.8204297035416745	7.79893073714321	84.00000183333432
large-loss	308310	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.4394472575754813	4.532230698930195	39.99998962339973
large-loss	308310	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.8867187691311718	5.8357331292027395	63.99999768982075
large-loss	308310	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	2.075421942873502	3.6557126255747865	98.99999930540136
large-loss	308310	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.747499975748818	5.461570290539384	44.999996998134506
large-loss	308310	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.4138437684853415	4.758410335036961	29.00000161420003
large-loss	308310	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.720351567837088	7.634985732284502	81.9999984295466
large-loss	308310	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.391667953547528	4.465233307822675	38.000003601757896
large-loss	308310	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.706093751080598	5.485022274350149	60.00000352571511
large-loss	308310	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.5758047056237356	4.467398414323524	121.9999966346642
large-loss	308310	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.463749925424171	4.917697566478509	40.99999919918573
large-loss	308310	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.8417187497315957	5.374305199084002	35.000001936720274
large-loss	334032	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	5.175507790800769	8.145586897444094	60.00000183333432
large-loss	334032	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.6940390550999522	4.896188318595106	38.000001501876355
large-loss	334032	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.7612499824142116	6.900633994044551	54.99999906148968
large-loss	334032	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.8052657149867006	2.723500290092648	46.99999837926984
large-loss	334032	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	3.1012500215411642	6.48883674991384	49.00000100062183
large-loss	334032	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.359718741475006	4.857568157718908	36.999998092309056
large-loss	334032	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	5.0608592723289805	7.967428622302709	58.99999584951601
large-loss	334032	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.6236269441780555	4.803878813614879	37.999995064257696
large-loss	334032	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	3.526562489607192	6.482283515641034	50.99999627087825
large-loss	334032	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.2268437904190854	3.342185423364592	58.00000336533581
large-loss	334032	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.7900001211231578	5.847756067334265	44.00000320325707
large-loss	334032	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.8616249823695306	5.5569213476028505	42.99999722122743
large-loss	375194	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	5.084843735283195	7.402438357547453	60.00000183333432
large-loss	375194	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.230029310021618	4.208011109227361	23.999997269315717
large-loss	375194	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.8612500006768107	4.875256406725904	46.99999617376562
large-loss	375194	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.8696329264557803	2.625058170952951	26.000001389197276
large-loss	375194	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.7537500946421485	6.072273182205638	73.00000366894672
large-loss	375194	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.6747500076170065	5.33319205830562	37.99999207574531
large-loss	375194	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.9830858602875026	7.2516780236464955	58.99999943912378
large-loss	375194	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.2162285071100367	4.195688567922513	25.000003268261796
large-loss	375194	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.684687545936	4.577629091882917	43.99999593186718
large-loss	375194	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.2589609805964552	3.1744598882083936	32.0
large-loss	375194	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.476874880878878	5.470774584238353	65.99999839837146
large-loss	375194	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.184093747631728	6.021884549946687	42.00000555754514
large-loss	375759	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.685351566653647	7.870333418092743	80.99999954166641
large-loss	375759	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.6583476586268153	4.983477770047733	38.00001024006606
large-loss	375759	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.1654687595655857	6.200869427883804	68.00000606422053
large-loss	375759	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	2.0553047445837076	3.2202934063443327	48.99999791620408
large-loss	375759	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	3.0943750036133566	6.814093854613882	50.99999588633247
large-loss	375759	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.6796874869534117	5.545347125641352	63.999997652072686
large-loss	375759	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.583593761454144	7.705644239248681	79.99999820519612
large-loss	375759	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.6158613236333546	4.935847224697342	38.000003601757896
large-loss	375759	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.983906206839653	5.837392872699519	64.99999694890039
large-loss	375759	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.5182187667302762	3.91749085006488	59.99999551288559
large-loss	375759	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.7793749984984735	6.126326496144619	46.00000160162853
large-loss	375759	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.166281248071174	6.320613579161166	72.99999840010064
large-loss	389157	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	5.045742165818673	8.273671050391439	80.0
large-loss	389157	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.4970292788662167	4.6786246945566825	42.9999980202539
large-loss	389157	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.0812499969543534	6.017863999479482	64.0
large-loss	389157	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.8531173457979446	2.7962993524674116	63.00000023153288
large-loss	389157	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.5668749091796714	4.939825295611059	43.999994218629425
large-loss	389157	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.6349062715853395	5.249639889748461	57.9999938366908
large-loss	389157	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.946406223446017	8.101967269802415	78.99999809302088
large-loss	389157	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.445748020727733	4.615156939170297	41.99999959980468
large-loss	389157	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.9081249792779484	5.661658343061554	61.0000004746155
large-loss	389157	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.2804844295683946	3.4252418173956207	72.99999383021769
large-loss	389157	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.303750072573793	4.455754768675301	40.0
large-loss	389157	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.183531257886346	6.047848283476516	67.99999360040256
large-loss	424632	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.964296864150385	8.017997322134676	62.99999679166493
large-loss	424632	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.326890624399463	4.575428595064723	43.00000238934875
large-loss	424632	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.829218741212746	5.247752543444837	46.00000274333786
large-loss	424632	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.8044454402482664	2.717577460526191	38.999990970217695
large-loss	424632	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.287499952262	4.760908476957017	37.999998888197965
large-loss	424632	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.3617500098319457	5.239924854348618	48.0
large-loss	424632	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.860273374638045	7.852256192971326	61.000001458278156
large-loss	424632	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.274792968875843	4.499236479609287	39.99999839921871
large-loss	424632	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.651249987054015	4.930929142458645	42.99999464362512
large-loss	424632	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.206296917596913	3.283619419975995	44.000006730671615
large-loss	424632	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.0393750320325705	4.281428050332424	34.9999975975572
large-loss	424632	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.9146562542813093	6.051928918129377	54.999996884406514
large-loss	430175	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.865624987628574	7.413669791214588	69.00000137500075
large-loss	430175	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.6932031191343624	4.812646515921061	33.000000614403966
large-loss	430175	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.5581250397626065	6.015630724402308	49.000001516055136
large-loss	430175	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.7924767121841978	2.6744758969263867	63.00000023153288
large-loss	430175	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.8625000194565353	5.716205031359325	46.99999899937817
large-loss	430175	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.9149374718386296	5.32167144798411	40.99999515739991
large-loss	430175	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.768671772026633	7.263640004934421	67.9999968590932
large-loss	430175	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.617921869763981	4.71137251364053	32.99999953310546
large-loss	430175	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	3.3415624888126345	5.65550059028699	46.00000284769297
large-loss	430175	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.201742248027843	3.2591446474026746	75.00000841333951
large-loss	430175	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.592499964463867	5.152669092884304	41.99999839837147
large-loss	430175	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.5279999841062635	6.152626458202442	47.000001599899356
large-loss	469014	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	3.9639062654687582	6.167562590853979	68.00000550000298
large-loss	469014	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.0616875258656338	4.037069968729662	37.99999276368665
large-loss	469014	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.488749996435466	4.767107357460842	61.000005847641226
large-loss	469014	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.9031406398018247	3.1762620821955334	46.00000046306576
large-loss	469014	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	1.9706249325970016	4.965820650804042	64.0000035577665
large-loss	469014	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	2.828812528133856	4.343400172501972	31.00000366863643
large-loss	469014	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	3.88082030440235	6.038919957269804	66.99999315731019
large-loss	469014	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.023347616610992	3.9886714177722804	36.99998912802709
large-loss	469014	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.324999983515587	4.4702837793303685	57.99999660988932
large-loss	469014	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.3208046839024212	3.8502830762792994	54.00000336533581
large-loss	469014	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	1.7849999119104303	4.475907622486475	57.99999839837147
large-loss	469014	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.1456875123597485	4.846564516890356	34.99999385301825
large-loss	473793	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.9290233934032965	7.266465651347701	55.00000045833358
large-loss	473793	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.1660391112411146	4.141206853684988	43.00000238934875
large-loss	473793	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.028593792763133	5.298717454337391	59.99999855613797
large-loss	473793	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	2.0406953821317044	2.9609978667728702	41.9999976846712
large-loss	473793	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.8318749073729927	6.089386111107139	65.00000277950508
large-loss	473793	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.8777500076582787	5.627360602337917	42.000005576327375
large-loss	473793	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.8260546321529105	7.110733955776139	53.99999169903203
large-loss	473793	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.153494099395111	4.128331706999863	39.99999839921871
large-loss	473793	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.8371874870116383	4.965159891820343	55.99999837274687
large-loss	473793	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.50392970959378	3.6257079299947117	55.00000616978231
large-loss	473793	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.5424999854852413	5.492153462409226	59.00000080081427
large-loss	473793	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.4025937238463815	6.457604528852094	47.000001599899356
large-loss	533239	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.6889062737760545	6.939487368092961	50.99999862499926
large-loss	533239	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	2.875777378762226	3.7317587956233926	34.99999747411704
large-loss	533239	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.6171874760860354	4.5222367210390475	48.99999689569663
large-loss	533239	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.8440312905725196	2.8367400270365835	34.00000324146031
large-loss	533239	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.2756250345353504	5.0838593050702645	57.999997554035524
large-loss	533239	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	2.800125037456778	4.524046894060316	40.99999515739991
large-loss	533239	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.590859328775912	6.795385480434351	49.9999984295466
large-loss	533239	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	2.8550800603956437	3.7038174252811573	34.999994330566274
large-loss	533239	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.447500072675498	4.244629032773444	46.99999762692252
large-loss	533239	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.2785312687635	3.472586865788685	38.9999971955535
large-loss	533239	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.0312499974974556	4.55205997786146	52.00000320325707
large-loss	533239	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.2785625041523705	5.297464034300458	49.999992758350274
large-loss	540520	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.9645703474479355	7.652779851530799	100.00000550000298
large-loss	540520	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.4209160263852025	4.520006531632273	40.00000709977913
large-loss	540520	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.9243750267001674	5.306629150964629	49.000001516055136
large-loss	540520	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.9873829102900822	2.873821871355231	31.000002083795916
large-loss	540520	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.38874998915993	4.981967345112225	61.00000233478427
large-loss	540520	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.5646250148396343	5.3086132723577535	65.0000010272182
large-loss	540520	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.857773415919411	7.490527823684479	98.00000740356603
large-loss	540520	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.390035146508006	4.489399383058724	40.00000693671891
large-loss	540520	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.7417187310365683	4.97963038641908	46.99999979659336
large-loss	540520	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.4250547141860612	3.487348807550116	36.9999983173321
large-loss	540520	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.1537499864862593	4.496943238408581	54.9999975975572
large-loss	540520	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.098249987053446	6.05131699412373	75.00000530492945
large-loss	2471	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.742187491979163	6.942284383989084	48.99999954166642
large-loss	2471	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	2.8897754141116847	3.7567769840235914	37.99999276368665
large-loss	2471	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.632656203288807	4.466804611149596	43.00000397062058
large-loss	2471	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.8023047662048994	2.537400051706551	18.99999930540136
large-loss	2471	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	1.8468750284204394	3.954506979016634	35.000004780748746
large-loss	2471	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.090968777858708	6.168881060019189	138.9999925159817
large-loss	2471	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.646562416749319	6.80021238897352	48.000001794803886
large-loss	2471	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	2.8371093686541946	3.696713053760115	36.00000880429708
large-loss	2471	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.4695312294156717	4.187201527604398	41.00000074582435
large-loss	2471	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.2058281703181026	3.081499792920833	24.0
