selection_group	image_id	model	provider	boundary_index	boundary_label	boundary_name	shape	dtype	bytes	sha256	minimum	maximum	mean	stddev	non_finite	lower_rail_count	upper_rail_count
large-loss	65420	B2	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	643bca46aef307fe369b086a0ce0719572b1047693eb05f55b4823dfbcb05911	-56.05244064331055	0.0	-19.460871653502807	4.9870619564240135	0	0	5
large-loss	65420	A1	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	1f6d5110aa241a431d069c92dc423390eb3a1e2e10eac62d440bf66f82ed521b	-0.4317242503166199	7.671408176422119	2.5925664594842237	1.4214109494021123	0	0	1
large-loss	65420	A1	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	12e019b7aaa0da191c17591ad3145ccca828110cb5d00fff9b7b539e57d6ba5f	-27.926040649414062	-0.6702249646186829	-19.15846460506192	2.6562991860624274	0	7	0
large-loss	65420	A1	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	f854b0c9d289a8f2d64890081c45cbec1c5e2b4942c2d32c2879463ff106e668	0.05494349077343941	10.604093551635742	3.2773963974212528	1.7982310537674753	0	0	0
large-loss	65420	A1	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	a4ccc57bfefb40fb279b536b5ea4f4558eb623f7041e860bcd2c352b8cc32385	-107.96839904785156	0.0	-20.21540207416378	5.9843507829452305	0	1	0
large-loss	65420	A1	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	83825db53fd85e430c8bbecb61ed50aebf71967687cd585651ce99531e8cb69e	0.07443004846572876	12.653108596801758	3.474859849102795	2.221950827931009	0	0	0
large-loss	65420	A1	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	9984a4167d92c36cf0d3bcc224978dfdbf45f92d4a53cab5b5909e5d5329e4f8	-50.257328033447266	0.7078496813774109	-19.15526400244981	4.504082773081696	0	0	3
large-loss	65420	A1	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	f2d3ee1619a322eda569348e35b7fdb64844d9547c4042d7f03aba61f6b104cf	-0.4317242503166199	7.571779251098633	2.582058745418326	1.4186285945121027	0	0	0
large-loss	65420	A1	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	c400fd1598447759e4aa12a7fa0a003d065e282d09ede4770a8c191b1d61aee8	-27.926040649414062	-0.7819291353225708	-19.263897407484475	2.7319092033404773	0	13	0
large-loss	65420	A1	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	c2b8ea49e1cf1c1dec0acaa08be707625fb4f49f2c4a037250c021ecd479eedf	0.05494349077343941	10.659037590026855	3.28375782358693	1.8310972960917948	0	0	0
large-loss	65420	A1	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	943b9667cfb47d6b07695d58197a9fd2773d2890b17bec62a5ed598d496f6ed9	-107.96839904785156	0.0	-20.23060504824668	6.059490723909892	0	2	0
large-loss	65420	A1	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	0185e88e761f001e9c3c1f95415871159e06032c1809f2ceed7ca9d67192bc8d	0.07443004846572876	12.504247665405273	3.43731919426471	2.180236784406753	0	0	0
large-loss	65420	A1	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	cbdeb756f97f3e459c30657b3b6183a6f10d7fdc4510013073223da8df84ecf4	-56.2740478515625	0.7078496813774109	-19.472800949084572	4.99839148766639	0	0	3
large-loss	82740	B2	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	e8cb12d9d20b0968715a5809842c2856fe875ffc51582e89d1164fd3720cb27f	-0.45516249537467957	6.924972057342529	2.156220561602968	1.14539347183109	0	0	0
large-loss	82740	B2	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	0e6e3f737565ac6c80fe98476d174de3f34b91dec28d4646a71c87b062d3af33	-27.61208152770996	-4.256407737731934	-19.39427522173058	2.6550213496930604	0	0	0
large-loss	82740	B2	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	ef000c478903603aa554060e87903a9bde1459b8270346837ba18c264a9d32bd	0.10320349782705307	10.113943099975586	2.987499375155894	1.5635271203098526	0	0	0
large-loss	82740	B2	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	4d9ee65315cc5abb7940cabf11c40bc2911d07b9b8c0821fa4d0a8e456264b1f	-114.81596374511719	0.0	-19.90677331297472	5.451424583681578	0	0	1
large-loss	82740	B2	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	a8dd701b3e5f2632de9808a30152e5c580ab1b7522ea6155349a1d78526c49cd	0.13402710855007172	12.129453659057617	3.9968140236474574	2.4746494793096097	0	0	0
large-loss	82740	B2	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	a62f8984fcda8f4e479c49eea35ebac2c29c0152a45e55ce13ff70d0bff5d6d5	-87.32807922363281	0.0	-19.442923696393148	6.2933830204671315	0	0	2
large-loss	82740	B2	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	97a490830056dfbdae09441247a860fedb5ee98bc869a8dbd59c5f89893f3df4	-0.5201857089996338	6.859949111938477	2.1412944330408936	1.1399532586177865	0	0	0
large-loss	82740	B2	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	d236612aeeb0ef4707e91618bcdda4895041fac5beca67d99e507adcf7926fd5	-27.175525665283203	-3.9289917945861816	-19.4485358948512	2.676237121137559	0	0	0
large-loss	82740	B2	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	7e302aa30eb951f475290981ed57153f6481cdb2cdb2073007c3477fecd6c006	0.10320349782705307	10.37195110321045	2.9731315132486635	1.562079231000689	0	0	0
large-loss	82740	B2	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	c764f9c3a24cea210bf9244935f3646745df2fcd4d0b7368173655d6197ef6a9	-115.84571075439453	0.0	-19.89350737239793	5.15152483522871	0	0	1
large-loss	82740	B2	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	62511a998ad44f94dddb4e7ce5e94f84627a465707c64ddce70b855afa4a5580	0.13402710855007172	11.79438591003418	3.9290465696062893	2.387497596538446	0	0	0
large-loss	82740	B2	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	99a40e2af4fa7b0477f7ea428cc4df020b0e6490c9c77ccb59d76e1fb8711b01	-88.5466079711914	0.0	-19.652993416793645	6.226599771697699	0	0	2
large-loss	82740	A1	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	1f81ce99b2ec8dd13316ae2e53d30692303db07f02f6cf852ce273765b4b738e	-0.4649338126182556	6.907588005065918	2.156187670533691	1.1453409090192608	0	0	0
large-loss	82740	A1	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	640390327bc9d618355cef310aec5ee8e43b25601d332a61633d4a2efae6d68f	-27.479223251342773	-4.133054256439209	-19.360539178932086	2.65037342237944	0	0	0
large-loss	82740	A1	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	0910721560850c2633c2535e2808055dc7588752e5a235c75c194e9be3bebac3	0.10988698154687881	10.164546012878418	2.987200332019711	1.5633121103371044	0	0	0
large-loss	82740	A1	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	a03bd20e2bc00d966ffce97c91f38a08c2f4d3cf90842b97dbc02ef3c982623b	-107.96839904785156	0.0	-19.94331917798519	5.466649446741537	0	4	0
large-loss	82740	A1	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	8f4847a8a84e59266df26673e10aa1821d9416e7da286a38acc2901c2b92ce81	0.14886009693145752	12.132098197937012	3.996567973382771	2.4746919213669996	0	0	0
large-loss	82740	A1	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	2afbfc32bb71aa40d53bad84444466299a1196bfca56c5e82c8e9772201d44a5	-87.77336120605469	0.7078496813774109	-19.47955869598128	6.283164716837221	0	0	2
large-loss	82740	A1	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	ee0675a346e79873519b1412d7023262585c8c279a85a4fd6d6a0040d96d6ce9	-0.5313529372215271	6.874378681182861	2.141335473711806	1.1400214355896523	0	0	0
large-loss	82740	A1	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	9147e04e3439ae07c6fd7bae5945d16806c20d86e078d26f1b85f81ac649d244	-27.14411163330078	-3.9096457958221436	-19.439534094659145	2.682804536169468	0	0	0
large-loss	82740	A1	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	45e147e8a04cfa6c11551da50fcb670cb8a874d6248c16c4f766e6b5f49d378b	0.10988698154687881	10.384319305419922	2.973438702991698	1.561506046871304	0	0	0
large-loss	82740	A1	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	54245fb52f5f45f08714c4584346fe98408dd13c091320e6f20558e12574c44e	-107.96839904785156	-0.42507243156433105	-19.918804441865532	5.154667198372847	0	2	0
large-loss	82740	A1	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	0d04da4ce7e88bee922de63a45eed3c85530fda45938d6adb6e98d231d2974db	0.14886009693145752	11.759947776794434	3.9300926311314104	2.3870701074773524	0	0	0
large-loss	82740	A1	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	4cf4f2b32325e6e9d1db0b4c1fd783c41168a96456a2f72d3787048bf1702d66	-88.12728881835938	0.7078496813774109	-19.71486341047473	6.246810536039629	0	0	2
large-loss	212197	B2	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	582ab22043b3a3622e740e8c4e8e73064c9f98961a2f29bdfc87aecc232af632	-0.5201857089996338	7.217576503753662	2.155867507223156	1.214587618845113	0	0	0
large-loss	212197	B2	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	dd630c7296a3ab87b3a05a70e414c8f08e5fc5fc6a443deee0a7a66413baa786	-27.830358505249023	-0.21827732026576996	-18.552722352026002	3.1993175849563213	0	7	0
large-loss	212197	B2	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	e7ede0eca3dc054bc48186821490a273c3f0c4e411fd4464eccb83edf89f5299	0.0	11.145977973937988	2.999166207764647	1.7055637600357803	0	0	0
large-loss	212197	B2	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	321415fccb32c9aeeff2bde7fa7a558b2add5dc712c78a2850cb04a488f4d129	-119.44979858398438	-0.5148698091506958	-19.488831844648345	6.290987272929931	0	0	0
large-loss	212197	B2	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	1228a7c1703e0503a36db463ec6043b0927f7aa8e44bb5b925e08a87439b607d	0.06701355427503586	13.20167064666748	3.7873547827405853	2.56209739810655	0	0	0
large-loss	212197	B2	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	7139c007b19851e238bea8c334898d68134ed5010e1edd62a4303d7b3e578c63	-84.4848403930664	0.0	-19.270488826550544	6.231009492153698	0	0	5
large-loss	212197	B2	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	eba1ffc254a13585efbc59d649b45d8d34e241c1894aa73d076f31201355f426	-0.5526973009109497	7.120041847229004	2.140157796985004	1.200672670656075	0	0	0
large-loss	212197	B2	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	eee78eb560290051f2bbfaf8055c2108d8bb902c784e61460b753a75fd64a778	-27.830358505249023	-0.10913866013288498	-18.609543518294917	3.267890134282263	0	49	0
large-loss	212197	B2	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	918b602bc71f204c909b2402bc2c1af9fbe7980fbc045f833535376e18edfde6	0.0	10.991172790527344	3.003568481878028	1.7330326452400415	0	0	0
large-loss	212197	B2	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	c07715e9ec723dd761a5167b79fac758e6e2cfb82f6f5fd16f64ab455fe2f469	-121.50927734375	-0.5148698091506958	-19.498091440132818	6.419756321374295	0	0	0
large-loss	212197	B2	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	170534aa3a97af6b4d5efe356b81ad65a95d00c9ff9d1b85e7ea56e097fb2750	0.13402710855007172	12.866601943969727	3.78387845993042	2.54194013041593	0	0	0
large-loss	212197	B2	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	37f91d8186ec88f36c2ecda4fa092cd4b2345c7a836fc9cd29235d9688b6e17a	-85.29719543457031	0.0	-19.243389193290845	6.344257134018183	0	0	4
large-loss	212197	A1	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	37a767b124919d6e642195dbbc45dcbe56e912c2a2cf96811424e10f5510a22a	-0.49814337491989136	7.206474304199219	2.1559450882300735	1.2146323077051253	0	0	0
large-loss	212197	A1	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	373cd25ad7e981ce07b4977f91c81d591f6fa8713e294292471a36f725b00520	-27.926040649414062	-0.22340832650661469	-18.514809507011172	3.19538405295823	0	2	0
large-loss	212197	A1	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	15d580999421e9b982a888ea608f2c18b03e4eb1b7eca0673cba371a226f755d	0.0	11.09858512878418	2.9993565795582255	1.7053220549355645	0	0	0
large-loss	212197	A1	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	b5b7b749c2f8a5c65a8fa5b6ab72d2d7d9992a8911836818e7b0a6e432cc8335	-107.96839904785156	-0.42507243156433105	-19.56083038357273	6.303332045620446	0	4	0
large-loss	212197	A1	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	7eed0e965dd0093e29fa981e7d4ce11d992e07b51751870c7506961cedb6a7ef	0.07443004846572876	13.174118995666504	3.788256870880723	2.561265725416219	0	0	0
large-loss	212197	A1	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	26d3f20393ff2ae965dfa03c4338c093a0ce8d92360420e80215372257f3eab7	-84.23411560058594	0.7078496813774109	-19.309807502643206	6.2269711282220435	0	0	3
large-loss	212197	A1	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	80fa0a855965240dd38f341ff6dff6375fff8f681b6477914906866d7ee4e5e4	-0.5313529372215271	7.140055179595947	2.140308056690847	1.2007218189414997	0	0	0
large-loss	212197	A1	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	dec33affd640adc31e0c8f4fafc4e342d30f20f38eaacb8096acde22cfd06e95	-27.926040649414062	0.0	-18.59497317073238	3.276642453687033	0	30	0
large-loss	212197	A1	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	3c1bf60652963d421570aae9aac8ee2e10d88a7ceeb74c2627976be534a4d53f	0.0	10.98869800567627	3.004121208548313	1.7324315249325268	0	0	0
large-loss	212197	A1	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	a26959ad02331648aab37ec65175f70c6110d55b9e89fd04afea496dd2967acf	-107.96839904785156	-0.8501448631286621	-19.5342268142011	6.4109128900828445	0	4	0
large-loss	212197	A1	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	93737d3be6470b5e3a49e16a6f75d0d72eb07313d5f0827dfb058cd370d2f7ee	0.07443004846572876	12.801968574523926	3.783930625915527	2.5437499467335694	0	0	0
large-loss	212197	A1	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	c34c16b2829fff208c126c496ecec35445967aabebd0832a9b0601031beee48a	-85.64981079101562	0.7078496813774109	-19.297431186739356	6.372302678834064	0	0	2
large-loss	217855	B2	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	ac970c55e381d9f2027a2776fd007892811865aaac89d2e7de37777c1e049d68	-0.48767411708831787	7.282599925994873	2.944982624297263	1.3968149921671829	0	0	0
large-loss	217855	B2	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	51b8b22e5c06a246e089e4edd7dc6665ea00c0770bf52447f2561b90b514fa61	-27.830358505249023	-4.692962169647217	-19.207547071876004	2.1902524255985183	0	35	0
large-loss	217855	B2	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	52150b970ad9c066a786b83e6974a72b99c672c5c66ed6032c8698c3d65ab540	0.1548052430152893	9.855934143066406	3.567172459105495	1.7534162884354998	0	0	0
large-loss	217855	B2	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	170b02b80f9169f3c9de6519ec5940e2f9a062d5153eb2cf38ec59180b6f88bd	-118.42005920410156	-1.5446094274520874	-20.359287562509067	7.412575318488002	0	0	0
large-loss	217855	B2	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	0b2aabe1512b0d8e9f27fd0c57f181c383353a00494522be341de7174aae2ad9	0.0	13.13465690612793	3.738057944038883	2.409669643790544	0	3	0
large-loss	217855	B2	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	3f79ce01ce5fa69a582038602704d502ae5ca2286b03f52e2cfffbc448f107fe	-56.86479568481445	0.0	-18.594077010290697	5.446474912536538	0	0	2
large-loss	217855	B2	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	bf54ab96c846be05cc0d6cacdf6048b042c3bcf7959ea5e7e8fd424bd99dae22	-0.6177205443382263	7.282599925994873	2.91947244238283	1.3915960651521242	0	0	0
large-loss	217855	B2	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	407083a1124fafffead4b58488f31da906136cccdc0e83c3c502725b6aa3a9b5	-27.830358505249023	-4.802101135253906	-19.224853009707296	2.186853465572525	0	35	0
large-loss	217855	B2	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	e9012c27cd3b5d641d6f46edf532440eded4cf9ed38ba4b73f67b61524878f00	0.1548052430152893	9.649526596069336	3.5379690938210113	1.7340052800227568	0	0	0
large-loss	217855	B2	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	d86e05020aed1120bbb1147196d67c7d9edd1e8f09ec87d718f572e2c0b0cfc2	-118.93492889404297	-1.5446094274520874	-20.467567098149097	7.636812722270361	0	0	0
large-loss	217855	B2	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	2f43e3c45d27a403cc497693c49697faf1c0f4471e2aa08e371b36f32cf92e61	0.0	12.732575416564941	3.7199223980819807	2.3718513837459905	0	4	0
large-loss	217855	B2	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	d35e56d39d07150053cdd7fab42e12431e7c11473da169f7dcbc1e3ad13064df	-54.02155303955078	0.0	-18.491923470027746	5.315147461704841	0	0	3
large-loss	217855	A1	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	2b4c988914b58289f94c721a6c3510b17d16b79a2ab7cb817d66de3275c363d1	-0.49814337491989136	7.306102752685547	2.9450262460226075	1.3967619084100265	0	0	0
large-loss	217855	A1	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	eab69d63ec198529cdc97e1c123692d653c7cae0b0454375a3fb58046f144d0a	-27.926040649414062	-4.803278923034668	-19.16363485150598	2.1871669591613716	0	26	0
large-loss	217855	A1	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	2a7fe57ab6f5afa9c097bd26f4871d2a3d1325176b5729bf99783f6bea7e7284	0.16483047604560852	9.834884643554688	3.566716801044531	1.753621261780516	0	0	0
large-loss	217855	A1	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	a7bb1027e7746ed391917a3bb7f2921993034dd8d7d8f603953f84c3b882c047	-107.96839904785156	-1.2752172946929932	-20.402483742065726	7.459177414011415	0	1	0
large-loss	217855	A1	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	955623b21bee782a4a3f5238dc3db6889a8f1ab92276fa827ff68fa4f6512c0b	0.0	13.099688529968262	3.737690961100161	2.4102254468970195	0	0	0
large-loss	217855	A1	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	1f3ebeb08b3fd7074baff4e99a5b0e31b4fc9477938adf3af3a05ba4acd8379d	-56.98189926147461	0.7078496813774109	-18.608239972341806	5.446014962298856	0	0	2
large-loss	217855	A1	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	9eb00c326faec7e30047b9e4207d595cbd67a8a03abe8676709069b3659a042c	-0.5977720618247986	7.306102752685547	2.919401699753944	1.3916344899585105	0	0	0
large-loss	217855	A1	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	ef36626f895c1d392356659b416787c6fa5736453d3ba443a48f6f97bf21dad5	-27.926040649414062	-4.91498327255249	-19.199932813986205	2.19364429323928	0	32	0
large-loss	217855	A1	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	016ff169d61c940b329b13ba71708aa25666eca595652b185d724269e8312b55	0.10988698154687881	9.615111351013184	3.537622505465988	1.7335432720480286	0	0	0
large-loss	217855	A1	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	ed3db1140846483c54c54f39f55b3d2316f6d11c2d6bd8050ee8186dd9e70ce5	-107.96839904785156	-1.2752172946929932	-20.50114371200651	7.652877031826224	0	2	0
large-loss	217855	A1	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	26a9459b660d79a9d1fa66bef7cd10a97e0432e569c6a37bae3a3f0429e2b296	0.0	12.727538108825684	3.7205720502883195	2.37107586983151	0	0	0
large-loss	217855	A1	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	f5c28130a219c6665644af46bf0a030aaba96e4579ce37d9bbabf31c6d9ea6c2	-54.1505012512207	0.7078496813774109	-18.514604733842425	5.307706741679568	0	0	1
large-loss	245971	B2	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	bf9fb52586d52ef07a16e4b29d92190fc03a9ef1a51e301db26c9708952d26aa	-0.42265087366104126	7.510180950164795	2.7532263720483754	1.5539519989473816	0	0	10
large-loss	245971	B2	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	1288b10f8b980dbb5164ec121a97ec6573da254c379b9cb821299b8ec195733b	-27.830358505249023	-4.038130283355713	-20.042578906082547	1.9909819596224632	0	7	0
large-loss	245971	B2	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	92ff1ae3a532915efd89cfa7422f9f6e241f490d3e6671fb282dcb131d05feb1	0.051601748913526535	11.300783157348633	4.016107676106621	2.292634157909058	0	0	0
large-loss	245971	B2	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	5cbe476f4068bca349d7949411becf1c6c698684d1fcd086d7ce7326aad20c6d	-70.53716278076172	-2.5743489265441895	-20.23924245048873	3.9912395163931014	0	0	0
