surface	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean	output_hashes	cpu4_7_ime_count	raw_path
stage55_frame_gated_epoch_spin_10000_soak	10000	149598.790900	2741.560503	1.832609	149062.500000	151383.100000	152636.150000	158975.130000	203354.276000	211671.000000	739916.079100	0.138900	3.562200	0xd43f5e018b415631	0	/data/ncnn-logs/ai-team/2026-07-15/2026-07-15_06-41-35__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE55-RESIDUAL-CURRENT-GRAPH-EXECUTOR-CEILING-LEGAL-INDEXED-LUT2-ATTENTION-DENSE-E2C4-EVIDENCE-COSTMODEL-V3-AND-DUAL-REMOTE-FREEZE-GATE-001__stage55-residual-ceiling/artifacts/board-snapshot/profiles/final_low_latency_10000.log
