block	cycle	arm	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
0	0	control	0	0	171819	2258.02	19924.9	83704.3	15296.2	28417.2	7520.93	3852.2	2396.89	8366.81	853813	0	306	1	0	0xd43f5e018b415631
0	0	control	0	1	163872	2174.39	19933.9	83376.5	15354.3	21129.7	7379.02	3741.28	2399.64	8302.23	818850	0	23	1	0	0xd43f5e018b415631
0	0	control	0	2	163851	2188.02	19798.6	83218.5	15424	21055.6	7688.52	3737.99	2387.93	8265.6	819330	0	11	1	0	0xd43f5e018b415631
0	0	control	0	3	166646	2170.52	21405.2	83459.1	15342.9	21931.1	7495.93	3840.2	2544.56	8374.56	836366	0	18	1	0	0xd43f5e018b415631
0	0	control	0	4	164091	2180.47	19863.4	83049.6	15221.7	21601.7	7481.6	3839.49	2378.56	8391.31	819915	0	4	1	0	0xd43f5e018b415631
0	0	control	0	5	164107	2200.85	19800.4	83239.3	15246.1	21482.6	7558.22	3730.82	2401.23	8361.61	819822	0	6	1	0	0xd43f5e018b415631
0	0	control	0	6	163948	2185.72	19972.6	83056.3	15332	21260.5	7521.02	3769.57	2420.89	8346.06	819659	0	6	1	0	0xd43f5e018b415631
0	0	control	0	7	164134	2214.56	19829.2	83108.3	15462.9	21228.3	7643.56	3795.74	2382.19	8389.44	819773	0	7	1	0	0xd43f5e018b415631
0	0	control	0	8	165075	2259.47	19938.9	83480.3	15411.4	21423.7	7508.93	4058.74	2421.52	8485.94	836475	0	15	1	0	0xd43f5e018b415631
0	0	control	0	9	165269	2132.64	20133.9	83561.6	15353.1	22022.8	7261.77	3877.78	2465.02	8375.02	820853	0	6	1	0	0xd43f5e018b415631
0	0	control	0	10	165146	2206.56	19853.3	83234.3	15255.7	22463.7	7323.39	3949.62	2397.18	8380.48	819796	0	5	1	0	0xd43f5e018b415631
0	0	control	0	11	164851	2261.27	19899.4	83406.9	15265.5	21466	7811.31	3709.45	2533.23	8414.27	836527	0	8	1	0	0xd43f5e018b415631
0	0	control	0	12	165173	2133.85	19949.2	83627.7	15281.8	21990.5	7431.77	3841.61	2473.27	8359.44	820580	0	9	1	0	0xd43f5e018b415631
0	0	control	0	13	168173	2192.47	19865.5	85644.5	15322.1	21967.4	8146.35	4008.91	2532.6	8411.61	839917	0	5	1	0	0xd43f5e018b415631
0	0	control	0	14	164384	2202.48	19875.9	83451.8	15222.8	21637.3	7418.59	3724.95	2409.06	8357.36	819749	0	13	1	0	0xd43f5e018b415631
0	0	control	0	15	164212	2177.43	19852.2	83238.3	15402.2	21271.4	7474.56	3882.16	2394.73	8435.81	819841	0	7	1	0	0xd43f5e018b415631
0	0	control	0	16	164217	2282.39	19981.4	83540.6	15299.5	20931.4	7753.47	3793.15	2404.64	8150.27	820028	0	4	1	0	0xd43f5e018b415631
0	0	control	0	17	163549	2158.68	19742.3	83110.6	15352.2	21076.9	7496.22	3745.36	2449.98	8332.69	803228	0	5	1	0	0xd43f5e018b415631
0	0	control	0	18	164837	2169.27	19883.8	83145.6	16241.5	21422.2	7402.35	3748.57	2382.27	8354.27	835606	0	6	1	0	0xd43f5e018b415631
0	0	control	0	19	163976	2139.06	19714.9	83193.4	15315.4	21366.5	7470.64	3918.41	2401.1	8374.1	819675	0	6	1	0	0xd43f5e018b415631
0	0	control	0	20	165252	2138.85	19899	83344.1	15374.7	22136.4	7381.97	3944.74	2558.15	8390.48	820610	0	14	1	0	0xd43f5e018b415631
0	0	control	0	21	164489	2179.27	19897.5	83212.8	15288.2	21596.2	7579.11	3912.62	2398.73	8343.56	820182	0	6	1	0	0xd43f5e018b415631
0	0	control	0	22	168608	2204.47	23353.3	83749.2	15293	21250.7	7521.73	3992.82	2918.81	8238.6	836648	0	25	1	0	0xd43f5e018b415631
0	0	control	0	23	163807	2177.48	19889.5	83235.5	15301.3	21060.7	7512.48	3804.45	2389.44	8352.77	819024	0	9	1	0	0xd43f5e018b415631
0	0	control	0	24	164010	2263.77	19628	83633.9	15238.8	21502.5	7262.51	3933.28	2404.06	8060.02	819503	0	9	1	0	0xd43f5e018b415631
0	0	control	0	25	167263	2135.52	22040.5	84311	15291.5	21387.5	7484.18	3740.7	2394.69	8393.23	822783	0	8	1	0	0xd43f5e018b415631
0	0	control	0	26	166167	3610.78	19716.5	83553.2	15241.3	21934.6	7294.93	3859.82	2486.52	8386.86	836388	0	13	1	0	0xd43f5e018b415631
0	0	control	0	27	165345	3272.15	19846.1	83174	15412.8	21216.5	7711.86	3847.07	2400.31	8380.15	821025	0	6	1	0	0xd43f5e018b415631
0	0	control	0	28	164046	2279.22	19690.6	83241	15309.7	21110.9	7702.68	3883.36	2420.31	8324.9	819697	0	6	1	0	0xd43f5e018b415631
0	0	control	0	29	163854	2177.06	19885.1	82904.9	15304.8	21022.8	7827.65	3940.7	2433.52	8269.81	819496	0	6	1	0	0xd43f5e018b415631
0	0	control	0	30	163765	2160.02	19851.5	83230.7	15317.2	21046.9	7470.1	3871.7	2382.14	8354.19	819239	0	8	1	0	0xd43f5e018b415631
0	0	control	0	31	164051	2174.35	19849.7	83210.8	15314.1	21494	7659.56	3783.53	2378.14	8101.85	819761	0	5	1	0	0xd43f5e018b415631
0	0	control	0	32	163487	2148.22	19808.1	83100.4	15362.8	21153.9	7274.52	3762.57	2462.56	8330.85	802989	0	13	1	0	0xd43f5e018b415631
0	0	control	0	33	164989	2189.18	19939.5	84497.5	15403	20728.4	7650.43	3743.53	2382.98	8370.02	835372	0	10	1	0	0xd43f5e018b415631
0	0	control	0	34	165585	3351.32	19692.7	83437.6	15220.7	21825.3	7301.3	3801.53	2427.27	8444.73	821423	0	4	1	0	0xd43f5e018b415631
0	0	control	0	35	164263	2199.06	19618	83243.9	15293.8	21573.5	7398.93	4087.36	2378.1	8387.15	820033	0	5	1	0	0xd43f5e018b415631
0	0	control	0	36	163985	2176.85	19890	82990.6	15236.2	21209.7	7518.89	3796.7	2727.1	8353.85	819439	0	10	1	0	0xd43f5e018b415631
0	0	control	0	37	166856	2450.48	19960.1	83792.1	15307.9	21927.9	8317.35	4206.65	2422.1	8385.31	838582	0	5	1	0	0xd43f5e018b415631
0	0	control	0	38	164449	2199.47	19869.4	83321	15262	21631.3	7414.89	3901.2	2378.06	8385.73	820072	0	6	1	0	0xd43f5e018b415631
0	0	control	0	39	164225	2213.85	19696.5	83621.4	15258.3	21338.8	7494.31	3752.4	2388.48	8378.86	819824	0	12	1	0	0xd43f5e018b415631
0	0	control	0	40	164088	2419.43	19843.1	83334.1	15343.5	21100.9	7457.98	3723.65	2389.14	8393.11	819817	0	5	1	0	0xd43f5e018b415631
0	0	control	0	41	166280	2168.18	19928.4	84593.7	15248.3	21979.5	7355.85	4082.16	2481.52	8358.85	836907	0	6	1	0	0xd43f5e018b415631
0	0	control	0	42	164644	2194.47	19698.6	83321.3	15243	21606	7696.81	4011.61	2396.22	8390.52	820165	0	8	1	0	0xd43f5e018b415631
0	0	control	0	43	164557	2193.14	20539.1	83114.4	15373	21051.7	7709.14	3877.91	2414.06	8198.94	819627	0	7	1	0	0xd43f5e018b415631
