timestamp_utc	zone0_mC	zone1_mC	zone2_mC	zone3_mC	cpu0_khz	cpu1_khz	cpu2_khz	cpu3_khz	cpu4_khz
2026-07-15T10:16:08Z	59000	59000	66000	65000	1600000	1600000	1600000	1600000	1600000
2026-07-15T10:16:13Z	59000	59000	67000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-15T10:16:18Z	59000	59000	67000	65000	1600000	1600000	1600000	1600000	1600000
2026-07-15T10:16:23Z	59000	59000	66000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-15T10:16:28Z	60000	59000	67000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-15T10:16:33Z	60000	59000	67000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-15T10:16:38Z	58000	60000	66000	64000	1600000	1600000	1600000	1600000	1600000
2026-07-15T10:16:43Z	60000	59000	66000	65000	1600000	1600000	1600000	1600000	1600000
2026-07-15T10:16:48Z	59000	59000	68000	65000	1600000	1600000	1600000	1600000	1600000
2026-07-15T10:16:54Z	59000	58000	69000	65000	1600000	1600000	1600000	1600000	1600000
2026-07-15T10:16:59Z	60000	58000	68000	64000	1600000	1600000	1600000	1600000	1600000
