block	cycle	arm	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
1	0	e2c4	0	18	149142	2436.84	19709.7	70184.1	15200.9	19604.6	7210.89	3925.62	2405.97	8375.34	740911	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	19	150199	2381.26	19575.7	70392	15176.6	20384.8	7393.32	4088.62	2438.63	8282.21	758154	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	20	149808	3408.07	19674.4	70142.1	15280.7	19099.8	7411.27	3998.71	2559.26	8148.67	741754	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	21	149747	2162.09	19621.7	70246.8	15208.6	20425.3	7258.82	3867.79	2458.55	8413.3	741719	0	2	1	0	0xd43f5e018b415631
1	0	e2c4	0	22	149318	2229.92	19568.8	70220.9	15236.9	19746.4	7671.57	3749.08	2408.72	8398.46	741263	0	0	1	0	0xd43f5e018b415631
1	0	e2c4	0	23	148960	2259.67	19651.9	70278.5	15371.1	19013.3	7469.4	3853.75	2491.72	8484.34	756696	0	9	1	0	0xd43f5e018b415631
1	0	e2c4	0	24	149734	2162.71	19491	70637.1	15158	20367.8	7279.73	3826.62	2421.26	8302.21	741536	0	5	1	0	0xd43f5e018b415631
1	0	e2c4	0	25	151961	2194.25	19728.5	71404.3	15382.5	20731.4	7469.74	3798.83	2745.72	8419.67	759895	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	26	149005	2316.13	19740.6	70298.5	15212.7	19457.1	7372.7	3770.04	2407.88	8342.55	740851	0	3	1	0	0xd43f5e018b415631
1	0	e2c4	0	27	150357	2170.88	19616.1	70022.2	15229.4	20943.6	7338.82	4027.17	2456.89	8461.42	741967	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	28	148868	2217.8	19651.5	70254.1	15184.7	19514.9	7258.44	3920.16	2402.22	8381.3	740872	0	0	1	0	0xd43f5e018b415631
1	0	e2c4	0	29	148829	2256.88	19501.8	70206.2	15258.4	18983	7625.41	4000.95	2523.01	8387.05	756824	0	0	1	0	0xd43f5e018b415631
1	0	e2c4	0	30	150072	2243.38	19600.2	70471.9	15161.6	20225.7	7494.82	3847.5	2441.34	8501.8	741415	0	11	1	0	0xd43f5e018b415631
1	0	e2c4	0	31	148619	2222.09	19512.4	70359.9	15168.4	19452	7222.65	3842.41	2469.88	8287.88	740520	0	2	1	0	0xd43f5e018b415631
1	0	e2c4	0	32	150124	2203.92	20008.7	70305.9	15191.9	20382.8	7165.73	3993.79	2458.84	8328.55	758133	0	0	1	0	0xd43f5e018b415631
1	0	e2c4	0	33	148969	2214.46	19551.7	70401.9	15158.8	19821.4	7196.52	3806.16	2399.01	8335.38	740974	0	0	1	0	0xd43f5e018b415631
1	0	e2c4	0	34	150403	2292.67	19772	70570.2	15166.9	20346.4	7428.48	3920.62	2492.63	8336.09	758316	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	35	149568	2272.76	19827.7	70399.4	15156.9	19707.2	7371.32	3826.45	2490.63	8429.71	741506	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	36	150417	2221.84	19596.4	70462.1	15184.3	20372.8	7400.2	4240.13	2520.88	8332	758189	0	3	1	0	0xd43f5e018b415631
1	0	e2c4	0	37	149443	2218.84	19595.8	70750.2	15197.7	19687.1	7310.49	3857.37	2408.63	8329.63	741072	0	12	1	0	0xd43f5e018b415631
1	0	e2c4	0	38	150367	2207	19648.2	70469.7	15299.9	20454.3	7325.6	3827.37	2477.72	8573.01	758300	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	39	152433	2274.42	19776.5	73058.7	15154.9	19983.1	7326.9	3912.29	2454.67	8406.55	760371	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	40	148724	2217.71	19778	70181.8	15192.4	19360.6	7266.48	3866.2	2409.09	8369.42	740599	0	2	1	0	0xd43f5e018b415631
1	0	e2c4	0	41	149815	2164.04	19625.4	70169.5	15179.7	20475.6	7512.57	3828.12	2453.72	8320.05	741820	0	0	1	0	0xd43f5e018b415631
1	0	e2c4	0	42	149300	2228.05	19495.6	70439	15230.5	19772.2	7222.65	4001.33	2413.67	8412.84	741239	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	43	148318	2395.59	19518.1	70072.6	15261.1	19022.1	7560.37	3851.62	2493.43	8058.71	740043	0	5	1	0	0xd43f5e018b415631
1	0	e2c4	0	44	150075	2256.34	19653	70203.1	15420.3	20321.6	7411.94	3942.62	2462.51	8317.5	741537	0	10	1	0	0xd43f5e018b415631
1	0	e2c4	0	45	148913	2295.34	19715.6	70253.8	15146.5	19635.9	7210.11	3768.29	2411.55	8393.71	740912	0	0	1	0	0xd43f5e018b415631
1	0	e2c4	0	46	148508	2243.92	19643	70202.6	15253.6	19027.8	7301.98	4081.29	2502.05	8169.12	756548	0	0	1	0	0xd43f5e018b415631
1	0	e2c4	0	47	149744	2169.13	19511.7	70462.9	15176.9	20385.6	7337.57	3753.95	2477.88	8381.05	741676	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	48	149206	2209.42	19570.4	70474.9	15166.8	19681.9	7331.02	3924.67	2399.26	8360.92	741149	0	1	1	0	0xd43f5e018b415631
1	0	e2c4	0	49	148205	2229.55	19582.3	70189.8	15165.7	19092.6	7380.03	3841.83	2494.51	8144.12	740104	0	2	1	0	0xd43f5e018b415631
2	0	e2c4	0	0	149153	2249.8	19737.9	70242	15155.1	19684.8	7485.61	3781.2	2394.42	8339.05	741002	0	3	1	0	0xd43f5e018b415631
2	0	e2c4	0	1	148203	2280.63	19526.3	70116	15259.5	19008.9	7455.24	4047.87	2486.8	7940.83	740204	0	0	1	0	0xd43f5e018b415631
2	0	e2c4	0	2	149998	2161.13	19731.9	70149.9	15157.1	20401.2	7513.36	3985.62	2468.3	8348.17	741928	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	3	148913	2246.21	19587.6	70081.1	15115.1	19729.4	7553.36	3791.24	2384.13	8342.59	740839	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	4	150750	2212.42	19957.1	70328.5	15280.5	20478.3	7440.86	3845.08	2623.26	8501.42	758514	0	3	1	0	0xd43f5e018b415631
2	0	e2c4	0	5	149459	2260.71	19904.4	70807.9	15187.1	19292	7341.02	3783.2	2406.09	8396.38	740898	0	6	1	0	0xd43f5e018b415631
2	0	e2c4	0	6	150401	2464.84	19727.6	70046.6	15392.1	20498	7626.12	3743.91	2433.43	8384.96	758105	0	11	1	0	0xd43f5e018b415631
2	0	e2c4	0	7	149066	2279.34	19763.2	70305.3	15184.6	19475.2	7363.32	3881.37	2405.3	8320.25	740982	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	8	152146	2219.67	19664.2	72518.1	15249.2	20066.2	8026.66	3845.87	2395.51	8075.96	760028	0	2	1	0	0xd43f5e018b415631
2	0	e2c4	0	9	149949	2161.34	19603.5	70284.9	15207	20446.2	7512.86	3706.99	2455.43	8487.8	741891	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	10	149307	2203.71	19796.5	70264.1	15268.6	19582.4	7365.44	3770.53	2412.59	8557.76	741309	0	0	1	0	0xd43f5e018b415631
2	0	e2c4	0	11	150353	2213.21	19801.9	70141.2	15271	20382.5	7438.02	4078.25	2445.43	8500.09	758315	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	12	149356	2251.13	19819.2	70246.2	15289.3	19459.6	7611.28	3845.2	2458.22	8289.92	741154	0	3	1	0	0xd43f5e018b415631
2	0	e2c4	0	13	150523	2221.8	19989.6	70309.4	15213.1	20366.2	7436.24	4065.12	2454.88	8381.38	758029	0	10	1	0	0xd43f5e018b415631
2	0	e2c4	0	14	148587	2197.3	19600.6	70152	15180.2	19535.1	7306.57	3788.08	2408.01	8336.25	740590	0	0	1	0	0xd43f5e018b415631
2	0	e2c4	0	15	149788	2244.38	19736.9	70291.6	15257.1	20294.2	7398.82	3715.82	2446.43	8320.46	757793	0	0	1	0	0xd43f5e018b415631
2	0	e2c4	0	16	149601	2209.88	19678.4	70293.1	15183.1	20148.9	7396.69	3830.24	2405.01	8374.84	741478	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	17	150538	2237	20242.2	70290.2	15215.5	20428.4	7267.64	3938.66	2443.01	8391.13	758484	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	18	149309	2201.59	19611.1	70277.8	15160.9	19832.9	7470.32	3817.66	2399.51	8423.21	741064	0	4	1	0	0xd43f5e018b415631
2	0	e2c4	0	19	148243	2231.8	19665.9	70035.5	15198.4	19206.3	7373.98	3882.12	2489.8	8074.87	740001	0	6	1	0	0xd43f5e018b415631
2	0	e2c4	0	20	150137	2193.04	19653.6	70124.4	15439.9	20410.7	7675.91	3786.57	2440.05	8330.67	757924	0	8	1	0	0xd43f5e018b415631
2	0	e2c4	0	21	151867	2207.42	19657.2	71156.2	15194.4	20449	8353.67	3939.16	2462.39	8363.17	759807	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	22	148960	2263.96	19565.2	70293.6	15177.5	19633.9	7289.15	3943.58	2390.72	8322.21	740760	0	2	1	0	0xd43f5e018b415631
2	0	e2c4	0	23	148263	2249.3	19722.6	70061	15237.1	19024.4	7421.23	3936.21	2482.22	8045.58	740271	0	0	1	0	0xd43f5e018b415631
2	0	e2c4	0	24	149798	2200.5	19615.5	69933	15200.3	20431.5	7486.11	4043.37	2439.47	8367.42	757729	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	25	149335	2202.17	19645.7	70388.7	15133.9	19759.1	7488.49	3728.54	2403.72	8473.8	741114	0	4	1	0	0xd43f5e018b415631
2	0	e2c4	0	26	148504	2221.46	19564.2	70075.8	15271.2	19151.1	7446.44	3996.87	2444.84	8244.25	740464	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	27	149973	2166.42	19911	70224.4	15217.2	20358.8	7441.74	3770.99	2393.21	8403.55	741749	0	6	1	0	0xd43f5e018b415631
2	0	e2c4	0	28	149139	2215.63	19807.2	70282.6	15215.1	19536.3	7474.81	3720.95	2389.8	8416	741136	0	0	1	0	0xd43f5e018b415631
