index	image_id	width	height	decode_letterbox_us	executor_us	decode_output_us	detections	output_hash
0	139	640	426	30722.7	150366	76.003	299	0x95c5770d8878f858
1	285	586	640	38444.2	149181	33.418	11	0xd979bcddbcf1aa7
2	632	640	483	27293.2	151989	74.503	300	0xe945449ed6f22e88
3	724	375	500	25127.9	150668	42.918	74	0xbf25d44c8d059e83
4	776	428	640	26214.9	150772	44.168	69	0x2705458d328a3ece
5	785	640	425	23851.6	147861	42.71	61	0x4b564353bafcd65e
6	802	424	640	21154.3	149029	38.71	21	0x9bd932c97717c29b
7	872	621	640	38671.5	150062	45.127	84	0x3eb9836db8767126
8	885	640	427	23533.6	147810	64.461	231	0x82cba532f8dea5fb
9	1000	640	480	32552	148478	73.377	286	0xd9eaa865ccf323a
10	1268	640	427	25618	148750	74.128	300	0xe8ae2026fd85cb64
11	1296	427	640	24765.3	150516	54.586	142	0xefaaa24be1f8f511
12	1353	375	500	21131.2	148039	56.127	150	0x27472789c57664b0
13	1425	640	512	22687.9	148105	53.127	107	0xd9aac1b013a28b8f
14	1490	640	315	15842.3	147554	44.376	61	0x7724d40570725a75
15	1503	320	240	11078.8	148884	48.168	87	0x8c18b098a59b35e8
16	1532	640	480	27764	148407	72.669	295	0xa8dc13fe2effd902
17	1584	612	612	35858.1	151603	71.377	288	0x180b6f28feb830e
18	1675	640	480	24296.2	149913	49.085	92	0x8c451c65fb4ce92d
19	1761	427	640	22752.1	148682	48.794	102	0x23ed271cbf0c148f
20	1818	640	425	24290.7	148774	41.126	48	0xf2a9b1a2d01d8571
21	1993	640	419	22740.5	148720	50.502	118	0x4df8bfb3f4d64921
22	2006	640	480	28011.1	152236	66.377	241	0x8dd69485296d3a26
23	2149	640	427	20844.5	149041	54.418	137	0x4d0777df89df377e
24	2153	640	480	26938.2	148464	44.044	65	0x1a479a63c040fe6a
25	2157	640	427	23799.6	150280	73.627	292	0xaacc5cadd8cb2744
26	2261	640	427	26076.9	149164	39.46	29	0xcca883adb8afad64
27	2299	500	302	16674.9	147976	72.128	296	0x39e1f4b0ba8e0415
28	2431	457	640	25188.8	149005	63.919	223	0xe1a16cd6e4aebac3
29	2473	640	427	22440	151133	55.335	142	0x8a519d7da1ab3024
30	2532	480	640	28925.9	148636	46.002	79	0xb7784aae4c401911
31	2587	500	375	22298.7	148999	48.335	90	0xdf3b94810f0a818f
32	2592	640	366	20486.7	147919	42.252	34	0xacb4322622889677
33	2685	640	555	34440.6	149380	74.544	292	0x383ecda3a36da766
34	2923	500	375	21776.4	148867	72.419	275	0x6f2a34d126c27d95
35	3156	443	640	21516.2	148286	51.043	115	0x4ffdc0d3ba40d5dc
36	3255	640	363	21878.8	147742	45.543	93	0x5dfcd021fd73b60e
37	3501	612	612	36091.4	149257	44.46	63	0xe6fa6aed355447fe
38	3553	640	427	24362.8	147559	42.585	53	0xfca07dcf496d4e3
39	3661	640	384	21262.3	149513	55.793	136	0xd8a33c6cd7f6f142
40	3845	500	375	23836.3	152655	50.752	126	0xa40084886ea78a43
41	3934	375	500	23174.3	148621	73.17	300	0xba64248e2dbd9fc7
42	4134	640	425	24901.9	149474	73.544	298	0x3740619deb6919bf
43	4395	425	640	21299.8	149786	41.793	49	0x69eb3d8e8af41d0b
44	4495	500	375	22115.2	147647	38.376	31	0x511554f075e02786
45	4765	612	612	35156.1	147878	34.46	9	0xdedb3ee5787effe2
46	4795	640	480	27733.7	148430	53.419	125	0x9508f6ab73576892
47	5001	640	480	27868	150933	73.253	298	0x3f144b95912dcb6d
48	5037	640	425	25500.7	149539	71.419	300	0xeb78b85dff7d2794
49	5060	480	640	27604.6	165505	61.503	201	0x2dd582d52a143859
50	5193	640	425	22354.8	149002	72.336	300	0x971458c7e9a001ca
51	5477	640	349	20870	149063	47.085	85	0x480da622592fb619
52	5503	333	500	16978.5	151565	37.626	28	0x2c534de19296265
53	5529	444	640	27571.7	148422	39.377	50	0x2047c172ccb44538
54	5586	320	240	12050.9	150493	72.211	296	0xc36332e3750ca58e
