index	image_id	width	height	decode_letterbox_us	executor_us	decode_output_us	detections	output_hash
55	5600	640	361	21347.9	148434	48.419	131	0xb319faf81f00dd22
56	5992	640	428	25807.2	149069	42.085	51	0x9b0845c3b869f7d2
57	6012	640	531	29942.1	149280	42.501	51	0x1b3c610d77200635
58	6040	640	351	21480.8	147720	59.21	195	0x2e4754b103636ea
59	6213	640	425	22275	148207	45.001	82	0xafc87e3767b0fba8
60	6460	640	427	20805.9	147448	40.71	56	0x4c36a9515ff4e07c
61	6471	500	333	18585.1	149918	72.628	297	0x9ca2b585225c2fd2
62	6614	500	396	19650.3	149398	48.085	121	0xc2b0d534a5b62689
63	6723	640	361	22938.4	148690	71.503	292	0x78a2f894be3a8101
64	6763	375	500	21425.3	148539	56.794	182	0xb14b254e742a841f
65	6771	640	427	24330.6	149122	54.336	162	0xd379f31611ca5337
66	6818	427	640	21791	147966	39.001	42	0x515478040a29d203
67	6894	640	480	25333.9	148482	38.793	18	0x335ae9acc3fae9cc
68	6954	640	480	29740.4	148862	43.043	57	0xb7802a9be7e745b3
69	7088	478	640	29312.7	148909	50.502	135	0x64e163e74de6f3a4
70	7108	640	426	24483.5	147883	35.085	20	0x20ac1150fdc50e9e
71	7278	640	482	31979.4	147089	37.793	41	0xa975055560404ac7
72	7281	640	361	21760.1	149157	59.96	200	0x7b2b9ff745f75929
73	7386	600	400	27416.3	148636	49.71	123	0x6ed7a77dc239e6c3
74	7511	640	480	26562.5	148481	70.961	291	0x9f32eb480d5a2d5b
75	7574	640	480	27303.6	151903	70.836	300	0xbdca2831b4024ac1
76	7784	500	375	19993.3	148156	36.793	5	0xe2879e9b1a4798b8
77	7795	640	427	24474.1	147999	46.669	96	0xd5bac78850fb95f
78	7816	640	427	25418.9	148779	48.835	111	0xfb267bf70c1032b8
79	7818	640	427	21896.1	148387	59.46	205	0xd99d4f56ee37ce12
80	7888	638	640	14529	148250	37.543	17	0xd573942501db779e
81	7977	429	640	26712.2	148298	57.085	192	0xc4fb51663ef32a4
82	7991	640	359	23013.2	148741	71.253	294	0xa9310a1be7a0230e
83	8021	640	480	28189	148182	45.543	77	0x7e979804da5526e
84	8211	640	459	29386.4	149647	57.294	175	0x1da5420e1e9a5db2
85	8277	612	612	38480.9	149030	51.794	137	0x1fb96bca25d2ba5a
86	8532	640	426	23229.7	149058	37.877	18	0x953952e9edee69a7
87	8629	640	640	35772.3	148350	56.502	178	0xf411c9deaab431a8
88	8690	640	480	29713.2	149200	53.043	120	0x6b70a587a259c0c5
89	8762	640	427	20525.8	148138	69.961	294	0x900d753d3414bd25
90	8844	640	426	22690.8	148419	71.669	273	0xe28d3799c88778be
91	8899	640	539	33749.1	149059	36.627	20	0xb317415238f76689
92	9378	600	400	23470.7	148419	56.46	169	0x2de9be2d07d6a8e6
93	9400	640	480	24888.2	148406	71.169	300	0x2cbee6cf86d07801
94	9448	551	640	36072.1	147444	44.127	59	0x79ea539219bf3dbd
95	9483	640	480	26262.6	148963	59.919	176	0xa99b33956b45969d
96	9590	640	427	24224.5	148470	72.753	296	0x7d86a73edb73e24f
97	9769	640	480	33170.2	148919	49.044	109	0x80cda96f76f7ce54
98	9772	550	640	32670.8	151024	70.711	298	0xf174f4973b89e8b2
99	9891	640	480	26425.1	149201	69.752	300	0x106b6231c90265ce
