case	frame_gated_fixed	0
raw	repeat=0	run=0	wall_us=150606	input_us=2151.19	core_us=19308.9	dense_us=69313.1	depthwise_us=16205.3	attention_us=21344.9	lut_us=7302.32	concat_us=3775.83	transform_us=2357.73	head_us=8767.92	process_cpu_us=758187	voluntary_cs=0	involuntary_cs=8	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=1	wall_us=148999	input_us=2172.94	core_us=19437	dense_us=69152.8	depthwise_us=15614.3	attention_us=19820.4	lut_us=7505.87	concat_us=3913.75	transform_us=2452.57	head_us=8847.42	process_cpu_us=739212	voluntary_cs=0	involuntary_cs=2	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=2	wall_us=150331	input_us=2155.02	core_us=19332.5	dense_us=71268.7	depthwise_us=15638.7	attention_us=19530.9	lut_us=7358.05	concat_us=3871.3	transform_us=2379.9	head_us=8719.4	process_cpu_us=734164	voluntary_cs=0	involuntary_cs=9	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=3	wall_us=147956	input_us=2153.82	core_us=19336.5	dense_us=69150.7	depthwise_us=15535.6	attention_us=19144.4	lut_us=7482.56	concat_us=3966.26	transform_us=2408.7	head_us=8702.15	process_cpu_us=738892	voluntary_cs=0	involuntary_cs=8	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=4	wall_us=149539	input_us=2155.36	core_us=19365.4	dense_us=70006.5	depthwise_us=15384.9	attention_us=19965.2	lut_us=7466.56	concat_us=3862.72	transform_us=2408.03	head_us=8843.11	process_cpu_us=739751	voluntary_cs=0	involuntary_cs=2	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=5	wall_us=149057	input_us=2225.99	core_us=19370.3	dense_us=69662.5	depthwise_us=15420.9	attention_us=19635	lut_us=7395.43	concat_us=4045.76	transform_us=2381.49	head_us=8837.86	process_cpu_us=732062	voluntary_cs=0	involuntary_cs=9	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=6	wall_us=148192	input_us=2232.07	core_us=19412.5	dense_us=69192	depthwise_us=15489.2	attention_us=19382.1	lut_us=7399.05	concat_us=3868.92	transform_us=2364.24	head_us=8769.36	process_cpu_us=726528	voluntary_cs=0	involuntary_cs=2	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=7	wall_us=148249	input_us=2217.2	core_us=19428	dense_us=68962.4	depthwise_us=15491.1	attention_us=19174.9	lut_us=7762.98	concat_us=3915.13	transform_us=2408.32	head_us=8812.07	process_cpu_us=740667	voluntary_cs=0	involuntary_cs=7	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=8	wall_us=148014	input_us=2162.28	core_us=19418.9	dense_us=69295.8	depthwise_us=15482.8	attention_us=19441.9	lut_us=7410.74	concat_us=3780.12	transform_us=2452.54	head_us=8488.46	process_cpu_us=738733	voluntary_cs=0	involuntary_cs=2	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=9	wall_us=149547	input_us=2203.85	core_us=19404.5	dense_us=69753.5	depthwise_us=15547.3	attention_us=19957.7	lut_us=7428.51	concat_us=3833.05	transform_us=2428.35	head_us=8908.34	process_cpu_us=739250	voluntary_cs=0	involuntary_cs=3	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=10	wall_us=149426	input_us=2230.26	core_us=19568.6	dense_us=70218.4	depthwise_us=15406.2	attention_us=19467.3	lut_us=7383.22	concat_us=3900.26	transform_us=2365.56	head_us=8808.38	process_cpu_us=730996	voluntary_cs=0	involuntary_cs=12	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=11	wall_us=149608	input_us=2186.51	core_us=19762	dense_us=69485.8	depthwise_us=15466.6	attention_us=19933.2	lut_us=7628.6	concat_us=3883.1	transform_us=2410.81	head_us=8764.88	process_cpu_us=741560	voluntary_cs=0	involuntary_cs=2	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=12	wall_us=149387	input_us=2365.72	core_us=19293.9	dense_us=69849.8	depthwise_us=15447.8	attention_us=19701.9	lut_us=7394.14	concat_us=4045.97	transform_us=2373.1	head_us=8830.51	process_cpu_us=734423	voluntary_cs=0	involuntary_cs=1	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=13	wall_us=148432	input_us=2304.06	core_us=19378.1	dense_us=69343.2	depthwise_us=15635.1	attention_us=19338.6	lut_us=7285.27	concat_us=3892.76	transform_us=2358.26	head_us=8813.84	process_cpu_us=726970	voluntary_cs=0	involuntary_cs=3	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=14	wall_us=151235	input_us=2172.93	core_us=21767.3	dense_us=69664.1	depthwise_us=15358.7	attention_us=19493.5	lut_us=7397.52	concat_us=4104.56	transform_us=2376.56	head_us=8820.89	process_cpu_us=742134	voluntary_cs=0	involuntary_cs=3	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=15	wall_us=148188	input_us=2225.8	core_us=19728.3	dense_us=69175.8	depthwise_us=15575.3	attention_us=19218.3	lut_us=7175.93	concat_us=3814.26	transform_us=2415.02	head_us=8779.42	process_cpu_us=725119	voluntary_cs=0	involuntary_cs=2	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=16	wall_us=149509	input_us=2165.3	core_us=19501.6	dense_us=69279.9	depthwise_us=15643.6	attention_us=20252.5	lut_us=7462.39	concat_us=3791.8	transform_us=2461.89	head_us=8869.72	process_cpu_us=740450	voluntary_cs=0	involuntary_cs=3	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=17	wall_us=148756	input_us=2229.22	core_us=19470.6	dense_us=69314.7	depthwise_us=15484.8	attention_us=19772.9	lut_us=7441.65	concat_us=3735.26	transform_us=2493.73	head_us=8732.26	process_cpu_us=733136	voluntary_cs=1	involuntary_cs=7	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=18	wall_us=148756	input_us=2225.22	core_us=19377.9	dense_us=69852.2	depthwise_us=15406.5	attention_us=19438.4	lut_us=7271.72	concat_us=3994.14	transform_us=2361.81	head_us=8749.88	process_cpu_us=729029	voluntary_cs=1	involuntary_cs=3	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=19	wall_us=150520	input_us=2238.43	core_us=20556.3	dense_us=69413.1	depthwise_us=15522	attention_us=19954.7	lut_us=7645.27	concat_us=3896.81	transform_us=2372.18	head_us=8840.22	process_cpu_us=741852	voluntary_cs=0	involuntary_cs=5	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
mean_us=149215
median_us=149222
p95_us=150637
p99_us=151115
min_us=147956
max_us=151235
process_time	frame_gated_fixed	0	user_s=17.77	system_s=0.30	elapsed_s=4.35	maxrss_kb=35744	voluntary_cs=132	involuntary_cs=120
case	frame_gated_fixed	5000
raw	repeat=0	run=0	wall_us=149483	input_us=2408.18	core_us=19627	dense_us=69549.8	depthwise_us=15395.5	attention_us=19622.7	lut_us=7551.77	concat_us=4102.23	transform_us=2379.14	head_us=8769.59	process_cpu_us=737707	voluntary_cs=0	involuntary_cs=2	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=1	wall_us=149253	input_us=2182.6	core_us=19512.4	dense_us=69627.3	depthwise_us=15641.3	attention_us=19947.2	lut_us=7266.43	concat_us=3823.8	transform_us=2406.68	head_us=8766.59	process_cpu_us=738464	voluntary_cs=0	involuntary_cs=7	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=2	wall_us=149044	input_us=2238.76	core_us=19941.5	dense_us=69902.6	depthwise_us=15475.3	attention_us=18941.8	lut_us=7313.56	concat_us=4036.22	transform_us=2465.27	head_us=8648.59	process_cpu_us=743801	voluntary_cs=0	involuntary_cs=2	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=3	wall_us=149169	input_us=2206.35	core_us=19457.8	dense_us=69826.8	depthwise_us=15551.8	attention_us=19814.6	lut_us=7311.14	concat_us=3727.55	transform_us=2373.35	head_us=8823.09	process_cpu_us=734472	voluntary_cs=0	involuntary_cs=6	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=4	wall_us=149340	input_us=2194.84	core_us=19424.6	dense_us=69900.4	depthwise_us=15563.3	attention_us=19859.9	lut_us=7399.1	concat_us=3656.34	transform_us=2480.14	head_us=8783.92	process_cpu_us=740688	voluntary_cs=0	involuntary_cs=8	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=5	wall_us=148519	input_us=2279.68	core_us=19505.9	dense_us=69406.4	depthwise_us=15546.5	attention_us=19533	lut_us=7282.01	concat_us=3797.3	transform_us=2353.52	head_us=8739.97	process_cpu_us=729647	voluntary_cs=0	involuntary_cs=0	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=6	wall_us=150444	input_us=2191.34	core_us=19414.1	dense_us=69717.8	depthwise_us=16888.7	attention_us=19830.9	lut_us=7225.93	concat_us=3877.8	transform_us=2464.02	head_us=8755.92	process_cpu_us=738717	voluntary_cs=0	involuntary_cs=4	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=7	wall_us=148411	input_us=2205.64	core_us=19592.1	dense_us=69206.9	depthwise_us=15573	attention_us=19388.6	lut_us=7331.26	concat_us=3782.47	transform_us=2459.19	head_us=8797.3	process_cpu_us=739057	voluntary_cs=0	involuntary_cs=1	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=8	wall_us=149566	input_us=2455.73	core_us=19454.2	dense_us=70070.4	depthwise_us=15760.3	attention_us=19561	lut_us=7273.55	concat_us=3747.09	transform_us=2356.97	head_us=8806.97	process_cpu_us=732893	voluntary_cs=0	involuntary_cs=8	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=9	wall_us=149087	input_us=2173.18	core_us=19437	dense_us=69325.9	depthwise_us=15643.5	attention_us=19963.7	lut_us=7212.14	concat_us=3893.35	transform_us=2380.81	head_us=8983.55	process_cpu_us=737366	voluntary_cs=0	involuntary_cs=1	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=10	wall_us=148708	input_us=2247.97	core_us=19487.4	dense_us=69798.8	depthwise_us=15499.8	attention_us=19213.9	lut_us=7373.23	concat_us=3784.55	transform_us=2375.52	head_us=8849.38	process_cpu_us=743455	voluntary_cs=1	involuntary_cs=0	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
raw	repeat=0	run=11	wall_us=150838	input_us=2268.76	core_us=19424.5	dense_us=69460.2	depthwise_us=15893.4	attention_us=20939.3	lut_us=7501.85	concat_us=3794.76	transform_us=2692.4	head_us=8788.47	process_cpu_us=753292	voluntary_cs=0	involuntary_cs=4	affinity_ok=1	cpu4_7_ime_count=0	hash=0xd43f5e018b415631
