block	cycle	position	arm	run	timestamp_start_utc	timestamp_end_utc	temp_start_mC	temp_end_mC	cpu0_start_khz	cpu0_end_khz	repeat	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
1	0	0	v1	10	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167435	2246.18	19672.7	82676.2	15267.1	22181.2	10951.6	4015.6	2406.23	7934.32	839069	0	8	1	0	0xd43f5e018b415631
1	0	0	v1	11	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167552	2284.89	19568.2	82827.3	15248.6	22220.3	11083.2	3898.01	2392.19	7946.7	839071	0	9	1	0	0xd43f5e018b415631
1	0	0	v1	12	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166625	2222.64	19664.1	82539.1	15309.5	21668.1	11096.2	3721.97	2383.64	7917.2	838220	0	8	1	0	0xd43f5e018b415631
1	0	0	v1	13	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	171979	2202.43	19639.3	87914.2	15329	21636.1	11080.4	3712.01	2390.31	7986.74	854774	0	62	1	0	0xd43f5e018b415631
1	0	0	v1	14	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	169293	3344.04	19773.8	83861.1	15334.5	21878	10935.4	3996.98	2427.98	7654.32	840612	0	15	1	0	0xd43f5e018b415631
1	0	0	v1	15	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167425	2209.64	19638.1	82849.8	15282.2	22170.1	11017	3875.35	2391.64	7901.57	838725	0	16	1	0	0xd43f5e018b415631
1	0	0	v1	16	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167066	2214.01	19542.8	83066.9	15139.7	21662.4	11109.2	3872.26	2446.1	7924.57	838712	0	7	1	0	0xd43f5e018b415631
1	0	0	v1	17	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167293	2288.47	19565.5	82935	15386.3	21789.6	10952.3	3936.35	2440.23	7914.9	838743	0	11	1	0	0xd43f5e018b415631
1	0	0	v1	18	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	168657	3516.46	19747.6	82437.7	15105.5	22384.6	11117.4	3938.18	2413.48	7911.53	840197	0	9	1	0	0xd43f5e018b415631
1	0	0	v1	19	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166907	2200.43	19677	82701.8	15205	21685.2	11096.9	3896.6	2394.35	7959.32	838270	0	12	1	0	0xd43f5e018b415631
1	0	0	v1	20	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166335	2213.8	19462.9	82639.6	15163	21581.1	10975.9	3879.47	2411.1	7922.28	837936	0	8	1	0	0xd43f5e018b415631
1	0	0	v1	21	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166962	2160.05	19759.2	82780.4	15241.6	21852.7	10914.8	3888.27	2510.36	7770.53	822452	0	14	1	0	0xd43f5e018b415631
1	0	0	v1	22	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167629	2292.56	19609.4	82856.6	15164.5	22117.4	11119.2	4048.64	2388.18	7949.07	839194	0	8	1	0	0xd43f5e018b415631
1	0	0	v1	23	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167436	2288.93	19702.2	82634.2	15169.3	22190.3	10883.7	4152.77	2394.89	7935.99	838956	0	9	1	0	0xd43f5e018b415631
1	0	0	v1	24	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166831	2213.55	19633.4	82678.8	15318.6	21718.3	10967.6	3861.84	2431.1	7922.45	838328	0	10	1	0	0xd43f5e018b415631
1	0	0	v1	25	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166810	2249.51	19684.7	82621.5	15293.3	21302.2	11213.7	3989.64	2414.81	7953.32	838289	0	9	1	0	0xd43f5e018b415631
1	0	0	v1	26	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	169742	2215.05	19438.6	85223.3	15160.5	22221.6	11084.4	3981.22	2383.77	7947.03	841153	0	13	1	0	0xd43f5e018b415631
1	0	0	v1	27	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	168114	2274.1	20116.4	82940.7	15288.7	22110.1	10924.2	4039.06	2391.02	7940.24	839366	0	16	1	0	0xd43f5e018b415631
1	0	0	v1	28	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167573	2296.72	19578.2	82530.6	15120.9	22157.4	11075.7	4395.03	2377.97	7951.41	838944	0	10	1	0	0xd43f5e018b415631
1	0	0	v1	29	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166445	2201.1	19651.8	82573.2	15359	21676.1	10788.4	3805.3	2391.81	7914.78	837982	0	9	1	0	0xd43f5e018b415631
1	0	0	v1	30	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166391	2160.93	19499.2	82952.2	15212.9	21477	11012.4	3697.71	2395.93	7900.36	837884	0	10	1	0	0xd43f5e018b415631
1	0	0	v1	31	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166941	2151.43	19493.4	82656.4	15232.3	22044.8	11001.6	3954.47	2444.06	7870.78	822364	0	9	1	0	0xd43f5e018b415631
1	0	0	v1	32	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167329	2361.93	19654.7	82524.6	15093	22232.5	10954.9	4090.85	2406.98	7925.03	838983	0	6	1	0	0xd43f5e018b415631
1	0	0	v1	33	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166598	2227.35	19678.2	82429.1	15275.3	21733.1	10919.2	3898.59	2391.68	7959.41	838327	0	5	1	0	0xd43f5e018b415631
1	0	0	v1	34	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166361	2175.14	19521.8	82790.3	15143.5	21474.7	10888.7	3932.35	2386.77	7959.99	837992	0	11	1	0	0xd43f5e018b415631
1	0	0	v1	35	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166740	2155.43	19508.7	82487.5	15241.5	22115.4	10996	3845.22	2381.64	7923.53	822471	0	5	1	0	0xd43f5e018b415631
1	0	0	v1	36	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166313	2195.85	19515.9	82522	15200	21729.9	11001.4	3746.63	2381.26	7933.65	838061	0	5	1	0	0xd43f5e018b415631
1	0	0	v1	37	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166308	2157.22	19484.7	82552.2	15130.8	21516.3	11137	3957.26	2396.44	7889.65	838024	0	6	1	0	0xd43f5e018b415631
1	0	0	v1	38	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	170538	2167.26	19781.4	85497.9	15159	22206.8	11405	3864.01	2392.89	7979.61	842626	0	9	1	0	0xd43f5e018b415631
1	0	0	v1	39	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166508	2226.47	19646.6	82568	15224	21735.5	10983	3745.43	2377.14	7917.82	837646	0	7	1	0	0xd43f5e018b415631
1	0	0	v1	40	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166710	2194.26	19473.3	83072.6	15430.6	21382	10940.3	3844.39	2378.73	7906.28	838480	0	10	1	0	0xd43f5e018b415631
1	0	0	v1	41	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166670	2155.59	19536.3	82396.4	15210.7	21920	11173	3972.18	2446.56	7774.4	822398	0	4	1	0	0xd43f5e018b415631
1	0	0	v1	42	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167032	2200.93	19647.9	82535.2	15187.9	22250.2	10800.6	3992.64	2390.39	7941.9	838757	0	5	1	0	0xd43f5e018b415631
1	0	0	v1	43	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167613	2254.14	19657.7	83002.6	15241	21905.8	11035.8	3735.76	2641.36	8044.99	838741	0	16	1	0	0xd43f5e018b415631
1	0	0	v1	44	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166218	2236.51	19517.8	82591.4	15186.5	21124.7	11391.3	3774.34	2387.35	7918.86	837929	0	5	1	0	0xd43f5e018b415631
1	0	0	v1	45	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	166473	2164.93	19528	82576.3	15189.8	21827.2	11054.3	3899.14	2417.6	7731.77	822266	0	4	1	0	0xd43f5e018b415631
1	0	0	v1	46	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167662	2346.27	19825.8	82859.8	15235.7	22077	10995.7	3891.51	2393.43	7954.07	839219	0	11	1	0	0xd43f5e018b415631
1	0	0	v1	47	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167415	2206.89	19675.7	82672.3	15108.1	22150.1	11178.5	4041.31	2391.1	7905.28	839158	0	5	1	0	0xd43f5e018b415631
1	0	0	v1	48	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167614	2619.48	19683.8	82369.6	15148	22213.2	11010.2	4154.64	2396.81	7928.03	839290	0	6	1	0	0xd43f5e018b415631
1	0	0	v1	49	2026-07-15T07:03:24Z	2026-07-15T07:03:35Z	55000	58000	1600000	1600000	0	167132	2211.85	19567.2	83018.3	15331.4	21857.6	10905.9	3754.72	2458.56	7939.78	838625	0	9	1	0	0xd43f5e018b415631
2	0	1	v2	0	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166797	2227.14	19678.2	82461.3	15278.8	22322.3	10977.4	3776.1	2432.93	7556.15	838526	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	1	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	165820	2168.22	19728.4	82351.2	15272.9	21486.8	11029.8	3803.84	2396.9	7494.85	821328	0	8	1	0	0xd43f5e018b415631
2	0	1	v2	2	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166734	2286.18	19741.4	82418.3	15119.8	22220.9	11091.8	3773.01	2394.23	7602.73	838431	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	3	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166506	2215.01	19832.4	82573.1	15297.6	21662.8	11072.9	3764.42	2400.89	7601.65	838218	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	4	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166262	2175.22	19770.9	82744.1	15147.3	21538.8	10958.9	3946.14	2400.77	7494.14	822019	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	5	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167039	2203.3	19593.4	82892.6	15301	22006.4	11063.4	4007.26	2442.23	7442.02	838655	0	11	1	0	0xd43f5e018b415631
2	0	1	v2	6	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167108	2211.39	19710.2	82743	15167.1	22252.3	11093.8	3881.51	2402.06	7549.98	838794	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	7	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	165838	2214.43	19659.7	82633.5	15249.6	21211	10881.2	3953.22	2405.64	7543.4	837512	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	8	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	170297	2193.3	19813.9	85395.4	15221.3	21917.1	11221	4321.73	2551.94	7574.56	842040	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	9	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	168018	2218.3	19668.9	83061.2	15349.9	22230.2	11278.8	4000.27	2662.4	7459.39	839257	0	14	1	0	0xd43f5e018b415631
2	0	1	v2	10	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167086	2201.05	19601.3	82720.9	15297.7	22213.9	11037	3916.22	2441.81	7568.9	838802	0	4	1	0	0xd43f5e018b415631
2	0	1	v2	11	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166009	2210.14	19606.8	82786.6	15218	21151.1	11162	3776.93	2387.48	7596.23	837624	0	11	1	0	0xd43f5e018b415631
2	0	1	v2	12	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166369	2163.59	19732.2	82481	15220	21812.5	11093.8	3851.6	2457.73	7468.02	822105	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	13	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167590	2607.73	19602.2	82667.7	15202.9	22195.7	11334.7	3933.18	2389.64	7565.35	839031	0	7	1	0	0xd43f5e018b415631
2	0	1	v2	14	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167553	2208.43	20143.7	82549.9	15149.3	22287.9	11157.4	3990.39	2389.01	7587.94	839089	0	8	1	0	0xd43f5e018b415631
2	0	1	v2	15	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166359	2201.89	19736.5	82600.2	15432.6	21625.6	10936.5	3786.22	2411.52	7543.6	838108	0	4	1	0	0xd43f5e018b415631
2	0	1	v2	16	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166228	2188.8	19613.9	82452.5	15245.4	21593.5	10997.2	4150.1	2391.02	7510.81	822077	0	3	1	0	0xd43f5e018b415631
2	0	1	v2	17	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167016	2267.39	19741.1	82442.1	15184	22047.3	11465.3	3807.81	2429.85	7543.85	838680	0	10	1	0	0xd43f5e018b415631
2	0	1	v2	18	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166502	2214.76	19816.2	82639.1	15299.8	21665	10829.1	3933.56	2442.77	7574.44	838171	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	19	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	165927	2165.89	19762.5	82472.3	15309.2	21527.4	10816.7	3818.55	2401.52	7563.69	821451	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	20	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	169955	2211.05	19676	85280.3	15215.6	22291.6	11136.8	4032.31	2428.06	7595.27	857682	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	21	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166371	2229.05	19673.1	82813.6	15508.8	21244.2	10944.1	3907.27	2387.93	7573.81	837812	0	11	1	0	0xd43f5e018b415631
2	0	1	v2	22	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166525	2182.01	19499.3	82582.9	15186.7	21919.2	11171.7	3921.06	2544.02	7433.73	822328	0	4	1	0	0xd43f5e018b415631
2	0	1	v2	23	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167576	2589.32	19748.6	82576.2	15255.9	22329.9	11100.7	3939.18	2397.93	7546.98	839202	0	10	1	0	0xd43f5e018b415631
2	0	1	v2	24	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166767	2202.22	19712.9	82974.9	15260.5	21683.1	10938.2	3910.01	2444.44	7554.98	838498	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	25	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167624	2295.39	19895.3	82721.6	15286	22401.2	10946.6	3831.51	2385.35	7771.86	838825	0	9	1	0	0xd43f5e018b415631
2	0	1	v2	26	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166340	2190.39	19591.9	82845.3	15137.8	21422.8	11205.5	3942.6	2415.6	7500.56	822207	0	3	1	0	0xd43f5e018b415631
2	0	1	v2	27	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166484	2179.89	19578.1	82542	15249.4	22048.1	11019.1	3820.26	2436.69	7522.98	822242	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	28	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166679	2221.55	19610.4	82423.7	15251.6	21668.5	11523.2	3918.64	2423.18	7549.15	838485	0	4	1	0	0xd43f5e018b415631
2	0	1	v2	29	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	165877	2262.43	19539.2	82646.3	15201	21416.7	10999.6	3836.05	2401.4	7491.35	821572	0	10	1	0	0xd43f5e018b415631
2	0	1	v2	30	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166948	2202.97	19598.4	82877.2	15233.7	22016.6	11026.3	3963.77	2427.14	7513.39	838514	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	31	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167243	2320.27	19715.6	82646.3	15137.9	22244.6	11081.7	4035.56	2394.97	7578.06	838888	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	32	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	169229	2235.22	19610.5	84261.9	16050	21685.9	11632	3695.89	2423.94	7545.65	840694	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	33	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167194	2191.51	19927.6	82910.6	15521.4	22022.6	11007.8	3808.34	2503.77	7213.35	838439	0	11	1	0	0xd43f5e018b415631
2	0	1	v2	34	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167201	2213.89	19663.2	82694.9	15111.4	22231.6	11157.6	4080.14	2388.52	7571.69	838849	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	35	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	165817	2224.14	19691.7	82661.6	15242.9	21287	10936.2	3745.88	2401.02	7539.94	837523	0	9	1	0	0xd43f5e018b415631
2	0	1	v2	36	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166932	2187.8	19782.5	83002.5	15283.4	21746.2	10916.6	3932.85	2466.35	7525.9	822614	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	37	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167140	2575.86	19629.1	82412.5	15298.6	21950.8	11085.6	4054.52	2596.11	7449.02	838424	0	8	1	0	0xd43f5e018b415631
2	0	1	v2	38	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167330	2221.18	19774.3	82885.8	15324.4	22289.1	10941.7	3859.64	2403.85	7545.6	839014	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	39	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166467	2214.76	19766.7	82294.7	15420.3	21723.5	11088.5	3902.85	2421.27	7552.85	838161	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	40	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	165754	2179.76	19638.1	82718.8	15168	21726	10801.8	3700.3	2383.56	7348.06	821601	0	3	1	0	0xd43f5e018b415631
2	0	1	v2	41	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	167365	2220.22	19845.2	82729.6	15256.3	22158	11122.7	3978.43	2386.98	7578.77	839076	0	10	1	0	0xd43f5e018b415631
2	0	1	v2	42	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166423	2238.64	19780.2	82450.1	15310.7	21639.7	11065.6	3868.01	2441.27	7541.19	838091	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	43	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166386	2175.97	19533.9	82801.2	15248.3	21420.7	11244.8	3934.14	2423.27	7515.48	822054	0	6	1	0	0xd43f5e018b415631
2	0	1	v2	44	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	170040	2175.68	19703.2	84929.7	15355.7	22253.4	11470.1	4033.81	2480.43	7554.19	841695	0	5	1	0	0xd43f5e018b415631
2	0	1	v2	45	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	165829	2202.43	19753.9	82689	15156.1	21158.4	10838.4	4029.85	2391.44	7522.14	837282	0	11	1	0	0xd43f5e018b415631
2	0	1	v2	46	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166508	2183.05	19552.9	82719.5	15175.1	22002.9	11030.9	3731.13	2471.9	7549.27	822302	0	4	1	0	0xd43f5e018b415631
2	0	1	v2	47	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166585	2217.3	19587.9	82974.3	15232	21632.1	10985.1	3836.55	2428.98	7603.44	838620	0	11	1	0	0xd43f5e018b415631
2	0	1	v2	48	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166104	2158.59	19618.9	82749.5	15252.8	21406.7	11200.2	3718.84	2384.68	7528.27	821113	0	7	1	0	0xd43f5e018b415631
2	0	1	v2	49	2026-07-15T07:03:35Z	2026-07-15T07:03:46Z	58000	58000	1600000	1600000	0	166867	2161.72	19525.6	82512.5	15271.5	22311.8	11266.6	3933.89	2434.27	7362.06	822504	0	6	1	0	0xd43f5e018b415631
3	0	2	v2	0	2026-07-15T07:03:46Z	2026-07-15T07:03:56Z	59000	59000	1600000	1600000	0	166228	2283.72	19622.9	82833.5	15188.7	21440	11063.4	3796.26	2419.19	7491.85	821910	0	10	1	0	0xd43f5e018b415631
3	0	2	v2	1	2026-07-15T07:03:46Z	2026-07-15T07:03:56Z	59000	59000	1600000	1600000	0	166732	2341.52	19674.9	82536	15205.4	21964	10903.9	4032.52	2477.23	7504.14	822207	0	10	1	0	0xd43f5e018b415631
3	0	2	v2	2	2026-07-15T07:03:46Z	2026-07-15T07:03:56Z	59000	59000	1600000	1600000	0	166520	2246.39	19570.4	82492.4	15206.6	21733.9	11086	4002.35	2464.4	7625.15	838270	0	5	1	0	0xd43f5e018b415631
3	0	2	v2	3	2026-07-15T07:03:46Z	2026-07-15T07:03:56Z	59000	59000	1600000	1600000	0	169712	2176.1	19670.2	85429.1	15405.6	22020.9	10970.3	3869.68	2523.23	7555.15	841264	0	10	1	0	0xd43f5e018b415631
3	0	2	v2	4	2026-07-15T07:03:46Z	2026-07-15T07:03:56Z	59000	59000	1600000	1600000	0	166649	2233.6	19605.6	82605.3	15126.5	22273	11020.2	3775.68	2383.85	7534.85	838495	0	3	1	0	0xd43f5e018b415631
3	0	2	v2	5	2026-07-15T07:03:46Z	2026-07-15T07:03:56Z	59000	59000	1600000	1600000	0	166631	2346.27	19497.4	82527.5	15307.3	21811.8	11000.4	4021.06	2396.68	7634.61	838413	0	4	1	0	0xd43f5e018b415631
3	0	2	v2	6	2026-07-15T07:03:46Z	2026-07-15T07:03:56Z	59000	59000	1600000	1600000	0	166268	2282.76	19790.5	82629.7	15277.3	21630.7	10792.5	3874.89	2406.81	7487.14	821872	0	11	1	0	0xd43f5e018b415631
