block	cycle	position	arm	run	timestamp_start_utc	timestamp_end_utc	temp_start_mC	temp_end_mC	cpu0_start_khz	cpu0_end_khz	repeat	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
9	2	0	v1	22	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166620	2174.8	19670.8	82753.1	15249.5	21755.6	11009.8	3900.8	2375.72	7642.73	822458	0	6	1	0	0xd43f5e018b415631
9	2	0	v1	23	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	167094	2216.3	19723.1	82287.4	15129.7	22278.3	11199.9	3893.31	2399.1	7884.4	839085	0	0	1	0	0xd43f5e018b415631
9	2	0	v1	24	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	165865	2232.72	19579.7	82428.2	15213.8	21187.4	10819.8	3868.17	2400.48	8046.11	837703	0	3	1	0	0xd43f5e018b415631
9	2	0	v1	25	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166402	2178.26	19530.3	82413.8	15254.1	21920.2	10907.7	3838.26	2426.1	7849.94	822282	0	2	1	0	0xd43f5e018b415631
9	2	0	v1	26	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	167158	2211.97	19810.7	82431.1	15101.6	22297.7	11091.3	3838.22	2393.39	7899.69	839154	0	0	1	0	0xd43f5e018b415631
9	2	0	v1	27	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166583	2230.8	19598.8	82404.3	15193.1	21716.2	11105.4	3871.97	2434.06	7942.19	838576	0	0	1	0	0xd43f5e018b415631
9	2	0	v1	28	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	168052	2227.01	19743.3	83648.5	15247.6	21918.2	10954.9	3856.76	2481.47	7888.15	839579	0	14	1	0	0xd43f5e018b415631
9	2	0	v1	29	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166247	2204.59	19454.9	82924.9	15203.4	21413.1	10909.7	3771.47	2381.1	7896.65	837844	0	6	1	0	0xd43f5e018b415631
9	2	0	v1	30	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	169359	2155.8	19616.2	85120.9	15284.3	21741.4	11314.4	3708.88	2430.93	7905.32	841184	0	3	1	0	0xd43f5e018b415631
9	2	0	v1	31	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	167575	2418.77	19524.4	82947.3	15363.7	22163.4	10818.6	3956.39	2381.27	7915.07	839118	0	5	1	0	0xd43f5e018b415631
9	2	0	v1	32	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166346	2177.43	19777.7	82653.1	15156	21452.8	10856.4	3892.01	2392.06	7902.82	838261	0	1	1	0	0xd43f5e018b415631
9	2	0	v1	33	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166928	2175.18	19696.1	82635.6	15247.7	21993.9	10844.6	3902.97	2436.77	7909.57	822868	0	1	1	0	0xd43f5e018b415631
9	2	0	v1	34	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	167159	2224.64	19620.9	82525.4	15205.6	22349.8	10969.9	3843.85	2379.1	7959.61	838987	0	7	1	0	0xd43f5e018b415631
9	2	0	v1	35	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166594	2217.8	19604.5	82422.8	15195.4	21805	11196.4	3764.26	2400.14	7903.15	838530	0	1	1	0	0xd43f5e018b415631
9	2	0	v1	36	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166561	2185.89	19805.7	82591.3	15187.1	21579.6	10954	3800.46	2396.1	7967.99	838245	0	4	1	0	0xd43f5e018b415631
9	2	0	v1	37	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166665	2204.18	19670	82411.6	15198.2	22155.2	10767.5	3854.47	2427.48	7889.11	822618	0	1	1	0	0xd43f5e018b415631
9	2	0	v1	38	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166456	2242.72	19688.4	82489.8	15272	21693.5	10804.3	3805.18	2387.6	7990.24	838393	0	1	1	0	0xd43f5e018b415631
9	2	0	v1	39	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	165660	2182.72	19513.1	82200	15229	21648.6	10866.4	3897.72	2401.89	7637.02	821519	0	1	1	0	0xd43f5e018b415631
9	2	0	v1	40	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	167406	2436.18	19646.6	82551.9	15143.6	22206.6	11108.4	3943.97	2383.68	7902.15	839134	0	8	1	0	0xd43f5e018b415631
9	2	0	v1	41	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	167385	2214.39	19529.4	82488.1	15092.6	22474.6	11238.5	3843.63	2446.23	7972.4	839064	0	5	1	0	0xd43f5e018b415631
9	2	0	v1	42	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	174819	2204.84	24458.3	85395.9	15263.9	21971.8	11039.3	3965.18	2510.15	7921.19	873251	0	13	1	0	0xd43f5e018b415631
9	2	0	v1	43	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166455	2228.1	19535.1	82775.8	15297.7	21425.8	10943.5	3854.8	2392.81	7916.65	838024	0	4	1	0	0xd43f5e018b415631
9	2	0	v1	44	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166854	2195.43	19606.4	82532.6	15506.5	21910.4	10949.7	3884.64	2495.11	7681.9	822585	0	1	1	0	0xd43f5e018b415631
9	2	0	v1	45	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	167045	2228.01	19664.5	82423.4	15104.2	22380.1	11039.5	3808.18	2406.27	7910.23	838931	0	2	1	0	0xd43f5e018b415631
9	2	0	v1	46	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	167032	2226.43	19448.5	82852.8	15284.7	22017.7	10879.9	3877.38	2429.89	7926.82	838898	0	6	1	0	0xd43f5e018b415631
9	2	0	v1	47	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166285	2208.09	19529.1	82525.1	15173.8	21497.4	11089.3	3873.38	2400.56	7902.94	838285	0	0	1	0	0xd43f5e018b415631
9	2	0	v1	48	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	166746	2169.64	19518.7	82387.9	15179.9	22017	10875	4112.98	2528.52	7867.61	822556	0	3	1	0	0xd43f5e018b415631
9	2	0	v1	49	2026-07-15T07:04:52Z	2026-07-15T07:05:03Z	60000	60000	1600000	1600000	0	167246	2224.3	19699.6	82516.6	15157.7	22384.9	11047.3	3839.63	2386.1	7905.03	839126	0	2	1	0	0xd43f5e018b415631
10	2	1	v2	0	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	168952	2276.39	19521.8	84993	15283.4	21570.3	11131	4331.06	2410.31	7343.39	840522	0	8	1	0	0xd43f5e018b415631
10	2	1	v2	1	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	167017	2271.3	19590.6	82386.6	15173	22349.5	11167.3	4035.18	2395.64	7558.89	838639	0	6	1	0	0xd43f5e018b415631
10	2	1	v2	2	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	168584	2225.47	19604.2	84520.4	15209.9	21447.6	11908.8	3888.13	2395.31	7296.3	839091	0	24	1	0	0xd43f5e018b415631
10	2	1	v2	3	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166011	2246.72	19582	82258.3	15204.7	21626.7	11050.8	3974.14	2423.06	7556.23	838004	0	0	1	0	0xd43f5e018b415631
10	2	1	v2	4	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166136	2199.89	19649.2	82558.3	15269.1	21494.2	11127.6	3827.18	2403.81	7520.81	822020	0	2	1	0	0xd43f5e018b415631
10	2	1	v2	5	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166799	2259.3	19772.6	82456.3	15251.5	22134.4	11083.4	3763.05	2425.76	7570.89	838570	0	7	1	0	0xd43f5e018b415631
10	2	1	v2	6	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166415	2261.18	19735	82284.6	15218.1	21791.4	11183.6	3888.64	2389.27	7576.35	838354	0	1	1	0	0xd43f5e018b415631
10	2	1	v2	7	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166262	2193.43	19547.2	83016	15129.9	21526.6	10845.9	3916.1	2411.89	7582.64	821819	0	6	1	0	0xd43f5e018b415631
10	2	1	v2	8	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	167001	2478.77	19712.2	82537.5	15191.5	21975.9	10913.1	4049.22	2509.64	7543.31	838888	0	1	1	0	0xd43f5e018b415631
10	2	1	v2	9	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166070	2257.39	19628.3	82267.7	15256.6	21700	11101.7	3803.22	2385.56	7581.6	838063	0	0	1	0	0xd43f5e018b415631
10	2	1	v2	10	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165848	2185.59	19690.2	82584.9	15195.2	21656.6	10841	3920.68	2383.23	7299.8	821648	0	3	1	0	0xd43f5e018b415631
10	2	1	v2	11	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	167057	2247.93	19674.6	82612.4	15274.2	22278.3	11027.8	3912.8	2381.39	7557.89	838886	0	7	1	0	0xd43f5e018b415631
10	2	1	v2	12	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	169054	2324.22	19553.2	85239.1	15243.5	21335.9	11525.7	3768.13	2452.52	7524.35	840677	0	6	1	0	0xd43f5e018b415631
10	2	1	v2	13	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166680	2242.18	19655.8	82350.8	15149.4	22178.6	11186.9	3891.93	2391.02	7546.81	838455	0	3	1	0	0xd43f5e018b415631
10	2	1	v2	14	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166590	2266.76	19665.1	82462.2	15343.8	21693.6	11184.4	3872.55	2467.64	7545.43	838273	0	5	1	0	0xd43f5e018b415631
10	2	1	v2	15	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165497	2197.01	19602.6	82386.1	15238.4	21580.2	10923.1	3846.51	2388.64	7247.68	821488	0	0	1	0	0xd43f5e018b415631
10	2	1	v2	16	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	167337	2244.43	19607.6	82732.9	15116.2	22216.9	11221.6	4123.81	2385.43	7597.89	839277	0	1	1	0	0xd43f5e018b415631
10	2	1	v2	17	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165496	2232.35	19577.1	82265.1	15286	21143.1	10896.2	4082.93	2378.81	7545.77	837323	0	6	1	0	0xd43f5e018b415631
10	2	1	v2	18	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166235	2200.18	19334.8	82687.3	15149.6	22013.5	10918.5	3761.17	2492.19	7588.85	822110	0	2	1	0	0xd43f5e018b415631
10	2	1	v2	19	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165279	2285.26	19574.4	82396.7	15179.1	21218.5	10820.8	3738.68	2393.6	7580.73	837082	0	3	1	0	0xd43f5e018b415631
10	2	1	v2	20	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166286	2170.89	19478.1	82452.6	15199.5	22012.5	10938.8	3889.3	2482.56	7573.64	822290	0	0	1	0	0xd43f5e018b415631
10	2	1	v2	21	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165510	2231.26	19624.3	82693.7	15106.8	21074.6	10925.9	3798.88	2390.89	7573.81	837439	0	1	1	0	0xd43f5e018b415631
10	2	1	v2	22	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166518	2222.89	19735.1	83076.7	15134.7	21792.4	10840.6	3860.05	2441.93	7326.05	822136	0	5	1	0	0xd43f5e018b415631
10	2	1	v2	23	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	167142	2276.97	19734.3	82755.6	15116.2	22230.6	11013.9	3946.85	2392.85	7582.6	839024	0	6	1	0	0xd43f5e018b415631
10	2	1	v2	24	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	169277	2273.39	19736.4	84550.8	15881.9	21212.6	11488.2	4070.89	2438.52	7535.02	840943	0	5	1	0	0xd43f5e018b415631
10	2	1	v2	25	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166244	2249.01	19620.5	82309.8	15071.2	22289.2	10873	3777.38	2394.1	7569.27	837993	0	4	1	0	0xd43f5e018b415631
10	2	1	v2	26	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	167848	3273.45	19659.4	82605	15133.5	22248.6	10938.2	3949.47	2387.51	7565.56	839597	0	2	1	0	0xd43f5e018b415631
10	2	1	v2	27	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165550	2233.35	19674.3	82409.1	15157.5	21213.7	10999.1	3818.34	2392.14	7558.35	837540	0	0	1	0	0xd43f5e018b415631
10	2	1	v2	28	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166497	2272.39	19681.9	82446.3	15155.3	21966.7	10786	4071.85	2497.35	7529.98	822435	0	1	1	0	0xd43f5e018b415631
10	2	1	v2	29	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	167151	2245.47	19691.1	82570.5	15334	22255.8	11113.6	3850.13	2443.43	7558.27	839045	0	6	1	0	0xd43f5e018b415631
10	2	1	v2	30	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165698	2257.05	19537.9	82566.3	15168.6	21243.5	11131.7	3781.38	2380.6	7543.14	837618	0	1	1	0	0xd43f5e018b415631
10	2	1	v2	31	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166572	2196.89	19682.1	82404.5	15269.7	21929.5	11047.3	3885.35	2468.35	7602.23	822252	0	5	1	0	0xd43f5e018b415631
10	2	1	v2	32	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166138	2236.89	19645.6	82427.8	15251.7	21682.7	10927.6	3917.76	2390.89	7567.18	838130	0	0	1	0	0xd43f5e018b415631
10	2	1	v2	33	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165553	2195.01	19505.5	82433.8	15150.7	21812.4	10704.7	3769.01	2417.31	7477.14	821547	0	0	1	0	0xd43f5e018b415631
10	2	1	v2	34	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166935	2233.64	19707.1	82597.5	15201.1	22377	10845.7	3843.26	2436.47	7606.69	838659	0	3	1	0	0xd43f5e018b415631
10	2	1	v2	35	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165532	2241.8	19568.5	82356.8	15148.8	21399.9	10990.3	3838.3	2389.52	7506.68	821486	0	1	1	0	0xd43f5e018b415631
10	2	1	v2	36	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	170451	2551.48	20016.7	84875.7	15619.1	22130.7	10945.6	4218.44	2435.6	7568.48	857789	0	12	1	0	0xd43f5e018b415631
10	2	1	v2	37	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165704	2246.3	19581.3	82597.1	15216.3	21125.1	10996.5	3865.14	2410.18	7573.68	837514	0	3	1	0	0xd43f5e018b415631
10	2	1	v2	38	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166448	2231.89	19780.1	82418.5	15179	21913.8	10959.2	3802.17	2543.14	7531.23	822300	0	2	1	0	0xd43f5e018b415631
10	2	1	v2	39	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166395	2316.64	19552.9	82444.4	15215.6	21634.4	11070.9	3981.55	2427.01	7664.6	838384	0	0	1	0	0xd43f5e018b415631
10	2	1	v2	40	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166033	2197.8	19520.4	82540.1	15187.4	21568.9	11252.4	3762.09	2384.72	7532.85	821972	0	1	1	0	0xd43f5e018b415631
10	2	1	v2	41	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166303	2200.8	19618.1	82240.5	15115.6	22163.2	11081.3	3854.09	2378.14	7562.1	822172	0	1	1	0	0xd43f5e018b415631
10	2	1	v2	42	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165540	2250.93	19526.1	82661.6	15168	21257.6	10899.5	3764.17	2384.64	7539.39	837420	0	6	1	0	0xd43f5e018b415631
10	2	1	v2	43	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166451	2187.64	19669	82583.9	15189.5	22053.6	10859.9	3786.18	2428.89	7561.1	822211	0	4	1	0	0xd43f5e018b415631
10	2	1	v2	44	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	167334	2245.89	19820.6	82786.6	15124.2	22269.7	11019	3990.55	2437.85	7552.52	839328	0	0	1	0	0xd43f5e018b415631
10	2	1	v2	45	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	165694	2265.68	19625.2	82354.9	15179	21218.8	11275.6	3747.8	2385.27	7550.14	837617	0	1	1	0	0xd43f5e018b415631
10	2	1	v2	46	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166476	2190.14	19494.8	82637.9	15158.3	22004.4	11032.6	3790.18	2507.73	7571.35	822305	0	3	1	0	0xd43f5e018b415631
10	2	1	v2	47	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166195	2234.72	19605.4	82375.7	15194	21681.2	11231.5	3869.8	2374.02	7538.06	838185	0	0	1	0	0xd43f5e018b415631
10	2	1	v2	48	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	169186	2193.59	19749.6	82266	16466.3	23533.1	10953.5	3944.84	2441.35	7547.56	840688	0	11	1	0	0xd43f5e018b415631
10	2	1	v2	49	2026-07-15T07:05:03Z	2026-07-15T07:05:14Z	60000	60000	1600000	1600000	0	166684	2238.05	19569.2	82696.9	15494.8	21718.6	11092.5	3781.72	2435.77	7568.68	838457	0	3	1	0	0xd43f5e018b415631
11	2	2	v2	0	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166052	2207.89	19664.9	82478.3	15239	21734.3	10902.1	3947.97	2419.68	7369.8	821941	0	2	1	0	0xd43f5e018b415631
11	2	2	v2	1	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	167305	2551.31	19662.8	82948.7	15108.4	22120	11036	3791.63	2436.85	7560.85	838615	0	15	1	0	0xd43f5e018b415631
11	2	2	v2	2	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166412	2265.35	19628.2	82478.3	15253.6	21737.8	11093.4	3881.22	2408.27	7577.27	838413	0	0	1	0	0xd43f5e018b415631
11	2	2	v2	3	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	165581	2223.47	19698.2	82359	15128.9	21592.7	11144.6	3789.38	2388.1	7170.43	821519	0	1	1	0	0xd43f5e018b415631
11	2	2	v2	4	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	165898	2279.18	19547.1	82324.4	15261	21629.7	10963.7	3853.8	2381.93	7565.68	837768	0	2	1	0	0xd43f5e018b415631
11	2	2	v2	5	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166208	2169.97	19715.8	82585.9	15230.6	21583.1	10968.6	3936.39	2404.73	7521.43	822217	0	0	1	0	0xd43f5e018b415631
11	2	2	v2	6	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166874	2339.85	19640.5	82446.8	15221.7	22334.9	11077.3	3777.26	2399.1	7548.23	838539	0	5	1	0	0xd43f5e018b415631
11	2	2	v2	7	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	168850	2274.05	22554.5	82572.9	15153.3	21476.2	10904.1	3897.05	2417.1	7506.02	840566	0	9	1	0	0xd43f5e018b415631
11	2	2	v2	8	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166747	2257.64	19830.8	82490.8	15181	22090.8	11028.1	3757.59	2443.06	7579.89	838342	0	3	1	0	0xd43f5e018b415631
11	2	2	v2	9	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166320	2271.05	19671.8	82305	15178.6	21785.1	11180.2	3916.8	2375.93	7546.98	838305	0	0	1	0	0xd43f5e018b415631
11	2	2	v2	10	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	165784	2226.34	19613.6	82556.4	15197.7	21757.7	10696	3884.51	2414.31	7350.89	821715	0	1	1	0	0xd43f5e018b415631
11	2	2	v2	11	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166786	2263.93	19644.2	82526.8	15159.8	22266.7	10942.5	3877.09	2430.73	7587.64	838784	0	0	1	0	0xd43f5e018b415631
11	2	2	v2	12	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	165696	2264.3	19648	82509.8	15266	21273.8	10849.9	3911.14	2394.35	7493.18	821644	0	1	1	0	0xd43f5e018b415631
11	2	2	v2	13	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166636	2236.68	19611.9	82544	15210.6	22098.4	11091.3	3781.09	2427.02	7545.39	822323	0	9	1	0	0xd43f5e018b415631
11	2	2	v2	14	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166665	2265.05	19528.3	82593.5	15109.8	22299.1	10945	3781.47	2469.81	7585.85	838580	0	1	1	0	0xd43f5e018b415631
11	2	2	v2	15	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	165818	2260.97	19582.4	82664.8	15157.3	21394.5	10832.2	3891.47	2410.68	7532.27	821724	0	2	1	0	0xd43f5e018b415631
11	2	2	v2	16	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166804	2226.97	19471.8	82610.8	15162.6	22232.3	11072.1	4014.47	2380.98	7540.48	838678	0	2	1	0	0xd43f5e018b415631
11	2	2	v2	17	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166284	2273.6	19564.9	82404.7	15386.5	21663.2	10985.9	3878.05	2405.93	7609.73	838185	0	2	1	0	0xd43f5e018b415631
11	2	2	v2	18	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166261	2218.26	19672.8	82470.7	15265.5	21759.7	11182.3	3724.55	2392.81	7487.31	821932	0	6	1	0	0xd43f5e018b415631
11	2	2	v2	19	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	169263	2253.68	19768.6	82526.5	16110.1	23115.9	11172.2	3911.01	2722.28	7584.31	856785	0	10	1	0	0xd43f5e018b415631
11	2	2	v2	20	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166266	2180.68	19614.9	82606.3	15245.1	21604.1	10937.1	4072.14	2409.93	7505.6	822084	0	3	1	0	0xd43f5e018b415631
11	2	2	v2	21	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166850	2264.76	19692.9	82498.8	15153.5	22136.1	11244.6	3827.47	2397.27	7544.98	838846	0	0	1	0	0xd43f5e018b415631
11	2	2	v2	22	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	165421	2285.93	19634.1	82335.2	15181.8	21180.3	10975.7	3778.17	2392.89	7563.85	837350	0	1	1	0	0xd43f5e018b415631
11	2	2	v2	23	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166402	2229.22	19624.1	82500.7	15152.6	21937.4	11070.2	3730.05	2498.06	7572.68	822406	0	0	1	0	0xd43f5e018b415631
11	2	2	v2	24	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166200	2330.06	19606.4	82366.1	15213.9	21630.7	11145.2	3762.22	2392.77	7663.85	838070	0	2	1	0	0xd43f5e018b415631
11	2	2	v2	25	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166353	2192.64	19710.4	82781.4	15196.2	21538.9	10987.4	3957.34	2398.81	7503.85	822060	0	9	1	0	0xd43f5e018b415631
11	2	2	v2	26	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166593	2266.3	19714.7	82399.2	15167.6	22191.2	10859.3	3968.43	2395.18	7541.48	838419	0	1	1	0	0xd43f5e018b415631
11	2	2	v2	27	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	165439	2269.01	19746.4	82406	15148.2	21121.1	10816.4	3911.8	2383.02	7547.27	837432	0	0	1	0	0xd43f5e018b415631
11	2	2	v2	28	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166492	2215.8	19628.6	82641.8	15162.1	22012.5	10863.2	3850.68	2426.89	7599.14	822300	0	2	1	0	0xd43f5e018b415631
11	2	2	v2	29	2026-07-15T07:05:14Z	2026-07-15T07:05:24Z	62000	60000	1600000	1600000	0	166266	2330.51	19705.6	82435.2	15280.3	21627.6	10974.2	3813.22	2449.02	7563.52	838125	0	2	1	0	0xd43f5e018b415631
