repeat	run	wall_us	process_cpu_us	input_wrap_us	ort_run_us	output_copy_us
4	15	454678.936000	1810068.454000	11.000000	454349.011000	271.840000
4	16	453577.489000	1820996.953000	10.125000	453243.814000	282.716000
4	17	452902.888000	1808625.033000	10.625000	452563.713000	283.633000
4	18	455391.990000	1823087.327000	9.708000	455072.691000	267.965000
4	19	453188.893000	1808212.371000	9.625000	452858.343000	274.965000
4	20	456897.693000	1824669.660000	9.833000	456568.143000	275.091000
4	21	455227.358000	1822751.492000	8.667000	454875.349000	295.299000
4	22	454191.039000	1821980.036000	10.917000	453846.946000	294.216000
4	23	455897.748000	1823315.159000	10.458000	455572.656000	277.799000
4	24	454985.390000	1810440.534000	10.500000	454650.923000	275.299000
4	25	452699.330000	1819813.409000	9.625000	452356.738000	294.715000
4	26	454899.969000	1810466.909000	10.084000	454566.001000	277.757000
4	27	453275.967000	1820628.282000	10.792000	452925.790000	301.341000
4	28	454966.384000	1810584.618000	9.584000	454635.917000	274.174000
4	29	453760.725000	1821513.118000	9.459000	453438.550000	272.174000
4	30	453284.006000	1809009.576000	9.126000	452958.830000	270.007000
4	31	453202.418000	1808995.785000	9.792000	452874.201000	271.132000
4	32	454692.996000	1821852.408000	10.126000	454363.238000	273.382000
4	33	455616.476000	1823011.284000	8.833000	455285.302000	273.007000
4	34	455428.346000	1823133.660000	10.917000	455109.629000	268.090000
4	35	454561.031000	1821989.909000	9.000000	454146.562000	366.509000
4	36	451584.578000	1795126.284000	12.042000	451248.445000	278.090000
4	37	456404.367000	1835713.952000	10.250000	455995.440000	359.384000
4	38	455992.521000	1823873.703000	11.417000	455590.261000	351.842000
4	39	455268.585000	1810941.993000	11.417000	454932.785000	277.798000
4	40	455848.972000	1823692.493000	9.584000	455509.755000	283.258000
4	41	457186.423000	1836413.202000	8.959000	456842.289000	297.633000
4	42	453333.323000	1808806.117000	10.959000	453005.939000	275.549000
4	43	454763.400000	1822571.410000	8.667000	454423.266000	293.674000
4	44	456462.024000	1824047.077000	10.126000	456124.933000	283.965000
4	45	455227.951000	1822619.743000	10.416000	454828.608000	352.592000
4	46	452852.639000	1808220.576000	10.375000	452522.922000	279.049000
4	47	454865.355000	1810590.450000	10.125000	454479.554000	274.590000
4	48	452859.012000	1808343.909000	13.333000	452510.628000	296.133000
4	49	456300.472000	1824173.536000	9.750000	455972.422000	278.091000
4	50	453990.122000	1809049.456000	9.375000	453656.780000	277.299000
4	51	453872.240000	1821262.243000	8.917000	453541.357000	282.674000
4	52	455672.078000	1823437.993000	9.417000	455333.736000	291.591000
4	53	453876.280000	1809342.911000	9.792000	453546.230000	272.049000
4	54	456904.065000	1824185.160000	10.417000	456568.432000	278.673000
4	55	452222.986000	1807786.576000	10.166000	451881.103000	282.673000
4	56	455156.351000	1822968.285000	9.708000	454820.967000	277.549000
4	57	452573.784000	1807980.574000	9.834000	452240.484000	278.840000
4	58	454715.129000	1821753.368000	9.625000	454385.662000	273.298000
4	59	455059.720000	1822154.035000	10.001000	454725.294000	282.633000
4	60	454005.315000	1808454.328000	10.667000	453670.932000	275.591000
4	61	454842.795000	1822345.618000	11.125000	454500.370000	287.591000
4	62	453544.260000	1809034.075000	9.583000	453211.585000	277.548000
4	63	454907.794000	1822189.827000	9.375000	454560.910000	289.716000
4	64	455151.798000	1822731.034000	9.750000	454819.790000	280.007000
4	65	455798.564000	1823461.784000	9.334000	455475.347000	271.507000
4	66	454313.149000	1809819.617000	8.459000	453975.640000	283.007000
4	67	459597.157000	1839003.367000	9.167000	459265.982000	277.091000
4	68	452283.637000	1807662.536000	9.959000	451946.295000	280.632000
4	69	454074.515000	1821540.117000	9.375000	453746.089000	276.882000
4	70	455954.562000	1823636.118000	9.792000	455618.261000	282.841000
4	71	455951.392000	1823380.867000	8.375000	455628.676000	270.799000
4	72	456351.028000	1823371.660000	9.626000	456023.060000	276.549000
4	73	455006.699000	1822661.283000	8.708000	454668.691000	288.507000
4	74	454595.688000	1810363.911000	9.709000	454261.596000	276.757000
4	75	452561.009000	1820149.659000	9.583000	452162.875000	349.925000
4	76	451409.397000	1794817.908000	10.250000	451077.889000	275.548000
4	77	452808.597000	1820154.993000	9.500000	452442.546000	317.383000
4	78	455413.286000	1810950.536000	10.875000	455079.653000	276.715000
4	79	456029.384000	1823453.993000	9.459000	455699.918000	274.548000
4	80	456699.649000	1836227.578000	9.917000	456349.432000	302.258000
4	81	456000.381000	1823192.576000	10.209000	455650.039000	302.299000
4	82	456189.967000	1823897.996000	10.042000	455817.124000	322.300000
4	83	454645.553000	1810486.659000	11.292000	454303.503000	282.090000
4	84	455887.873000	1823140.451000	8.959000	455565.073000	268.132000
4	85	454536.798000	1821964.911000	9.209000	454211.373000	271.048000
4	86	454250.413000	1821341.828000	9.959000	453865.528000	337.758000
4	87	455218.562000	1810901.576000	10.251000	454883.345000	278.799000
4	88	452762.998000	1820486.660000	9.958000	452366.030000	347.050000
4	89	455966.578000	1823261.743000	12.209000	455592.902000	271.757000
4	90	455068.096000	1810511.825000	11.250000	454735.254000	274.965000
4	91	457017.477000	1836304.079000	9.875000	456600.841000	366.718000
4	92	457748.495000	1825497.784000	11.959000	457403.736000	288.757000
4	93	454902.546000	1822518.034000	10.959000	454552.912000	300.049000
4	94	454511.452000	1809930.827000	10.000000	454182.986000	272.215000
4	95	455770.898000	1823054.868000	9.458000	455443.307000	270.840000
4	96	457262.436000	1837021.409000	9.542000	456857.384000	356.717000
4	97	455701.269000	1823494.409000	11.001000	455334.592000	269.174000
4	98	455641.476000	1810633.326000	11.750000	455302.842000	279.799000
4	99	455247.005000	1822811.412000	10.459000	454909.121000	280.591000
