surface	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
stage55_condition_variable	0	0	161570	2363.99	21730.3	73414.5	15840.2	20261.9	9668.45	6111.16	3198.46	8841.78	566842	1201	2	1	0	0xd43f5e018b415631
stage55_condition_variable	0	1	161680	2380.03	21504.7	74021.4	15758.9	20157.4	9483.58	6158.66	3219.41	8857.32	567957	1206	1	1	0	0xd43f5e018b415631
stage55_condition_variable	0	2	162586	2382.11	21647.7	73708.8	17090	19793	9670.74	5843.78	3279.04	8989.32	567133	1201	2	1	0	0xd43f5e018b415631
stage55_condition_variable	0	3	161573	2384.7	21602.9	73537.4	15861.8	19983.2	9966.08	6049.62	3219.83	8829.03	567958	1196	0	1	0	0xd43f5e018b415631
stage55_condition_variable	0	4	164659	2333.32	21699.4	75461.7	16666.9	19988	9955.88	6306.91	3271.12	8832.19	571158	1214	0	1	0	0xd43f5e018b415631
stage55_condition_variable	0	5	161140	2329.24	21491.2	73803.2	15864.7	19778.3	9744.5	5800.36	3338.67	8851.74	566309	1190	3	1	0	0xd43f5e018b415631
stage55_condition_variable	0	6	161896	2391.07	21581.9	74224.5	15910.5	19919.7	9704.12	6124.95	3235.87	8658.11	568545	1212	1	1	0	0xd43f5e018b415631
stage55_condition_variable	0	7	162122	2315.36	21631.1	73900.4	15889.2	20181.4	10003.2	5975.95	3290.33	8796.44	567766	1212	6	1	0	0xd43f5e018b415631
stage55_condition_variable	0	8	161007	2384.86	21524.9	73706	15732.3	19976.8	9517.87	5943.2	3234.08	8847.99	565990	1197	0	1	0	0xd43f5e018b415631
stage55_condition_variable	0	9	161351	2335.24	21618.2	73684.3	15813.2	19903.7	9656.59	6062.16	3261.17	8879.11	567035	1204	0	1	0	0xd43f5e018b415631
stage55_condition_variable	0	10	162797	2335.65	21610.8	75176.3	15962.7	19779.2	9917.58	5887.95	3276.5	8706.27	568354	1198	6	1	0	0xd43f5e018b415631
stage55_condition_variable	0	11	161737	2329.45	21614.6	73750.9	16128.2	19731	10056	5855.11	3272.83	8858.65	568005	1200	1	1	0	0xd43f5e018b415631
stage55_condition_variable	0	12	161963	2402.82	21551.1	74307	15937.9	19803.2	9975.63	6018.74	3196.37	8632.69	569295	1204	1	1	0	0xd43f5e018b415631
