surface	repeat	run	wall_us	process_cpu_us
stage49_model5	0	0	4860.92	18854.2
stage49_model5	0	1	4938.8	19166.8
stage49_model5	0	2	4929.93	19019.8
stage49_model5	0	3	4946.93	19295.7
stage49_model5	0	4	4917.51	19133.5
stage49_model5	0	5	4940.43	19388.9
stage49_model5	0	6	4936.84	19272.9
stage49_model5	0	7	5050.26	19586.2
stage49_model5	0	8	4781.96	18689.1
stage49_model5	0	9	4993.3	19465.3
stage49_model5	0	10	4938.97	19274.3
stage49_model5	0	11	4897.13	19169.4
stage49_model5	0	12	4855.34	18755.3
stage49_model5	0	13	4914.43	19047.2
stage49_model5	0	14	4786.8	18600.9
stage49_model5	0	15	4865.26	18993.8
stage49_model5	0	16	4926.38	19062
stage49_model5	0	17	4934.55	19386.7
stage49_model5	0	18	4953.68	19294.2
stage49_model5	0	19	4940.51	19224.9
stage49_model5	0	20	4969.59	19359.6
stage49_model5	0	21	4927.47	19013.3
stage49_model5	0	22	4891.42	19094.5
stage49_model5	0	23	4767.34	18675.5
stage49_model5	0	24	4905.68	18873
stage49_model5	0	25	4885.92	19202
stage49_model5	0	26	4940.63	19190.7
stage49_model5	0	27	4809.34	18692.1
stage49_model5	0	28	5057.6	19182.1
stage49_model5	0	29	4877.34	19029.5
stage49_model5	0	30	4763.34	18664.6
stage49_model5	0	31	4939.43	19105.8
stage49_model5	0	32	4837.84	18896.1
stage49_model5	0	33	4918.3	19120.6
stage49_model5	0	34	4852.88	18938
stage49_model5	0	35	4983.01	19302
stage49_model5	0	36	4809.71	18795.2
stage49_model5	0	37	4902.84	19081.2
stage49_model5	0	38	4957.47	19215.5
stage49_model5	0	39	4900.76	18854.3
stage49_model5	0	40	4982.76	19322.3
stage49_model5	0	41	4977.55	19295.2
stage49_model5	0	42	4954.18	19272.2
stage49_model5	0	43	4859.92	18916.9
stage49_model5	0	44	4874.34	18973.8
stage49_model5	0	45	4847.71	18834.7
stage49_model5	0	46	4858.42	18811.8
stage49_model5	0	47	4922.34	19182.3
stage49_model5	0	48	4896.63	18967.6
stage49_model5	0	49	4916.05	19227.4
stage49_model5	0	50	4935.38	19170.9
stage49_model5	0	51	4945.47	19213.6
stage49_model5	0	52	4967.97	19417
stage49_model5	0	53	4941.43	19278.4
stage49_model5	0	54	4833.21	18643.1
stage49_model5	0	55	4889.09	18811.8
stage49_model5	0	56	4953.3	19157.3
stage49_model5	0	57	4951.59	19274.4
stage49_model5	0	58	4781.3	18517.2
stage49_model5	0	59	4839.26	18885.8
stage49_model5	0	60	4822.26	18827.1
stage49_model5	0	61	4970.76	19313.8
stage49_model5	0	62	4845.67	18949.2
stage49_model5	0	63	4958.84	19168.4
stage49_model5	0	64	5289.1	19359.3
stage49_model5	0	65	4917.84	19244.3
stage49_model5	0	66	4854.97	18838.8
stage49_model5	0	67	4801.96	18501.7
stage49_model5	0	68	4970.22	19214.8
stage49_model5	0	69	4806.09	18714.1
stage49_model5	0	70	4800.59	18816.3
stage49_model5	0	71	4761.63	18642.4
stage49_model5	0	72	4895.42	19073.7
stage49_model5	0	73	4960.93	19429
stage49_model5	0	74	4964.3	19307.5
stage49_model5	0	75	4919.84	19019
stage49_model5	0	76	4917.43	18971.7
stage49_model5	0	77	4890.72	19082.6
stage49_model5	0	78	4887.92	18836.9
stage49_model5	0	79	4946.76	19143.4
stage49_model5	0	80	4904.55	18908.7
stage49_model5	0	81	4875.63	18893.9
stage49_model5	0	82	4879.05	19024.2
stage49_model5	0	83	4936.63	19213
stage49_model5	0	84	4915.93	19102.5
stage49_model5	0	85	4923.26	19157.3
stage49_model5	0	86	4795	18744.6
stage49_model5	0	87	4937.01	19165.6
stage49_model5	0	88	4943.59	19142.3
stage49_model5	0	89	4995.72	19165
stage49_model5	0	90	4956.38	19256.8
stage49_model5	0	91	4914.34	19093.8
stage49_model5	0	92	4912.93	19157
stage49_model5	0	93	4953.8	19195.6
stage49_model5	0	94	4874.55	19027.8
stage49_model5	0	95	4957.05	19298.3
stage49_model5	0	96	4937.76	19286.3
stage49_model5	0	97	4924.09	19192.8
stage49_model5	0	98	4869.76	18984
stage49_model5	0	99	4986.8	19313
stage49_model5	1	0	5025.85	19491.6
stage49_model5	1	1	4821.8	18999.6
stage49_model5	1	2	4920.05	18855.4
stage49_model5	1	3	5049.93	19577.2
stage49_model5	1	4	4825.67	18877.6
stage49_model5	1	5	4928.47	19125.9
stage49_model5	1	6	4918.63	19164.9
stage49_model5	1	7	4819.59	18735.8
stage49_model5	1	8	4888.17	19096.2
stage49_model5	1	9	4884.67	19183.6
stage49_model5	1	10	4962.72	19362.2
stage49_model5	1	11	4939.09	19183.5
stage49_model5	1	12	5041.93	19534
stage49_model5	1	13	4787.38	18609.4
stage49_model5	1	14	4991.84	19251.7
stage49_model5	1	15	5002.72	19450.3
stage49_model5	1	16	4999.55	19378.8
stage49_model5	1	17	4939.09	19271.7
stage49_model5	1	18	4989.43	19432
stage49_model5	1	19	4862.21	18735.5
stage49_model5	1	20	4815.09	18909.3
stage49_model5	1	21	4941.01	19331.5
stage49_model5	1	22	4927.59	19083.4
stage49_model5	1	23	4838.92	18637.3
stage49_model5	1	24	4835.3	18845
stage49_model5	1	25	4763.79	18655.3
stage49_model5	1	26	4825.8	18841.9
stage49_model5	1	27	4919.88	19111.8
stage49_model5	1	28	4880.92	18915.8
stage49_model5	1	29	4888.55	19210.5
stage49_model5	1	30	4934.22	19161.7
stage49_model5	1	31	4771.38	18711
stage49_model5	1	32	5009.93	19380.1
stage49_model5	1	33	4901.59	18886
stage49_model5	1	34	4816.76	18745
stage49_model5	1	35	4891.67	19093.2
stage49_model5	1	36	4956.34	19182.9
stage49_model5	1	37	5723.95	18535.7
stage49_model5	1	38	4869.21	18780.5
stage49_model5	1	39	4871.55	18797.4
stage49_model5	1	40	4940.3	19017.7
stage49_model5	1	41	4887.05	18756
stage49_model5	1	42	4881.97	18963
stage49_model5	1	43	4935.47	19275.2
stage49_model5	1	44	4866.17	18740.4
stage49_model5	1	45	4871.13	18955.8
stage49_model5	1	46	4818.88	18851.7
stage49_model5	1	47	4936.22	19305.5
stage49_model5	1	48	4955.55	19375.7
stage49_model5	1	49	4886.72	19017.9
stage49_model5	1	50	4934.63	19071.3
stage49_model5	1	51	4816.59	18903.7
stage49_model5	1	52	4942.97	19214.9
stage49_model5	1	53	4953.01	19061.8
stage49_model5	1	54	5004.51	19189.3
stage49_model5	1	55	4900.59	19073.7
stage49_model5	1	56	4937.63	19193.8
stage49_model5	1	57	4818.17	18757.6
stage49_model5	1	58	4952.93	19305.5
stage49_model5	1	59	4916.92	19113.3
stage49_model5	1	60	4835.88	18852
stage49_model5	1	61	4858.47	18752.4
stage49_model5	1	62	4864.92	18659
stage49_model5	1	63	4886.09	18873.6
stage49_model5	1	64	4931.59	19268.3
stage49_model5	1	65	4939.01	18973
stage49_model5	1	66	4892.55	18881.9
stage49_model5	1	67	4887.17	19033.6
stage49_model5	1	68	4996.09	19545.5
stage49_model5	1	69	4783.96	18679
stage49_model5	1	70	4791.5	18792.1
stage49_model5	1	71	4855.96	18835.4
stage49_model5	1	72	4901.38	19109.3
stage49_model5	1	73	4837.17	18775.8
stage49_model5	1	74	4839.8	18928.6
stage49_model5	1	75	4990.84	19286.7
stage49_model5	1	76	4870.13	18934.7
stage49_model5	1	77	4851.8	19076.2
stage49_model5	1	78	4838.63	18837
stage49_model5	1	79	5044.01	19513
stage49_model5	1	80	4791.92	18751.7
stage49_model5	1	81	4888.97	19063
stage49_model5	1	82	4935.3	19219.4
stage49_model5	1	83	4966.43	19160.6
stage49_model5	1	84	4836.63	18909.5
stage49_model5	1	85	4999.05	19446.5
stage49_model5	1	86	4865.96	19006.9
stage49_model5	1	87	4925.47	19218.2
stage49_model5	1	88	4868.34	19033.5
stage49_model5	1	89	4943.05	19107.7
stage49_model5	1	90	4822.67	18809.4
stage49_model5	1	91	4925.01	18998.9
stage49_model5	1	92	4920.34	19129.1
stage49_model5	1	93	4820.76	18828.7
stage49_model5	1	94	4931.59	19005
stage49_model5	1	95	4931.38	19171.4
stage49_model5	1	96	4924.59	19285.9
stage49_model5	1	97	4883.47	18898.8
stage49_model5	1	98	4968.18	19206.6
stage49_model5	1	99	4853.76	18693.7
stage49_model5	2	0	4887.38	19149.3
stage49_model5	2	1	4758.75	18639.8
stage49_model5	2	2	4933.34	19081.3
stage49_model5	2	3	4885.26	18981.3
stage49_model5	2	4	4963.55	19384
stage49_model5	2	5	4987.51	19490
stage49_model5	2	6	4875.8	19032.7
stage49_model5	2	7	4897.72	18829.7
stage49_model5	2	8	4948.3	19036.7
stage49_model5	2	9	4929.55	19235.3
stage49_model5	2	10	4789.8	18744.4
stage49_model5	2	11	4866.71	18907.5
stage49_model5	2	12	4960.43	19130.7
stage49_model5	2	13	4798.75	18743.3
stage49_model5	2	14	4965.89	19300
stage49_model5	2	15	4931.76	19015.2
stage49_model5	2	16	4920.72	19088.8
stage49_model5	2	17	4774.96	18663.5
stage49_model5	2	18	4957.93	19145
stage49_model5	2	19	4807.09	18971.5
stage49_model5	2	20	4939.8	19164
stage49_model5	2	21	4839.71	18834.9
stage49_model5	2	22	4947.13	19234.4
stage49_model5	2	23	5019.3	19400.9
stage49_model5	2	24	4773.21	18691
stage49_model5	2	25	5015.43	19383.1
stage49_model5	2	26	4862.17	18991.8
stage49_model5	2	27	4845.8	18809.9
stage49_model5	2	28	5016.01	19570.7
stage49_model5	2	29	4765.84	18625.7
stage49_model5	2	30	4904.88	18884.8
stage49_model5	2	31	4887.13	19174.2
stage49_model5	2	32	4972.93	19359.3
stage49_model5	2	33	6160.09	19076.5
stage49_model5	2	34	4794.46	18744.3
stage49_model5	2	35	4891.17	19106.4
stage49_model5	2	36	4936.76	19164.5
stage49_model5	2	37	4773.54	18735.9
stage49_model5	2	38	4916.05	19139.2
stage49_model5	2	39	5000.18	19453.5
stage49_model5	2	40	4951.97	19211.8
stage49_model5	2	41	4784.92	18692.2
stage49_model5	2	42	4789.42	18681.4
stage49_model5	2	43	4909.22	19174.8
stage49_model5	2	44	4965.84	19296.5
stage49_model5	2	45	5057.1	19504.4
stage49_model5	2	46	4916.92	18994.3
stage49_model5	2	47	4923.01	19163.1
stage49_model5	2	48	4838.42	18726.5
stage49_model5	2	49	4874.88	19073.1
stage49_model5	2	50	4918.63	19218.3
stage49_model5	2	51	4935.88	19212.4
stage49_model5	2	52	4795.75	18774.8
stage49_model5	2	53	4922.93	19061.2
stage49_model5	2	54	4898.34	19136.4
stage49_model5	2	55	4866.88	19028.2
stage49_model5	2	56	4922.13	18913.6
stage49_model5	2	57	4917.3	18971.4
stage49_model5	2	58	4781.84	18736.5
stage49_model5	2	59	4958.18	19370.4
stage49_model5	2	60	4892.42	19064.7
stage49_model5	2	61	4740.71	18510.3
stage49_model5	2	62	4892.42	18752
stage49_model5	2	63	4920.84	19154.3
stage49_model5	2	64	4830.67	18780.8
stage49_model5	2	65	4865.76	18942.8
stage49_model5	2	66	4906.51	19136.4
stage49_model5	2	67	4845.67	18982.4
stage49_model5	2	68	4975.22	19247.2
stage49_model5	2	69	4849.55	18643
stage49_model5	2	70	4983.59	19416.8
stage49_model5	2	71	5016.93	19429.7
stage49_model5	2	72	4922.55	19063
stage49_model5	2	73	4989.8	19441.3
stage49_model5	2	74	4831.21	18893.2
stage49_model5	2	75	6755.45	21040.3
stage49_model5	2	76	6165.05	20267.5
stage49_model5	2	77	4910.17	18983.2
stage49_model5	2	78	4885.34	19115.6
stage49_model5	2	79	4992.59	19387.7
stage49_model5	2	80	4840.76	18885.6
stage49_model5	2	81	4847.3	18813.9
stage49_model5	2	82	4902.97	19050.5
stage49_model5	2	83	4853.59	18923.5
stage49_model5	2	84	4934.97	19020.6
stage49_model5	2	85	4841.34	18719.9
stage49_model5	2	86	4817.96	18776.5
stage49_model5	2	87	4945.97	19098.9
stage49_model5	2	88	4791.8	18662
stage49_model5	2	89	4988.89	19273.4
stage49_model5	2	90	4934.72	19019.7
stage49_model5	2	91	4876.84	18646.7
stage49_model5	2	92	4843.92	18927.3
stage49_model5	2	93	4895.84	18978.3
stage49_model5	2	94	4825.42	18942.8
stage49_model5	2	95	4969.89	19124.8
stage49_model5	2	96	4841.21	18631.1
stage49_model5	2	97	4837.3	18886.9
stage49_model5	2	98	4899.55	18824.7
