release	release_source	camera_mode	flow	display	warmup_frames	measured_frames	captured_total	captured_measured	application_slot_replacements_measured	application_slot_replacement_pct	opencv_decoded_frame_fps	processed_fps	displayed_fps	executor_mean_ms	consumer_loop_mean_ms	consumer_loop_p95_ms	decoded_read_return_to_display_call_mean_ms	decoded_read_return_to_display_call_p95_ms	temp_min_c	temp_max_c	frequency_khz	frequency_below_1600000_count	exit_status	camera_profile_after	metrics_sha256	detections_sha256	status
0.9.3	runtime_tar_clean_extract	640x480@60_requested_and_backend_reported_MJPG	latest-frame	GUI	30	12265	27047	26973	14708	54.528603	14.984741	6.813771	6.813771	132.534921	146.408605	149.980306	179.823882	210.143138	47	61	1600000	0	0	inactive	c5463a03b7428a548803d4e5bb1274b27248c4fd9f0ffeecd6fcdf8f8dc8a8e4	7a525d23315db19bfc421f9147de7b3b9bfc17a35b68946633459d6b3c4505a1	pass
