surface	images	predictions	image_failures	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_100	status
stage60m_0.9.3_frozen_r640	5000	721755	0	0.3707408944391919	0.5258465300872381	0.4033156042360903	0.18397294626227842	0.4142627352606523	0.5440433811804918	0.593621370936095	pass_exact
