tensor_index	x_bits	x_decimal	scale_bits	scale_decimal	zero_point	x_over_scale_float32	x_over_scale_float64	x_over_scale_exact_fraction	nearest_half_distance	independent_rne_code	host_ort_code	board_ort_code	host_matches_independent	board_matches_independent	host_fenv	board_fenv_frm
178797	0xbe9ef7d0	-0.31048440933227539	0x3f1ef7c9	0.62096840143203735	128	-0.50000035762786865	-0.50000033595309556	-744152/1488303	3.3595309556488928e-07	127	127	128	True	False	0	not-captured-by-vendor-ORT-session
441164	0xc032d6c5	-2.794358491897583	0x3f1ef7c9	0.62096840143203735	128	-4.5000009536743164	-4.5000011038458858	-46881556/10418121	1.1038458858081412e-06	123	123	124	True	False	0	not-captured-by-vendor-ORT-session
1365332	0x412ddf02	10.866945266723633	0x3f1ef7c9	0.62096840143203735	128	17.499998092651367	17.499997168395339	182317088/10418121	2.8316046609688783e-06	145	145	146	True	False	0	not-captured-by-vendor-ORT-session
1407172	0x412ddf01	10.866944313049316	0x3f1ef7c9	0.62096840143203735	128	17.499996185302734	17.499995632609757	26045296/1488303	4.3673902432317391e-06	145	145	146	True	False	0	not-captured-by-vendor-ORT-session
1488517	0x41928c6c	18.318565368652344	0x3f1ef7c9	0.62096840143203735	128	29.499996185302734	29.499996016556153	307334528/10418121	3.9834438467778455e-06	157	157	158	True	False	0	not-captured-by-vendor-ORT-session
