lane	graphwise_rank	op	variable	pyramid	branch	snr	mse	cosine	q_min	q_max	f_min	f_max	f_histogram	snr_high_error	cosine_significant_deviation	source_report
B1	71	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv[Conv]	model.23.one2one_cv3.2.0.1.conv.bias[Constant]	P5	confidence	0.0004	0.0007	0.9999	-3.998	3.154	-4.040	3.172	374,0,0,0,0,0,0,408,816,0,391,935,1275,1088,0,952,714,2397,1326,2890,3740,4267,3162,1411,2482,3961,527,0,884,391,0,425	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	72	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv[Conv]	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0	P5	confidence	0.0894	0.1366	0.9552	-10.048	10.243	-12.964	10.439	1,1,0,0,0,1,4,12,18,22,38,82,145,316,618,1647,3708,7080,10879,7184,2310,504,165,51,13,5,7,3,0,0,1,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	73	/model.19/m.0/cv2/conv/Conv[Conv]	model.19.m.0.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-1.159	1.106	-1.154	1.110	85,0,34,204,85,85,323,204,255,578,595,833,1632,2125,3519,5032,6120,5287,3145,1802,765,816,459,391,51,119,68,0,102,34,0,68	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	74	/model.19/m.0/cv2/conv/Conv[Conv]	model.19.m.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-2.565	1.784	-2.564	1.786	1955,0,0,0,0,884,0,0,1343,0,0,3009,2329,0,0,3179,1020,1258,2363,1122,2431,1241,1938,1037,2227,1972,0,901,1088,1156,0,2363	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	75	/model.19/m.0/cv2/conv/Conv[Conv]	/model.19/m.0/cv2/conv/Conv_output_0			0.0893	0.126	0.9549	-8.344	6.413	-8.238	6.836	3,1,3,5,4,7,10,34,39,114,167,316,633,1294,2279,3834,5480,6331,5501,4063,2338,1200,568,291,115,87,53,32,8,4,1,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	76	/model.22/cv1/conv/Conv[Conv]	model.22.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-1.032	0.840	-1.027	0.844	17,0,0,0,17,51,68,68,136,306,323,527,697,986,1462,2754,5168,10132,5389,2414,1785,850,612,289,272,170,170,51,17,17,34,34	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	77	/model.22/cv1/conv/Conv[Conv]	model.22.cv1.conv.bias[Constant]			0.0	0.0	1.0	-3.151	2.102	-3.142	2.102	221,306,119,323,187,527,459,1683,2006,1360,2805,2227,2533,2550,1972,3383,1479,2108,1462,1683,1156,1173,714,799,680,255,357,187,51,0,0,51	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	78	/model.22/cv1/conv/Conv[Conv]	/model.22/cv1/conv/Conv_output_0			0.088	0.1534	0.9558	-8.546	6.344	-8.698	6.127	1,0,0,0,3,1,8,15,38,84,123,281,616,1259,2481,4315,5428,5745,5183,3745,2500,1464,780,366,178,87,64,26,12,4,4,5	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	79	/model.6/m.0/cv2/act/Mul[Mul]	/model.6/m.0/cv2/act/Mul_output_0			0.0866	0.0501	0.9586	-0.271	8.375	-0.278	8.002	17918,4235,3880,2452,1680,1373,930,794,498,315,239,198,79,51,36,41,20,21,16,9,8,3,8,2,4,1,0,1,1,1,0,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	80	/model.0/conv/Conv[Conv]	images			0.0	0.0	1.0	0.000	1.000	0.000	1.000	2285,1824,1346,1155,1147,1185,1001,901,844,786,794,641,596,612,9602,528,477,480,472,520,537,595,562,564,589,487,438,473,684,681,761,1249	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	81	/model.0/conv/Conv[Conv]	model.0.conv.weight[Constant]			0.0	0.0009	1.0	-22.560	23.509	-22.649	23.602	102,0,85,0,0,102,255,374,204,493,969,646,2210,3672,3995,6154,4726,3859,3060,1190,918,306,697,238,153,153,119,0,0,0,34,102	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	82	/model.0/conv/Conv[Conv]	model.0.conv.bias[Constant]			0.0119	0.5536	0.9957	-23.662	15.467	-21.510	15.426	2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550,6460,16966,4522,0,0,0,0,0,0,0,0,0,2210	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	83	/model.0/conv/Conv[Conv]	/model.0/conv/Conv_output_0			0.0848	3.5073	0.9609	-10.160	43.274	-37.726	43.216	3,1,4,0,1,86,353,343,510,431,978,1121,1276,1083,4859,18247,2160,458,284,679,1671,155,38,48,11,3,3,3,2,2,0,3	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	84	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv[Conv]	model.23.one2one_cv3.1.0.1.conv.weight[Constant]	P4	confidence	0.0001	0.0	0.9999	-0.948	0.674	-0.945	0.676	17,0,0,17,0,34,68,0,68,17,136,136,102,306,629,1071,2329,6120,11747,6154,2975,1394,629,323,238,51,34,51,85,34,17,34	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	85	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv[Conv]	model.23.one2one_cv3.1.0.1.conv.bias[Constant]	P4	confidence	0.0	0.0001	1.0	-6.815	7.326	-6.794	7.337	1207,0,0,986,391,0,578,442,0,0,0,1360,306,3111,1836,3332,2278,2720,2567,2312,1989,1921,1428,2601,2074,0,935,0,0,0,0,442	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	86	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv[Conv]	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv_output_0	P4	confidence	0.0841	0.2082	0.9579	-10.019	6.781	-16.516	6.737	1,0,0,1,1,2,4,7,10,25,28,38,80,104,148,192,297,352,565,954,1639,2744,5911,11652,7559,1946,386,131,28,8,1,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	87	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul[Mul]	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0	P5	confidence	0.0829	0.1421	0.9606	-0.261	66.306	-0.278	71.904	33455,1261,48,14,10,3,5,2,1,3,3,3,0,1,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	88	/model.13/m.0/cv2/conv/Conv[Conv]	model.13.m.0.cv2.conv.weight[Constant]			0.0	0.0	1.0	-1.361	1.404	-1.356	1.409	17,68,170,119,204,289,204,833,1088,1428,1751,2057,2754,2686,3315,3485,3060,2550,2210,1751,1683,1139,782,459,238,170,68,136,51,17,0,34	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	89	/model.13/m.0/cv2/conv/Conv[Conv]	model.13.m.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-3.768	2.460	-3.773	2.458	1071,0,0,0,0,1037,0,1139,0,1088,0,3196,1105,1190,1190,918,1071,952,1003,4029,1173,1054,2380,2125,3553,884,1173,0,2312,0,0,1173	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	90	/model.13/m.0/cv2/conv/Conv[Conv]	/model.13/m.0/cv2/conv/Conv_output_0			0.0828	0.1436	0.9577	-9.322	7.025	-9.080	7.172	1,0,1,1,3,9,8,24,54,102,188,341,798,1605,2905,4381,5205,5719,5219,3702,2288,1253,644,222,84,32,11,8,6,0,1,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	91	/model.19/m.0/m/m.1/cv1/conv/Conv[Conv]	model.19.m.0.m.1.cv1.conv.weight[Constant]			0.0002	0.0	0.9999	-0.883	0.711	-0.880	0.713	34,0,0,0,0,17,51,17,34,102,170,153,374,612,1224,2482,5967,10370,7888,3145,1020,493,187,221,85,51,17,17,17,17,34,17	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	92	/model.19/m.0/m/m.1/cv1/conv/Conv[Conv]	model.19.m.0.m.1.cv1.conv.bias[Constant]			0.0	0.0	1.0	-3.574	1.089	-3.576	1.089	1326,0,0,0,2057,0,0,0,0,0,0,2329,0,0,1037,986,0,0,1122,2210,3961,0,2346,2091,4879,0,0,5389,1003,986,2074,1020	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	93	/model.19/m.0/m/m.1/cv1/conv/Conv[Conv]	/model.19/m.0/m/m.1/cv1/conv/Conv_output_0			0.0824	0.0866	0.9581	-7.220	4.702	-7.364	5.383	1,0,3,2,4,13,22,29,63,103,164,265,526,1013,1978,3464,5481,6701,6125,4155,2446,1304,525,228,115,53,21,8,3,0,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	94	/model.19/m.0/Concat[Concat]	/model.19/m.0/Concat_output_0			0.0798	0.3199	0.9596	-0.787	20.945	-0.831	22.732	11657,10200,4383,2459,1645,1275,1078,746,472,347,212,128,65,38,32,15,10,11,13,2,11,3,2,6,2,1,0,0,1,0,0,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	95	/model.11/Resize[Resize]				0.0	0.0	1.0	1.000	1.000	1.000	1.000	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	96	/model.11/Resize[Resize]	PPQ_Variable_7[Constant]			0.0	0.0	1.0	1.000	2.000	1.000	2.000	16864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17952	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	97	/model.11/Resize[Resize]	/model.11/Resize_output_0			0.0788	0.0105	0.9602	-0.273	4.720	-0.278	5.817	23218,4805,2237,1536,1087,734,421,258,162,129,79,60,38,28,7,2,4,1,6,0,1,0,0,0,1,0,1,0,0,0,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	98	/model.10/m/m.0/attn/pe/conv/Conv[Conv]	/model.10/m/m.0/attn/Reshape_2_output_0			0.0852	0.189	0.9569	-7.987	7.793	-8.298	9.230	2,0,4,10,24,63,92,193,333,561,1047,1671,2676,4141,6065,6711,4218,2821,1778,1119,582,351,177,89,45,28,9,3,0,0,1,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	99	/model.10/m/m.0/attn/pe/conv/Conv[Conv]	model.10.m.0.attn.pe.conv.weight[Constant]			0.0	0.0	1.0	-2.496	2.115	-2.486	2.121	68,51,17,68,0,17,0,17,0,51,0,187,1122,646,714,1785,3400,24616,884,272,459,170,51,34,17,0,0,102,0,0,17,51	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	100	/model.10/m/m.0/attn/pe/conv/Conv[Conv]	model.10.m.0.attn.pe.conv.bias[Constant]			0.0	0.0	1.0	-1.146	0.426	-1.146	0.426	255,0,0,0,0,0,0,0,0,153,0,0,0,238,0,0,221,340,935,884,1309,3859,5457,12614,4692,2601,357,0,612,0,0,289	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	101	/model.10/m/m.0/attn/pe/conv/Conv[Conv]	/model.10/m/m.0/attn/pe/conv/Conv_output_0			0.0779	0.0479	0.9607	-4.955	5.429	-5.143	5.843	2,1,11,9,22,29,62,124,190,344,567,1071,2253,4773,8163,8124,4302,2193,1118,610,349,187,146,77,24,30,16,11,3,4,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	102	/model.10/Concat[Concat]	/model.10/Split_output_0			0.0694	0.0459	0.965	-0.267	6.936	-0.278	7.772	19045,4530,2908,2114,1547,1071,860,665,483,405,338,211,165,111,87,59,63,48,25,28,20,11,13,4,2,1,1,0,0,0,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	103	/model.10/Concat[Concat]	/model.10/Concat_output_0			0.0777	0.0907	0.9608	-4.580	7.906	-5.417	7.864	1,2,4,0,6,15,37,84,212,484,964,1594,11964,5731,4168,3259,2283,1570,999,598,361,226,109,74,34,18,13,1,1,2,0,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	104	/model.19/cv1/act/Mul[Mul]	/model.19/cv1/act/Mul_output_0			0.0771	0.0283	0.9609	-0.284	5.060	-0.278	5.631	15175,5362,3684,2757,2039,1461,1139,831,641,464,342,285,198,117,87,68,28,43,27,17,14,8,15,4,4,3,0,2,0,0,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	105	/model.9/cv1/conv/Conv[Conv]	model.9.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-1.496	0.930	-1.490	0.934	17,0,0,0,0,0,0,0,0,0,0,0,51,102,204,680,1989,3451,6749,8755,6409,3553,1649,799,306,51,34,0,0,0,0,17	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	106	/model.9/cv1/conv/Conv[Conv]	model.9.cv1.conv.bias[Constant]			0.0	0.0	1.0	-3.208	3.944	-3.208	3.944	221,0,0,0,0,578,1003,1462,1445,1581,1292,1054,2329,2125,3417,2397,4165,2108,1921,2550,918,1462,578,374,578,340,629,0,0,0,0,289	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	107	/model.9/cv1/conv/Conv[Conv]	/model.9/cv1/conv/Conv_output_0			0.0768	0.0889	0.9611	-5.364	6.115	-5.162	6.419	1,2,5,15,42,70,147,300,597,1170,1978,2986,4228,4916,4886,4376,3497,2196,1339,870,526,307,170,109,44,20,9,6,0,3,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	108	/model.10/cv2/act/Mul[Mul]	/model.10/cv2/act/Mul_output_0			0.075	0.0102	0.9623	-0.273	5.593	-0.278	6.067	24089,4585,2106,1436,985,594,341,228,136,110,68,58,22,11,6,8,2,8,2,9,3,3,3,2,0,0,0,0,0,0,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	109	/model.8/m.0/cv2/act/Mul[Mul]	/model.8/m.0/cv2/act/Mul_output_0			0.0731	0.0473	0.9632	-0.289	7.402	-0.278	7.366	20102,4328,2519,1785,1379,1020,785,632,492,380,301,238,192,177,126,99,86,58,26,26,16,14,12,10,5,3,0,1,1,0,1,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	110	/model.10/m/m.0/Add_1[Add]	/model.10/m/m.0/Add_1_output_0			0.0729	0.1269	0.9632	-5.445	7.374	-4.991	7.263	3,2,3,10,24,56,120,259,539,1061,2090,3093,4108,4592,4574,4066,3270,2495,1747,1122,677,367,240,139,69,44,21,13,7,1,2,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	111	/model.22/cv2/conv/Conv[Conv]	model.22.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-0.588	0.658	-0.585	0.661	17,17,17,0,0,17,51,17,34,68,221,306,1054,2618,11492,14501,2686,833,391,238,102,51,0,34,17,0,0,0,0,0,0,34	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	112	/model.22/cv2/conv/Conv[Conv]	model.22.cv2.conv.bias[Constant]			0.0003	0.0002	0.9999	-3.879	2.758	-3.878	2.758	34,0,0,102,136,0,136,0,187,153,170,340,408,1258,2771,5695,6426,3672,3298,2856,1853,1377,1411,561,697,119,663,221,85,0,0,187	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	113	/model.22/cv2/conv/Conv[Conv]	/model.22/cv2/conv/Conv_output_0			0.0727	0.193	0.9635	-10.073	12.147	-24.089	12.030	1,1,0,1,2,2,0,1,1,2,6,15,25,28,60,73,181,381,1045,3775,14283,10396,2627,1135,514,187,42,21,5,3,1,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	114	/model.16/m.0/m/m.0/cv1/act/Mul[Mul]	/model.16/m.0/m/m.0/cv1/act/Mul_output_0			0.0727	0.0188	0.963	-0.280	3.871	-0.278	4.065	14648,4978,3590,2707,2035,1554,1178,958,718,560,440,341,234,189,141,94,88,94,75,47,38,30,22,9,9,15,10,8,2,2,1,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	115	/model.10/m/m.0/attn/qkv/conv/Conv[Conv]	/model.10/Split_output_1			0.0345	0.0356	0.9827	-0.267	7.025	-0.278	7.406	12950,3476,3044,2699,2546,2223,1910,1630,1296,970,686,477,348,239,130,76,48,31,8,9,4,5,3,2,3,1,1,0,0,0,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	116	/model.10/m/m.0/attn/qkv/conv/Conv[Conv]	model.10.m.0.attn.qkv.conv.weight[Constant]			0.0001	0.0	1.0	-0.918	0.701	-0.919	0.704	17,0,0,0,34,0,85,68,68,238,255,459,408,952,1275,2397,4097,6596,6545,4097,2805,1343,969,714,425,340,187,221,34,136,34,17	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	117	/model.10/m/m.0/attn/qkv/conv/Conv[Conv]	model.10.m.0.attn.qkv.conv.bias[Constant]			0.0	0.0	1.0	-4.606	13.664	-4.606	13.664	340,357,68,935,1275,3349,4709,5984,6392,4675,3468,1751,1139,68,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	118	/model.10/m/m.0/attn/qkv/conv/Conv[Conv]	/model.10/m/m.0/attn/qkv/conv/Conv_output_0			0.0726	0.1281	0.9635	-7.533	6.819	-7.214	7.033	2,5,2,11,28,30,81,125,208,356,597,1117,1837,2855,3853,5064,5687,4313,3202,2165,1410,855,518,249,129,60,27,17,8,3,1,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	119	/model.8/m.0/cv2/conv/Conv[Conv]	model.8.m.0.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-1.116	2.022	-1.118	2.029	34,0,0,119,170,442,816,1904,3230,4896,5219,5644,4811,3213,1921,1156,646,204,153,119,51,17,17,17,0,0,0,0,0,0,0,17	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	120	/model.8/m.0/cv2/conv/Conv[Conv]	model.8.m.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-2.015	3.101	-2.015	3.101	646,0,1683,663,697,901,1700,0,1530,1598,2261,3604,2754,1768,1938,2652,4301,0,1411,0,2941,680,0,0,0,0,510,0,0,0,0,578	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	121	/model.8/m.0/cv2/conv/Conv[Conv]	/model.8/m.0/cv2/conv/Conv_output_0			0.0724	0.1441	0.9633	-8.244	8.450	-8.131	9.822	1,1,4,10,18,33,60,189,396,842,1463,3197,5608,6728,5797,4141,2694,1571,958,513,293,144,89,36,19,3,2,3,1,1,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	122	/model.13/m.0/m/m.0/cv1/act/Mul[Mul]	/model.13/m.0/m/m.0/cv1/act/Mul_output_0			0.0724	0.0088	0.9631	-0.281	3.854	-0.278	3.943	19481,5174,2957,2070,1430,1027,777,529,403,255,187,152,117,82,52,30,28,19,14,12,3,8,2,3,0,1,0,1,1,0,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	123	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv[Conv]	model.23.one2one_cv2.2.1.conv.weight[Constant]	P5	bbox	0.0002	0.0	0.9999	-1.382	1.437	-1.376	1.443	17,0,0,0,0,17,0,0,34,51,119,34,34,238,969,31280,1394,187,102,119,0,68,0,0,0,0,0,34,34,0,17,68	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	124	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv[Conv]	model.23.one2one_cv2.2.1.conv.bias[Constant]	P5	bbox	0.0	0.0	1.0	-2.803	2.996	-2.807	2.995	1836,0,0,0,0,0,0,0,0,0,4471,2482,0,0,4284,2244,0,2091,1887,0,0,6987,2176,0,0,0,0,0,0,2414,1921,2023	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	125	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv[Conv]	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0	P5	bbox	0.0723	0.2114	0.9664	-5.735	13.015	-5.574	14.404	5,13,29,100,259,725,2200,4338,6871,5107,4053,3626,3647,2074,773,454,177,136,61,50,37,38,14,9,3,6,0,1,3,5,0,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	126	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul[Mul]	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0	P5	bbox	0.0721	0.1601	0.9679	-0.272	12.990	-0.278	14.404	16669,4202,2958,2714,2563,2127,1455,807,453,312,152,106,72,65,40,21,19,25,19,7,6,5,6,0,4,1,3,2,1,1,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	127	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv[Conv]	model.23.one2one_cv3.0.1.1.conv.weight[Constant]	P3	confidence	0.0001	0.0	1.0	-1.958	5.551	-1.961	5.519	17,34,34,68,102,884,2499,8007,14671,6086,1649,510,187,0,0,34,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	128	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv[Conv]	model.23.one2one_cv3.0.1.1.conv.bias[Constant]	P3	confidence	0.0	0.0002	1.0	-6.900	10.337	-6.893	10.319	476,0,0,0,833,493,323,680,1615,374,476,4607,2091,1122,3026,2040,2771,748,935,3128,2074,731,1020,0,1343,595,0,680,1751,0,374,510	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	129	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv[Conv]	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv_output_0	P3	confidence	0.0715	0.404	0.9637	-10.099	15.045	-16.166	12.383	1,0,1,3,2,0,6,2,4,6,12,16,47,166,496,1453,3297,5414,6243,5482,4231,3157,2233,1339,748,287,111,39,13,5,0,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	130	/model.13/m.0/cv3/act/Mul[Mul]	/model.13/m.0/cv3/act/Mul_output_0			0.0715	0.0184	0.9636	-0.272	5.328	-0.278	5.109	16643,5144,3410,2581,1896,1387,1048,801,597,367,283,201,132,84,58,51,29,26,20,12,9,2,3,7,5,10,2,0,1,2,2,3	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	131	/model.19/cv1/conv/Conv[Conv]	model.19.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-1.219	0.902	-1.214	0.900	34,0,0,17,0,17,17,102,85,119,153,357,493,799,1479,2023,3791,5355,7752,5644,2941,1717,833,357,425,119,102,17,17,0,17,34	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	132	/model.19/cv1/conv/Conv[Conv]	model.19.cv1.conv.bias[Constant]			0.0	0.0	1.0	-2.580	1.530	-2.580	1.530	323,0,0,0,510,425,629,799,952,2601,629,1207,748,2057,1258,1156,1122,3196,1156,2601,1853,2244,1190,238,2278,1258,1275,544,425,595,697,850	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	133	/model.19/cv1/conv/Conv[Conv]	/model.19/cv1/conv/Conv_output_0			0.0712	0.0867	0.9642	-5.984	5.210	-6.022	6.038	2,2,6,10,33,63,79,170,242,484,802,1349,2153,3198,4334,4983,5270,4424,3043,1930,1126,607,265,130,40,32,19,6,11,2,0,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	134	/model.6/m.0/cv2/conv/Conv[Conv]	model.6.m.0.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-1.838	3.463	-1.844	3.476	34,51,17,34,119,68,595,544,1768,5185,9401,9401,4743,1751,782,153,34,0,68,0,0,17,17,0,0,0,0,0,0,0,0,34	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	135	/model.6/m.0/cv2/conv/Conv[Conv]	model.6.m.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-2.759	1.816	-2.750	1.812	2006,0,0,0,0,0,0,0,1224,0,0,0,3230,0,0,2431,2941,3842,0,1122,1173,0,5440,1105,0,0,1139,0,0,867,5032,3264	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	136	/model.6/m.0/cv2/conv/Conv[Conv]	/model.6/m.0/cv2/conv/Conv_output_0			0.0706	0.1324	0.9646	-9.987	8.584	-15.887	8.665	1,0,0,0,2,0,0,2,2,5,3,7,16,27,101,277,676,1319,3398,6872,8290,7583,3872,1607,548,116,69,13,6,1,1,2	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	137	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul[Mul]	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0	P5	confidence	0.0695	0.0584	0.9651	-0.273	10.498	-0.278	9.631	11534,7460,5641,3433,2110,1514,1213,727,482,202,99,75,50,77,92,19,25,12,17,4,7,6,4,0,3,1,1,2,0,0,2,4	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	138	/model.12/Concat[Concat]	/model.12/Concat_output_0			0.0693	0.0091	0.965	-0.286	4.807	-0.278	4.702	20489,5303,2599,1943,1418,970,703,450,322,192,152,92,54,41,26,23,12,8,2,1,1,2,2,0,0,5,3,1,0,0,1,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	139	/model.19/m.0/m/m.1/cv2/act/Mul[Mul]	/model.19/m.0/m/m.1/cv2/act/Mul_output_0			0.0686	0.3959	0.9654	-0.304	24.553	-0.278	25.001	14723,5205,4171,3532,2693,1884,1143,648,349,176,103,38,45,27,17,11,13,10,4,9,1,4,3,2,0,2,1,0,0,0,1,1	0	1	stage65b_r1_b1_split_s8_qdq_report.md
B1	140	/model.16/m.0/m/m.0/cv1/conv/Conv[Conv]	model.16.m.0.m.0.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-3.405	2.929	-3.392	2.924	34,34,0,51,17,0,170,102,170,170,442,476,986,1632,2295,3961,5185,6273,4794,3366,1717,918,697,544,357,102,136,68,34,34,0,51	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	141	/model.16/m.0/m/m.0/cv1/conv/Conv[Conv]	model.16.m.0.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-3.154	2.984	-3.154	2.984	2125,0,0,0,2091,2074,0,0,2074,2227,0,2142,4505,2091,0,2414,0,1955,2244,0,2295,2550,0,0,0,1989,0,0,0,0,0,2040	0	0	stage65b_r1_b1_split_s8_qdq_report.md
B1	142	/model.16/m.0/m/m.0/cv1/conv/Conv[Conv]	/model.16/m.0/m/m.0/cv1/conv/Conv_output_0			0.0684	0.0598	0.9659	-3.980	4.047	-4.016	4.409	1,5,9,16,42,97,195,409,782,1305,1995,2782,3466,3664,3997,3963,3542,2863,1978,1384,923,550,324,183,137,97,48,31,11,9,5,3	0	1	stage65b_r1_b1_split_s8_qdq_report.md
