candidate	image_index	image	fp32_split_vs_unsplit_mae	fp32_split_vs_unsplit_max_abs	fp32_split_vs_unsplit_cosine	s8_vs_fp32_mae	s8_vs_fp32_max_abs	s8_vs_fp32_cosine	candidate_tail_vs_source_mae	candidate_tail_vs_source_max_abs	candidate_tail_vs_source_cosine	confidence_branch_collapsed	status
B2	24	000000414609.jpg	0.0	0.0	1.0	107.39935762820973	536.7145385742188	0.8167412174615085	0.0	0.0	1.0	0	pass
B2	25	000000342336.jpg	0.0	0.0	1.0000000000000002	84.09145771081249	588.3165149688721	0.8566592680308236	0.0	0.0	1.0000000000000002	0	pass
B2	26	000000091751.jpg	0.0	0.0	0.9999999999999999	102.84617941568295	629.8086071014404	0.7897468726590775	0.0	0.0	0.9999999999999999	0	pass
B2	27	000000443033.jpg	0.0	0.0	1.0	84.46556655524506	636.7163953781128	0.846439467439665	0.0	0.0	1.0	0	pass
B2	28	000000329568.jpg	0.0	0.0	1.0	85.92606445039313	631.1266403198242	0.9019701884789985	0.0	0.0	1.0	0	pass
B2	29	000000299785.jpg	0.0	0.0	1.0	95.20244908102684	627.7803344726562	0.8119881021911388	0.0	0.0	1.0	0	pass
B2	30	000000065554.jpg	0.0	0.0	1.0	94.34479133859277	633.2768421173096	0.8134243520782686	0.0	0.0	1.0	0	pass
B2	31	000000357076.jpg	0.0	0.0	1.0	46.88186101971401	511.3643341064453	0.9534956748041602	0.0	0.0	1.0	0	pass
B2	32	000000530934.jpg	0.0	0.0	1.0	88.21851264292995	546.4561920166016	0.8968789099881781	0.0	0.0	1.0	0	pass
B2	33	000000167115.jpg	0.0	0.0	0.9999999999999999	84.58780759703782	533.9038009643555	0.9260170875293862	0.0	0.0	0.9999999999999999	0	pass
B2	34	000000425359.jpg	0.0	0.0	1.0	64.07548754144047	567.6315612792969	0.8567312457729089	0.0	0.0	1.0	0	pass
B2	35	000000523304.jpg	0.0	0.0	1.0	69.36535690915254	401.08941650390625	0.935427128163044	0.0	0.0	1.0	0	pass
B2	36	000000158334.jpg	0.0	0.0	1.0	64.30827406171295	464.2197952270508	0.943921276069301	0.0	0.0	1.0	0	pass
B2	37	000000075990.jpg	0.0	0.0	1.0	78.53462922092942	633.0414485931396	0.7912778154479421	0.0	0.0	1.0	0	pass
B2	38	000000222313.jpg	0.0	0.0	1.0	124.35438902947638	653.7618865966797	0.7860454118338478	0.0	0.0	1.0	0	pass
B2	39	000000249184.jpg	0.0	0.0	0.9999999999999999	100.79457617455058	613.7791500091553	0.8740296729914148	0.0	0.0	0.9999999999999999	0	pass
B2	40	000000488726.jpg	0.0	0.0	0.9999999999999999	94.54061591386795	607.1555709838867	0.8503975131738212	0.0	0.0	0.9999999999999999	0	pass
B2	41	000000130741.jpg	0.0	0.0	1.0	44.41614276973738	467.34584045410156	0.9609255591879936	0.0	0.0	1.0	0	pass
B2	42	000000519601.jpg	0.0	0.0	1.0	77.15984061880245	464.9851303100586	0.9186807364625155	0.0	0.0	1.0	0	pass
B2	43	000000470085.jpg	0.0	0.0	0.9999999999999999	92.56252013332313	631.8372459411621	0.8813865919149481	0.0	0.0	0.9999999999999999	0	pass
B2	44	000000425743.jpg	0.0	0.0	1.0	36.552437938153744	361.54519271850586	0.9726940356911158	0.0	0.0	1.0	0	pass
B2	45	000000368611.jpg	0.0	0.0	0.9999999999999999	83.80591639834974	571.3419494628906	0.8446104689979106	0.0	0.0	0.9999999999999999	0	pass
B2	46	000000423445.jpg	0.0	0.0	1.0000000000000002	65.98107103006707	520.5969696044922	0.9157067579860955	0.0	0.0	1.0000000000000002	0	pass
B2	47	000000550481.jpg	0.0	0.0	1.0	116.66097809066375	630.1135673522949	0.7998914124932527	0.0	0.0	1.0	0	pass
B2	48	000000340868.jpg	0.0	0.0	1.0	84.31788279362851	602.8628878593445	0.8609941548419501	0.0	0.0	1.0	0	pass
B2	49	000000408292.jpg	0.0	0.0	1.0	105.98587069786257	582.2240219116211	0.7890953323920616	0.0	0.0	1.0	0	pass
B2	50	000000378347.jpg	0.0	0.0	0.9999999999999998	83.27464259114531	465.62892150878906	0.901137395693962	0.0	0.0	0.9999999999999998	0	pass
B2	51	000000375325.jpg	0.0	0.0	1.0	95.01522435271077	618.1242084503174	0.8698801128997024	0.0	0.0	1.0	0	pass
B2	52	000000408206.jpg	0.0	0.0	1.0000000000000002	86.97546502802108	631.1152138710022	0.8884175913116888	0.0	0.0	1.0000000000000002	0	pass
B2	53	000000465285.jpg	0.0	0.0	1.0	104.94883628913098	463.7515563964844	0.8776649410685843	0.0	0.0	1.0	0	pass
B2	54	000000517975.jpg	0.0	0.0	0.9999999999999998	92.37347074723905	622.7475452423096	0.8516840802137923	0.0	0.0	0.9999999999999998	0	pass
B2	55	000000449888.jpg	0.0	0.0	1.0000000000000002	93.84898911802306	603.3123779296875	0.8917573700366596	0.0	0.0	1.0000000000000002	0	pass
B2	56	000000066754.jpg	0.0	0.0	1.0	83.12661452488767	635.0489449501038	0.8963008544079791	0.0	0.0	1.0	0	pass
B2	57	000000165464.jpg	0.0	0.0	1.0000000000000002	105.23169046546022	633.6698913574219	0.8500887086840733	0.0	0.0	1.0000000000000002	0	pass
B2	58	000000042947.jpg	0.0	0.0	1.0	60.355060224533084	416.1502151489258	0.9476462171066532	0.0	0.0	1.0	0	pass
B2	59	000000199403.jpg	0.0	0.0	1.0	97.98315346868502	625.5386610031128	0.8753830631927602	0.0	0.0	1.0	0	pass
B2	60	000000237723.jpg	0.0	0.0	1.0	78.46044030997489	496.3118896484375	0.9194881341934178	0.0	0.0	1.0	0	pass
B2	61	000000295589.jpg	0.0	0.0	1.0000000000000002	89.23705367853245	632.0286102294922	0.7129884654724611	0.0	0.0	1.0000000000000002	0	pass
B2	62	000000277088.jpg	0.0	0.0	0.9999999999999998	54.89978373025854	605.2400894165039	0.9175133012410971	0.0	0.0	0.9999999999999998	0	pass
B2	63	000000068646.jpg	0.0	0.0	0.9999999999999998	134.41124512736997	634.4168748855591	0.7282038952198111	0.0	0.0	0.9999999999999998	0	pass
B2	64	000000207074.jpg	0.0	0.0	1.0	57.22145914639036	433.8385009765625	0.9485798927834168	0.0	0.0	1.0	0	pass
B2	65	000000509718.jpg	0.0	0.0	1.0	76.6862639340924	444.1469268798828	0.9164970587315516	0.0	0.0	1.0	0	pass
B2	66	000000014283.jpg	0.0	0.0	1.0000000000000002	75.18666417388452	440.6077575683594	0.9225455323763093	0.0	0.0	1.0000000000000002	0	pass
B2	67	000000566968.jpg	0.0	0.0	1.0	108.74119591317243	584.7615394592285	0.7685893346831244	0.0	0.0	1.0	0	pass
B2	68	000000129712.jpg	0.0	0.0	1.0	75.7526237087614	442.32135009765625	0.9383386439010076	0.0	0.0	1.0	0	pass
B2	69	000000464695.jpg	0.0	0.0	1.0000000000000002	90.66973200852672	610.9675784111023	0.812022470127901	0.0	0.0	1.0000000000000002	0	pass
B2	70	000000031041.jpg	0.0	0.0	1.0000000000000002	103.76695203946696	606.493465423584	0.8687418517296666	0.0	0.0	1.0000000000000002	0	pass
B2	71	000000506659.jpg	0.0	0.0	1.0	113.52101832545466	540.9086990356445	0.8625146578407653	0.0	0.0	1.0	0	pass
B2	72	000000167267.jpg	0.0	0.0	1.0000000000000002	125.84415973699755	635.2812957763672	0.8135902695024462	0.0	0.0	1.0000000000000002	0	pass
B2	73	000000360307.jpg	0.0	0.0	0.9999999999999998	120.16998887416389	634.5790176391602	0.8157715497603192	0.0	0.0	0.9999999999999998	0	pass
B2	74	000000102610.jpg	0.0	0.0	0.9999999999999999	102.97438239218461	634.6016705036163	0.8115278333390381	0.0	0.0	0.9999999999999999	0	pass
B2	75	000000210736.jpg	0.0	0.0	0.9999999999999998	100.1813743898107	611.694206237793	0.8722603334827225	0.0	0.0	0.9999999999999998	0	pass
B2	76	000000197576.jpg	0.0	0.0	1.0	117.2371533644365	634.0923919677734	0.8127991443842535	0.0	0.0	1.0	0	pass
B2	77	000000342715.jpg	0.0	0.0	0.9999999999999999	83.07160902097822	632.2441492080688	0.8307156376993493	0.0	0.0	0.9999999999999999	0	pass
B2	78	000000556698.jpg	0.0	0.0	0.9999999999999998	130.7576706380811	633.5558319091797	0.7360332811755024	0.0	0.0	0.9999999999999998	0	pass
B2	79	000000065420.jpg	0.0	0.0	1.0	96.70584650508232	631.9362487792969	0.8890191692153665	0.0	0.0	1.0	0	pass
B2	80	000000178189.jpg	0.0	0.0	1.0	104.28811074248618	634.6125826835632	0.8090356251752351	0.0	0.0	1.0	0	pass
B2	81	000000318495.jpg	0.0	0.0	1.0	89.19320274346404	520.0508880615234	0.8923717144597126	0.0	0.0	1.0	0	pass
B2	82	000000467803.jpg	0.0	0.0	0.9999999999999999	72.16275573843055	491.02276611328125	0.9143254988589947	0.0	0.0	0.9999999999999999	0	pass
B2	83	000000544983.jpg	0.0	0.0	1.0000000000000002	69.58172561243177	625.5852994918823	0.8256329210048846	0.0	0.0	1.0000000000000002	0	pass
B2	84	000000438993.jpg	0.0	0.0	1.0	76.41787409769164	535.1869239807129	0.9101035285393477	0.0	0.0	1.0	0	pass
B2	85	000000089124.jpg	0.0	0.0	1.0	93.08554933114185	592.5524559020996	0.8328199757452681	0.0	0.0	1.0	0	pass
B2	86	000000262686.jpg	0.0	0.0	1.0000000000000002	78.09780991799302	467.73980712890625	0.8933289294837171	0.0	0.0	1.0000000000000002	0	pass
B2	87	000000110514.jpg	0.0	0.0	1.0	129.87204648716582	636.8983545303345	0.7087100900419889	0.0	0.0	1.0	0	pass
B2	88	000000407443.jpg	0.0	0.0	1.0000000000000002	81.86798573980728	553.516845703125	0.9128990525797697	0.0	0.0	1.0000000000000002	0	pass
B2	89	000000403224.jpg	0.0	0.0	1.0000000000000002	95.16140511881974	508.32716369628906	0.880466724019097	0.0	0.0	1.0000000000000002	0	pass
B2	90	000000101090.jpg	0.0	0.0	1.0000000000000002	85.72126199275255	596.8007011413574	0.8481340696694925	0.0	0.0	1.0000000000000002	0	pass
B2	91	000000430175.jpg	0.0	0.0	1.0	79.17938524668415	633.2858572006226	0.7307026866182575	0.0	0.0	1.0	0	pass
B2	92	000000499918.jpg	0.0	0.0	1.0	64.56561940380269	510.2478485107422	0.9091328988448683	0.0	0.0	1.0	0	pass
B2	93	000000277563.jpg	0.0	0.0	0.9999999999999999	90.48302892017696	630.8128433227539	0.8308882496580673	0.0	0.0	0.9999999999999999	0	pass
B2	94	000000239596.jpg	0.0	0.0	0.9999999999999999	66.53886481058267	605.076000213623	0.8960871080774545	0.0	0.0	0.9999999999999999	0	pass
B2	95	000000164856.jpg	0.0	0.0	0.9999999999999999	114.12374289780855	630.5951766967773	0.8456986877720865	0.0	0.0	0.9999999999999999	0	pass
B2	96	000000457271.jpg	0.0	0.0	1.0000000000000002	97.79502209602131	634.4310684204102	0.8542617565486512	0.0	0.0	1.0000000000000002	0	pass
B2	97	000000373034.jpg	0.0	0.0	1.0000000000000002	124.8498100269172	628.4113035202026	0.7273434605033539	0.0	0.0	1.0000000000000002	0	pass
B2	98	000000491804.jpg	0.0	0.0	1.0	44.545668538990945	424.93785095214844	0.9429126598279823	0.0	0.0	1.0	0	pass
B2	99	000000406298.jpg	0.0	0.0	0.9999999999999998	101.10244552246398	632.1538715362549	0.8111125141469946	0.0	0.0	0.9999999999999998	0	pass
B2	100	000000389441.jpg	0.0	0.0	1.0	97.96318051442503	636.0274810791016	0.8577248419498311	0.0	0.0	1.0	0	pass
B2	101	000000034574.jpg	0.0	0.0	1.0	46.85508398541146	433.92156982421875	0.964592155645836	0.0	0.0	1.0	0	pass
B2	102	000000209604.jpg	0.0	0.0	0.9999999999999998	97.25628207486537	526.3595695495605	0.8774396396802694	0.0	0.0	0.9999999999999998	0	pass
B2	103	000000074213.jpg	0.0	0.0	1.0	98.22192127785749	632.097713470459	0.6798902996631286	0.0	0.0	1.0	0	pass
B2	104	000000296599.jpg	0.0	0.0	1.0	94.55754620891479	633.788595199585	0.82865301966872	0.0	0.0	1.0	0	pass
B2	105	000000563028.jpg	0.0	0.0	1.0	75.9968875118759	619.2924699783325	0.9287333914396364	0.0	0.0	1.0	0	pass
B2	106	000000399582.jpg	0.0	0.0	1.0	101.75591724399064	621.5889492034912	0.8931318828872324	0.0	0.0	1.0	0	pass
B2	107	000000318328.jpg	0.0	0.0	0.9999999999999999	134.39482578734558	637.7720184326172	0.8007325575937824	0.0	0.0	0.9999999999999999	0	pass
B2	108	000000543090.jpg	0.0	0.0	1.0	89.47016709079345	562.5774612426758	0.8830012503216146	0.0	0.0	1.0	0	pass
B2	109	000000143445.jpg	0.0	0.0	1.0	124.22734493611587	563.323112487793	0.8183668980840392	0.0	0.0	1.0	0	pass
B2	110	000000308310.jpg	0.0	0.0	1.0	85.47062097676927	629.4758262634277	0.9102435330796891	0.0	0.0	1.0	0	pass
B2	111	000000568873.jpg	0.0	0.0	1.0	93.44550225362181	608.6402854919434	0.8752806099601494	0.0	0.0	1.0	0	pass
B2	112	000000157153.jpg	0.0	0.0	1.0	103.95303607505228	633.658145904541	0.8696638031711003	0.0	0.0	1.0	0	pass
B2	113	000000095161.jpg	0.0	0.0	0.9999999999999999	108.73890412681632	612.0762481689453	0.7901885768153972	0.0	0.0	0.9999999999999999	0	pass
B2	114	000000373294.jpg	0.0	0.0	1.0	111.323017894576	615.2655944824219	0.8213948211411133	0.0	0.0	1.0	0	pass
B2	115	000000424284.jpg	0.0	0.0	1.0	117.01176189445788	619.6251029968262	0.7992680282377997	0.0	0.0	1.0	0	pass
B2	116	000000581282.jpg	0.0	0.0	1.0	91.67319864390625	609.1632022857666	0.8379458951319301	0.0	0.0	1.0	0	pass
B2	117	000000130897.jpg	0.0	0.0	1.0	94.61278851123319	632.2140130996704	0.8466212671205371	0.0	0.0	1.0	0	pass
B2	118	000000029140.jpg	0.0	0.0	1.0	84.86911608950959	599.7734222412109	0.8909095383111831	0.0	0.0	1.0	0	pass
B2	119	000000484397.jpg	0.0	0.0	1.0	82.8873061338895	630.1020998954773	0.8967471272529077	0.0	0.0	1.0	0	pass
B2	120	000000546765.jpg	0.0	0.0	1.0000000000000002	87.64015951636765	406.9329528808594	0.8930932035222438	0.0	0.0	1.0000000000000002	0	pass
B2	121	000000212649.jpg	0.0	0.0	1.0000000000000002	88.02186149332259	600.6215043067932	0.8185514446277025	0.0	0.0	1.0000000000000002	0	pass
B2	122	000000559586.jpg	0.0	0.0	1.0	114.81275397607021	539.2759399414062	0.7441491195600773	0.0	0.0	1.0	0	pass
B2	123	000000533589.jpg	0.0	0.0	1.0000000000000002	97.79980968427327	631.9740905761719	0.8616237999262948	0.0	0.0	1.0000000000000002	0	pass
B2	124	000000263600.jpg	0.0	0.0	1.0	95.4506167168253	632.7714166641235	0.8268688652518376	0.0	0.0	1.0	0	pass
B2	125	000000028914.jpg	0.0	0.0	1.0	126.59105856436823	634.0286865234375	0.7633615582918392	0.0	0.0	1.0	0	pass
B2	126	000000328283.jpg	0.0	0.0	1.0000000000000002	103.89123878950873	632.6589391231537	0.8814282231866692	0.0	0.0	1.0000000000000002	0	pass
B2	127	000000332913.jpg	0.0	0.0	1.0	81.60993670246667	492.53540802001953	0.8673510285757154	0.0	0.0	1.0	0	pass
B2	128	000000083468.jpg	0.0	0.0	1.0000000000000002	59.988151469114754	610.6009397506714	0.8461432307050951	0.0	0.0	1.0000000000000002	0	pass
B2	129	000000262673.jpg	0.0	0.0	1.0	89.21401876745952	543.7260627746582	0.894332308304921	0.0	0.0	1.0	0	pass
B2	130	000000190487.jpg	0.0	0.0	1.0	109.77197985200418	633.8747501373291	0.8397605968407652	0.0	0.0	1.0	0	pass
B2	131	000000538155.jpg	0.0	0.0	0.9999999999999999	83.38017364078098	524.502685546875	0.859041190184956	0.0	0.0	0.9999999999999999	0	pass
B2	132	000000341567.jpg	0.0	0.0	1.0	81.5765280992786	575.6227416992188	0.9309393319658888	0.0	0.0	1.0	0	pass
B2	133	000000463665.jpg	0.0	0.0	0.9999999999999999	81.90737156973945	629.1721172332764	0.8669240169450083	0.0	0.0	0.9999999999999999	0	pass
B2	134	000000464719.jpg	0.0	0.0	1.0	56.58579506779711	405.00829315185547	0.9247535957136584	0.0	0.0	1.0	0	pass
B2	135	000000531894.jpg	0.0	0.0	1.0	93.65926288170947	630.4252452850342	0.7788280303930865	0.0	0.0	1.0	0	pass
B2	136	000000010870.jpg	0.0	0.0	0.9999999999999999	99.47071608374516	593.5068664550781	0.796270314462687	0.0	0.0	0.9999999999999999	0	pass
B2	137	000000295575.jpg	0.0	0.0	1.0000000000000002	83.81640110496018	632.5178375244141	0.8037340789574426	0.0	0.0	1.0000000000000002	0	pass
B2	138	000000051943.jpg	0.0	0.0	1.0000000000000002	77.43799360000425	617.4916687011719	0.8756739518644042	0.0	0.0	1.0000000000000002	0	pass
B2	139	000000509899.jpg	0.0	0.0	1.0	88.0391480007271	637.127112865448	0.8238221024777082	0.0	0.0	1.0	0	pass
B2	140	000000215863.jpg	0.0	0.0	1.0	104.41268996238709	635.4611377716064	0.8497625058952327	0.0	0.0	1.0	0	pass
B2	141	000000225281.jpg	0.0	0.0	0.9999999999999999	114.75176619441973	611.2515182495117	0.7762497120425704	0.0	0.0	0.9999999999999999	0	pass
B2	142	000000383968.jpg	0.0	0.0	1.0	109.72118752921621	633.5385293960571	0.8219353127176602	0.0	0.0	1.0	0	pass
B2	143	000000185335.jpg	0.0	0.0	1.0	116.0756211796403	623.7889709472656	0.8178834433154188	0.0	0.0	1.0	0	pass
B2	144	000000082740.jpg	0.0	0.0	1.0	99.04487844290004	634.8323440551758	0.8452203621961868	0.0	0.0	1.0	0	pass
B2	145	000000398071.jpg	0.0	0.0	1.0	50.455069581750365	546.1638336181641	0.9060544815567677	0.0	0.0	1.0	0	pass
B2	146	000000045099.jpg	0.0	0.0	1.0	73.43814384270046	579.5108966827393	0.9056954677986634	0.0	0.0	1.0	0	pass
B2	147	000000375194.jpg	0.0	0.0	1.0000000000000002	102.29813683264786	635.4566431045532	0.8839480383363943	0.0	0.0	1.0000000000000002	0	pass
B2	148	000000056624.jpg	0.0	0.0	1.0000000000000002	123.5381251380013	635.7636213302612	0.8420641692957146	0.0	0.0	1.0000000000000002	0	pass
B2	149	000000135369.jpg	0.0	0.0	0.9999999999999998	82.65282286417153	497.1063690185547	0.8916098870372741	0.0	0.0	0.9999999999999998	0	pass
B2	150	000000230593.jpg	0.0	0.0	1.0	54.209581006368005	583.4942178726196	0.9288227400732847	0.0	0.0	1.0	0	pass
B2	151	000000267076.jpg	0.0	0.0	0.9999999999999999	130.9369357664552	638.0586624145508	0.7972720926782366	0.0	0.0	0.9999999999999999	0	pass
B2	152	000000249128.jpg	0.0	0.0	1.0	114.31518075322111	530.7268371582031	0.8182414891668421	0.0	0.0	1.0	0	pass
B2	153	000000538588.jpg	0.0	0.0	1.0	81.92654964026478	613.6170349121094	0.9164990710280528	0.0	0.0	1.0	0	pass
B2	154	000000439971.jpg	0.0	0.0	1.0	78.67858842169245	396.2406005859375	0.9026209833794527	0.0	0.0	1.0	0	pass
B2	155	000000289024.jpg	0.0	0.0	1.0	109.07364245585269	600.3884000778198	0.7641407947298807	0.0	0.0	1.0	0	pass
B2	156	000000508207.jpg	0.0	0.0	1.0	100.63189002242353	633.1339750289917	0.7553374950976345	0.0	0.0	1.0	0	pass
B2	157	000000240904.jpg	0.0	0.0	1.0	66.82348631367087	604.5868968963623	0.919352810826141	0.0	0.0	1.0	0	pass
B2	158	000000445759.jpg	0.0	0.0	1.0000000000000002	102.30514144473605	578.5617980957031	0.8220173988199284	0.0	0.0	1.0000000000000002	0	pass
B2	159	000000357992.jpg	0.0	0.0	1.0	100.1615121174852	630.1811084747314	0.8469152755887512	0.0	0.0	1.0	0	pass
B2	160	000000417248.jpg	0.0	0.0	1.0	65.12135870890485	471.7266845703125	0.8560074405448428	0.0	0.0	1.0	0	pass
B2	161	000000171413.jpg	0.0	0.0	1.0000000000000002	101.13031401518319	622.9877662658691	0.8783197240392394	0.0	0.0	1.0000000000000002	0	pass
B2	162	000000040380.jpg	0.0	0.0	0.9999999999999998	105.05725616440176	598.8830718994141	0.8451322407001715	0.0	0.0	0.9999999999999998	0	pass
B2	163	000000217484.jpg	0.0	0.0	1.0	64.78955675638385	633.7088689804077	0.923904272064467	0.0	0.0	1.0	0	pass
B2	164	000000483275.jpg	0.0	0.0	1.0000000000000002	96.7650416307648	634.1713924407959	0.8723684733517053	0.0	0.0	1.0000000000000002	0	pass
B2	165	000000046345.jpg	0.0	0.0	0.9999999999999999	98.43852182822096	612.0863342285156	0.8186517297613353	0.0	0.0	0.9999999999999999	0	pass
B2	166	000000050695.jpg	0.0	0.0	1.0	98.01444013087286	635.5906372070312	0.8384726891738928	0.0	0.0	1.0	0	pass
B2	167	000000283181.jpg	0.0	0.0	1.0	85.2339174117148	546.3962249755859	0.8553677932757766	0.0	0.0	1.0	0	pass
B2	168	000000037566.jpg	0.0	0.0	1.0000000000000002	125.85589203980234	634.193576335907	0.675479884225034	0.0	0.0	1.0000000000000002	0	pass
B2	169	000000033656.jpg	0.0	0.0	0.9999999999999998	107.27522863157921	628.3302955627441	0.8425239917972681	0.0	0.0	0.9999999999999998	0	pass
B2	170	000000078462.jpg	0.0	0.0	1.0	87.43614091480772	574.6228141784668	0.9172342645226815	0.0	0.0	1.0	0	pass
B2	171	000000094439.jpg	0.0	0.0	1.0	93.20318146260249	621.6819305419922	0.8616791731380125	0.0	0.0	1.0	0	pass
B2	172	000000438075.jpg	0.0	0.0	1.0	90.50750443541341	502.2006378173828	0.8592789214199147	0.0	0.0	1.0	0	pass
B2	173	000000099583.jpg	0.0	0.0	1.0	119.70039617584811	631.7962160110474	0.8389815830644933	0.0	0.0	1.0	0	pass
B2	174	000000200109.jpg	0.0	0.0	1.0	78.25153358550536	468.0229797363281	0.8949881081504854	0.0	0.0	1.0	0	pass
B2	175	000000377778.jpg	0.0	0.0	1.0	86.97169721538822	637.0706920623779	0.8924915440579095	0.0	0.0	1.0	0	pass
B2	176	000000325647.jpg	0.0	0.0	0.9999999999999999	97.97754830708107	625.2313995361328	0.7559518196048179	0.0	0.0	0.9999999999999999	0	pass
B2	177	000000083931.jpg	0.0	0.0	0.9999999999999999	83.82177260003157	636.0083837509155	0.8298049563083961	0.0	0.0	0.9999999999999999	0	pass
B2	178	000000421393.jpg	0.0	0.0	1.0	89.95581911393337	629.07080078125	0.9027750343365926	0.0	0.0	1.0	0	pass
B2	179	000000092478.jpg	0.0	0.0	1.0	73.80281805805033	636.3354339599609	0.9118310155459218	0.0	0.0	1.0	0	pass
B2	180	000000557137.jpg	0.0	0.0	1.0	85.17448214734594	629.7632331848145	0.8750280381825188	0.0	0.0	1.0	0	pass
B2	181	000000116783.jpg	0.0	0.0	1.0	89.52140436804957	633.5916614532471	0.8230960549430085	0.0	0.0	1.0	0	pass
B2	182	000000247699.jpg	0.0	0.0	1.0	125.03642526207699	628.0532531738281	0.7539122933689465	0.0	0.0	1.0	0	pass
B2	183	000000302675.jpg	0.0	0.0	1.0000000000000002	98.04044713055094	631.2997894287109	0.8782638741754618	0.0	0.0	1.0000000000000002	0	pass
B2	184	000000330023.jpg	0.0	0.0	1.0	77.94121632622348	611.1463489532471	0.9017196945376474	0.0	0.0	1.0	0	pass
B2	185	000000135878.jpg	0.0	0.0	1.0	120.15711924349269	638.4477844238281	0.7714982707064697	0.0	0.0	1.0	0	pass
B2	186	000000427068.jpg	0.0	0.0	1.0	112.38744481242365	633.661190032959	0.7779554819099791	0.0	0.0	1.0	0	pass
B2	187	000000510359.jpg	0.0	0.0	1.0000000000000002	93.6403812380135	532.6788940429688	0.8796488182073475	0.0	0.0	1.0000000000000002	0	pass
B2	188	000000113929.jpg	0.0	0.0	1.0	66.61017946387331	556.4261779785156	0.923526425412139	0.0	0.0	1.0	0	pass
B2	189	000000141229.jpg	0.0	0.0	0.9999999999999999	83.36118373794689	619.6595840454102	0.7593073712719861	0.0	0.0	0.9999999999999999	0	pass
