surface	images	images_with_predictions	failures	non_finite_predictions	prediction_count	prediction_sha256	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_1	ar_10	ar_100	ar_small	ar_medium	ar_large	mean_precision_grid	mean_recall_grid
B1	500	500	0	0	86074	32c809c1a681a884838113d621904f463caed51dd1a4ca946ca1742500af58a7	0.3574187357542569	0.5184965624322979	0.3828737276673355	0.21933404947616475	0.4547297457919532	0.5193214269693185	0.30103151726973176	0.531145065936346	0.5932589980521766	0.380623445773338	0.635860571557012	0.8169911589222315	0.3574187357542569	0.5932589980521766
B2	500	500	0	0	68336	8337e7a8b5d599be523141629bd45856bd55ffb9d65e455b47ac7da2bab963ce	0.38797630437094804	0.5567987930077556	0.4211264845835298	0.2216530139430488	0.45328988734378567	0.5812662210314339	0.3092348947117435	0.533442739025563	0.5888408854218574	0.3821295750896916	0.6392143852320186	0.7909041465595468	0.38797630437094804	0.5888408854218574
B3	500	500	0	0	54484	e456088a10c8cc643e0a116169ebd14f32275dcf63bbcec56f173270be2567e2	0.35487026946113565	0.5181820530948323	0.3881949369194602	0.2228771166034419	0.4169549976370885	0.5122438630881075	0.29056118829686517	0.5124721650026022	0.5648794619423194	0.386936868157837	0.6114722950025832	0.7218000019528572	0.35487026946113565	0.5648794619423194
B4	500	500	0	0	59943	20db4364447aa79b92ab1376087b2b85a2d7e2b08b3f3f7768dd362925fbe224	0.3827726865064698	0.5440330139653616	0.4214946597948426	0.21513533794489226	0.43047006394164317	0.5788867322011134	0.3045035659526546	0.5184929076975728	0.5734571182936982	0.38535323664149984	0.6280735928522335	0.7456921198133433	0.3827726865064698	0.5734571182936982
B5	500	500	0	0	66947	9a4c3859bba84e8cfadd1bfd037363605d2016251b0c2fe345db203234176040	0.32830180197576286	0.4840728310377569	0.35883960479252175	0.21229093874843138	0.3838582404503629	0.5366814794468212	0.29173429690954217	0.5027690959718115	0.5599949605118553	0.389332601338183	0.5982035824269536	0.7200285888219056	0.32830180197576286	0.5599949605118553
B6	500	500	0	0	64238	bbb73bab628668b8634b10b2746d2cf73d896b08fc71e6378d3fbcb7c1278e8a	0.3485251843924672	0.504713912288696	0.3747410898960334	0.20613996743248697	0.39454338270422906	0.5666945638091123	0.2942301381751387	0.5023672718343061	0.5559514396303434	0.3860764233509238	0.6069080892529426	0.7034718389423572	0.3485251843924672	0.5559514396303434
