surface	images	images_with_predictions	failures	non_finite_predictions	prediction_count	prediction_sha256	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_1	ar_10	ar_100	ar_small	ar_medium	ar_large	mean_precision_grid	mean_recall_grid	evidence_class
H0	5000	4997	0	0	651637	51f8d4b25245a5f3e24feafea8aa49547c0f530f59cabcd18e61a744b4740add	0.3658592288412378	0.5273409558782952	0.39884579427083683	0.18014685069413666	0.41995524974853976	0.5201067045733788	0.3159990981454342	0.534010195074686	0.5964386487547361	0.37304614165041583	0.6466869070444184	0.7892561705814214	0.3658592288412378	0.5964386487547361	stage65b-r1-hybrid-host-cpu
H1	5000	4998	0	0	638485	73a0f283b6f1e453f15b1016c43b011960c3e065b020f6895b44d524115278c2	0.3821263599310534	0.5389911437837421	0.41471607914857334	0.18020371951782366	0.42577126594503956	0.5774232820505291	0.3201315446435659	0.5358490422617992	0.5966318500487773	0.37309685850104635	0.6480655975069319	0.7866408049354848	0.3821263599310534	0.5966318500487773	stage65b-r1-hybrid-host-cpu
H3	5000	4998	0	0	700990	889968c8189b46d7eb63e6131dd94381aadf42536fdbfb337fdf3ebb7be1a418	0.3698753518325858	0.5353301557093377	0.4047651523859887	0.1926802011773481	0.42501483856682865	0.5011080269691675	0.31801738218584513	0.5395826239293591	0.602283525404782	0.37012024988750547	0.6616109276022928	0.7908657227715566	0.3698753518325858	0.602283525404782	stage65b-r1-hybrid-host-cpu
H5	5000	4998	0	0	638480	d368551dfab5904509782def3e435430191ec22d186e969364c0d9a0b1563a26	0.3860859943935553	0.5391509192700076	0.4170825687540419	0.1802187343502921	0.4272704718692926	0.5883649478707098	0.32289457026901347	0.5392365484128473	0.6002045443823261	0.3730733120208798	0.6500123252412732	0.8015294220969891	0.3860859943935553	0.6002045443823261	stage65b-r1-hybrid-host-cpu
H6	5000	4999	0	0	732376	472e3aadf311b98ad7ad2a58866080a058d348a2361ca48d429b487121d2e175	0.3950961044569389	0.5573043538029492	0.42998016408572565	0.19413113759531736	0.4340682589350571	0.5715850116203175	0.32535400433035677	0.5424894997275961	0.6047130280751571	0.38032958078726264	0.6615165724432334	0.7869573213641459	0.3950961044569389	0.6047130280751571	stage65b-r1-hybrid-host-cpu
H8	5000	4999	0	0	732374	b9ff8fa19cba9682970d8e932f3318cdf5833094ab22256a24062019309b5b2a	0.4018217950262668	0.5577825753340728	0.4360739146105322	0.19678895427851534	0.44113875379235723	0.5829462863296956	0.32999467480481326	0.5503612876783718	0.6132370826091165	0.3858430254550253	0.6712525770448269	0.8026944092232514	0.4018217950262668	0.6132370826091165	stage65b-r1-hybrid-host-cpu
