candidate	image_index	image	surface	shape	dtype	sha256	non_finite_count	minimum	maximum	mean	stddev	zero_count	nonzero_count	negative_count	positive_count	inference_ms	tail_ms	total_ms
B1	0	000000209933.jpg	source-fp32	1x300x6	float32	f05d320f804beb6983c43a04643b022c8e4684572ab9f5ada157e556ad33f3f1	0	-0.004177093505859375	785.0953979492188	208.4429473876953	177.97789001464844	7	1793	1	1792	nan	nan	nan
B1	0	000000209933.jpg	split-fp32	1x300x6	float32	f05d320f804beb6983c43a04643b022c8e4684572ab9f5ada157e556ad33f3f1	0	-0.004177093505859375	785.0953979492188	208.4429473876953	177.97789001464844	7	1793	1	1792	185.095187	7.285957	192.381144
B1	0	000000209933.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	f05d320f804beb6983c43a04643b022c8e4684572ab9f5ada157e556ad33f3f1	0	-0.004177093505859375	785.0953979492188	208.4429473876953	177.97789001464844	7	1793	1	1792	nan	4.421593	nan
B1	0	000000209933.jpg	split-s8	1x300x6	float32	24d7c8124791cf45b512ef9fd7d6c3da21152921560e8bbe57646fd0ebc722bf	0	-12.377159118652344	761.4102783203125	229.3383026123047	205.0248565673828	10	1790	13	1777	265.81675	6.470151	272.286901
B1	1	000000300908.jpg	source-fp32	1x300x6	float32	d0a82f84ff535c16d4ea2c4bb6a71f0fd7f87cb691da7d32ba8ea9f9ca99ca4c	0	0.0	644.821044921875	254.88150024414062	212.88026428222656	26	1774	0	1774	nan	nan	nan
B1	1	000000300908.jpg	split-fp32	1x300x6	float32	d0a82f84ff535c16d4ea2c4bb6a71f0fd7f87cb691da7d32ba8ea9f9ca99ca4c	0	0.0	644.821044921875	254.88150024414062	212.88026428222656	26	1774	0	1774	177.866845	4.376261	182.243106
B1	1	000000300908.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	d0a82f84ff535c16d4ea2c4bb6a71f0fd7f87cb691da7d32ba8ea9f9ca99ca4c	0	0.0	644.821044921875	254.88150024414062	212.88026428222656	26	1774	0	1774	nan	3.220214	nan
B1	1	000000300908.jpg	split-s8	1x300x6	float32	517d3ecdf208314cbbdea2c751ae5e8d0609561fc3b820b864023829f61f31ac	0	-5.943855285644531	780.5436401367188	245.76431274414062	215.01828002929688	36	1764	30	1734	242.776679	3.291791	246.06847
B1	2	000000221730.jpg	source-fp32	1x300x6	float32	f3749cd1824d7c5c591eef2761b374176dff6fb5e98dde3425e86908b7f756a6	0	-5.915313720703125	640.7058715820312	225.4149932861328	223.97312927246094	106	1694	103	1591	nan	nan	nan
B1	2	000000221730.jpg	split-fp32	1x300x6	float32	f3749cd1824d7c5c591eef2761b374176dff6fb5e98dde3425e86908b7f756a6	0	-5.915313720703125	640.7058715820312	225.4149932861328	223.97312927246094	106	1694	103	1591	171.617393	3.47051	175.08790299999998
B1	2	000000221730.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	f3749cd1824d7c5c591eef2761b374176dff6fb5e98dde3425e86908b7f756a6	0	-5.915313720703125	640.7058715820312	225.4149932861328	223.97312927246094	106	1694	103	1591	nan	3.307372	nan
B1	2	000000221730.jpg	split-s8	1x300x6	float32	8de3d8aea8f6ab85c640a6e935461430c7fea74f1e49dafdd9c871f2b47eef2a	0	-8.754318237304688	727.0993041992188	230.28570556640625	235.20790100097656	56	1744	62	1682	242.489444	3.393174	245.88261799999998
B1	3	000000052109.jpg	source-fp32	1x300x6	float32	20a1df238537383ce0bf4ee7c741769dd8ea333723f847b542236b3fe9289a0f	0	-0.3267326354980469	639.7774658203125	183.56253051757812	179.1503143310547	52	1748	9	1739	nan	nan	nan
B1	3	000000052109.jpg	split-fp32	1x300x6	float32	20a1df238537383ce0bf4ee7c741769dd8ea333723f847b542236b3fe9289a0f	0	-0.3267326354980469	639.7774658203125	183.56253051757812	179.1503143310547	52	1748	9	1739	172.353884	3.64774	176.001624
B1	3	000000052109.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	20a1df238537383ce0bf4ee7c741769dd8ea333723f847b542236b3fe9289a0f	0	-0.3267326354980469	639.7774658203125	183.56253051757812	179.1503143310547	52	1748	9	1739	nan	3.098861	nan
B1	3	000000052109.jpg	split-s8	1x300x6	float32	f760342c8d2c059caad750c104e272041141243b5650686f77585069c560ac8d	0	-3.2999038696289062	639.6412963867188	180.46510314941406	174.2588348388672	61	1739	16	1723	240.887738	3.721218	244.608956
B1	4	000000081819.jpg	source-fp32	1x300x6	float32	6324b2436499392388f978092bfef7a087ce96b7b2b87bbd15d4abb09b17902b	0	0.0	582.7581787109375	208.6681365966797	180.76368713378906	54	1746	0	1746	nan	nan	nan
B1	4	000000081819.jpg	split-fp32	1x300x6	float32	6324b2436499392388f978092bfef7a087ce96b7b2b87bbd15d4abb09b17902b	0	0.0	582.7581787109375	208.6681365966797	180.76368713378906	54	1746	0	1746	168.881483	3.463612	172.34509500000001
B1	4	000000081819.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	6324b2436499392388f978092bfef7a087ce96b7b2b87bbd15d4abb09b17902b	0	0.0	582.7581787109375	208.6681365966797	180.76368713378906	54	1746	0	1746	nan	3.262215	nan
B1	4	000000081819.jpg	split-s8	1x300x6	float32	0dfbd2a565791615aa39b349f0883b790de7762f052ca6dfc60e3fe044191816	0	0.0	586.0225830078125	210.85806274414062	180.90057373046875	52	1748	0	1748	238.957445	3.231613	242.18905800000002
B1	5	000000168943.jpg	source-fp32	1x300x6	float32	a9c3a1f084190faec8fbe570f409c7919054cca5f68153d98b8910ba4c3fac6a	0	0.0	681.1982421875	181.4106903076172	136.5904998779297	21	1779	0	1779	nan	nan	nan
B1	5	000000168943.jpg	split-fp32	1x300x6	float32	a9c3a1f084190faec8fbe570f409c7919054cca5f68153d98b8910ba4c3fac6a	0	0.0	681.1982421875	181.4106903076172	136.5904998779297	21	1779	0	1779	172.131885	3.416027	175.54791200000003
B1	5	000000168943.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	a9c3a1f084190faec8fbe570f409c7919054cca5f68153d98b8910ba4c3fac6a	0	0.0	681.1982421875	181.4106903076172	136.5904998779297	21	1779	0	1779	nan	3.137991	nan
B1	5	000000168943.jpg	split-s8	1x300x6	float32	58aa18fd8d1c0b27ad9462b791eae5768a201836cfb36994de0f339fd23f051b	0	-1.1554698944091797	784.9990234375	179.81832885742188	161.2622528076172	20	1780	35	1745	244.068012	3.37545	247.443462
B1	6	000000426831.jpg	source-fp32	1x300x6	float32	dbe84d9deeed5bc4ddb590dbfd2cdeb04b9f0a8a145c762352eb6d09f4a8ea50	0	-0.2523841857910156	640.7745971679688	182.02284240722656	155.18017578125	35	1765	3	1762	nan	nan	nan
B1	6	000000426831.jpg	split-fp32	1x300x6	float32	dbe84d9deeed5bc4ddb590dbfd2cdeb04b9f0a8a145c762352eb6d09f4a8ea50	0	-0.2523841857910156	640.7745971679688	182.02284240722656	155.18017578125	35	1765	3	1762	169.961174	3.650478	173.611652
B1	6	000000426831.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	dbe84d9deeed5bc4ddb590dbfd2cdeb04b9f0a8a145c762352eb6d09f4a8ea50	0	-0.2523841857910156	640.7745971679688	182.02284240722656	155.18017578125	35	1765	3	1762	nan	3.382143	nan
B1	6	000000426831.jpg	split-s8	1x300x6	float32	de5427887d61eedf1853aa9410125c640dc500ba2368302e8ed2fdadb1e21981	0	-6.6098785400390625	641.3219604492188	194.85777282714844	174.31800842285156	38	1762	8	1754	242.150125	3.432867	245.582992
B1	7	000000054718.jpg	source-fp32	1x300x6	float32	372f55e57c98e059ecc0048b57a446248ce7b3c473b71862be366257cbe132c1	0	-3.0943450927734375	644.7714233398438	209.13697814941406	213.2611083984375	25	1775	27	1748	nan	nan	nan
B1	7	000000054718.jpg	split-fp32	1x300x6	float32	372f55e57c98e059ecc0048b57a446248ce7b3c473b71862be366257cbe132c1	0	-3.0943450927734375	644.7714233398438	209.13697814941406	213.2611083984375	25	1775	27	1748	174.392464	3.53318	177.92564399999998
B1	7	000000054718.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	372f55e57c98e059ecc0048b57a446248ce7b3c473b71862be366257cbe132c1	0	-3.0943450927734375	644.7714233398438	209.13697814941406	213.2611083984375	25	1775	27	1748	nan	3.408167	nan
B1	7	000000054718.jpg	split-s8	1x300x6	float32	56800235f26d14bcd17eead8f1133d13b80fba58768d45d1c614ef6a967aa86c	0	-8.754318237304688	648.4212646484375	207.70748901367188	213.8286895751953	23	1777	93	1684	244.426662	3.545466	247.972128
B1	8	000000195394.jpg	source-fp32	1x300x6	float32	283e6254e9c9b0ba99971c2bb289cc309f18fe074f66230d0ca57c081b01e881	0	-0.44057464599609375	579.9530029296875	263.06134033203125	193.791259765625	25	1775	1	1774	nan	nan	nan
B1	8	000000195394.jpg	split-fp32	1x300x6	float32	283e6254e9c9b0ba99971c2bb289cc309f18fe074f66230d0ca57c081b01e881	0	-0.44057464599609375	579.9530029296875	263.06134033203125	193.791259765625	25	1775	1	1774	172.435087	3.570307	176.00539400000002
B1	8	000000195394.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	283e6254e9c9b0ba99971c2bb289cc309f18fe074f66230d0ca57c081b01e881	0	-0.44057464599609375	579.9530029296875	263.06134033203125	193.791259765625	25	1775	1	1774	nan	3.170678	nan
B1	8	000000195394.jpg	split-s8	1x300x6	float32	6cfe09056342136fe146074b7fdecebec3ff00c31a17353785caee1a51194fdd	0	0.0	664.9107666015625	259.3786926269531	199.7108917236328	35	1765	0	1765	241.994377	3.514248	245.508625
B1	9	000000368347.jpg	source-fp32	1x300x6	float32	d335d83f483493f104e507ec374e8ac3ba2b9648e66d332ad83c45bed7a539ed	0	0.0	639.922119140625	204.0685577392578	161.08779907226562	1	1799	0	1799	nan	nan	nan
B1	9	000000368347.jpg	split-fp32	1x300x6	float32	d335d83f483493f104e507ec374e8ac3ba2b9648e66d332ad83c45bed7a539ed	0	0.0	639.922119140625	204.0685577392578	161.08779907226562	1	1799	0	1799	171.037828	3.27524	174.313068
B1	9	000000368347.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	d335d83f483493f104e507ec374e8ac3ba2b9648e66d332ad83c45bed7a539ed	0	0.0	639.922119140625	204.0685577392578	161.08779907226562	1	1799	0	1799	nan	3.179638	nan
B1	9	000000368347.jpg	split-s8	1x300x6	float32	13f776f4458e6521e5040643995d3134a9592cb231c747e3997dfd2f3e3980fc	0	0.0	640.224365234375	206.25025939941406	163.2424774169922	3	1797	0	1797	241.929167	3.466553	245.39572
B1	10	000000349403.jpg	source-fp32	1x300x6	float32	92109efcdb703ff8a094c304c7cf95442d5dcce91dbbda3e1114360cace43ebf	0	-0.28141117095947266	640.1307983398438	160.38243103027344	160.61158752441406	67	1733	38	1695	nan	nan	nan
B1	10	000000349403.jpg	split-fp32	1x300x6	float32	92109efcdb703ff8a094c304c7cf95442d5dcce91dbbda3e1114360cace43ebf	0	-0.28141117095947266	640.1307983398438	160.38243103027344	160.61158752441406	67	1733	38	1695	169.157415	3.697372	172.854787
B1	10	000000349403.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	92109efcdb703ff8a094c304c7cf95442d5dcce91dbbda3e1114360cace43ebf	0	-0.28141117095947266	640.1307983398438	160.38243103027344	160.61158752441406	67	1733	38	1695	nan	3.31731	nan
B1	10	000000349403.jpg	split-s8	1x300x6	float32	696282e243e15e16c293da1920d3c804c3df1fe55173f3412d2ffef027df9e32	0	-1.1554698944091797	640.2562866210938	156.98243713378906	155.6535186767578	79	1721	40	1681	244.83985	3.690675	248.530525
B1	11	000000312286.jpg	source-fp32	1x300x6	float32	68f07335b069795b335d3b2bd27c7e9cc3376b920f3a263fdaa3ac33324f8f2f	0	-0.055873870849609375	640.64208984375	193.88983154296875	194.41172790527344	56	1744	4	1740	nan	nan	nan
B1	11	000000312286.jpg	split-fp32	1x300x6	float32	68f07335b069795b335d3b2bd27c7e9cc3376b920f3a263fdaa3ac33324f8f2f	0	-0.055873870849609375	640.64208984375	193.88983154296875	194.41172790527344	56	1744	4	1740	175.611186	3.590482	179.201668
B1	11	000000312286.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	68f07335b069795b335d3b2bd27c7e9cc3376b920f3a263fdaa3ac33324f8f2f	0	-0.055873870849609375	640.64208984375	193.88983154296875	194.41172790527344	56	1744	4	1740	nan	3.294023	nan
B1	11	000000312286.jpg	split-s8	1x300x6	float32	f7b815b967f954f8d69b3849929d80e43e8e9d0ccf680eae3deb373fe7d65b6f	0	-0.25627994537353516	815.0211181640625	194.10006713867188	193.37828063964844	44	1756	17	1739	244.988264	3.539377	248.527641
B1	12	000000232612.jpg	source-fp32	1x300x6	float32	5e960c67175951014bb55287df6023f1a4039eb1ade03e1e85ba0cc48cb1600f	0	-1.9875507354736328	641.5888061523438	211.11834716796875	189.12759399414062	38	1762	20	1742	nan	nan	nan
B1	12	000000232612.jpg	split-fp32	1x300x6	float32	5e960c67175951014bb55287df6023f1a4039eb1ade03e1e85ba0cc48cb1600f	0	-1.9875507354736328	641.5888061523438	211.11834716796875	189.12759399414062	38	1762	20	1742	171.884419	3.665863	175.550282
B1	12	000000232612.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	5e960c67175951014bb55287df6023f1a4039eb1ade03e1e85ba0cc48cb1600f	0	-1.9875507354736328	641.5888061523438	211.11834716796875	189.12759399414062	38	1762	20	1742	nan	3.249799	nan
B1	12	000000232612.jpg	split-s8	1x300x6	float32	d6cd7e7630ff4a71267b552d4cf32a57bc043baf65028db91ed30f76ce9a02bf	0	-3.9659271240234375	639.8435668945312	223.53199768066406	197.2501220703125	29	1771	13	1758	243.229072	3.518578	246.74765
B1	13	000000382341.jpg	source-fp32	1x300x6	float32	68a2bed484800d823fcc69a2e581012a0948d287b1c9fc0e8976bd3bcc42e67e	0	-0.1504373550415039	640.8131713867188	241.61280822753906	204.2901153564453	57	1743	3	1740	nan	nan	nan
B1	13	000000382341.jpg	split-fp32	1x300x6	float32	68a2bed484800d823fcc69a2e581012a0948d287b1c9fc0e8976bd3bcc42e67e	0	-0.1504373550415039	640.8131713867188	241.61280822753906	204.2901153564453	57	1743	3	1740	170.629247	3.418505	174.047752
B1	13	000000382341.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	68a2bed484800d823fcc69a2e581012a0948d287b1c9fc0e8976bd3bcc42e67e	0	-0.1504373550415039	640.8131713867188	241.61280822753906	204.2901153564453	57	1743	3	1740	nan	3.203462	nan
B1	13	000000382341.jpg	split-s8	1x300x6	float32	f2a810951595c3ed7d74823a043129f1d3bf869fb77f2febbfd2fde022c44909	0	-1.1554698944091797	640.2562866210938	223.7239990234375	211.9757080078125	74	1726	25	1701	243.923049	3.397038	247.320087
B1	14	000000044954.jpg	source-fp32	1x300x6	float32	f17a7f4c3a442f1460314eb1986b2c9d2a5629471aa25271eba6825e4e932f81	0	-0.33889007568359375	802.7210083007812	207.19097900390625	180.74099731445312	124	1676	4	1672	nan	nan	nan
B1	14	000000044954.jpg	split-fp32	1x300x6	float32	f17a7f4c3a442f1460314eb1986b2c9d2a5629471aa25271eba6825e4e932f81	0	-0.33889007568359375	802.7210083007812	207.19097900390625	180.74099731445312	124	1676	4	1672	174.109138	3.679754	177.788892
B1	14	000000044954.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	f17a7f4c3a442f1460314eb1986b2c9d2a5629471aa25271eba6825e4e932f81	0	-0.33889007568359375	802.7210083007812	207.19097900390625	180.74099731445312	124	1676	4	1672	nan	3.244147	nan
B1	14	000000044954.jpg	split-s8	1x300x6	float32	34cfbc9b92025903c48609a999d2f39531b7d5ec44d7d1fdf9feaf167fa2795d	0	-1.8214874267578125	607.8435668945312	210.926513671875	184.82022094726562	129	1671	2	1669	245.426015	3.639269	249.06528400000002
B1	15	000000561187.jpg	source-fp32	1x300x6	float32	e7244e273992adb9001f55a9cb51dd7c1fb41302ce7793c704d88ff83d47201f	0	0.0	638.0572509765625	249.44073486328125	196.32533264160156	118	1682	0	1682	nan	nan	nan
B1	15	000000561187.jpg	split-fp32	1x300x6	float32	e7244e273992adb9001f55a9cb51dd7c1fb41302ce7793c704d88ff83d47201f	0	0.0	638.0572509765625	249.44073486328125	196.32533264160156	118	1682	0	1682	176.047868	3.60973	179.657598
B1	15	000000561187.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	e7244e273992adb9001f55a9cb51dd7c1fb41302ce7793c704d88ff83d47201f	0	0.0	638.0572509765625	249.44073486328125	196.32533264160156	118	1682	0	1682	nan	3.244299	nan
B1	15	000000561187.jpg	split-s8	1x300x6	float32	d631c13b6ce14937c2c57b55fb17e652b997df70102f43c53deb4f34022aea63	0	0.0	635.38818359375	249.75323486328125	200.56883239746094	80	1720	0	1720	244.673659	3.537738	248.21139699999998
B1	16	000000401320.jpg	source-fp32	1x300x6	float32	6b6085ebd996ed6e434f93a61137895be180168adfab0b2f6db0f23d2edee55f	0	-0.3259544372558594	640.0813598632812	231.10690307617188	216.5628204345703	106	1694	2	1692	nan	nan	nan
B1	16	000000401320.jpg	split-fp32	1x300x6	float32	6b6085ebd996ed6e434f93a61137895be180168adfab0b2f6db0f23d2edee55f	0	-0.3259544372558594	640.0813598632812	231.10690307617188	216.5628204345703	106	1694	2	1692	172.007892	3.522615	175.530507
B1	16	000000401320.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	6b6085ebd996ed6e434f93a61137895be180168adfab0b2f6db0f23d2edee55f	0	-0.3259544372558594	640.0813598632812	231.10690307617188	216.5628204345703	106	1694	2	1692	nan	3.378235	nan
B1	16	000000401320.jpg	split-s8	1x300x6	float32	d6518b22c286944d6055574cbff78b132ef5e8be96683bc4b753326015a234a8	0	-1.1554698944091797	641.4884643554688	226.95631408691406	217.9016876220703	102	1698	12	1686	243.487924	3.619371	247.107295
B1	17	000000216524.jpg	source-fp32	1x300x6	float32	89cfdac2f1fff5f69250a6692d0f478be5ae2a8036bff68d9d63fb10617edcb9	0	-0.9484176635742188	641.618896484375	219.98056030273438	201.98756408691406	51	1749	2	1747	nan	nan	nan
B1	17	000000216524.jpg	split-fp32	1x300x6	float32	89cfdac2f1fff5f69250a6692d0f478be5ae2a8036bff68d9d63fb10617edcb9	0	-0.9484176635742188	641.618896484375	219.98056030273438	201.98756408691406	51	1749	2	1747	171.891933	3.598949	175.490882
B1	17	000000216524.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	89cfdac2f1fff5f69250a6692d0f478be5ae2a8036bff68d9d63fb10617edcb9	0	-0.9484176635742188	641.618896484375	219.98056030273438	201.98756408691406	51	1749	2	1747	nan	3.529342	nan
B1	17	000000216524.jpg	split-s8	1x300x6	float32	bbc16e8d57073ccbc44f01e6e5eb99ae91d9975afaa3887430630ea680463bfc	0	-1.4884796142578125	641.1554565429688	215.8697967529297	205.59619140625	55	1745	23	1722	246.735472	3.637503	250.372975
B1	18	000000505663.jpg	source-fp32	1x300x6	float32	e24bf957737d5544ab3d3f91190ddde7c820c2c2d7ce130ca64181987efb008d	0	-5.33441162109375	641.050048828125	241.0157470703125	205.04129028320312	80	1720	39	1681	nan	nan	nan
B1	18	000000505663.jpg	split-fp32	1x300x6	float32	e24bf957737d5544ab3d3f91190ddde7c820c2c2d7ce130ca64181987efb008d	0	-5.33441162109375	641.050048828125	241.0157470703125	205.04129028320312	80	1720	39	1681	177.225397	3.477699	180.703096
B1	18	000000505663.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	e24bf957737d5544ab3d3f91190ddde7c820c2c2d7ce130ca64181987efb008d	0	-5.33441162109375	641.050048828125	241.0157470703125	205.04129028320312	80	1720	39	1681	nan	3.271146	nan
B1	18	000000505663.jpg	split-s8	1x300x6	float32	24b145b0ae8e27a1c0ff7c2e2e3d5f1fa88dfd1f66831e6bfc7356c195090c13	0	-4.6319580078125	641.988037109375	237.01693725585938	218.50985717773438	57	1743	29	1714	249.985226	3.613404	253.59863
B1	19	000000151833.jpg	source-fp32	1x300x6	float32	6cc041df3ae0110f500f9513a43efd9bf411f6eee61041b8fd3fb56145b39de7	0	0.0	641.3342895507812	286.39056396484375	250.90054321289062	242	1558	0	1558	nan	nan	nan
B1	19	000000151833.jpg	split-fp32	1x300x6	float32	6cc041df3ae0110f500f9513a43efd9bf411f6eee61041b8fd3fb56145b39de7	0	0.0	641.3342895507812	286.39056396484375	250.90054321289062	242	1558	0	1558	177.621201	4.030091	181.651292
B1	19	000000151833.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	6cc041df3ae0110f500f9513a43efd9bf411f6eee61041b8fd3fb56145b39de7	0	0.0	641.3342895507812	286.39056396484375	250.90054321289062	242	1558	0	1558	nan	3.408885	nan
B1	19	000000151833.jpg	split-s8	1x300x6	float32	59b8523dee6230febf7ac793ed878ebb1713f25261612ec4a068093b78bba573	0	0.0	641.3219604492188	284.6226806640625	250.76611328125	254	1546	0	1546	247.731075	3.526657	251.257732
B1	20	000000581815.jpg	source-fp32	1x300x6	float32	96f23653e604d6e90c5a45d372b98177e8bd3d5ea4c76b40bdb301ba1ace1e10	0	0.0	639.843505859375	216.74436950683594	176.68960571289062	16	1784	0	1784	nan	nan	nan
B1	20	000000581815.jpg	split-fp32	1x300x6	float32	96f23653e604d6e90c5a45d372b98177e8bd3d5ea4c76b40bdb301ba1ace1e10	0	0.0	639.843505859375	216.74436950683594	176.68960571289062	16	1784	0	1784	172.4289	3.693169	176.122069
B1	20	000000581815.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	96f23653e604d6e90c5a45d372b98177e8bd3d5ea4c76b40bdb301ba1ace1e10	0	0.0	639.843505859375	216.74436950683594	176.68960571289062	16	1784	0	1784	nan	3.374879	nan
B1	20	000000581815.jpg	split-s8	1x300x6	float32	31667ddb4bb599373a36580e3f5aa89f44916bf6485b0636025822e77f8b38fc	0	-1.1554698944091797	639.9642944335938	214.0937042236328	179.07522583007812	0	1800	1	1799	242.807564	3.490729	246.298293
B1	21	000000099546.jpg	source-fp32	1x300x6	float32	c0f58e66460fa57f514c07d4f92fb3ca2c3f49017669058dc0e19483d50364d2	0	-2.681884765625	647.1771240234375	259.5245056152344	211.5613555908203	0	1800	7	1793	nan	nan	nan
B1	21	000000099546.jpg	split-fp32	1x300x6	float32	c0f58e66460fa57f514c07d4f92fb3ca2c3f49017669058dc0e19483d50364d2	0	-2.681884765625	647.1771240234375	259.5245056152344	211.5613555908203	0	1800	7	1793	177.908652	3.796949	181.705601
B1	21	000000099546.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	c0f58e66460fa57f514c07d4f92fb3ca2c3f49017669058dc0e19483d50364d2	0	-2.681884765625	647.1771240234375	259.5245056152344	211.5613555908203	0	1800	7	1793	nan	3.441134	nan
B1	21	000000099546.jpg	split-s8	1x300x6	float32	1443646a6ea5e05738f5b98f97fe2c9d9de137a6aaa1dba8219db458c1c919f9	0	-4.2989349365234375	655.5206298828125	257.2540588378906	212.58033752441406	0	1800	17	1783	248.816594	3.498172	252.31476600000002
B1	22	000000568009.jpg	source-fp32	1x300x6	float32	c152221179225be7813fb4a84b8d69f60c3971f07a7fa4f0fc02c544ae5ee8e0	0	-1.0274391174316406	639.7495727539062	247.46954345703125	180.39129638671875	13	1787	2	1785	nan	nan	nan
B1	22	000000568009.jpg	split-fp32	1x300x6	float32	c152221179225be7813fb4a84b8d69f60c3971f07a7fa4f0fc02c544ae5ee8e0	0	-1.0274391174316406	639.7495727539062	247.46954345703125	180.39129638671875	13	1787	2	1785	174.47279	3.30353	177.77632
B1	22	000000568009.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	c152221179225be7813fb4a84b8d69f60c3971f07a7fa4f0fc02c544ae5ee8e0	0	-1.0274391174316406	639.7495727539062	247.46954345703125	180.39129638671875	13	1787	2	1785	nan	3.376031	nan
B1	22	000000568009.jpg	split-s8	1x300x6	float32	5dc4fe4708fc69dc8e13d35e2a58747209fd4b98e9484586d46dd1bd0b3c37cc	0	-2.154510498046875	639.9013671875	246.70033264160156	179.39340209960938	14	1786	4	1782	243.657983	3.415212	247.073195
B1	23	000000358024.jpg	source-fp32	1x300x6	float32	ebb5112ac5b3a66767b06e83b709d9c54b684bfbbc8fc4dac730b09ba7c91686	0	-4.345726013183594	640.6292724609375	172.05795288085938	222.8432159423828	105	1695	54	1641	nan	nan	nan
B1	23	000000358024.jpg	split-fp32	1x300x6	float32	ebb5112ac5b3a66767b06e83b709d9c54b684bfbbc8fc4dac730b09ba7c91686	0	-4.345726013183594	640.6292724609375	172.05795288085938	222.8432159423828	105	1695	54	1641	172.508276	3.439094	175.94737
B1	23	000000358024.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	ebb5112ac5b3a66767b06e83b709d9c54b684bfbbc8fc4dac730b09ba7c91686	0	-4.345726013183594	640.6292724609375	172.05795288085938	222.8432159423828	105	1695	54	1641	nan	3.130351	nan
B1	23	000000358024.jpg	split-s8	1x300x6	float32	f1757a21440a59906607b2a41c5e1179588798b8b7764592bbda22c08794a2c6	0	-1.9735565185546875	641.3219604492188	155.97911071777344	212.80523681640625	127	1673	103	1570	245.183339	3.388763	248.572102
B1	24	000000414609.jpg	source-fp32	1x300x6	float32	209b4745bb0016036b7bd44b58441bd8d551f393f9dec5c6658209d4c1e8204d	0	-0.8167648315429688	670.6324462890625	201.2156219482422	184.9437255859375	36	1764	18	1746	nan	nan	nan
B1	24	000000414609.jpg	split-fp32	1x300x6	float32	209b4745bb0016036b7bd44b58441bd8d551f393f9dec5c6658209d4c1e8204d	0	-0.8167648315429688	670.6324462890625	201.2156219482422	184.9437255859375	36	1764	18	1746	168.691649	3.411335	172.10298400000002
B1	24	000000414609.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	209b4745bb0016036b7bd44b58441bd8d551f393f9dec5c6658209d4c1e8204d	0	-0.8167648315429688	670.6324462890625	201.2156219482422	184.9437255859375	36	1764	18	1746	nan	3.221105	nan
B1	24	000000414609.jpg	split-s8	1x300x6	float32	1fa19e48aef49607cb43ed35ea72b7436bcf92003f972c144bd3db5e912e6d3b	0	0.0	656.3330078125	222.947021484375	198.4445343017578	35	1765	0	1765	241.745266	3.3431	245.08836599999998
B1	25	000000342336.jpg	source-fp32	1x300x6	float32	bb0a792c9bfff5ee867913ebe772b7379cd647a9e48b4ed5694902068190f1a5	0	-0.024003028869628906	639.8525390625	235.625732421875	206.20416259765625	54	1746	1	1745	nan	nan	nan
B1	25	000000342336.jpg	split-fp32	1x300x6	float32	bb0a792c9bfff5ee867913ebe772b7379cd647a9e48b4ed5694902068190f1a5	0	-0.024003028869628906	639.8525390625	235.625732421875	206.20416259765625	54	1746	1	1745	172.773417	3.497396	176.270813
B1	25	000000342336.jpg	candidate-tail-on-fp32-boundaries	1x300x6	float32	bb0a792c9bfff5ee867913ebe772b7379cd647a9e48b4ed5694902068190f1a5	0	-0.024003028869628906	639.8525390625	235.625732421875	206.20416259765625	54	1746	1	1745	nan	3.410481	nan
B1	25	000000342336.jpg	split-s8	1x300x6	float32	8e071b00f7f27c8f944d1cfbbb7b5f6f75488d0f99c70d3cc01d9838bce98ba7	0	-6.1103668212890625	640.4557495117188	230.73468017578125	203.90475463867188	56	1744	6	1738	246.045905	3.878117	249.924022
B1	26	000000091751.jpg	source-fp32	1x300x6	float32	1dbffba52e2e93e54915abc1e1f35a909b08e72b103c50be69956f16f9cbd1ce	0	-2.6655731201171875	665.732666015625	190.08465576171875	186.241455078125	90	1710	19	1691	nan	nan	nan
