fixture_scope	candidate	image_index	image	fp32_split_vs_unsplit_mae	fp32_split_vs_unsplit_max_abs	fp32_split_vs_unsplit_cosine	s8_vs_fp32_mae	s8_vs_fp32_max_abs	s8_vs_fp32_cosine	candidate_tail_vs_source_mae	candidate_tail_vs_source_max_abs	candidate_tail_vs_source_cosine	confidence_branch_collapsed	status
H500-first-100	B1	68	000000129712.jpg	0.0	0.0	1.0	80.1148041343689	456.28514862060547	0.9298685412643889	0.0	0.0	1.0	0	pass
H500-first-100	B1	69	000000464695.jpg	0.0	0.0	1.0000000000000002	91.31783798780707	607.4309463500977	0.8169392568358353	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B1	70	000000031041.jpg	0.0	0.0	1.0000000000000002	112.46070572576589	605.9589767456055	0.855378406048037	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B1	71	000000506659.jpg	0.0	0.0	1.0	118.31429980648889	529.4570388793945	0.8472801424176264	0.0	0.0	1.0	0	pass
H500-first-100	B1	72	000000167267.jpg	0.0	0.0	1.0000000000000002	117.49934043770035	634.1678466796875	0.8286721180386528	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B1	73	000000360307.jpg	0.0	0.0	0.9999999999999998	124.10972757395771	633.5283756256104	0.8022464949873669	0.0	0.0	0.9999999999999998	0	pass
H500-first-100	B1	74	000000102610.jpg	0.0	0.0	0.9999999999999999	102.29946386999553	594.7254600524902	0.8136727407547169	0.0	0.0	0.9999999999999999	0	pass
H500-first-100	B1	75	000000210736.jpg	0.0	0.0	0.9999999999999998	100.58995133729445	584.2735271453857	0.8704916229595032	0.0	0.0	0.9999999999999998	0	pass
H500-first-100	B1	76	000000197576.jpg	0.0	0.0	1.0	111.67167633480496	630.670901298523	0.8325741176212996	0.0	0.0	1.0	0	pass
H500-first-100	B1	77	000000342715.jpg	0.0	0.0	0.9999999999999999	88.9937469608585	627.7788162231445	0.8163802197617821	0.0	0.0	0.9999999999999999	0	pass
H500-first-100	B1	78	000000556698.jpg	0.0	0.0	0.9999999999999998	142.17933878433374	629.009560585022	0.6985034280948987	0.0	0.0	0.9999999999999998	0	pass
H500-first-100	B1	79	000000065420.jpg	0.0	0.0	1.0	102.15990440064006	628.3048553466797	0.8739385064876103	0.0	0.0	1.0	0	pass
H500-first-100	B1	80	000000178189.jpg	0.0	0.0	1.0	108.09390749639935	632.6222705841064	0.8016361414368107	0.0	0.0	1.0	0	pass
H500-first-100	B1	81	000000318495.jpg	0.0	0.0	1.0	95.35585021179584	504.1981506347656	0.8838449984620508	0.0	0.0	1.0	0	pass
H500-first-100	B1	82	000000467803.jpg	0.0	0.0	0.9999999999999999	79.62311321902607	498.2348937988281	0.9056789855862666	0.0	0.0	0.9999999999999999	0	pass
H500-first-100	B1	83	000000544983.jpg	0.0	0.0	1.0000000000000002	80.8935531922016	631.1591958999634	0.7826865710183821	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B1	84	000000438993.jpg	0.0	0.0	1.0	83.24584015621079	459.41089248657227	0.8999133351580059	0.0	0.0	1.0	0	pass
H500-first-100	B1	85	000000089124.jpg	0.0	0.0	1.0	98.49629487597281	619.7023141384125	0.8247247727501824	0.0	0.0	1.0	0	pass
H500-first-100	B1	86	000000262686.jpg	0.0	0.0	1.0000000000000002	84.84716203136577	494.0863494873047	0.880194112920524	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B1	87	000000110514.jpg	0.0	0.0	1.0	138.2108842382994	635.309853553772	0.690565323610413	0.0	0.0	1.0	0	pass
H500-first-100	B1	88	000000407443.jpg	0.0	0.0	1.0000000000000002	86.05135056109891	540.1088485717773	0.9029054932861623	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B1	89	000000403224.jpg	0.0	0.0	1.0000000000000002	101.95812293542755	577.1414947509766	0.867067119272559	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B1	90	000000101090.jpg	0.0	0.0	1.0000000000000002	87.84291378254692	564.0611267089844	0.8499509712014587	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B1	91	000000430175.jpg	0.0	0.0	1.0	85.84406445546283	633.7431325912476	0.7091880939902125	0.0	0.0	1.0	0	pass
H500-first-100	B1	92	000000499918.jpg	0.0	0.0	1.0	68.30348160419199	523.6307854652405	0.9027405299725909	0.0	0.0	1.0	0	pass
H500-first-100	B1	93	000000277563.jpg	0.0	0.0	0.9999999999999999	90.1212478824291	628.9377536773682	0.8422382093975639	0.0	0.0	0.9999999999999999	0	pass
H500-first-100	B1	94	000000239596.jpg	0.0	0.0	0.9999999999999999	77.22434354503949	613.1506996154785	0.8757537409331959	0.0	0.0	0.9999999999999999	0	pass
H500-first-100	B1	95	000000164856.jpg	0.0	0.0	0.9999999999999999	117.41733691192336	620.2517929077148	0.8352263274288192	0.0	0.0	0.9999999999999999	0	pass
H500-first-100	B1	96	000000457271.jpg	0.0	0.0	1.0000000000000002	109.48000683665276	632.9488248825073	0.8231365222932977	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B1	97	000000373034.jpg	0.0	0.0	1.0000000000000002	123.99461863262786	629.0185813903809	0.7327244444235018	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B1	98	000000491804.jpg	0.0	0.0	1.0	45.0356705270542	362.1196594238281	0.9425795365820505	0.0	0.0	1.0	0	pass
H500-first-100	B1	99	000000406298.jpg	0.0	0.0	0.9999999999999998	97.75925159277188	633.840033531189	0.8240363647453588	0.0	0.0	0.9999999999999998	0	pass
fixed-F0-bus-Zidane-canonical	B1	0	ultralytics_bus.jpg	0.0	0.0	1.0	104.7192449679474	514.1777667999268	0.8022265212810586	0.0	0.0	1.0	0	pass
fixed-F0-bus-Zidane-canonical	B1	1	ultralytics_zidane.jpg	0.0	0.0	0.9999999999999999	83.71751537438897	621.7600421905518	0.9097075155559498	0.0	0.0	0.9999999999999999	0	pass
fixed-F0-bus-Zidane-canonical	B1	2	canonical_photo.jpg	0.0	0.0	1.0000000000000002	105.0423631668753	633.6799850463867	0.8233542371166193	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B2	0	000000209933.jpg	0.0	0.0	1.0	93.60338139269086	542.5576038360596	0.864188887755327	0.0	0.0	1.0	0	pass
H500-first-100	B2	1	000000300908.jpg	0.0	0.0	1.0	86.50574954246481	468.0342102050781	0.9082304274630666	0.0	0.0	1.0	0	pass
H500-first-100	B2	2	000000221730.jpg	0.0	0.0	1.0	114.62149408178198	612.5609130859375	0.8234383988339575	0.0	0.0	1.0	0	pass
H500-first-100	B2	3	000000052109.jpg	0.0	0.0	1.0	97.11106785254346	633.8938941955566	0.7873221294115847	0.0	0.0	1.0	0	pass
H500-first-100	B2	4	000000081819.jpg	0.0	0.0	1.0	84.50125612088375	473.6756134033203	0.8597970629207636	0.0	0.0	1.0	0	pass
H500-first-100	B2	5	000000168943.jpg	0.0	0.0	1.0	56.39237306424313	436.6780548095703	0.9140378583094502	0.0	0.0	1.0	0	pass
H500-first-100	B2	6	000000426831.jpg	0.0	0.0	1.0000000000000002	85.39594077741107	634.1277265548706	0.8167631161611139	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B2	7	000000054718.jpg	0.0	0.0	1.0	118.40510425021252	639.4811096191406	0.7785288517964482	0.0	0.0	1.0	0	pass
H500-first-100	B2	8	000000195394.jpg	0.0	0.0	1.0000000000000002	58.19768395854367	481.18627548217773	0.9579226269204482	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B2	9	000000368347.jpg	0.0	0.0	1.0000000000000002	74.37974084839225	527.0659484863281	0.8836817256883238	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B2	10	000000349403.jpg	0.0	0.0	0.9999999999999999	84.74891983686221	632.1711297035217	0.7622952996141023	0.0	0.0	0.9999999999999999	0	pass
H500-first-100	B2	11	000000312286.jpg	0.0	0.0	1.0	101.7752828869058	635.9134705066681	0.7606462330149749	0.0	0.0	1.0	0	pass
H500-first-100	B2	12	000000232612.jpg	0.0	0.0	1.0	115.21677355643776	606.1297149658203	0.8118721660973741	0.0	0.0	1.0	0	pass
H500-first-100	B2	13	000000382341.jpg	0.0	0.0	0.9999999999999999	106.08160812940862	635.7934217453003	0.8568533379871757	0.0	0.0	0.9999999999999999	0	pass
H500-first-100	B2	14	000000044954.jpg	0.0	0.0	1.0	74.83132127874427	596.1614508628845	0.8977393234450272	0.0	0.0	1.0	0	pass
H500-first-100	B2	15	000000561187.jpg	0.0	0.0	1.0000000000000002	75.11774157048927	622.6131649017334	0.922991790415611	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B2	16	000000401320.jpg	0.0	0.0	0.9999999999999999	99.57177961717049	628.6275024414062	0.8081592776168137	0.0	0.0	0.9999999999999999	0	pass
H500-first-100	B2	17	000000216524.jpg	0.0	0.0	1.0000000000000002	113.74174701877766	629.5514526367188	0.7823800559187928	0.0	0.0	1.0000000000000002	0	pass
H500-first-100	B2	18	000000505663.jpg	0.0	0.0	1.0	100.55313458300299	637.9531860351562	0.8771961357791916	0.0	0.0	1.0	0	pass
