surface	prediction_json	prediction_sha256	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_100	mean_precision_grid	mean_recall_grid
legacy_semantic_int8	/data/ncnn-logs/ai-team/2026-07-22/2026-07-22_08-49-39__contcodex__BANANA-YOLO26-K1X-STAGE62-FINAL-BRANCH-CONSOLIDATION-AGPL-INTERNAL-RD-SDK-AND-DUAL-REMOTE-FREEZE-GATE-001__stage62-final-integration/board/predictions/r640_predictions.json	cda5c8c7a46d61d9c90f6292001eea190cb8f6617efe647a33dc6134dd57ccda	0.3707408944391919	0.5258465300872381	0.4033156042360903	0.18397294626227842	0.4142627352606523	0.5440433811804918	0.593621370936095	0.3707408944391919	0.593621370936095
k1x_int8_v1	/data/ncnn-logs/ai-team/2026-07-22/2026-07-22_08-49-39__contcodex__BANANA-YOLO26-K1X-STAGE62-FINAL-BRANCH-CONSOLIDATION-AGPL-INTERNAL-RD-SDK-AND-DUAL-REMOTE-FREEZE-GATE-001__stage62-final-integration/board/predictions/r768_predictions.json	5ca1639a6b46545f21d298501727f9273bebf8825b7ef8eee2a6fb7a4f73668e	0.37354959453260156	0.5336566342673928	0.410574529273336	0.20000174544619537	0.4312611919288488	0.5265916726022233	0.6052010941714786	0.37354959453260156	0.6052010941714786
