surface	samples	mean_us	stddev_us	cv_pct	min_us	median_us	p90_us	p95_us	p99_us	p999_us	max_us	repeats	repeat_mean_cv_pct	process_cpu_mean_us	voluntary_context_switches_mean	involuntary_context_switches_mean	affinity_all_pass	cpu4_7_ime_count	output_hashes	input_us_mean	core_us_mean	dense_us_mean	depthwise_us_mean	attention_us_mean	lut_us_mean	concat_us_mean	transform_us_mean	head_us_mean
stage52_reproduced	500	503636.514	4065.992265611437	0.8073267431144671	500835.0	502673.0	505100.2	505801.75	521694.88	536938.972	537923.0	5	0.17097993789746346	1807701.04	1201.08	6.532	1	0	0xd43f5e018b415631	32883.8512	19429.435	141322.704	102944.906	45118.086	66062.2488	35715.3764	19706.9184	40386.886
