surface	samples	mean_us	stddev_us	cv_pct	min_us	median_us	p90_us	p95_us	p99_us	p999_us	max_us	repeats	repeat_mean_cv_pct	process_cpu_mean_us	voluntary_context_switches_mean	involuntary_context_switches_mean	affinity_all_pass	cpu4_7_ime_count	output_hashes	input_us_mean	core_us_mean	dense_us_mean	depthwise_us_mean	attention_us_mean	lut_us_mean	concat_us_mean	transform_us_mean	head_us_mean	statistical_unit
stage53_condition_variable_safe_default	500	253069.478	2926.2331366889607	1.1562963498462508	250871.0	252149.0	254950.6	260134.25	266545.7	271774.073	272559.0	5	0.3483499554996655	927619.06	1310.834	4.12	1	0	0xd43f5e018b415631	12397.361	21838.0426	140376.868	20187.4676	22133.034600000003	17744.261	5964.92498	4283.25538	8010.38936	not-applicable
stage53_epoch_spin_research	500	239884.016	3272.162204219933	1.3640601232138505	237658.0	239255.0	241349.9	242452.0	250782.08999999997	275331.10899999936	288609.0	5	0.5426999186203003	1199793.62	0.0	4.038	1	0	0xd43f5e018b415631	12296.8194	19617.673600000002	136331.358	19757.299199999998	22147.9886	14380.6742	3862.47082	3429.01748	7977.84946	not-applicable
stage53_epoch_spin_10000_soak	10000	240043.5397	2303.5773231372714	0.9596497893741365	237507.0	239529.5	241530.2	242403.2	250091.23	260405.01	263494.0	1	0.0	1200765.228	0.0	3.4226	1	0	0xd43f5e018b415631	12288.440129999999	19632.96309	136322.942	19766.92119	22261.42659	14399.862869999999	3878.030432	3422.115267	7990.563273999999	not-applicable
matched_b120_ort_cpu0_3_intra4	500	456266.315376	1687.7746726443715	0.3699099880414161	452430.629	456092.16099999996	458448.1275	459138.34985	461477.02770000004	463206.05569899996	463375.815	not-applicable	not-applicable	1824577.715606	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	500 per-inference samples; 5 repeats x 100
