surface	repeat	run	wall_us	process_cpu_us	input_wrap_us	ort_run_us	output_copy_us
matched_b120_ort_cpu0_3_intra4	0	0	455654.922	1822849.953	10.958	455237.025	367.524
matched_b120_ort_cpu0_3_intra4	0	1	456452.963	1824192.951	11.416	456112.729	290.028
matched_b120_ort_cpu0_3_intra4	0	2	453295.328	1809001.034	10.541	452968.385	274.445
matched_b120_ort_cpu0_3_intra4	0	3	454167.232	1821711.452	9.458	453778.876	340.817
matched_b120_ort_cpu0_3_intra4	0	4	452997.302	1808783.034	10.666	452664.318	279.362
matched_b120_ort_cpu0_3_intra4	0	5	459615.297	1826992.074	10.458	459282.687	280.237
matched_b120_ort_cpu0_3_intra4	0	6	455092.786	1810859.245	9.791	454748.261	286.736
matched_b120_ort_cpu0_3_intra4	0	7	456809.758	1836436.864	9.917	456463.108	297.194
matched_b120_ort_cpu0_3_intra4	0	8	456155.611	1823757.91	10.375	455833.21	276.445
matched_b120_ort_cpu0_3_intra4	0	9	456240.195	1823964.494	9.458	455884.087	302.277
matched_b120_ort_cpu0_3_intra4	0	10	454712.515	1810399.409	10.874	454378.781	272.028
matched_b120_ort_cpu0_3_intra4	0	11	457150.024	1836880.326	9.916	456829.205	272.279
matched_b120_ort_cpu0_3_intra4	0	12	454319.656	1809993.744	9.874	453995.963	267.446
matched_b120_ort_cpu0_3_intra4	0	13	456061.993	1823888.66	9.708	455728.592	275.195
matched_b120_ort_cpu0_3_intra4	0	14	456439.214	1824043.534	9.541	456104.23	277.987
matched_b120_ort_cpu0_3_intra4	0	15	453130.384	1820750.578	10.166	452814.774	265.362
matched_b120_ort_cpu0_3_intra4	0	16	455644.536	1823146.906	10.124	455303.511	293.236
matched_b120_ort_cpu0_3_intra4	0	17	455514.854	1823012.116	9.541	455148.164	318.443
matched_b120_ort_cpu0_3_intra4	0	18	456029.969	1823627.576	10.041	455643.237	336.776
matched_b120_ort_cpu0_3_intra4	0	19	456283.111	1824046.91	10.125	455931.752	302.736
matched_b120_ort_cpu0_3_intra4	0	20	457050.996	1824721.036	10.374	456719.512	280.154
matched_b120_ort_cpu0_3_intra4	0	21	456411.231	1824160.868	9.833	456092.121	265.612
matched_b120_ort_cpu0_3_intra4	0	22	454867.804	1822611.868	9.166	454540.569	279.904
