operation_index	resident_operation_index	kind	scope	name	category	implementation_status	samples	mean_us	stddev_us	cv_pct	min_us	median_us	p90_us	p95_us	p99_us	p999_us	max_us	full_wall_pct	logical_operation_index	model_block	input_shapes	output_shape	output_layout	macs	input_bytes	output_bytes	input_output_bytes	selected_implementation	worker_count	generic_logical_accessor_in_hot_loop	separate_materialization	fusion_or_view_eligibility
61	26	conv	resident_core	/model.8/m.0/cv3/conv/Conv	resident_model4_final_to_model9	stable-selected	50	306.1946	17.95380326145467	5.863527071168032	292.962	301.942	309.37550000000005	340.31315	376.19367999999986	404.712268	407.881	0.12770274057295808	61	model.8	1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	6553600	51200	51200	102400	resident_core:conv	4	no	no	not-applicable
62	27	concat	resident_core	/model.8/Concat	resident_model4_final_to_model9	stable-selected	50	32.26132	9.62524587216305	29.83525123015131	27.458	29.7295	32.44200000000001	54.57774999999998	71.94633999999999	73.196134	73.335	0.013455034734450522	62	model.8	1x256x20x20,1x128x20x20,1x128x20x20	1x384x20x20	NCHWc8_SPATIAL_INNER_V1	0	204800	153600	358400	resident_core:concat	4	no	no	producer-direct where quantization domains permit
63	28	conv	resident_core	/model.8/cv2/conv/Conv	resident_model4_final_to_model9	stable-selected	50	860.74868	48.41004878161527	5.62417926468563	827.762	848.7204999999999	882.5761	899.05675	1040.3689499999996	1152.4027950000002	1164.851	0.35898727600211144	63	model.8	1x384x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	39321600	153600	102400	256000	resident_core:conv	4	no	no	not-applicable
65	29	conv	resident_core	/model.9/cv1/conv/Conv	resident_model4_final_to_model9	stable-selected	50	403.22102	11.527026900413528	2.8587366056495584	392.839	400.1095	406.3605	437.58549999999997	443.23758999999995	443.32975899999997	443.34	0.16816896611051776	65	model.9	1x256x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	13107200	102400	51200	153600	resident_core:conv	4	no	no	not-applicable
-1	30	maxpool	resident_core	/model.9/m/MaxPool	resident_model4_final_to_model9	stable-selected	50	475.85801999999995	13.255293189145393	2.785556328155485	463.715	473.466	480.7817	497.3032	529.2680899999999	545.3465090000001	547.133	0.19846324291029788	composite-range	model.9	not-applicable	not-applicable	range-defined	0	0	0	0	resident_core:maxpool	4	no	no	not-applicable
-1	31	maxpool	resident_core	/model.9/m_1/MaxPool	resident_model4_final_to_model9	stable-selected	50	473.99873999999994	22.235796463351427	4.691108770321083	460.048	467.90250000000003	498.0032	505.97835	561.6715099999998	598.274951	602.342	0.19768780418116128	composite-range	model.9	not-applicable	not-applicable	range-defined	0	0	0	0	resident_core:maxpool	4	no	no	not-applicable
-1	32	maxpool	resident_core	/model.9/m_2/MaxPool	resident_model4_final_to_model9	stable-selected	50	471.2229	11.824969036072853	2.509421557414305	457.965	467.236	497.8487	499.3282	502.57975	504.839875	505.091	0.19653010128440207	composite-range	model.9	not-applicable	not-applicable	range-defined	0	0	0	0	resident_core:maxpool	4	no	no	not-applicable
66	33	concat	resident_core	/model.9/Concat	resident_model4_final_to_model9	stable-selected	50	106.75748	8.382996133427547	7.852373560548213	99.252	105.46	108.6597	114.60634999999999	144.49357	145.025857	145.085	0.04452470021568885	66	model.9	1x128x20x20	1x512x20x20	NCHWc8_SPATIAL_INNER_V1	0	51200	204800	256000	resident_core:concat	4	no	no	producer-direct where quantization domains permit
67	34	conv	resident_core	/model.9/cv2/conv/Conv	resident_model4_final_to_model9	stable-selected	50	974.81546	30.95678328897253	3.1756557583701563	921.014	973.8689999999999	1010.5980999999999	1021.8779	1051.5555100000001	1064.344951	1065.766	0.40656042201557047	67	model.9	1x512x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	52428800	204800	102400	307200	resident_core:conv	4	no	no	not-applicable
-1	35	add_silu	resident_core	/model.9/Add	resident_model4_final_to_model9	stable-selected	50	341.3618	13.245217961858645	3.8801113545389803	330.38	337.10900000000004	370.6384	376.37444999999997	379.73316	380.578116	380.672	0.1423697132049945	composite-range	model.9	not-applicable	not-applicable	range-defined	0	0	0	0	resident_core:add_silu	4	no	no	not-applicable
-1	-1	bridge	resident_bridge	resident_core_bridge_overhead	resident_bridge	measured-direct	50	120.92984	6.973481668874052	5.766551637605781	114.335	119.4205	124.8597	134.17259999999996	147.71811999999997	152.662612	153.212	0.050435481177817404	composite-range	executor	not-applicable	not-applicable	range-defined	0	0	0	0	resident_bridge:bridge	1	no	no	not-applicable
69	-1	conv_dense	full_executor	/model.10/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1027.1246	20.96215062186792	2.0408576157038705	994.307	1024.1195	1058.6987	1066.9248499999999	1076.08725	1076.473125	1076.516	0.42837668048327227	69	model.10	1x256x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	26214400	102400	102400	204800	full_executor:conv_dense	4	no	no	not-applicable
70	-1	split	full_executor	/model.10/Split	split_reshape_transpose	measured-reference	50	28.88872	1.02613129286855	3.5520137024712413	26.793	28.813000000000002	30.109	30.7257	31.27308	31.364808	31.375	0.012048444733005826	70	model.10	1x256x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:split	1	yes-reference	yes	view/alias where lifetime and physical layout permit
71	-1	conv_dense	full_executor	/model.10/m/m.0/attn/qkv/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	896.6135	15.524400300948232	1.7314484224192732	880.764	891.159	928.3425	930.75775	937.13909	941.751509	942.264	0.3739452008125289	71	model.10	1x128x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	13107200	51200	102400	153600	full_executor:conv_dense	4	no	no	not-applicable
72	-1	split	full_executor	/model.10/m/m.0/attn/Split	split_reshape_transpose	measured-reference	50	350.73514	10.467570111598222	2.9844657457471246	346.088	347.2135	354.947	382.23055	388.02484	390.707884	391.006	0.1462789957538119	72	model.10	1x256x20x20	1x2x32x400	ROW_MAJOR_U8_V1	0	102400	25600	128000	full_executor:split	1	yes-reference	yes	view/alias where lifetime and physical layout permit
73	-1	split	full_executor	/model.10/m/m.0/attn/Split	split_reshape_transpose	measured-reference	50	701.75962	17.46457976952559	2.48868405530737	691.719	692.6355	729.9699	737.2985	746.11925	751.797125	752.428	0.29267866480152704	73	model.10	1x256x20x20	1x2x64x400	ROW_MAJOR_U8_V1	0	102400	51200	153600	full_executor:split	1	yes-reference	yes	view/alias where lifetime and physical layout permit
74	-1	reshape_split_transpose	full_executor	/model.10/m/m.0/attn/Transpose	split_reshape_transpose	measured-direct	50	357.70372000000003	13.086122892934313	3.6583692484199806	351.006	353.401	359.50090000000006	388.16605	406.98017999999996	416.866518	417.965	0.14918533951004376	74	model.10	1x256x20x20	1x2x400x32	ROW_MAJOR_U8_V1	0	102400	25600	128000	full_executor:reshape_split_transpose	1	no	yes	view/alias where lifetime and physical layout permit
75	-1	reshape	full_executor	/model.10/m/m.0/attn/Reshape_2	split_reshape_transpose	measured-reference	50	26.730439999999998	7.669163523448158	28.690749286013094	21.292	25.0835	29.1417	30.016849999999998	62.13823999999998	67.264424	67.834	0.011148303871854767	75	model.10	1x2x64x400	1x128x20x20	ROW_MAJOR_U8_V1	0	51200	51200	102400	full_executor:reshape	1	yes-reference	yes	view/alias where lifetime and physical layout permit
76	-1	matmul	full_executor	/model.10/m/m.0/attn/MatMul	attention_matmul	stable-selected	50	3063.6977399999996	24.982106890455064	0.8154233547352183	3016.796	3064.6085000000003	3082.5338	3091.4252	3152.254	3159.5305	3160.339	1.2777579933975907	76	model.10	1x2x400x32,1x2x32x400	1x2x400x400	ROW_MAJOR_U8_V1	10240000	51200	320000	371200	full_executor:matmul	4	no	no	not-applicable
77	-1	conv_grouped	full_executor	/model.10/m/m.0/attn/pe/conv/Conv	grouped_depthwise	stable-selected	50	5681.74194	26.42668012723784	0.4651158114238086	5644.543	5679.5435	5703.3901000000005	5721.0049	5779.23334	5787.539134000001	5788.462	2.3696499447289914	77	model.10	1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	460800	51200	51200	102400	full_executor:conv_grouped	4	no	no	not-applicable
78	-1	softmax_transpose	full_executor	/model.10/m/m.0/attn/Transpose_1	attention_softmax_transpose	stable-selected	50	4637.4239	99.05374812310079	2.1359649292164296	4554.694	4618.09	4654.212	4666.9743499999995	5085.74763	5209.983063000001	5223.787	1.9341024996147402	78	model.10	1x2x400x400	1x2x400x400	ROW_MAJOR_U8_V1	0	320000	320000	640000	full_executor:softmax_transpose	1	no	yes	not-applicable
79	-1	matmul	full_executor	/model.10/m/m.0/attn/MatMul_1	attention_matmul	stable-selected	50	3650.4565000000002	213.9019213455464	5.859593761644507	3206.339	3670.138	3890.7625	3897.5421499999998	3997.3798699999998	4075.805987	4084.52	1.5224739410569899	79	model.10	1x2x64x400,1x2x400x400	1x2x64x400	ROW_MAJOR_U8_V1	20480000	371200	51200	422400	full_executor:matmul	4	no	no	not-applicable
80	-1	lut2	full_executor	/model.10/m/m.0/attn/Add_output_0_QuantizeLinear	lut2_add	stable-selected	50	1838.1894200000002	91.01825243998128	4.951516500404037	1807.402	1821.9650000000001	1849.5479	1854.2739	2166.7920099999988	2432.737501	2462.287	0.7666426077606082	80	model.10	1x2x64x400,1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:lut2	4	no	yes	not-applicable
81	-1	conv_dense	full_executor	/model.10/m/m.0/attn/proj/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	448.82419999999996	15.4988047518089	3.4532016659994937	436.84	443.00649999999996	466.51509999999996	468.17545	501.2881799999999	528.3735180000001	531.383	0.18718841016616705	81	model.10	1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	6553600	51200	51200	102400	full_executor:conv_dense	4	no	no	not-applicable
82	-1	lut2	full_executor	/model.10/m/m.0/Add_output_0_QuantizeLinear	lut2_add	stable-selected	50	235.35692	16.423544800992392	6.978144004005657	228.753	231.44099999999997	234.67	257.3165	304.07734999999985	333.00033500000006	336.214	0.0981588953456738	82	model.10	1x128x20x20,1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:lut2	4	no	yes	not-applicable
83	-1	conv_dense	full_executor	/model.10/m/m.0/ffn/ffn.0/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	924.8322000000001	36.37573298903811	3.933225182799443	904.264	913.472	938.1435	942.2430999999999	1054.9194499999996	1148.982545	1159.434	0.3857142043331858	83	model.10	1x128x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	13107200	51200	102400	153600	full_executor:conv_dense	4	no	no	not-applicable
84	-1	lut1	full_executor	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	45.94152	3.131195965292051	6.815612468399069	41.542	45.209	50.4254	50.850699999999996	51.94725	52.333124999999995	52.376	0.01916055348489936	84	model.10	1x256x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
