surface	samples	mean_us	stddev_us	cv_pct	min_us	median_us	p90_us	p95_us	p99_us	p999_us	max_us	output_hashes	raw_evidence_path
jpeg_decode	500	22410.841346	31.7109099814874	0.14149807895162902	22369.292	22406.2755	22435.8492	22452.8394	22545.33642	22642.665203	22648.006	0x95c5770d8878f858	/data/ncnn-logs/ai-team/2026-07-14/2026-07-14_08-08-50__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE53-FULL-EXECUTOR-STRUCTURAL-HOTSPOT-REPAIR-DUAL-REMOTE-AND-COST-MODEL-GATE-001__stage53-structural-hotspot-repair/artifacts/board-logs/final_source_preloaded_pipeline.log
resize_letterbox	500	1185.054726	28.34833359204409	2.3921539630266904	1097.298	1177.2575000000002	1229.2242999999999	1234.30375	1246.5619199999999	1286.8125839999987	1314.549	0x95c5770d8878f858	/data/ncnn-logs/ai-team/2026-07-14/2026-07-14_08-08-50__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE53-FULL-EXECUTOR-STRUCTURAL-HOTSPOT-REPAIR-DUAL-REMOTE-AND-COST-MODEL-GATE-001__stage53-structural-hotspot-repair/artifacts/board-logs/final_source_preloaded_pipeline.log
color_convert	500	505.279534	13.983654151748583	2.767508519699629	476.711	503.2735	508.59020000000004	527.67	564.78634	583.8293749999997	590.753	0x95c5770d8878f858	/data/ncnn-logs/ai-team/2026-07-14/2026-07-14_08-08-50__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE53-FULL-EXECUTOR-STRUCTURAL-HOTSPOT-REPAIR-DUAL-REMOTE-AND-COST-MODEL-GATE-001__stage53-structural-hotspot-repair/artifacts/board-logs/final_source_preloaded_pipeline.log
input_quantize_layout	500	3057.749166	145.9599880503893	4.773445437361598	3001.935	3038.706	3063.8595	3093.4497	4076.6083900000003	4515.511876	4538.404	0x95c5770d8878f858	/data/ncnn-logs/ai-team/2026-07-14/2026-07-14_08-08-50__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE53-FULL-EXECUTOR-STRUCTURAL-HOTSPOT-REPAIR-DUAL-REMOTE-AND-COST-MODEL-GATE-001__stage53-structural-hotspot-repair/artifacts/board-logs/final_source_preloaded_pipeline.log
pure_graph	500	226412.91021399997	2299.023666796724	1.0154119147286003	224387.487	225821.5465	228285.6566	229107.47345000002	236798.0196	242601.64500599998	243150.548	0x95c5770d8878f858	/data/ncnn-logs/ai-team/2026-07-14/2026-07-14_08-08-50__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE53-FULL-EXECUTOR-STRUCTURAL-HOTSPOT-REPAIR-DUAL-REMOTE-AND-COST-MODEL-GATE-001__stage53-structural-hotspot-repair/artifacts/board-logs/final_source_preloaded_pipeline.log
executor_total	500	229470.65938	2362.315430306776	1.0294629547365428	227429.004	228849.076	231341.406	232143.00055	239804.44118999998	246937.46504999997	247643.076	0x95c5770d8878f858	/data/ncnn-logs/ai-team/2026-07-14/2026-07-14_08-08-50__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE53-FULL-EXECUTOR-STRUCTURAL-HOTSPOT-REPAIR-DUAL-REMOTE-AND-COST-MODEL-GATE-001__stage53-structural-hotspot-repair/artifacts/board-logs/final_source_preloaded_pipeline.log
output_decode	500	5.403788	0.14166532810244273	2.6215930029535346	5.167	5.375	5.584	5.667	5.833	5.979624999999997	6.042	0x95c5770d8878f858	/data/ncnn-logs/ai-team/2026-07-14/2026-07-14_08-08-50__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE53-FULL-EXECUTOR-STRUCTURAL-HOTSPOT-REPAIR-DUAL-REMOTE-AND-COST-MODEL-GATE-001__stage53-structural-hotspot-repair/artifacts/board-logs/final_source_preloaded_pipeline.log
preloaded_image_pipeline	500	253694.51946399998	2367.457592640534	0.933192249340839	251678.345	253086.8605	255534.7463	256357.2304	264053.16586999997	271237.49642499996	271935.56	0x95c5770d8878f858	/data/ncnn-logs/ai-team/2026-07-14/2026-07-14_08-08-50__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE53-FULL-EXECUTOR-STRUCTURAL-HOTSPOT-REPAIR-DUAL-REMOTE-AND-COST-MODEL-GATE-001__stage53-structural-hotspot-repair/artifacts/board-logs/final_source_preloaded_pipeline.log
