surface	samples	mean_us	stddev_us	cv_pct	min_us	median_us	p90_us	p95_us	p99_us	p999_us	max_us	repeats	repeat_mean_cv_pct	process_cpu_mean_us	voluntary_context_switches_mean	involuntary_context_switches_mean	affinity_all_pass	cpu4_7_ime_count	output_hashes	input_us_mean	core_us_mean	dense_us_mean	depthwise_us_mean	attention_us_mean	lut_us_mean	concat_us_mean	transform_us_mean	head_us_mean	raw_sample_count	raw_evidence_path
stage53_epoch_spin_10000_soak	10000	240043.5397	2303.5773231372714	0.9596497893741365	237507.0	239529.5	241530.2	242403.2	250091.23	260405.01	263494.0	1	0.0	1200765.228	0.0	3.4226	1	0	0xd43f5e018b415631	12288.440129999999	19632.96309	136322.942	19766.92119	22261.42659	14399.862869999999	3878.030432	3422.115267	7990.563273999999	10000	/data/ncnn-logs/ai-team/2026-07-14/2026-07-14_08-08-50__codex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE53-FULL-EXECUTOR-STRUCTURAL-HOTSPOT-REPAIR-DUAL-REMOTE-AND-COST-MODEL-GATE-001__stage53-structural-hotspot-repair/artifacts/board-logs/final_source_spin_10000.log
