profiled_graph_operations	profiled_execution_ranges	fused_or_view_logical_operations	profile_observations	outer_mean_us	operation_sum_mean_us	accounted_wall_pct	stable_optimized_wall_time_pct	measured_reference_wall_time_pct	generic_fallback_wall_time_pct	stage52_materialized_bytes_per_inference	stage53_materialized_bytes_per_inference	materialized_bytes_reduction_pct	mac_coverage_pct
215	208	18	10400	240287.16692000002	239771.3617	99.78533800759666	94.67915959729272	1.1294748424511492	1.1294748424511492	43734400	39024000	10.770469012950903	100.0
